id,title,original_title,year,reason,n_candidates
812557,CONCEITITY,CONCEITITY,2022,runtime_residual_no_tt,0
823202,Project Taring,Project Taring,2021,runtime_residual_no_tt,0
823207,Teror,Teror,2021,runtime_residual_no_tt,0
823210,Bisikan 69,Bisikan 69,2020,runtime_residual_no_tt,0
825448,Stalker,Stalker,2021,runtime_residual_no_tt,0
827157,Orang Pilihan,Orang Pilihan,2021,runtime_residual_no_tt,0
839552,Puaka,Puaka,1970,runtime_residual_no_tt,0
855190,Night of the Living Dead II,Night of the Living Dead II,2022,runtime_residual_no_tt,0
856221,A Soul at Night,A Soul at Night,1941,runtime_residual_no_tt,0
857141,Haunted House No. 13,Haunted House No. 13,1948,runtime_residual_no_tt,0
857334,Shadows in the Old House,Shadows in the Old House,1948,runtime_residual_no_tt,0
860849,Camp Forest Green,Camp Forest Green,2020,runtime_residual_no_tt,0
862069,Stab Ya In The Face,Stab Ya In The Face,2021,runtime_residual_no_tt,0
864237,Minh Tu Le Scissorhands,Minh Tu Le Scissorhands,2021,runtime_residual_no_tt,0
873668,Are You Ready?,Are You Ready?,2021,runtime_residual_no_tt,0
874594,Nail Gun,Nail Gun,2021,runtime_residual_no_tt,0
876349,Friday the 13th: Death Curse,Friday the 13th: Death Curse,2019,runtime_residual_no_tt,0
881308,Dreams,Dreams,2021,runtime_residual_no_tt,0
888827,Boutique Fantasque,Boutique Fantasque,2021,runtime_residual_no_tt,0
896922,1:00 A.M.,1:00 A.M.,1995,runtime_residual_no_tt,0
904364,Entropic,Entropic,2021,runtime_residual_no_tt,0
913120,The Mask of Satan,The Mask of Satan,2021,runtime_residual_no_tt,0
915572,Violations,Violations,1986,runtime_residual_no_tt,0
916120,Friday the 13th: Halloween Night,Friday the 13th: Halloween Night,1994,runtime_residual_no_tt,0
936813,Seven Deadly Tapes,Seven Deadly Tapes,2022,runtime_residual_no_tt,0
939224,MONTHLY PROGRESS REPORT,MONTHLY PROGRESS REPORT,2020,runtime_residual_no_tt,0
947822,A Date With A Cheerleader,A Date With A Cheerleader,2022,runtime_residual_no_tt,0
958256,Stuffed,Stuffed,2021,runtime_residual_no_tt,0
966712,Summer of '85: Mackey Returns,Summer of '85: Mackey Returns,2022,runtime_residual_no_tt,0
974211,2:22,2:22,2022,runtime_residual_no_tt,0
978912,Station ID,Station ID,2017,runtime_residual_no_tt,0
990382,OnlyFans,OnlyFans,2022,runtime_residual_no_tt,0
999844,Hell House LLC (Director's Cut),Hell House LLC (Director's Cut),2016,runtime_residual_no_tt,0
1002624,Killer Poop 2: Amityville Poo,Killer Poop 2: Amityville Poo,2022,runtime_residual_no_tt,0
1014684,Rise of the Carriers,Rise of the Carriers,2022,runtime_residual_no_tt,0
1014691,Vlad & Nick,Vlad & Nick,2022,runtime_residual_no_tt,0
1017380,Feel My Fright,Feel My Fright,2022,runtime_residual_no_tt,0
1019890,All the Shades of Red,All the Shades of Red,2022,runtime_residual_no_tt,0
1019951,WUURM,WUURM,2022,runtime_residual_no_tt,0
1020236,Forest Halloween,Forest Halloween,2022,runtime_residual_no_tt,0
1021120,Pumpkinman,Pumpkinman,2004,runtime_residual_no_tt,0
1027859,The Hidden,The Hidden,2021,runtime_residual_no_tt,0
1028708,Perjanjian Iblis,Perjanjian Iblis,2022,runtime_residual_no_tt,0
1030635,Blight,Blight,2016,runtime_residual_no_tt,0
1030675,Joke's on You,Joke's on You,2021,runtime_residual_no_tt,0
1030678,Happy Birthday,Happy Birthday,2021,runtime_residual_no_tt,0
1030680,Death Record,Death Record,2022,runtime_residual_no_tt,0
1030684,Rest ( 2021),Rest ( 2021),2021,runtime_residual_no_tt,0
1030703,Devil's Door,Devil's Door,2020,runtime_residual_no_tt,0
1030707,Bed Head,Bed Head,2019,runtime_residual_no_tt,0
1030928,Ouija,Ouija,2021,runtime_residual_no_tt,0
1030937,Ouija 2,Ouija 2,2022,runtime_residual_no_tt,0
1030961,Date With a Serial Killer,Date With a Serial Killer,2022,runtime_residual_no_tt,0
1030968,Do Not Call,Do Not Call,2022,runtime_residual_no_tt,0
1031649,Attack of the flying monks,Attack of the flying monks,2022,runtime_residual_no_tt,0
1055068,Shin Yotsuya Ghost Story,Shin Yotsuya Ghost Story,1932,runtime_residual_no_tt,0
1060460,THE CHAIN,THE CHAIN,2023,runtime_residual_no_tt,0
1084232,Man of the House,Man of the House,2023,runtime_residual_no_tt,0
1102547,That Man Upstairs Isn't Your Husband,That Man Upstairs Isn't Your Husband,2023,runtime_residual_no_tt,0
1103892,Mia,Mia,2023,runtime_residual_no_tt,0
1114965,Séance,Séance,2023,runtime_residual_no_tt,0
1116457,Parlour,Parlour,2023,runtime_residual_no_tt,0
1119487,Gavin Serve,Gavin Serve,2023,runtime_residual_no_tt,0
1120824,Paige Mayfair's Guide To Power,Paige Mayfair's Guide To Power,2023,runtime_residual_no_tt,0
1125205,Haunted Houses,Haunted Houses,2023,runtime_residual_no_tt,0
1131407,In the Basement,In the Basement,2023,runtime_residual_no_tt,0
1142305,Scary Burrie,Scary Burrie,2023,runtime_residual_no_tt,0
1145740,X MILITARY,X MILITARY,2023,runtime_residual_no_tt,0
1151474,"Nang Nak Phra Khanong, New Episode","Nang Nak Phra Khanong, New Episode",1939,runtime_residual_no_tt,0
1155556,The Fight or Flight Response,The Fight or Flight Response,2023,runtime_residual_no_tt,0
1159764,The Trick or Treaters 2: Full Harvest,The Trick or Treaters 2: Full Harvest,2023,runtime_residual_no_tt,0
1181627,Untitled,Untitled,2024,runtime_residual_no_tt,0
1191920,The Red Mirror,The Red Mirror,2023,runtime_residual_no_tt,0
1198322,sade me,sade me,2023,runtime_residual_no_tt,0
1201327,Tear My Heart To Sleep,Tear My Heart To Sleep,2024,runtime_residual_no_tt,0
1224542,Unachievable Sound of Silence,Unachievable Sound of Silence,2024,runtime_residual_no_tt,0
1229488,Dead Rabbit Skellington,Dead Rabbit Skellington,2024,runtime_residual_no_tt,0
1232479,William K. Dozier III’s Version of –The Raven,William K. Dozier III’s Version of –The Raven,2024,runtime_residual_no_tt,0
1235352,The Things You Said On That Cloudy Day,The Things You Said On That Cloudy Day,2024,runtime_residual_no_tt,0
1244874,Lucky Penny,Lucky Penny,2024,runtime_residual_no_tt,0
1246463,Fear of the Light,Fear of the Light,2024,runtime_residual_no_tt,0
1246935,Systems of Blood and Water,Systems of Blood and Water,2024,runtime_residual_no_tt,0
1253414,5:15,5:15,2023,runtime_residual_no_tt,0
1259413,The Method,The Method,2023,runtime_residual_no_tt,0
1262288,Plant Dad,Plant Dad,2024,runtime_residual_no_tt,0
1263839,Synks,Synks,2024,runtime_residual_no_tt,0
1266656,Maisie's Taste,Maisie's Taste,2024,runtime_residual_no_tt,0
1267780,Cold Mountain Night Rain,Cold Mountain Night Rain,1942,runtime_residual_no_tt,0
1274087,Dreamweaver,Dreamweaver,2024,runtime_residual_no_tt,0
1281058,Lost Boys Pizza,Lost Boys Pizza,2023,runtime_residual_no_tt,0
1283627,Glutton,Glutton,2024,runtime_residual_no_tt,0
1284088,Latchkey,Latchkey,2024,runtime_residual_no_tt,0
1284212,Fear,Fear,2024,runtime_residual_no_tt,0
1284635,The Ride,The Ride,2024,runtime_residual_no_tt,0
1290560,Body,Body,2023,runtime_residual_no_tt,0
1291085,Cliché,Cliché,2024,runtime_residual_no_tt,0
1296316,The Wasp's Nest,The Wasp's Nest,2024,runtime_residual_no_tt,0
1298789,Ancient Garden Corpse,Ancient Garden Corpse,1947,runtime_residual_no_tt,0
1301107,Horror Able Women,Horror Able Women,2023,runtime_residual_no_tt,0
1305673,Paracusia,Paracusia,2023,runtime_residual_no_tt,0
1305918,Halloween Horrors: Deadly Devotion,Halloween Horrors: Deadly Devotion,2024,runtime_residual_no_tt,0
1306080,Horror Night,Horror Night,1938,runtime_residual_no_tt,0
1306090,A Ghost,A Ghost,1940,runtime_residual_no_tt,0
1306112,Ruckus at Kwong Cheong Lung,Ruckus at Kwong Cheong Lung,1949,runtime_residual_no_tt,0
1307748,Ride,Ride,2025,runtime_residual_no_tt,0
1307901,A Picture of Unhealth,A Picture of Unhealth,2025,runtime_residual_no_tt,0
1308661,Mayday,Mayday,2024,runtime_residual_no_tt,0
1313143,When a scream is heard,When a scream is heard,2024,runtime_residual_no_tt,0
1315058,Flying Corpse in the Orchid Boudoir,Flying Corpse in the Orchid Boudoir,1937,runtime_residual_no_tt,0
1315297,Dire Pines,Dire Pines,2025,runtime_residual_no_tt,0
1318512,The Creep,The Creep,2024,runtime_residual_no_tt,0
1322463,The Horror-ble World of Daniel Roebuck,The Horror-ble World of Daniel Roebuck,2024,runtime_residual_no_tt,0
1326263,Don't Tell Your Mom,Don't Tell Your Mom,2024,runtime_residual_no_tt,0
1326415,The Tell-Tale Heart,The Tell-Tale Heart,2025,runtime_residual_no_tt,0
1327593,Footsteps,Footsteps,2025,runtime_residual_no_tt,0
1329495,Camp Horror: Meatsuit Destiny,Camp Horror: Meatsuit Destiny,2024,runtime_residual_no_tt,0
1330552,Betty Bites Back,Betty Bites Back,2024,runtime_residual_no_tt,0
1356926,American Guinea Pig: Slaughter of the Swine,American Guinea Pig: Slaughter of the Swine,2025,runtime_residual_no_tt,0
1357008,Obscura,Obscura,2025,runtime_residual_no_tt,0
1357085,cultus diaboli,cultus diaboli,2024,runtime_residual_no_tt,0
1364399,The Birthday Girl,The Birthday Girl,2024,runtime_residual_no_tt,0
1365483,Reclaim,Reclaim,2024,runtime_residual_no_tt,0
1365516,No Sleep Tonight,No Sleep Tonight,2024,runtime_residual_no_tt,0
1365751,Aliens vs Chainsaw Killer,Aliens vs Chainsaw Killer,2024,runtime_residual_no_tt,0
1365887,Wellness Check,Wellness Check,2024,runtime_residual_no_tt,0
1366282,Unblinking,Unblinking,2025,runtime_residual_no_tt,0
1367878,Eclipsed Realities,Eclipsed Realities,2024,runtime_residual_no_tt,0
1368702,Night Crawl,Night Crawl,2024,runtime_residual_no_tt,0
1373509,INTROSPECTION.,INTROSPECTION.,2024,runtime_residual_no_tt,0
1373725,Devil in Human Being,Devil in Human Being,1949,runtime_residual_no_tt,0
1373985,DOORS,DOORS,2025,runtime_residual_no_tt,0
1376369,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,1937,runtime_residual_no_tt,0
1380868,Her,Her,2024,runtime_residual_no_tt,0
1387887,Black Star,Black Star,2025,runtime_residual_no_tt,0
1387980,All Who Wander,All Who Wander,2025,runtime_residual_no_tt,0
1388030,Bodoach,Bodoach,2025,runtime_residual_no_tt,0
1390819,The Forest,The Forest,2025,runtime_residual_no_tt,0
1392934,The Mime,The Mime,2025,runtime_residual_no_tt,0
1397589,Palindrome,Palindrome,2025,runtime_residual_no_tt,0
1411520,Queen of the Rats,Queen of the Rats,2025,runtime_residual_no_tt,0
1415574,The Good Monkey Massacre,The Good Monkey Massacre,2025,runtime_residual_no_tt,0
1417922,Rat King,Rat King,2025,runtime_residual_no_tt,0
1433802,Grinners,Grinners,2025,runtime_residual_no_tt,0
1439061,Tess,Tess,2025,runtime_residual_no_tt,0
1440229,The Phantom Tape,The Phantom Tape,2025,runtime_residual_no_tt,0
1444891,Sweetheart,Sweetheart,2023,runtime_residual_no_tt,0
1450477,MUSH,MUSH,2024,runtime_residual_no_tt,0
1453271,Sight Gag,Sight Gag,2025,runtime_residual_no_tt,0
1454292,Fixation,Fixation,2025,runtime_residual_no_tt,0
1458129,She Walks At Midnight,She Walks At Midnight,2025,runtime_residual_no_tt,0
1461207,Korban Jatuh Tempo: Pinjol,Korban Jatuh Tempo: Pinjol,2025,runtime_residual_no_tt,0
1461244,Ribcage II,Ribcage II,2025,runtime_residual_no_tt,0
1477834,The Madness of David Judge,The Madness of David Judge,2025,runtime_residual_no_tt,0
1481568,The Vikar,The Vikar,2025,runtime_residual_no_tt,0
1483020,Camp Baloney,Camp Baloney,2025,runtime_residual_no_tt,0
1487435,Th,Th,2025,runtime_residual_no_tt,0
1488727,The Apocolypse,The Apocolypse,2025,runtime_residual_no_tt,0
1497151,Kinds of Kindness,Kinds of Kindness,2025,runtime_residual_no_tt,0
1497289,Karunrung 1995,Karunrung 1995,2025,runtime_residual_no_tt,0
1500003,Anhedonia,Anhedonia,2025,runtime_residual_no_tt,0
1500401,To Kill or be Killed,To Kill or be Killed,2025,runtime_residual_no_tt,0
1500667,Hellvette,Hellvette,2025,runtime_residual_no_tt,0
1501572,Gator Man,Gator Man,2025,runtime_residual_no_tt,0
1501624,The Wayfinder,The Wayfinder,2025,runtime_residual_no_tt,0
1516591,Uncanny Valley,Uncanny Valley,2024,runtime_residual_no_tt,0
1524593,Mr. Boots Last’s Recipe,Mr. Boots Last’s Recipe,2024,runtime_residual_no_tt,0
1536608,You Are Here,You Are Here,2025,runtime_residual_no_tt,0
1536757,Death Red,Death Red,2025,runtime_residual_no_tt,0
1540503,Vampyr,Vampyr,2025,runtime_residual_no_tt,0
1544970,The Devil and His Son,The Devil and His Son,2025,runtime_residual_no_tt,0
1548128,stair's cam,stair's cam,2025,runtime_residual_no_tt,0
1548193,The Seven Trumpets Blow on Tuesday,The Seven Trumpets Blow on Tuesday,2025,runtime_residual_no_tt,0
1548433,No Escape,No Escape,2025,runtime_residual_no_tt,0
1548817,Cocaine Kills,Cocaine Kills,2025,runtime_residual_no_tt,0
1552287,Friends of the bizarre trail which has a killer controlled by the boss I,Friends of the bizarre trail which has a killer controlled by the boss I,2025,runtime_residual_no_tt,0
1562076,Halloween Night,Halloween Night,2025,runtime_residual_no_tt,0
1570075,Night Shift at Ned's,Night Shift at Ned's,2025,runtime_residual_no_tt,0
1570837,Echo,Echo,2025,runtime_residual_no_tt,0
1570993,My Own Rebellion,My Own Rebellion,2025,runtime_residual_no_tt,0
1571614,Threshold,Threshold,2025,runtime_residual_no_tt,0
1573195,Under the Peel (El especial de Halloween de SantiFilms 3),Under the Peel (El especial de Halloween de SantiFilms 3),2025,runtime_residual_no_tt,0
1574215,Ragged Coat of Nightmare,Ragged Coat of Nightmare,2023,runtime_residual_no_tt,0
1578429,End Ink,End Ink,2025,runtime_residual_no_tt,0
1582621,SOUL: Society Of Unfortunate Ladies,SOUL: Society Of Unfortunate Ladies,2025,runtime_residual_no_tt,0
1585057,What Josh Would Of Wanted,What Josh Would Of Wanted,2025,runtime_residual_no_tt,0
1587671,The Note,The Note,2025,runtime_residual_no_tt,0
1602577,All American Devil,All American Devil,2024,runtime_residual_no_tt,0
1605727,плакать при свете (cry in the light),плакать при свете (cry in the light),2024,runtime_residual_no_tt,0
1607149,The Deep Clean,The Deep Clean,2025,runtime_residual_no_tt,0
1610745,Leshy,Leshy,2025,runtime_residual_no_tt,0
1617511,Fátszedni,Fátszedni,2023,runtime_residual_no_tt,0
1644257,Everybody's Got Something to Hide Except Me and My Monkey,Everybody's Got Something to Hide Except Me and My Monkey,2025,runtime_residual_no_tt,0
1649783,Mild Sauce,Mild Sauce,2025,runtime_residual_no_tt,0
1652699,Whispers in the Shadows,Whispers in the Shadows,2024,runtime_residual_no_tt,0
1658843,The Green Man,The Green Man,2025,runtime_residual_no_tt,0
1673807,Smother,Smother,2023,runtime_residual_no_tt,0
1718652,Tobi Zertrennguru,Tobi Zertrennguru,2024,runtime_residual_no_tt,0
