id,title,lang,imdb_id,year,cohort
1326263,Don't Tell Your Mom,en,,2024,without_tt
1326415,The Tell-Tale Heart,en,,2025,without_tt
1327593,Footsteps,en,,2025,without_tt
1328318,Mr TV Man,en,tt33090774,2025,with_tt
1329121,Restitution,en,tt31540270,2024,with_tt
1329495,Camp Horror: Meatsuit Destiny,en,,2024,without_tt
1329629,Dul Muluk Dul Malik,en,tt36058165,2024,with_tt
1330552,Betty Bites Back,en,,2024,without_tt
1337629,TapewormZ,en,tt15078464,2024,with_tt
1340165,Gabriella's Muse,en,tt29441775,2023,with_tt
1356926,American Guinea Pig: Slaughter of the Swine,en,,2025,without_tt
1357008,Obscura,en,,2025,without_tt
1357085,cultus diaboli,en,,2024,without_tt
1358684,Watch Us Kill,en,tt28774513,2024,with_tt
1361115,El Bachatero del Diablo,en,tt33402428,2024,with_tt
1363027,A Mother's Love,en,tt29929271,2025,with_tt
1364399,The Birthday Girl,en,,2024,without_tt
1365483,Reclaim,en,,2024,without_tt
1365516,No Sleep Tonight,en,,2024,without_tt
1365751,Aliens vs Chainsaw Killer,en,,2024,without_tt
1365887,Wellness Check,en,,2024,without_tt
1366282,Unblinking,en,,2025,without_tt
1366858,H010N,en,tt26624134,2024,with_tt
1367712,Harvest,en,tt14686088,2024,with_tt
1367878,Eclipsed Realities,en,,2024,without_tt
1368702,Night Crawl,en,,2024,without_tt
1371050,A Living Corpse,ur,tt0155412,1932,with_tt
1371491,Zingaro,hi,tt0390662,1935,with_tt
1371989,Kismat Ki Bhul,hi,tt0417839,1935,with_tt
1373105,Khooni,hi,tt0381322,1946,with_tt
1373509,INTROSPECTION.,en,,2024,without_tt
1373725,Devil in Human Being,zh,,1949,without_tt
1373985,DOORS,en,,2025,without_tt
1375072,Driftwood,en,tt33970598,2024,with_tt
1376369,Dr. Jekyll and Mr. Hyde,en,,1937,without_tt
1379602,I Left My Heart in Colombia,en,tt21330288,2024,with_tt
1380868,Her,en,,2024,without_tt
1382873,Christmas Revenge,en,tt28613002,2024,with_tt
1383330,Body Count,en,tt17346570,2023,with_tt
1383830,The Night Butcher Volume 2: A Bloody Honeymoon,en,tt27897829,2023,with_tt
1387887,Black Star,en,,2025,without_tt
1387980,All Who Wander,en,,2025,without_tt
1388030,Bodoach,en,,2025,without_tt
1388129,Bark,en,tt33317604,2025,with_tt
1388302,Craigslist Santa,en,tt31711481,2024,with_tt
1388824,Discord,en,tt29507092,2024,with_tt
1390819,The Forest,en,,2025,without_tt
1392934,The Mime,en,,2025,without_tt
1397589,Palindrome,en,,2025,without_tt
1398146,Mommy's Perfect Match,en,tt34901815,2025,with_tt
1398601,Broad Daylight,en,tt28004600,2024,with_tt
1402706,Screw Year's Eve,en,tt35028032,2025,with_tt
1407093,Mirror's End,en,tt33500224,2024,with_tt
1411520,Queen of the Rats,en,,2025,without_tt
1415574,The Good Monkey Massacre,en,,2025,without_tt
1417922,Rat King,en,,2025,without_tt
1418169,Jinxx Presents: The Devil's Vortex,en,tt31417418,2024,with_tt
1428571,The Holding,en,tt33332579,2024,with_tt
1429174,The Channeling,en,tt34379953,2025,with_tt
1430814,Within these Halls,en,tt36508042,2025,with_tt
1431276,The Demon That Danced By My Side,en,tt35660829,2025,with_tt
1431398,Quintet,en,tt35679143,2025,with_tt
1432908,Pandemonium,en,tt35617569,2024,with_tt
1433802,Grinners,en,,2025,without_tt
1436997,Black Clown 3: Rio Grande Valley,en,tt33503229,2025,with_tt
1437116,Óbito,en,tt28378044,2024,with_tt
1439061,Tess,en,,2025,without_tt
1440087,Hidden in the Dark,en,tt35714798,2025,with_tt
1440229,The Phantom Tape,en,,2025,without_tt
1444891,Sweetheart,en,,2023,without_tt
1445777,Gaslighter,en,tt32552116,2024,with_tt
1450477,MUSH,en,,2024,without_tt
1453271,Sight Gag,en,,2025,without_tt
1454292,Fixation,en,,2025,without_tt
1456865,MYOPIA,en,tt36333331,2025,with_tt
1458129,She Walks At Midnight,en,,2025,without_tt
1461207,Korban Jatuh Tempo: Pinjol,en,,2025,without_tt
1461244,Ribcage II,en,,2025,without_tt
1462303,Oliver,en,tt36551397,2025,with_tt
1465639,The City Of Dunwich,en,tt28769555,2023,with_tt
1465646,The True Story Of The Christ's Return,en,tt31150720,2024,with_tt
1473396,Sara,en,tt29337024,2023,with_tt
1475014,Mr Boogie's Wild Hunt,en,tt36802346,2025,with_tt
1477834,The Madness of David Judge,en,,2025,without_tt
1481568,The Vikar,en,,2025,without_tt
1482418,Dead Land,en,tt32504949,2025,with_tt
1483020,Camp Baloney,en,,2025,without_tt
1483882,Heartworm,en,tt28810902,2024,with_tt
1487435,Th,en,,2025,without_tt
1488727,The Apocolypse,en,,2025,without_tt
1495908,The Salem Chronicles,en,tt18328824,2025,with_tt
1496151,Southern Nightmare,en,tt37070700,2025,with_tt
1496542,The Reunion,en,tt36985411,2025,with_tt
1496560,Erotomania,en,tt36400114,2025,with_tt
1496707,Binate,en,tt31597037,2024,with_tt
1497151,Kinds of Kindness,en,,2025,without_tt
1497289,Karunrung 1995,en,,2025,without_tt
1499186,Immortal Thieves: The Bloody Heist,en,tt16358852,2024,with_tt
1500003,Anhedonia,en,,2025,without_tt
1500401,To Kill or be Killed,en,,2025,without_tt
1500667,Hellvette,en,,2025,without_tt
1500993,Witches on 8mm,en,tt37074408,2025,with_tt
1501572,Gator Man,en,,2025,without_tt
1501624,The Wayfinder,en,,2025,without_tt
1502597,Incel,en,tt35447602,2025,with_tt
1514587,The Haunting of Heather Black,en,tt37600045,2025,with_tt
1514957,495,en,tt34984419,2025,with_tt
1516591,Uncanny Valley,en,,2024,without_tt
1524454,Vampyr,en,tt37787172,2025,with_tt
1524593,Mr. Boots Last’s Recipe,en,,2024,without_tt
1530696,Frayed,en,tt36299771,2025,with_tt
1533137,Taffy: A Divine Instrument Against the Demonic Forces of Evil,en,tt37959552,2025,with_tt
1535097,On a Dark and Bloody Ground,en,tt13390972,2024,with_tt
1536608,You Are Here,en,,2025,without_tt
1536757,Death Red,en,,2025,without_tt
1540503,Vampyr,en,,2025,without_tt
1542677,La Llorona Kamasutra,en,tt38085823,2025,with_tt
1544970,The Devil and His Son,en,,2025,without_tt
1545916,Cub,en,tt32267518,2025,with_tt
1546390,Beverly Hills Massacre,en,tt26229334,2025,with_tt
1548128,stair's cam,en,,2025,without_tt
1548193,The Seven Trumpets Blow on Tuesday,en,,2025,without_tt
1548433,No Escape,en,,2025,without_tt
1548817,Cocaine Kills,en,,2025,without_tt
1552287,Friends of the bizarre trail which has a killer controlled by the boss I,en,,2025,without_tt
1554860,Howl of the Blue Moon,en,tt28943435,2025,with_tt
1560640,Barry Cleanskins,en,tt27176256,2023,with_tt
1562076,Halloween Night,en,,2025,without_tt
1564918,The Creature from Scroby Sands,en,tt21982406,2025,with_tt
1567046,The Lustful Dead II,en,tt32306669,2024,with_tt
1567192,The Demonatrix,en,tt30643415,2025,with_tt
1568913,If My Candle Burns Blue,en,tt29231585,2023,with_tt
1570075,Night Shift at Ned's,en,,2025,without_tt
1570837,Echo,en,,2025,without_tt
1570993,My Own Rebellion,en,,2025,without_tt
1571288,Alignment,en,tt34604021,2025,with_tt
1571614,Threshold,en,,2025,without_tt
1571876,Run Over,en,tt21633494,2025,with_tt
1571885,The Canaries,en,tt34711666,2025,with_tt
1571952,Sous Vide,en,tt32294609,2025,with_tt
1573195,Under the Peel (El especial de Halloween de SantiFilms 3),en,,2025,without_tt
1574215,Ragged Coat of Nightmare,en,,2023,without_tt
1578429,End Ink,en,,2025,without_tt
1578643,Cymophane,en,tt35360372,2024,with_tt
1582188,We'll Still Be Here,en,tt35966184,2025,with_tt
1582621,SOUL: Society Of Unfortunate Ladies,en,,2025,without_tt
1585057,What Josh Would Of Wanted,en,,2025,without_tt
1587671,The Note,en,,2025,without_tt
1601647,G.A.W,en,tt34609727,2025,with_tt
1602577,All American Devil,en,,2024,without_tt
1605727,плакать при свете (cry in the light),en,,2024,without_tt
1605900,Chupacabra vs. La Llorona,en,tt37890787,2025,with_tt
1607149,The Deep Clean,en,,2025,without_tt
1610745,Leshy,en,,2025,without_tt
1617511,Fátszedni,en,,2023,without_tt
1641377,Stand Up for Yourself,en,tt35257537,2025,with_tt
1644257,Everybody's Got Something to Hide Except Me and My Monkey,en,,2025,without_tt
1649783,Mild Sauce,en,,2025,without_tt
1652699,Whispers in the Shadows,en,,2024,without_tt
1658843,The Green Man,en,,2025,without_tt
1673807,Smother,en,,2023,without_tt
1687729,Legend of the Skunk Ape,en,tt32597107,2024,with_tt
1694815,Free Spirit,en,tt31473537,2024,with_tt
1707964,The Keeper,en,tt37893382,2025,with_tt
1711096,Spam Fried Rice,en,tt32109256,2025,with_tt
1714843,Nat Win The,en,tt43575043,2025,with_tt
1718652,Tobi Zertrennguru,en,,2024,without_tt
