id,imdb_id,title,runtime_before,runtime_after,titleType,status
476091,tt6646128,Sweet Tooth,0.0,5,short,ok
476542,tt8398244,Capture,0.0,85,movie,ok
476642,tt1947996,Day of a Thousand Screams,0.0,70,movie,ok
477466,tt6997672,The Quacky Slasher,0.0,36,short,ok
477495,tt6006924,The Night Before,0.0,81,movie,ok
477901,tt5312266,Buzzard Hollow Beef,0.0,75,movie,ok
477977,tt5828442,No Stopping the Stover,0.0,91,movie,ok
479003,tt5579164,Eaten Alive in Uganda,0.0,,movie,basics_no_runtime
479261,tt0339678,The Silent House,0.0,82,movie,ok
479729,tt1484131,Survive!,0.0,,movie,basics_no_runtime
479755,tt1323962,Ingression,0.0,,movie,basics_no_runtime
479777,tt0111517,Turn of the Blade,0.0,85,movie,ok
479798,tt0143247,Fantomas Against Fantomas,0.0,95,movie,ok
480139,tt2112300,The Network,0.0,90,movie,ok
480270,tt4423788,Island of the Dolls,0.0,78,movie,ok
480286,tt0362911,Nightmare at Shallow Point,0.0,,movie,basics_no_runtime
480304,tt1380795,Experiment 7,0.0,90,movie,ok
480612,tt7678606,Man Dog Man,0.0,12,short,ok
480634,tt7566944,Derelicts,0.0,73,movie,ok
480721,tt6421998,She Was So Pretty: Be Good For Goodness Sake,0.0,77,movie,ok
480745,tt0236760,Spooky Wooky,0.0,15,short,ok
481015,tt1277403,Supernatural Swamp Slaughter,0.0,,movie,basics_no_runtime
481023,tt3511344,Swamp Terror,0.0,81,movie,ok
481044,tt2847592,7 Faces of Jack the Ripper,0.0,,movie,basics_no_runtime
481054,tt5908800,Till Be Determined,0.0,,short,basics_no_runtime
481166,tt11910970,Beyond Comprehension: William Peter Blatty’s The Exorcist,0.0,28,video,ok
481360,tt5245584,Deviant Behavior,0.0,,movie,basics_no_runtime
481369,tt2927582,Dead Ringer,0.0,,movie,basics_no_runtime
481379,tt1007021,The Candlelight Murders,0.0,,movie,basics_no_runtime
481386,tt2295046,The Last Halloween,0.0,99,movie,ok
482056,tt0495811,Bloody Bender,0.0,,video,basics_no_runtime
482166,tt3161254,Bloody Bobby,0.0,,movie,basics_no_runtime
482243,tt0155670,Dimension of Blood,0.0,,video,basics_no_runtime
482435,tt0293511,The Queen of Spades,0.0,,movie,basics_no_runtime
482503,tt0023572,Thark,0.0,79,movie,ok
482531,tt3451678,Spirit of the Ancient Grave,0.0,,movie,basics_no_runtime
482646,tt0000178,The Cavalier's Dream,0.0,1,short,ok
483052,tt6140354,Lady Belladonna's Night Shades,0.0,88,movie,ok
483201,tt7204704,What Metal Girls Are Into,0.0,15,short,ok
483340,tt0087758,Murder: Ultimate Grounds for Divorce,0.0,95,movie,ok
483421,tt3466380,The Devil in White,0.0,113,movie,ok
483586,tt2727008,Rites of Blood,0.0,98,video,ok
483603,tt6269290,Working with Jigsaw,0.0,4,short,ok
483934,tt0148120,Eyes to Heaven,0.0,88,movie,ok
483976,tt7558630,Stalled,0.0,7,short,ok
484014,tt0321628,Chamber of Horrors,0.0,,movie,basics_no_runtime
484219,tt0230955,A Visit to the Spiritualist,0.0,,short,basics_no_runtime
484406,tt6836574,Say Cheese,0.0,8,short,ok
484485,tt4942488,Evil's Evil Cousin,0.0,30,short,ok
484509,tt0015963,Just Spooks,0.0,6,short,ok
484604,tt6091044,Dave,0.0,12,short,ok
484624,tt2921178,What Lies Beyond... The Beginning,0.0,88,movie,ok
484787,tt0187154,El hombre que amé,0.0,86,movie,ok
485391,tt4486868,The Evil Inside,0.0,110,movie,ok
485567,tt0070019,An Echo of Theresa,0.0,67,tvEpisode,ok
485708,tt0206076,Wailing In Hollow Valley,0.0,,movie,basics_no_runtime
485784,tt3040444,Savage Christmas,0.0,90,movie,ok
485792,tt3293586,Ghoulish Tales,0.0,87,movie,ok
485806,tt6508974,Exorcism of the Dead,0.0,84,movie,ok
485809,tt4333132,Zombie Bite,0.0,86,movie,ok
486385,tt1736046,The Mitchell Tapes,0.0,84,movie,ok
486773,tt0242107,The Vengeance of Egypt,0.0,,short,basics_no_runtime
486892,tt7335324,Hex,0.0,88,movie,ok
486993,tt6785054,Night Closes,0.0,7,short,ok
487429,tt0458376,Gotham Cafe,0.0,14,short,ok
487442,tt1808228,Killing Brooke,0.0,73,movie,ok
488043,tt0748290,The Book of Murder,0.0,73,tvEpisode,ok
488094,tt2038182,Chant of Silence,0.0,,tvEpisode,basics_no_runtime
488101,tt0212064,The Colour of Blood,0.0,66,tvEpisode,ok
488104,tt0212886,"Come Out, Come Out, Wherever You Are",0.0,63,tvEpisode,ok
488134,tt0212089,Death to Sister Mary,0.0,,tvEpisode,basics_no_runtime
488147,tt0212099,Dial a Deadly Number,0.0,66,tvEpisode,ok
488464,tt7545754,The Horror,0.0,75,movie,ok
488489,tt0212192,"Good Salary, Prospects, Free Coffin",0.0,66,tvEpisode,ok
488511,tt0825210,The House and the Brain,0.0,,tvEpisode,basics_no_runtime
488513,tt0271550,House of Evil,0.0,90,tvMovie,ok
488636,tt0212275,A Killer in Every Corner,0.0,73,tvEpisode,ok
488638,tt0212276,A Killer with Two Faces,0.0,73,tvEpisode,ok
488642,tt0212274,Kill Two Birds,0.0,73,tvEpisode,ok
488657,tt0212293,Lady Killer,0.0,67,tvEpisode,ok
488898,tt0748266,A Little Bit Like Murder,0.0,73,tvEpisode,ok
488900,tt0212345,A Midsummer Nightmare,0.0,75,tvEpisode,ok
488903,tt0825208,Moving Target,0.0,73,tvEpisode,ok
488914,tt5994632,Murder and the Computer,0.0,,tvEpisode,basics_no_runtime
488938,tt0825211,The Murderers,0.0,73,tvEpisode,ok
489105,tt4852332,Transmutation: Deep Water Horizon,0.0,,movie,basics_no_runtime
489113,tt3208258,Mindless,0.0,,movie,basics_no_runtime
489374,tt7366274,The Eye,0.0,2,short,ok
489463,tt6960218,Do You Believe?,0.0,71,movie,ok
491236,tt0417869,The Kiss,0.0,25,short,ok
491488,tt3249124,Hitchhiker Massacre,0.0,82,movie,ok
491901,tt4236994,Frenzy,0.0,90,movie,ok
492332,tt5277836,The Lurking,0.0,62,movie,ok
493442,tt2845434,Leolex,0.0,64,movie,ok
493448,tt5731468,Rain River Falls,0.0,,movie,basics_no_runtime
493494,tt3228450,The Curse of All Hallows' Eve,0.0,82,movie,ok
493595,tt0405031,I Pass for Human,0.0,103,movie,ok
493965,tt3306666,Bloody Island,0.0,,movie,basics_no_runtime
494074,tt2574326,Moon Creek Cemetery,0.0,,movie,basics_no_runtime
494352,tt4089412,Scent,0.0,62,movie,ok
494445,tt2119392,Bloodrape,0.0,77,movie,ok
494499,tt2089749,My Name Is Kris Kringle,0.0,5,short,ok
494703,tt2529940,Convention of the Dead,0.0,78,movie,ok
494991,tt1311062,Blooming Flowers,0.0,109,movie,ok
495496,tt2292559,All Hallows Evil: Lord of the Harvest,0.0,147,movie,ok
496292,tt7423090,Umbilical Glue,0.0,5,short,ok
496325,tt6210572,Derren Brown Presents Twisted Tales,0.0,,tvMovie,basics_no_runtime
496369,tt35301826,For the Road,0.0,,short,basics_no_runtime
496377,tt3713616,Aakhri Raat,0.0,,movie,basics_no_runtime
497009,tt1630261,The Hard Cut,0.0,,movie,basics_no_runtime
498084,tt7712376,Slaughterhouse: House of Whores 2.5,0.0,61,movie,ok
498251,tt5869582,Salem Occultist,0.0,22,short,ok
498268,tt0206555,The Antichrist,0.0,,movie,basics_no_runtime
498315,tt3263268,M Is for Matchmaker,0.0,3,short,ok
498647,tt5628052,Techno Western,0.0,15,short,ok
498748,tt6278862,Blood Dynasty,0.0,70,movie,ok
498754,tt5270378,Go Mad and Mark,0.0,75,movie,ok
498797,tt6287420,Dream Nightmare,0.0,75,movie,ok
498904,tt6087048,Fleas,0.0,62,video,ok
499129,tt4273398,Sudden Reality,0.0,17,short,ok
499358,tt0212509,Sign it Death,0.0,73,tvEpisode,ok
499359,tt0070715,Someone at the Top of the Stairs,0.0,70,tvEpisode,ok
499364,tt0070480,One Deadly Owner,0.0,70,tvEpisode,ok
499377,tt0071924,The Next Scream You Hear,0.0,75,tvEpisode,ok
499395,tt0212442,Possession,0.0,73,tvEpisode,ok
499405,tt0073890,Where the Action Is,0.0,64,tvEpisode,ok
499482,tt5443372,Psychomanteum,0.0,86,movie,ok
499770,tt2911168,Transcendent,0.0,36,short,ok
499812,tt2797930,Dead Love,0.0,101,movie,ok
499822,tt5356326,Blood Mountain,0.0,87,movie,ok
499915,tt7897150,Gods of Perdition,0.0,72,movie,ok
499953,tt5086308,Fly on the Wall,0.0,89,movie,ok
499995,tt0182525,W.S.H.: The Myth of the Urban Myth,0.0,48,tvMovie,ok
501294,tt5340542,The Spirit Chaser,0.0,88,movie,ok
501956,tt7078810,Spotlight,0.0,,short,basics_no_runtime
502025,tt2460640,Munchausen,0.0,17,short,ok
502109,tt2827158,Air Disturbance,0.0,,movie,basics_no_runtime
502354,tt7880118,The Gardener,0.0,7,short,ok
502397,tt2207198,In from Outside,0.0,,movie,basics_no_runtime
502602,tt4565118,The Skin,0.0,11,short,ok
502873,tt3673894,Dutch Hollow,0.0,,movie,basics_no_runtime
502935,tt8212172,Blood Sisters,0.0,11,short,ok
503231,tt3316624,The Well aka Brunnen,0.0,,movie,basics_no_runtime
503407,tt6574254,Little Bill's Peep Show,0.0,8,short,ok
503646,tt8841148,The Bray Road Beast,0.0,66,movie,ok
503658,tt7651078,The Invisible Man,0.0,88,movie,ok
503693,tt0212364,Murder Motel,0.0,73,tvEpisode,ok
503698,tt0071903,The Next Victim,0.0,66,tvEpisode,ok
503700,tt0212382,The Next Voice You See,0.0,73,tvEpisode,ok
503719,tt0212383,Nightmare for a Nightingale,0.0,74,tvEpisode,ok
503730,tt0212429,A Place to Die,0.0,67,tvEpisode,ok
503731,tt3598130,Zombie Boy,0.0,78,movie,ok
503740,tt0748267,A Prowler in the Heart,0.0,73,tvEpisode,ok
503768,tt0241971,Something of Mine,0.0,50,movie,ok
503769,tt0212530,Spell of Evil,0.0,74,tvEpisode,ok
503771,tt0748297,The Spy Who Returned from the Dead,0.0,73,tvEpisode,ok
503786,tt5901730,Tight as a Drum,0.0,,tvEpisode,basics_no_runtime
503802,tt0212619,"Won't Write Home, Mom–I'm Dead",0.0,73,tvEpisode,ok
503851,tt8102016,Confessions of a Vampire,0.0,47,tvMovie,ok
504076,tt4801456,After the Outbreak,0.0,80,movie,ok
504129,tt9034308,Patient 001,0.0,87,movie,ok
504151,tt0420958,Tied Up,0.0,86,movie,ok
504197,tt6731616,Mad Couple,0.0,149,movie,ok
504547,tt7901556,The Question,0.0,,short,basics_no_runtime
504763,tt6608080,Shear Madness,0.0,,short,basics_no_runtime
505039,tt6968652,Illicit Desires,0.0,81,tvMovie,ok
505043,tt6668656,To Protect & Serve,0.0,,movie,basics_no_runtime
505237,tt7664010,Karpenter,0.0,60,movie,ok
505635,tt0815094,Against,0.0,82,video,ok
505669,tt0007854,The Devil's Assistant,0.0,23,short,ok
505775,tt1441430,Fear Girls: Volume Two,0.0,56,video,ok
506151,tt5233396,The Lady in White,0.0,20,short,ok
506383,tt4844184,Granny,0.0,,short,basics_no_runtime
506485,tt0395964,Chainsaw Redux: Making a Massacre,0.0,76,video,ok
506758,tt5338770,Bender,0.0,80,movie,ok
506900,tt6609812,The Haunting of Leslie,0.0,,movie,basics_no_runtime
507109,tt2577636,Chatter,0.0,81,movie,ok
507582,tt8059694,Scuttlers,0.0,,movie,basics_no_runtime
507624,tt1305766,Thicker Than Water: The Vampire Diaries Part 1,0.0,86,movie,ok
507952,tt3170536,Bad Vibes,0.0,,movie,basics_no_runtime
507966,tt6574856,Strange Rituals,0.0,89,movie,ok
508258,tt4018322,Abductee,0.0,102,movie,ok
508384,tt1641809,Conspiracy of Blood,0.0,67,video,ok
508481,tt7504600,The Rage,0.0,6,short,ok
508526,tt4497238,Nightmare City,0.0,,,basics_miss
508682,tt5241018,Burn,0.0,15,short,ok
508985,tt7585146,Control,0.0,16,short,ok
509315,tt2767380,The Pogo Film Project,0.0,180,movie,ok
509667,tt3326084,Before Dawn,0.0,,movie,basics_no_runtime
509760,tt2290805,Violence of the Mind,0.0,91,movie,ok
509899,tt5022902,Kingdom of Sin,0.0,90,movie,ok
509901,tt3968004,Deadly Reunion,0.0,72,movie,ok
510496,tt5317288,Infamies,0.0,,,basics_miss
510562,tt4667842,The Lustful Dead,0.0,63,movie,ok
510590,tt5182150,Queers of the Western Zombie Apocalypse,0.0,,movie,basics_no_runtime
510654,tt4507416,The Fortunate,0.0,100,movie,ok
510733,tt0013170,The Ghost Breaker,0.0,57,movie,ok
511051,tt6340228,Enactone,0.0,52,movie,ok
511068,tt6233272,Starling,0.0,,movie,basics_no_runtime
511243,tt1756836,The Wizard Hunter: The Hunt for Evangelion Crowley,0.0,120,movie,ok
511274,tt3118072,Laurence,0.0,100,movie,ok
512169,tt7266836,Resist: an LGBTQ Anthology,0.0,,short,basics_no_runtime
512356,tt6682484,Pennywise: The Story of ‘It’,0.0,126,movie,ok
512584,tt7830428,Trico Tri Happy Halloween,0.0,89,movie,ok
512650,tt4736490,Beyond Hell,0.0,89,movie,ok
513553,tt1802754,Dark Peak,0.0,,movie,basics_no_runtime
514101,tt0038044,Ambassador of Hell,0.0,121,movie,ok
514210,tt7733446,Skin Baby,0.0,9,short,ok
514438,tt3856350,In April,0.0,119,movie,ok
514440,tt0125720,Nurse Will Make It Better,0.0,73,tvEpisode,ok
514762,tt4397268,Chamber of Ox,0.0,10,short,ok
515329,tt2083136,Akuma,0.0,,movie,basics_no_runtime
515381,tt1300576,Dr. Shock's Grindhouse of Horrors,0.0,104,video,ok
515389,tt7352264,Dark Night,0.0,130,movie,ok
515413,tt6809180,The Day Mum Became a Monster,0.0,,short,basics_no_runtime
515531,tt2381121,Circus of Dread,0.0,,movie,basics_no_runtime
515537,tt2872902,Camp 139,0.0,78,movie,ok
515612,tt7777074,Paranormal Farm,0.0,90,movie,ok
515997,tt6244592,Trust Your Photographer,0.0,87,video,ok
516772,tt37976548,Devoured!,0.0,36,short,ok
516774,tt37353617,WAVE of Terror,0.0,49,movie,ok
516775,tt5684312,Flesh and Blood a Go! Go!,0.0,,movie,basics_no_runtime
517072,tt6843652,Fat Tuesday,0.0,79,movie,ok
517098,tt5258324,Atelophobia: Chapter 2,0.0,75,movie,ok
517276,tt0398320,Shaitaan,0.0,121,movie,ok
517316,tt7057580,Heart of Fartness: Troma's First VR Experience Starring the Toxic Avenger,0.0,,short,basics_no_runtime
517346,tt7258342,Judgement,0.0,5,short,ok
517559,tt6091280,The Chattering,0.0,,movie,basics_no_runtime
518113,tt5805788,Dead by Midnight (11PM Central),0.0,88,tvSeries,ok
518311,tt5328336,Abyzou: Taker of Children,0.0,,movie,basics_no_runtime
518762,tt5524508,The Babysitter,0.0,18,short,ok
518853,tt3817494,Coulrophobia,0.0,85,movie,ok
518966,tt0765459,Horrorween,0.0,,video,basics_no_runtime
518993,tt1176412,Birthrite,0.0,85,video,ok
519583,tt3833380,Candie's Harem,0.0,105,movie,ok
519958,tt1373138,The First Man,0.0,88,movie,ok
520151,tt8844888,Exposure,0.0,77,movie,ok
520162,tt5734150,Death Virgins,0.0,,short,basics_no_runtime
520256,tt0081158,Midnight Lace,0.0,100,tvMovie,ok
521634,tt3797916,Vargulf,0.0,4,short,ok
521814,tt0348367,Weregrrl,0.0,28,video,ok
523415,tt7383040,The Many Faces of Dracula,0.0,49,video,ok
523849,tt8031422,The Last Sharknado: It's About Time,0.0,86,tvMovie,ok
523938,tt7108862,M.I.A. A Greater Evil,0.0,86,movie,ok
524537,tt0242399,Cursed Part 3,0.0,25,short,ok
525148,tt0037726,Galgmannen,0.0,99,movie,ok
525932,tt8917774,Make Me Up,0.0,84,movie,ok
526027,tt8187918,Devil's Path,0.0,87,movie,ok
528461,tt1293537,Brother's Keeper,0.0,15,short,ok
528732,tt5588786,SheChotic,0.0,93,movie,ok
529067,tt26659378,What Really Happened to Baby Jane,0.0,31,short,ok
529366,tt8008958,The Devil's Lettuce 2: Edible Evil,0.0,17,short,ok
530842,tt7752506,Fish Tank,0.0,6,short,ok
531576,tt7558424,Bad Peter,0.0,9,short,ok
532889,tt1277402,Terror Overload: Tales from Satan's Truckstop,0.0,81,movie,ok
532996,tt2018071,Halloweenville,0.0,62,video,ok
533071,tt2044887,"The Thing: 27,000 Hours",0.0,5,short,ok
533094,tt0475247,Darkest Hour,0.0,96,movie,ok
533274,tt8499212,Stalked by My Doctor: Patient's Revenge,0.0,88,tvMovie,ok
533565,tt8668286,The Devil In Mary,0.0,8,short,ok
534064,tt8035610,The Boogie Woogieman,0.0,16,short,ok
534223,tt6338444,Grindsploitation 5: Schlocksploitation,0.0,,movie,basics_no_runtime
534654,tt0226617,We Need Earth Women!,0.0,,video,basics_no_runtime
535106,tt1235168,Redneck Carnage,0.0,99,movie,ok
535250,tt4670662,Citizen in the Temple,0.0,35,short,ok
535395,tt6951488,Don't Cry Over Spilt Eggnog,0.0,12,short,ok
535580,tt0118945,A Deadly Vision,0.0,96,tvMovie,ok
536183,tt1619623,Broken,0.0,7,short,ok
536434,tt7837402,Red 11,0.0,86,movie,ok
536517,tt6197070,Blood Machines,0.0,50,movie,ok
536554,tt8760708,M3GAN,0.0,102,movie,ok
537466,tt0195680,Embalmer,0.0,85,movie,ok
537704,tt5779490,Blood Bullet,0.0,,short,basics_no_runtime
538350,tt6304994,Dark Patch,0.0,100,movie,ok
539651,tt6803212,Don't Let Go,0.0,103,movie,ok
539923,tt1756839,Three Days in the Woods,0.0,62,movie,ok
542440,tt6267110,Bikini Car Wash Massacre,0.0,,movie,basics_no_runtime
543468,tt1520837,Beneath the Flesh,0.0,72,video,ok
543867,tt1569368,"Curious Stories, Crooked Symbols",0.0,,short,basics_no_runtime
545061,tt6243790,Waffles,0.0,5,short,ok
545499,tt5574342,Grindsploitation 3: Video Nasty,0.0,140,movie,ok
545784,tt8735420,12 Midnight,0.0,,movie,basics_no_runtime
546328,tt8365818,Scarecrows of the Third Reich,0.0,87,movie,ok
547410,tt1542781,French Meat,0.0,55,tvMovie,ok
547611,tt6703652,Demoniac,0.0,78,movie,ok
547620,tt1291686,The Temptress,0.0,68,video,ok
548521,tt0436717,Return of the Jackalope,0.0,,movie,basics_no_runtime
548943,tt6821108,Saving Grace,0.0,90,movie,ok
549369,tt5873694,The Bastard,0.0,59,video,ok
549639,tt6803180,The Grave Caller,0.0,93,movie,ok
549689,tt6264988,Weeji,0.0,,short,basics_no_runtime
550179,tt6519668,Bee Sting 2: Bear Sting,0.0,76,movie,ok
550258,tt4930396,Visitor Information,0.0,5,video,ok
550446,tt9256744,The Last Train to New York,0.0,,movie,basics_no_runtime
551227,tt7938420,Baghead,0.0,15,short,ok
551231,tt7697654,A Thing of Dreams,0.0,11,short,ok
551249,tt1780794,Chiller 13: The Decade's Scariest Movie Moments,0.0,,tvMovie,basics_no_runtime
551435,tt5611432,Ascension,0.0,86,movie,ok
551521,tt6688992,The Eyeslicer: Halloween Special,0.0,,tvSeries,basics_no_runtime
551694,tt4356150,Jaws Finatics,0.0,95,movie,ok
551957,tt5078180,Disintegration,0.0,82,movie,ok
552170,tt37674593,Trashcans of Terror,0.0,72,movie,ok
552481,tt6361212,Pharisee,0.0,118,movie,ok
552569,tt8959742,Alien Surveillance,0.0,75,movie,ok
552925,tt3313194,Personal Space Invader,0.0,71,movie,ok
553075,tt0416633,The Catskill Chainsaw Redemption,0.0,15,short,ok
553172,tt6236762,Anonymous Zombie,0.0,80,movie,ok
553820,tt6669424,Playing Cards,0.0,87,movie,ok
554399,tt2791252,Many Ways to Sin,0.0,70,movie,ok
554571,tt0292495,Double Exposure,0.0,81,movie,ok
554612,tt5482752,The Edict,0.0,85,movie,ok
554667,tt6517784,Pop,0.0,,short,basics_no_runtime
554917,tt7144200,The Siren,0.0,80,movie,ok
555062,tt0015990,Koko Sees Spooks,0.0,8,short,ok
555211,tt0010565,The Phantom Honeymoon,0.0,62,movie,ok
555295,tt7942746,Body at Brighton Rock,0.0,87,movie,ok
556284,tt2520720,Life in a Glass house,0.0,8,short,ok
556285,tt0238123,The Castle of Slow Death,0.0,,movie,basics_no_runtime
556385,tt0330110,The Manor House of Fear,0.0,70,movie,ok
556707,tt0285555,The Strange Bride,0.0,,movie,basics_no_runtime
556760,tt3519946,Hide and Go Seek,0.0,,movie,basics_no_runtime
556889,tt5478654,The Obsidian Curse,0.0,79,movie,ok
557065,tt0450851,The Tell-Tale Heart,0.0,20,short,ok
557450,tt3869588,The Torment of Laurie Ann Cullom,0.0,71,movie,ok
557508,tt9288676,5 Minutes to Midnight,0.0,,short,basics_no_runtime
557883,tt2206908,Valley of Blood,0.0,64,movie,ok
558106,tt6987028,Demon,0.0,25,short,ok
558377,tt8490836,New Woman,0.0,20,short,ok
560379,tt8098634,Be Uncertain,0.0,15,short,ok
560477,tt7679304,The Good Samaritans,0.0,,short,basics_no_runtime
560550,tt7380806,The Predicament,0.0,15,short,ok
560864,tt2241572,Stand Alone: The Making of Halloween III: Season of the Witch,0.0,33,video,ok
561829,tt5660288,The Sideling Hill,0.0,90,movie,ok
562632,tt9154748,Rust,0.0,38,short,ok
562771,tt5911032,The Hunting,0.0,89,movie,ok
562867,tt0309040,Vile 21,0.0,90,video,ok
563655,tt8968844,Samhain: A Halloween Horror Movie,0.0,80,movie,ok
564077,tt7208080,They Can't Hear You,0.0,6,short,ok
564837,tt5930094,Atomic Shark,0.0,90,movie,ok
565440,tt2014226,Frankenstein Meets Dracula,0.0,4,short,ok
565441,tt2014330,Return of the Wolf Man,0.0,7,short,ok
565442,tt2041515,The Revenge of Dracula,0.0,5,short,ok
565446,tt2041517,The Teenage Frankenstein,0.0,12,short,ok
565448,tt2014343,Slave of the Vampire,0.0,7,short,ok
565457,tt5832136,The Teenage Frankenstein Meets the Teenage Werewolf,0.0,7,short,ok
565461,tt5832264,Monster Rumble,0.0,34,short,ok
565594,tt6028328,Freaks,0.0,93,movie,ok
565597,tt7559158,Killer Video,0.0,,video,basics_no_runtime
565851,tt0479988,Red Velvet Girls,0.0,17,short,ok
565961,tt6104684,Lake of Shadows,0.0,,movie,basics_no_runtime
566092,tt7329916,The Dead Bodies in #223,0.0,91,movie,ok
566239,tt10351244,Monster Safari,0.0,63,video,ok
566561,tt13648440,Prey,0.0,,movie,basics_no_runtime
566661,tt8259148,Prudence Drive,0.0,77,movie,ok
566707,tt5022714,Mayhem Park,0.0,142,movie,ok
567212,tt7983334,The Killer Clown Meets the Candy Man,0.0,99,movie,ok
567235,tt0271249,Vampires of Sorority Row Part II,0.0,,movie,basics_no_runtime
567708,tt0061926,Lust Weekend,0.0,70,movie,ok
567974,tt0235251,The Skulls of Terror,0.0,,movie,basics_no_runtime
567984,tt6569946,Christmas with Cookie: Locked Away,0.0,64,movie,ok
568057,tt0356009,Screaming Night,0.0,,movie,basics_no_runtime
568135,tt2371456,Vampire Club 3D,0.0,87,movie,ok
568281,tt2217802,Sadistic Eroticism,0.0,120,movie,ok
568453,tt9414024,The Soviet Sleep Experiment,0.0,79,movie,ok
568575,tt2375196,Monsters on Main Street,0.0,,movie,basics_no_runtime
568578,tt1848983,Little Creeps,0.0,108,video,ok
568598,tt0446761,The Pigs,0.0,,movie,basics_no_runtime
568780,tt0343609,Double Vision,0.0,,movie,basics_no_runtime
569085,tt7583042,Clownsploitation,0.0,117,movie,ok
569681,tt9534540,Flayaway,0.0,11,tvShort,ok
569834,tt0830209,Darkness Waits,0.0,75,movie,ok
570111,tt3240756,Satan and the Virgin,0.0,5,short,ok
570290,tt1259215,Midnight Snack,0.0,18,video,ok
570305,tt4379480,Sickle,0.0,89,movie,ok
570453,tt7642686,The Picture of Dorian Gray,0.0,74,movie,ok
570536,tt2724608,Alabama Sasquatch,0.0,92,movie,ok
571788,tt5076132,The Lone Paddler,0.0,84,movie,ok
571842,tt7969572,The Real Santa,0.0,9,short,ok
572076,tt0157465,Shock Rock,0.0,81,movie,ok
572438,tt7302296,Lonely Hearts,0.0,91,movie,ok
572724,tt5755816,Blood and Bones,0.0,92,movie,ok
572727,tt6524704,Here Be Dragons,0.0,70,movie,ok
572755,tt6323718,Me,0.0,7,short,ok
572757,tt7532226,Zed,0.0,,short,basics_no_runtime
572765,tt9589720,You've Been Bad,0.0,3,short,ok
573966,tt0121559,The Mysterious Uncle Silas,0.0,85,movie,ok
574054,tt5915232,A Nightmare on Sesame Street,0.0,28,short,ok
574109,tt9567548,Horror Noire: A History of Black Horror,0.0,83,movie,ok
574133,tt8658136,Brink,0.0,5,short,ok
574138,tt0440913,Japanese King Kong,0.0,30,short,ok
574304,tt0460175,Grab the Ghost,0.0,9,short,ok
574883,tt8620646,An Affair to Die For,0.0,82,movie,ok
575345,tt1431744,The Last Breath,0.0,10,short,ok
575386,tt4562280,Once Bitten,0.0,8,short,ok
575980,tt6104322,Rust 2,0.0,67,movie,ok
576134,tt6467044,Indestructible: Afterlife,0.0,113,movie,ok
576358,tt0297411,The Stoneman,0.0,,movie,basics_no_runtime
576477,tt0088557,Lugosi: The Forgotten King,0.0,46,tvMovie,ok
578100,tt6453742,Daughter of the Lake,0.0,15,short,ok
578310,tt0298139,Satan's Menagerie,0.0,101,video,ok
578378,tt1921072,Rags,0.0,91,movie,ok
578602,tt10771014,The Slit Mouthed Woman,0.0,25,short,ok
578835,tt2363483,Turbines,0.0,84,movie,ok
578919,tt0290070,Shriek of the Lycanthrope,0.0,,movie,basics_no_runtime
579296,tt4470288,Abnormal Attraction,0.0,107,movie,ok
580088,tt10107012,Beyond Blood,0.0,92,movie,ok
580367,tt0484423,Faces of Schlock Vol. 2,0.0,95,video,ok
580370,tt0469178,Satan's House of Yoga,0.0,90,video,ok
580377,tt7921992,Cajun Mystery,0.0,45,movie,ok
580441,tt0303908,The Devil Bear,0.0,65,movie,ok
580550,tt1161647,Last Getaway,0.0,91,movie,ok
580570,tt6778390,Kinsetsu Textures from Planet-9,0.0,3,short,ok
581107,tt0497412,The Mill,0.0,89,movie,ok
582546,tt5573984,Tanglewood,0.0,14,short,ok
582625,tt0326662,The Road from Erebus,0.0,99,tvMovie,ok
582875,tt13995088,Tainted Image,0.0,93,video,ok
583166,tt0128554,"So Long, Blue Boy",0.0,100,movie,ok
583314,tt13268354,The Old Man in the Rocking Chair,0.0,11,video,ok
583584,tt1249439,I See You,0.0,78,movie,ok
583711,tt8337916,Phaedra,0.0,96,movie,ok
584008,tt16475918,Cariosus,0.0,32,short,ok
585081,tt0837152,Knight of the Peeper,0.0,90,video,ok
585149,tt8707566,The Gown,0.0,99,movie,ok
585571,tt9795052,What Would Linnea Do?,0.0,,movie,basics_no_runtime
585652,tt8031410,Last One Screaming,0.0,11,short,ok
587320,tt9908906,Playtime,0.0,13,video,ok
587630,tt5961910,Hell's Garden,0.0,2,short,ok
587786,tt9250156,In a Stranger's House,0.0,71,movie,ok
588781,tt0314778,Terror en los barrios,0.0,80,movie,ok
588962,tt0020857,The Revengeful Spirit of Eros,0.0,28,short,ok
589173,tt6323870,Derelict,0.0,78,movie,ok
590178,tt9742438,Ajuwaya,0.0,,movie,basics_no_runtime
590802,tt1673381,Girl Number Three,0.0,80,movie,ok
591287,tt1534783,13 Scarier Movie Moments,0.0,45,tvMovie,ok
591434,tt8439852,I Build Your House,0.0,,short,basics_no_runtime
591529,tt3874520,Leda,0.0,76,movie,ok
591832,tt6933132,Main Street Meats,0.0,110,movie,ok
591869,tt10078826,Spitting Image,0.0,9,short,ok
593104,tt6214476,Between the Darkness,0.0,96,movie,ok
593134,tt0473395,Shutter and Scream,0.0,,video,basics_no_runtime
594528,tt7013488,127 B,0.0,116,movie,ok
594542,tt1049403,Marco Polo,0.0,82,movie,ok
594568,tt1645988,My Mouth Lies Screaming,0.0,70,video,ok
