id,imdb_id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
212391,tt0223084,La damnation de Faust 1,The Damnation of Faust,en,"A lost film. Georges Méliès also directed a film entitled Faust aux enfers in 1903 that is frequently confused with this one, but it has little to do with the story of Faust.",La Damnation du docteur Faust,1898-01-01,/rzkp3LJZt491t2NkUBrtgAEpOIx.jpg,0.3152,8,4.688,0,0,7,Released,False,,"Horror, Drama",,
226884,tt0223931,The Pit and the Pendulum,The Pit and the Pendulum,en,Alice Guy's version of Edgar Allan Poe's The Pit and the Pendulum. This film is partially lost.,,1913-07-09,/mTy1Wbs0BS1t2VjfR4CMTQ4kYDY.jpg,0.2375,4,5.75,0,0,16,Released,False,,"Horror, Drama",,
272423,tt1185661,The Mistletoe Bough,The Mistletoe Bough,en,"During a game of hide and seek, a new bride hides in a chest and remains undiscovered until a strange visitation thirty years later.",,1904-11-30,/bln9FgmibEHOVyyB33tCstl31Lx.jpg,0.4187,17,5.5,0,0,9,Released,False,,"Drama, Horror, Mystery",,
273174,tt0002656,Balaoo,Balaoo the Demon Baboon,en,"An ape, turned near human by Dr. Coriolis and given the name 'Balaoo', is smitten by the beauty of Coriolis' niece, Madeleine. Being inquisitive, though, he runs off, getting into mischief, and falls in with a poacher who saves his life. Acting now as his slave Balaoo kills a man for the poacher, but balks on his orders to kidnap Madeleine, deciding instead to set a trap for the poacher.",,1913-01-01,,1.2244,1,6.0,0,0,24,Released,False,,"Horror, Science Fiction",,
297446,tt0001185,Dorian Grays Portræt,The Picture of Dorian Gray,en,"A corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all.",,1910-10-05,,0.2634,0,0,0,0,26,Released,False,,Horror,,
305511,tt0008978,The Craving,The Craving,en,"An Indian scholar seeks an American colleague who is working on a powerful explosive, trying to get to his formula by taking advantage of his drinking problem.",,1918-09-21,/xTLyyYb9OJ6USJemUGLxSO40Cu8.jpg,0.328,2,5.0,0,0,50,Released,False,/olzeWvj4isYZhYu3rVmKJhUpFmH.jpg,"Drama, Horror",,
329977,tt0004367,The Murders in the Rue Morgue,The Murders in the Rue Morgue,en,The first film adaption of Edgar Alan Poe's novel.,,1914-07-31,/hGNTMGPqNgpY6HI8KNyaEOseCZm.jpg,0.5095,0,0,0,0,10,Released,False,,"Crime, Horror, Mystery",,
337240,tt0003660,The Basilisk,The Basilisk,en,"A mesmerist, obsessed with putting a beautiful woman under his power, hypnotizes her to try to force her to kill her fiancé. His plans are altered with the appearance of a deadly serpent.",,1914-12-01,,0.3038,0,0,0,0,28,Released,False,,Horror,,
337259,tt0006434,Black Orchids,Black Orchids,en,"Frivolous young Marie de Severac is frightened into following a more virtuous path, when her father relates a story in which an equally frivolous woman is entombed alive. The movie was Rex Ingram’s directorial debut, and he later remade the film as Trifling Women in 1922. Black Orchids is considered to be a lost film.",The Love Affairs of a Heartless Woman,1917-01-01,/cX5z2n0xWMM8zW6MO1a43ILzGa8.jpg,0.6081,2,1.0,0,0,50,Released,False,/aynl8HNpow1AHGpg4YqsuryHc5D.jpg,"Horror, Drama",,
337387,tt0006554,The Crimson Stain Mystery,The Crimson Stain Mystery,en,"In attempting to develop a chemical which would make a person super-intelligent, Dr. Montrose fails and the subjects of his experiments metamorphose into hideous monsters who band together and prey on humans. With the police stymied, a young detective attempts to track down the leader of the group of killers, known only to have a small crimson stain in one eye.",,1916-08-21,/hjH4rvDT7ZtsSSmFIrvHFor8cUp.jpg,0.7743,0,0,0,0,355,Released,False,/j7Fnop95s0OLDv0Ma1vrXmv7jsb.jpg,"Mystery, Horror",,
338067,tt0003526,The Werewolf,The Werewolf,en,An old Indian legend tells of the supposed ability of persons who have been turned into wolves through magic power to assume human form at will for purposes of vengeance. This film is presumed lost.,,1913-12-13,/b5RlScbcCz6idCR2zTC0fINDt4Y.jpg,0.3807,0,0,0,0,18,Released,False,,"Adventure, Horror",,
341987,tt0134646,The Face at the Window,The Face at the Window,en,The victims of a killer are distracted by a hideous face peering through the window.,,1919-01-01,/cHHVtfMiOyHheWnf5jrs4eQ7Mrf.jpg,0.1835,1,7.0,0,0,0,Released,False,,"Horror, Thriller",,
342492,tt0005615,Life Without Soul,Life Without Soul,en,A young man gives life to a statue with disastrous results. Early adaptation of Frankenstein with the names changed.,"A Dramatic Masterpiece, Pulsating With Heart Interest, Interwoven With A Love Tale Of Sacrificial Devotion.",1915-11-01,/1oHldp7peZWcEE42TW9Zf3eB5ob.jpg,0.2941,0,0,0,0,70,Released,False,,"Horror, Science Fiction",,
343041,tt0004249,Lola,Lola,en,"A scientist resurrects his dead daughter, only to realize she now lacks a soul.",,1914-11-23,/rymlclR44zMVlsQjlx1GF740Mc5.jpg,1.2173,0,0,0,0,50,Released,False,,"Drama, Science Fiction, Horror",,
347196,tt4776944,Wolf Creek: Legacy,Wolf Creek: Legacy,en,"A family of American tourists wander innocently into Taylor's hunting grounds. When the parents sacrifice themselves to save their children, the kids find themselves alone, lost and hunted in the vast Australian wilderness.",There will be blood.,2027-03-19,/sp9EsXNB00frkLzXEkmFsHxIfuD.jpg,1.5167,0,0,0,0,0,Post Production,False,/sGQXzwy3C1s1CDcsLwea99dyNvI.jpg,"Horror, Thriller",268098,Wolf Creek Collection
361945,tt1107950,Sleepy Hollow,Sleepy Hollow,en,,,1911-01-11,/yvOClUlXpruMN3E4yzjStYA7Eh7.jpg,1.1296,0,0,0,0,10,Released,False,/px7NSZX0dmcC8gyzBOsepb9eSRk.jpg,Horror,,
362683,tt2308447,A Cry in the Night,A Cry in the Night,en,A detective proves a girl's father was killed by a mad scientist's winged gorilla.,,1915-07-01,,0.3442,0,0,0,0,43,Released,False,,Horror,,
363164,tt0409066,The Mummy,The Mummy,en,"An electric current accidentally brings a female mummy back to life with decidedly romantic inclinations, much to the surprise of a young Egyptologist and his less than understanding fiancée. This film is presumed lost.",,1911-03-07,/qb5bXnMDgdKT6rsEjhCFrxpyvzt.jpg,0.5217,2,8.5,0,0,10,Released,False,,"Comedy, Horror, Romance, Science Fiction",,
