id,title,year,tconst,titleType,primaryTitle,startYear,match_reason
334003,Blurred Lines,2015,tt33502717,movie,Blurred Lines,2014,unique_year_fuzzy
345154,Gamatisme,2015,tt8977454,movie,Gamatisme,2015,unique
349057,Blood Money,1997,tt21652834,movie,Blood Money,1997,unique
374833,Mutant Massacre,1991,tt40411910,movie,Mutant Massacre,1991,unique
383327,Chloroformed And Cloned Co-Ed,1998,tt37452942,movie,Chloroformed and Cloned Co-Ed!,1998,unique
417119,The Reluctant Witch,1971,tt38668912,movie,The Reluctant Witch,1971,unique
418947,The Big F,2016,tt6253276,movie,The Big F,2016,unique
444950,Psycho Charlie Returns: Part 2,1997,tt0261927,video,Psycho Charlie Returns Part 2,1997,unique
446198,Cats of Darkness,2015,tt23473462,video,Cats of Darkness,2015,unique
478258,Supernatural,1997,tt9382690,video,Supernatural,1997,unique
504180,Animal Moribus,2017,tt10937438,movie,Animal Moribus,2017,unique
517459,Keith Loves Ava,2020,tt15078412,movie,Keith Loves Ava,2020,unique
522285,The Brass Ring,2008,tt1560997,video,The Brass Ring,2009,unique_year_fuzzy
528077,Witch Of Powell Forest,2001,tt38046121,movie,Witch of Powell Forest,2001,unique
565500,Camcorder Atrocity,1988,tt29600746,video,Camcorder Atrocity,1988,unique
631592,Pantheon Black,2010,tt1712035,video,Pantheon Black,2010,unique
640766,Beware,1999,tt1928124,movie,Beware,1999,unique
649119,Strangled Starlets,2001,tt43709870,video,Strangled Starlets,2001,unique
651511,Back Woods 2: Mama's Beefbilly Jamboree,2018,tt11372314,video,Back Woods 2: Mama's Beefbilly Jamboree,2018,unique
661924,Clowns of Halloween,2019,tt13351938,movie,Clowns of Halloween,2020,unique_year_fuzzy
699177,The Fiend with the Electronic Brain,1967,tt0068291,movie,Fiend with the Electronic Brain,1967,unique
747512,Resident Evil: Childhood,2020,tt14172564,movie,Resident Evil: Childhood,2020,unique
748712,The Ghoul Log: Trick 'r Treat Sam O'Lantern,2020,tt35531747,tvMovie,The Ghoul Log: Trick 'r Treat Sam O'Lantern,2020,unique
758344,FOR HER,2020,tt15469930,movie,FOR HER,2021,unique_year_fuzzy
777752,Night Basement,1999,tt38955685,video,Night Basement,1999,unique
786990,Fetalboy Goes to Hell!,2003,tt43628106,movie,Fetalboy Goes to Hell!,2003,unique
793370,Romano Sagrado: Talim sa dilim,1996,tt0383602,movie,Romano Sagrado: Talim sa dilim,1995,unique_year_fuzzy
794766,Almira,2019,tt27990792,movie,Almira,2019,unique
802724,Blood Panther: The Way of the Cannibal,2021,tt17061450,movie,Blood Panther: The Way of the Cannibal,2022,unique_year_fuzzy
824657,Weird Ones,1998,tt0211116,movie,Weird Ones,1998,unique
876708,The Shadow,2021,tt13742638,movie,Shadow,2021,horror_disambiguated
893861,Chupa,2000,tt21229186,movie,Chupa,2000,unique
917315,Cici,2021,tt16452600,movie,Cici,2021,unique
927287,Ensuring Your Place in Hell,1990,tt41462387,movie,Ensuring Your Place in Hell,1990,unique
938049,Donor,2021,tt16385926,movie,The Donor,2021,unique
956835,Anna and The Dead,2015,tt27051672,movie,Anna and the Dead,2015,unique
972988,Violence Men,1997,tt17060084,movie,Violence Men,1997,unique
979499,The AGFA Horror Trailer Show: Videorage,2021,tt43349235,movie,The AGFA Horror Trailer Show: Videorage,2021,unique
987772,Cannibal Roommate,2018,tt37157709,movie,Cannibal Roommate,2018,unique
990577,I Was A Teenage Gorehound,2021,tt33472002,video,I Was A Teenage Gorehound,2021,unique
993259,Harvest,2022,tt23789708,movie,Harvest,2022,unique
1010754,The Demon Club,2011,tt3431350,movie,The Demon Club,2011,unique
1032419,3 Wishes II,2021,tt27078055,movie,3 Wishes II,2021,unique
1033244,Dead Kids 2,1996,tt38984087,movie,Dead Kids 2,1996,unique
1033413,The Unfinished,2022,tt15106604,movie,Unfinished,2022,unique
1033494,Welcome to Deer Creek,2009,tt37475871,movie,Welcome to Deer Creek,2009,unique
1037664,Welcome to the Game,2022,tt21927820,movie,Welcome to the Game,2022,unique
1037903,Our Trip to Berribrook,2022,tt21855432,movie,Our Trip to Berribrook,2022,unique
1038460,DVD 2,2019,tt8108282,movie,DVD 2,2019,unique
1039368,Black Forest,2015,tt2359358,movie,Black Forest,2015,unique
1040155,Blood Dreams,2018,tt26470455,movie,Blood Dreams,2018,unique
1044433,Gap Year 2018.mov,2021,tt15415176,movie,Gap Year 2018.mov,2021,unique
1045275,Carter,2022,tt21237030,movie,Carter,2022,unique
1046909,Acronychal,2022,tt28504870,movie,Acronychal,2022,unique
1052244,Sakobi: The Snake Girl,1998,tt8239968,video,Sakobi: The Snake Girl,1998,unique
1052633,Last Burial,2000,tt21920400,movie,The Last Burial,2000,unique
1054947,Door Into Darkness,2022,tt16174422,movie,Door Into Darkness,2022,unique
1056502,Paranoia Tapes X: The Night Stalker Case Investigation,2022,tt34206380,movie,Paranoia Tapes X: The Night Stalker Case Investigation,2022,unique
1063589,Devil’s Knock,2016,tt5776574,movie,Devil's Knock,2016,unique
1064775,Vapor Green,2022,tt21616614,movie,Vapor Green,2022,unique
1069510,Let Us In!,2022,tt28789378,movie,Let Us In!,2022,unique
1071084,Dendam Hantu Latah,2022,tt32166954,tvMovie,Dendam Hantu Latah,2022,unique
1076318,Dracula Unearthed,2022,tt39365025,movie,Dracula Unearthed,2022,unique
1083816,Haunted,1998,tt0178558,movie,Haunted,1998,unique
1096486,The Stone House,2006,tt0887163,movie,The Stone House,2006,unique
1096890,"What Happens in the Mountains, Should Stay in the Mountains Part ll",2021,tt27048406,movie,"What Happens in the Mountains, Should Stay in the Mountains Part ll",2021,unique
1097964,Black Magic,2017,tt27076692,movie,Black Magic,2017,unique
1097983,Cheap Thrills: Those Drive-in Horror Flicks,2022,tt19393738,movie,Cheap Thrills - Those Drive-in Horror Flicks,2022,unique
1098163,Tales From All Hallows Eve,2007,tt27090100,movie,Tales from All Hallows Eve,2007,unique
1099228,Black Dog,2022,tt18332884,movie,Black Dog,2022,unique
1100221,The Beast,2002,tt0309344,video,Beast,2001,unique_year_fuzzy
1109739,Synchronicity,2008,tt27756128,tvMovie,Synchronicity,2008,unique
1110171,Necromance: A Love Story,2015,tt5303420,movie,Necromance: A Love Story,2015,unique
1111687,The Zombie Vlogs,2013,tt2401801,movie,The Zombie Vlogs,2013,unique
1116536,P.U.L: Project Urban Legend,2014,tt3555126,movie,P.U.L: Project Urban Legend,2014,unique
1120409,Pursuit: The Search for Bigfoot,2013,tt15184434,movie,Pursuit: The Search for Bigfoot,2013,unique
1121322,Motor Home From Hell,2009,tt32230914,movie,Motor Home from Hell,2009,unique
1123380,"Come, Play!",2022,tt26629920,movie,"Come, Play!",2022,unique
1128181,The Devil Lives Upstairs,2014,tt27789176,movie,The Devil Lives Upstairs,2014,unique
1131907,The Grove,2022,tt30841819,movie,The Grove,2023,unique_year_fuzzy
1141741,Sunday Scaries,2022,tt23320342,movie,Sunday Scaries,2022,unique
1151709,Tales for the Campfire,2016,tt6047468,movie,Tales for the Campfire,2016,unique
1152470,Mark of the Beast,1999,tt30023791,movie,Mark of the Beast,1999,unique
1155261,Severed Lives,2006,tt1412518,video,Severed Lives,2006,unique
1156834,The Smell of Death,1991,tt32985161,movie,The Smell of Death,1991,unique
1158226,Journey to the Unknown,1969,tt0421067,tvMovie,Journey to the Unknown,1969,unique
1189390,Strange Harvests 1993,1993,tt37762019,movie,Strange Harvests 1993,1993,unique
1190057,Uncommon Bond,2020,tt11689968,movie,Uncommon Bond,2020,unique
1201757,In Sickness and in Health,2008,tt1080700,movie,In Sickness and in Health,2007,unique_year_fuzzy
1210307,The Agreement,1995,tt0264341,video,The Agreement,1995,unique
1213946,Nightstalker,2008,tt1345503,video,Nightstalker,2009,unique_year_fuzzy
1215034,Lawyer Luau,2002,tt35438161,movie,Lawyer Luau,2002,unique
1229021,Squeak and I'll Run to You,2022,tt16410938,movie,Squeak and I'll Run to You,2022,unique
1234364,Ransom,2021,tt14403394,movie,Ransom,2021,unique
1234559,Earth Has Fallen,2021,tt8635134,movie,Escape Earth,2021,unique
1241989,The Thirteenth Clone,2003,tt37353580,movie,The Thirteenth Clone!,2003,unique
1242561,The Love Object,1995,tt37738794,video,The Love Object,1995,unique
1259684,Overdose,2021,tt31462729,tvMovie,Overdose,2021,unique
1260835,777,1997,tt43634446,movie,777,1997,unique
1261260,Blood Relative,2004,tt3360820,video,Blood Relative,2004,unique
1275531,Real Detective Stories,1999,tt37430707,movie,Real Detective Stories,1999,unique
1304470,Snuff Video,2021,tt16964740,movie,Snuff Video,2021,unique
1314832,Thingy,2026,tt32881445,movie,Thingy,2026,unique
1320610,Zombies,2002,tt0447723,movie,Zombies,2003,unique_year_fuzzy
1325261,Shadow Vaults,2022,tt12261692,movie,Shadow Vaults,2022,unique
1359373,7 Minutes In Heaven,2011,tt2150133,video,7 Minutes in Heaven,2011,unique
1365843,Tales of the Damned,1998,tt2051982,movie,Tales of the Damned,1998,unique
1375770,Dawn and the Dead,2010,tt4413248,movie,Dawn and the Dead,2010,unique
1384133,The Stalker,1997,tt34582344,video,The Stalker,1997,unique
1392522,Dracula's Bride of Horror,2022,tt15088646,movie,Dracula's Bride of Horror,2022,unique
1402887,The Devil Lives in Hot Springs,2008,tt1337473,movie,The Devil Lives in Hot Springs,2008,unique
1402949,Red Christmas,2016,tt5120400,movie,Red Christmas,2016,unique
1404715,Peek-a-Boo... then I Strangle You!,2001,tt37379635,video,Peek-a-Boo... Then I Strangle You!,2001,unique
1405737,Shock-X-Treme Vol 3: Gangs of Death,2006,tt41401454,movie,Shock-X-Treme Vol 3: Gangs of Death,2006,unique
1405738,Shock-X-Treme Vol 4: Real Fights,2012,tt41401796,movie,Shock-X-Treme Vol 4: Real Fights,2012,unique
1406476,Horror Of Laughter,1998,tt35109114,video,Horror of Laughter,1998,unique
1411929,Dungeon of Darkness,1997,tt0196519,video,Dungeon of Darkness,1997,unique
1416042,Heaven & Hell,2007,tt38400916,video,Heaven & Hell,2007,unique
1417904,Wolfen Tickle,1995,tt38407176,video,Wolfen Tickle,1995,unique
1420048,The Devil's Wedding,2005,tt38400644,video,The Devil's Wedding,2005,unique
1420331,The Night,2020,tt8102806,movie,The Night,2020,unique
1436994,Fantasma,2019,tt4729642,movie,Bloody Ballet,2018,horror_disambiguated_year_fuzzy
1437034,10/31,2018,tt6235650,movie,10/31,2017,unique_year_fuzzy
1447446,Mantra,1992,tt38046730,movie,Mantra,1992,unique
1453972,Blew,2020,tt32650343,movie,Blew,2020,unique
1476851,The Drowned,2006,tt3554954,movie,The Drowned,2006,unique
1496428,Heathen,2010,tt1291534,movie,Heathen,2009,unique_year_fuzzy
1497031,Return to Bloody Creek,2022,tt34378210,video,Return to Bloody Creek,2022,unique
1499608,Cold As Soul,2008,tt40923073,video,Cold As Soul,2008,unique
1501220,Cheap,2005,tt1557182,movie,Cheap,2005,unique
1514475,Claud,2015,tt4933036,movie,Claud,2015,unique
1514962,Haunted,1996,tt0113269,movie,Haunted,1995,unique_year_fuzzy
1519067,Offline,2015,tt5127850,movie,Offline,2015,unique
1529716,Wither,2012,tt2140671,movie,Wither,2012,unique
1537654,Puppet Master: Blitzkrieg Massacre,2018,tt9379674,movie,Puppet Master: Blitzkrieg Massacre,2018,unique
1577795,The Grim Reaper,1961,tt0055858,movie,The Grim Reaper,1962,unique_year_fuzzy
1584675,The Momo Killer,2022,tt21352914,movie,The Momo Killer,2022,unique
1589348,Corpse,2019,tt35643634,movie,Corpse,2019,unique
1597656,The Mannequin Man,2022,tt19885072,movie,The Mannequin Man,2022,unique
1615868,Misfire,2022,tt23392058,movie,Misfire,2022,unique
1682410,Evil Dead - The Musical,2004,tt27746637,video,Evil Dead: The Musical,2004,unique
1728265,Dark Stories: Tales from Beyond the Grave,2001,tt0326819,video,Dark Stories: Tales from Beyond the Grave,2001,unique
983539,Dark Parks,,tt20853284,movie,Dark Parks,,unique
1383270,Doom Walker,,tt35260285,movie,Doom Walker,2024,unique
1701597,Blood Covenant,,tt39493762,movie,Blood Covenant,2026,horror_disambiguated
1708376,Droid House,,tt43646878,movie,Droid House,2026,unique
