id,cluster,file_path,is_rep,is_canonical,vote_average,vote_count,iso_639_1
180305,4,/wiYki9Cz1SCsKzERLd9dABC8Q5r.jpg,1,1,3.334,1,en
180323,0,/8fokXZsRBesf5X1Mw8aFuKfWjIr.jpg,1,1,0.0,0,
180631,0,/zwYM54GZ5S0jPZ9kaqF5qXCuhNB.jpg,1,1,3.334,1,en
180631,0,/HGLUXeJrebPFkl1FcBGrqfRDUM.jpg,0,0,0.166,1,en
180850,0,/fToe8PXngJEbEnZLuCqAHzSXfRr.jpg,1,0,0.0,0,en
180850,1,/avSSHaTpOFRKJreLfxJbGMet8lO.jpg,1,0,1.75,2,en
180850,1,/lIWy0G55PhnN27COSS9uDZe8mgt.jpg,0,0,0.0,0,en
180850,2,/3ftUkjNIAAdQPVFsEl4n6JxO67c.jpg,1,0,0.166,1,en
180850,3,/f7vOAna0WNV8DD4quj0Em73Cj0w.jpg,1,1,3.334,1,en
180886,0,/v1jB5gv1fvldrIFNKY356f7YPPO.jpg,1,0,0.0,0,en
180886,1,/uIw6oziIiipGqoWVM2CTtG5J3Nu.jpg,1,1,3.334,1,en
180886,2,/y4sEvtkhlT8L9yVwXZ6wvdfhq0K.jpg,1,0,0.0,0,en
180886,3,/2yWt70UcRZiq0u94AeK2ERHBO6m.jpg,1,0,0.0,0,en
180886,4,/l7jHJnEiwCcgvuA7mPk2TiGxMRk.jpg,1,0,0.0,0,en
180911,0,/nJKXiygv1RKzmMmJTflFRRaul8Q.jpg,1,0,0.0,0,
180911,1,/tpb6lH9vbiwDPuBGsJy3kSqs0vM.jpg,1,1,0.0,0,en
181056,0,/rlrKVHsDFWriVDKnPfrrNLgw1Pp.jpg,1,1,0.0,0,
181056,0,/ptD1tnC6xWy6c0JvwFIdN8ySKIU.jpg,0,0,0.0,0,en
181095,0,/reNkQzLlLf0utsAva4MHNIPNRDF.jpg,1,1,3.334,2,en
181160,0,/wSbcytAetUIwFHJpkPivDz2XFtQ.jpg,1,1,0.0,0,
181175,0,/ArIH5bk6qacCwK1WtyqbwnRu0Nb.jpg,1,0,0.0,0,
181175,1,/8O1KPaUeiSnfPSZsuFWiLi5i0lc.jpg,1,0,0.0,0,en
181175,1,/9lpgy2RzwVhx6v5ADNuqRznFv07.jpg,0,0,0.0,0,en
181175,2,/f7D6pzej5RYfbpqXXW7aGl8mzLU.jpg,1,1,3.334,1,en
181282,0,/jgafCOIbw4iYFsBZu5s3ftyw1zg.jpg,1,1,0.0,0,en
181287,0,/fPfmonoKnGhSgVVOFGLqR5vhtnG.jpg,1,1,0.0,0,
181425,0,/md3PylJqp9H2M7lLFpzdYUV3dKK.jpg,1,1,3.334,1,en
181425,0,/Ahy1wRUdK0l9iggTr0brWe3hh07.jpg,0,0,0.0,0,en
181587,0,/tXsW3MRU3dR35g7uiuOB3KsLIZM.jpg,1,0,0.0,0,
181587,1,/stPa3Tg3xCpcNFHoWSRvyibTtXV.jpg,1,1,0.0,0,en
181628,0,/byUM23KmuJqBq5dhJSteNfCEi5R.jpg,1,1,0.0,0,en
181764,0,/iruhh91fI0Wib8sV8uKJX4kCYqA.jpg,1,1,0.0,0,
181921,0,/pTA3BT09I44aX7VJG01o2KYzXSi.jpg,1,1,0.0,0,en
181921,0,/3JpvYqfPVvCGoy7pkZPsBDRZ1R7.jpg,0,0,0.0,0,en
181965,0,/47ZapBjIfCOoHN9TJIcPvraf5uA.jpg,1,1,3.334,1,en
181965,1,/v06ksiQzu73Hr8zwoZgGRtqK8VV.jpg,1,0,0.166,1,en
181965,1,/91XTGRs05AACmNh79ZJrvR1SWqf.jpg,0,0,0.166,1,en
181965,1,/fimh88sAPDdHYqRIMSreumdTT1m.jpg,0,0,0.166,1,en
181965,2,/A2djLlN0pLLHzbDh5TgfmoMXSrO.jpg,1,0,0.0,0,en
182117,0,/ltH05JELqFQ6ovN49B6m8Mwd5wU.jpg,1,1,3.334,1,en
182117,1,/8zS82OPBmTxXKDDgXoGV9J8rSRA.jpg,1,0,3.334,1,en
182117,2,/x7eeJKYs18azCkVhQvjtOlGZoCy.jpg,1,0,0.0,0,en
182117,3,/viEKxybap2V93D3vU19lBctV9f7.jpg,1,0,0.0,0,en
182140,0,/hvXtpLjtH1nsRCyj9ehbM96n2w9.jpg,1,1,0.0,0,
182237,0,/jCbNmAuGWOAmiU6MksaeJcKtJC5.jpg,1,0,0.166,1,en
182237,1,/w8zyr518ZarNgrmUTCoODM3zuJh.jpg,1,1,3.334,1,en
182499,0,/2QEar1pSneflKXfvrhyQfddyWiv.jpg,1,1,3.334,2,en
182510,0,/2uSfCHK9pnuoizWZQfh0vuGQ52m.jpg,1,1,0.0,0,
182510,0,/yOfvb80thXmllRDFz96hrbKOOMR.jpg,0,0,0.166,1,en
182751,0,/dbKLvyKygJNUszwALF7fXXDCkg5.jpg,1,1,0.0,0,
183107,0,/vrRmdl1fNBMy8Q2jbxgCM8d3iq9.jpg,1,1,0.0,0,
183149,0,/xAUBZJB4MPQqin0fVSHdEvZosPc.jpg,1,0,0.0,0,en
183149,1,/rgv8BxWchnNZLfwWm1IvvPmkUqT.jpg,1,1,3.334,1,en
183327,0,/64uYMJpHCzuNwCxQonvO6hF5fMQ.jpg,1,0,3.334,0,en
183327,1,/d3RLfxriRFG1jidBbCfVvnGvLu2.jpg,1,0,2.278,3,en
183327,2,/wN0WP4oyzj5ExVf5i3PNHDuwref.jpg,1,0,1.75,4,en
183327,3,/xHYWnqYjndgRjjAmlFv7ShtdLro.jpg,1,1,3.334,1,en
183327,4,/tkMsfVT3aMBlwldQQ57XjrsPpP5.jpg,1,0,0.166,1,en
183347,0,/bPyfCpnn82GvawlL8xl3nmFmJo6.jpg,1,1,0.0,0,en
183347,1,/A8K6hWN7jECh0ULu2kSXqwMWuiN.jpg,1,0,0.0,0,
183360,0,/4vjExI7hdqUmhA2I7rGlRP2obJK.jpg,1,1,3.334,1,
183360,0,/d1H2U57T4ouhweyWPw8sYl4Ko72.jpg,0,0,0.166,1,
183363,0,/6NugTemLCTJCC7Mzi3h8DqpPCTk.jpg,1,1,3.334,1,
183363,1,/qZ5IzvEYEfiNYo1YzYEfW0pJJty.jpg,1,0,3.334,1,
183363,2,/6pdMVc4bEeEE7jVBaRkQzwi1rTs.jpg,1,0,0.166,1,
183363,3,/b73UFok97W3cvSEIWdYcqtcoULF.jpg,1,0,0.166,1,
183412,0,/jS0wXHL84Wi3Lh9Nl6oifsAQvVG.jpg,1,0,0.0,0,en
183412,1,/4HHl7IrFNDxFU4MEAHHfjKbfbbJ.jpg,1,1,0.0,0,en
183661,0,/7S3iZ3R7pGaA8IcSXUcKrieuNTw.jpg,1,1,0.0,0,
183760,0,/3y5RpmrhOopHL4SM3JEby3z79vz.jpg,1,1,3.334,1,en
183841,0,/uAImJthnukKD8AJ2IOB4T07CJJv.jpg,1,1,3.334,1,en
183872,0,/xzugbTN7PRxspT6eUsNLkiZMryz.jpg,1,1,0.0,0,
184150,0,/tg0hbnNg6XZ81XYHZkyDMt0YhRA.jpg,1,1,3.334,1,en
184150,1,/g4hh2OGKKoJCDOiKY9pz5IpzLcM.jpg,1,0,0.0,0,
184150,2,/kmePWb4mXmsRO9oD7rWSIJ9EC5E.jpg,1,0,1.75,2,en
184150,3,/frOYOkB99mfv5CzdCuweWEYzBfh.jpg,1,0,1.222,3,en
184165,0,/UTbIQqdkPBoR2hHOt0nBTI6jwm.jpg,1,0,0.0,0,
184165,1,/lahLUjMT3RG903uUF38GsZKXITe.jpg,1,0,0.0,0,
184165,2,/3HS2rXnPl2MF47wjiUgMsKZo3hv.jpg,1,0,0.0,0,en
184165,3,/wt7I3f8E4euDf9jQNAjzXirVhnf.jpg,1,1,0.0,0,en
184345,0,/M82KKqtHFaqkyuwxG5QfShzIRL.jpg,1,1,2.278,3,en
184345,1,/u5dhtJC7a3qc11JgJjZxFvCl3ar.jpg,1,0,0.5,4,en
184345,2,/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg,1,0,1.75,4,en
184345,3,/8S5QdxmpJfi1jXMDeLcSREyQUrZ.jpg,1,0,1.75,2,en
184345,4,/mZHJ4xby6qYfz7YYkpOepMt38Lm.jpg,1,0,1.222,3,en
184346,0,/bRlcdMt35G5bDpTIUfjDkJ8KqtJ.jpg,1,0,0.0,0,en
184346,0,/94uTIZuig02FrfeL2575P4rEPrS.jpg,0,0,0.166,2,en
184346,1,/Uz32ERsyCmGwV8Eg2wmT2ooWpo.jpg,1,1,3.334,3,en
184346,1,/vAxnh5Hb7ulDKTbNDP4PgpWoFFO.jpg,0,0,3.334,1,en
184346,2,/pMnnQFcqa9QCZzjedTUs0Bk1LhL.jpg,1,0,3.334,1,en
184590,0,/ttXhqWyrhF6u53kkyDAVfAIZBe0.jpg,1,1,0.0,0,
184710,0,/wzlyodPZvLF8m4UoEdrml8MjFKl.jpg,1,1,3.334,1,en
184710,1,/qM2tLXWnHvbJlO4Qe4MoY4Faspd.jpg,1,0,0.0,0,
184710,2,/cIHK1XhjmEZoPlSLGShrwZUVyAW.jpg,1,0,0.0,0,
184710,3,/dJspivZIIR46YwYBJKb7eyq7160.jpg,1,0,0.0,0,en
184712,0,/jJYRpyFchHM5MEsQKQqa7Orcjr8.jpg,1,0,3.334,2,en
184712,0,/b6BzZuNv8YNePhuzrA5yKxbGb2H.jpg,0,0,0.0,1,en
184712,1,/4WLRJssh4YzWokxVgk3hfSANKm8.jpg,1,1,3.334,1,en
184712,2,/o2Vd351tjtoNWTgrrJSKOo4FG3x.jpg,1,0,3.334,1,en
184712,3,/6BnjXtKJfIG5CcGUDANcLirtUnM.jpg,1,0,0.0,0,
184804,0,/e88Le2e2PEe6Vo8W4HR9UsrmIW4.jpg,1,0,1.75,2,en
184804,1,/gilMh1rLzfLE66Gvd6ALmeFcL82.jpg,1,1,3.334,1,en
184804,2,/c85ZDhj1IJqVfceqnRWZtb8SQ9b.jpg,1,0,0.166,1,en
184885,0,/tcvGcYyS9jEGNifLR3XqSiJ0WTd.jpg,1,1,0.0,0,en
184885,1,/6TjJCsb3ugvZ4tFzOEnx9RcUPwA.jpg,1,0,0.0,0,
184940,0,/flhNv0bOw1CBEfS7rApZjQHN5dp.jpg,1,0,1.434,5,en
184940,1,/4ZldhnyaRelI6Y7yuhuq8O9Opsy.jpg,1,1,1.75,2,en
184940,2,/gi5MqHPQEkekaqNZ5PqMFZ70cdf.jpg,1,0,1.714,7,en
185267,0,/6qeqbU2xRQhkgPK1xDzo5zmYwqg.jpg,1,0,1.75,2,en
185267,1,/haDvHa8aFcFOSWJYlSpfqq0zeLS.jpg,1,0,2.278,3,en
185267,2,/fndNxZPL4XXN0e9n9SauYlwt25H.jpg,1,1,3.334,1,en
185267,2,/25EFiXXGAccpuCnGkMrJGPwrKXV.jpg,0,0,1.75,2,en
185406,0,/rNilskKj0FUfRBTOC919c06AOOw.jpg,1,1,3.334,1,en
185406,1,/hCPJ2fRdG4Awg2CnNPSxtBCxMOo.jpg,1,0,0.166,1,en
185406,2,/16Q8PpQ2kr6lodSiLRPTEtzYj9x.jpg,1,0,0.166,1,en
185460,0,/zbY9SfIbaIYgmSdyOid7cqVl2XY.jpg,1,0,3.334,2,en
185460,1,/8pP4tEeM7R6G4MSyxhFblwCja1P.jpg,1,0,5.25,16,en
185460,2,/79JtBWsWmG6zhektBbwq0u8r9pE.jpg,1,1,6.312,8,en
185460,3,/a1Rv6EgWKf2vpXOs3lTuS57FsN5.jpg,1,0,1.066,5,en
185460,4,/ubd1Znsvu4R9flPkwYQHLYJhMeR.jpg,1,0,1.714,7,en
185474,0,/sS8Q1Ukpobhe2ylsEVmeK6wbys5.jpg,1,1,0.0,0,en
185495,0,/hFx9pvOkSBxFYu4KEvgFbmN8y78.jpg,1,0,0.0,0,en
185495,1,/vIUXPIpbd6ZfAY8McHHkxC5c2Gs.jpg,1,0,1.222,3,en
185495,2,/x6aiRUv232IlUyrgEK8GTcdMXsz.jpg,1,0,0.0,0,en
185495,3,/m1i00PIbb5zlgfUFZv01bPJBbAx.jpg,1,1,1.75,2,en
185495,4,/yGXlYX4lm4jGUxCtp0qfSm7tRLL.jpg,1,0,3.334,2,en
185688,0,/tUoaeg28mimsYn0V2PtFLJJtgqn.jpg,1,1,0.0,0,
185755,0,/l8CJqVjKkQAeLNttbAtva4nOkg6.jpg,1,1,0.0,0,
185755,0,/plZoBNIJxhuf8DOBRgYZlGauXoG.jpg,0,0,0.0,0,en
186031,0,/nkHKXV6BMysCzr759sAKBMf3CpM.jpg,1,1,0.0,0,en
186031,0,/vprAiO3IHPfldxpkfbqiusfOa92.jpg,0,0,0.0,0,en
186302,0,/4wbHHRMumrUjeMsPAEFmGGrJKbb.jpg,1,0,0.0,0,
186302,1,/wknuD3UdQcXqUwj3OG3pCWGjN1H.jpg,1,1,0.0,0,
186324,0,/o1nUIpG3s0UcViMa0KkwMV3Mm02.jpg,1,1,3.334,1,en
186349,0,/lUuCp0LpWJor626WF5yY7j05KAO.jpg,1,1,3.334,1,en
186349,1,/kaPCIFnZpJEb4MGKRDf7H8b2sVK.jpg,1,0,1.75,2,en
186351,0,/qf58eUwhZqWRts3OSa5TTb3VkOM.jpg,1,1,0.0,0,en
186359,0,/T7JBlIhX2yQPFmJlUkhriTGy0o.jpg,1,1,3.334,1,en
186458,0,/g0luz6lJgj9O6SAnwmJRYQwafyx.jpg,1,1,3.334,1,en
186458,1,/4dyyVaXTr1pwZbZRhbtEqByXC2u.jpg,1,0,0.0,0,en
186574,0,/aa9RyMqwZDQHNHNnrwaPlAklFjP.jpg,1,1,0.0,0,en
186600,0,/vbq8RGh4xtiWJEhBkZwhZAHVCdG.jpg,1,0,0.0,0,
186600,1,/n1gtASNJBRGMWXccWuutfcvlKNC.jpg,1,1,0.0,0,en
186602,0,/aBR1ZD7mtij3UUw7wiPhwh2h7ay.jpg,1,1,0.0,0,
186743,0,/e6XGaSXregKKPrSodFOAB0YX74.jpg,1,1,0.0,0,en
186869,0,/uUijLbc7O88osmCP3Gp0EYTy4pP.jpg,1,0,5.786,7,en
186869,1,/8XTaMcU4WxafaIxT6HvfYHL8KTP.jpg,1,1,6.722,6,en
186869,2,/ripBGayy5BTjDmgtjWha7BtPRHo.jpg,1,0,1.75,2,en
186869,3,/xhzv7N5IBiBJ5hWbnvgis5kVMME.jpg,1,0,3.334,1,en
186869,4,/hdVEaiFm1GfFxJnm66Ufzmk7ORy.jpg,1,0,0.958,4,en
186889,0,/zPmZW9o3ZfypJJgAvAmeSOkgVYW.jpg,1,1,3.334,1,en
186889,1,/1thpQ8G3UEHneh1P83E1n1Kr51t.jpg,1,0,0.0,0,en
186889,2,/cqKfU9OyMpYhlm8F3tkUUNaytLK.jpg,1,0,0.166,1,en
186889,3,/hGGR8oSIygGT6ZZavcV1XummA7u.jpg,1,0,1.75,2,en
186903,0,/fSf7UpC8HGzNuNcR4Dyzvx6SYZG.jpg,1,1,0.0,0,en
186936,0,/fVGI5hSb80NVkEdyukzWzgYJxur.jpg,1,1,0.0,0,
186959,0,/Ba8UXZlBYsX4YZbJom5IlNpWK0.jpg,1,1,0.0,0,en
187010,0,/1kt5n24hjdLEP9mUsmTcwg2oAlL.jpg,1,1,3.334,1,en
187115,0,/8FeYIQbSwFahGlwdZipjSK8LOdu.jpg,1,1,3.334,1,en
187115,1,/mA44UGTzEBM5MATDGOP5kINYS7v.jpg,1,0,0.0,0,en
187276,0,/lQ0n3b6FBxQQBEpilAJZE9EgeCV.jpg,1,0,1.75,2,en
187276,1,/voGaDjSfZP8ccjWmCoex9xdBKe0.jpg,1,1,3.334,1,en
187288,0,/29mjqjn85SFTzDqpz9kuvDe5z3V.jpg,1,1,0.0,0,
187291,0,/ivbza7LZHhleEx85UVbyhTTNMy6.jpg,1,0,0.0,0,en
187291,1,/doMsFL5nEQs4sT1CpmY2BoY18zM.jpg,1,1,0.0,0,en
187525,0,/19GdMhzXS4l1ZLklShNVuMy4J5H.jpg,1,1,0.0,0,
187546,0,/fpLx53srNFPNfV1YYNpb5GVtqCZ.jpg,1,0,0.0,0,en
187546,1,/8N0FFJVK2swqt1PKsQNqvsXLuJ2.jpg,1,0,0.0,0,en
187546,2,/y9hH86revxoK9xfS3VBWqk96On8.jpg,1,0,0.0,0,en
187546,3,/obGqa0vuaR7rP8vTJKKcfRKJNJg.jpg,1,0,0.0,0,en
187546,4,/hyzi2rDsQB1xcDzy6GlX26fEy7H.jpg,1,1,3.334,1,en
187591,0,/zpbw51CYWS8AOcABBf60KGWyUCk.jpg,1,1,0.0,0,en
187591,1,/e6RFH7w732iFBHSBeaKdiRmMxBb.jpg,1,0,0.0,0,
187782,0,/bBzyuYPMMtuqH2jcKuUSNAJ0h2r.jpg,1,1,3.334,1,en
187782,1,/inxcrvvaCHW1ysJ1UNu3VZ60V6S.jpg,1,0,1.222,3,en
187782,1,/xxsablekY3rFOO2b0wcxrIO8sze.jpg,0,0,1.222,3,en
187782,2,/qE85h5H6gS4w6vpjp8fTN0p3nXY.jpg,1,0,2.278,3,en
187782,3,/yMZzipSLPkt8qdLT9IXUkIXQVpL.jpg,1,0,3.334,1,
187801,0,/aV2QpP9hNYNFqrjSvxnAozq1WGh.jpg,1,1,2.278,3,en
187801,0,/nSddMt0DKV8VVXvvOWxC5kknEGS.jpg,0,0,1.75,2,en
187801,1,/wuZw3UufOJKFyl7jpP0aDoFcB8z.jpg,1,0,1.75,2,en
187801,2,/bNy3rtbBrHPI0QKnJCtwZ7KG9PC.jpg,1,0,0.0,0,en
187851,0,/eIm9qNAZdDpwTyXs6aKN4fs3UWm.jpg,1,1,3.334,2,en
187851,1,/fLqrKoSBsooZmZoogPC3Iugq3hj.jpg,1,0,0.166,1,en
187851,2,/k1rpFnKnQ57mUVBMGZkdZqSyvcN.jpg,1,0,1.75,2,en
187993,0,/bkFN7EJm1R2qgUSfbIliljXwAgL.jpg,1,1,0.0,0,en
188032,0,/srqBVzQbX3TLeKjYzYsXV8YFcFP.jpg,1,1,0.0,0,
188074,0,/sEDmtDHHukjdYxPvhtNWiloBKNp.jpg,1,1,3.334,1,en
188074,1,/q5w6PwJ2vnEUBA284OhsOD30CE9.jpg,1,0,0.0,0,
188220,0,/yqILndnNlihFxZXw2XqShdYSXAV.jpg,1,1,0.0,0,en
188304,0,/jXRREud9xn4sNCwTFpiyDxErpLT.jpg,1,1,0.0,0,
188489,0,/gb5DsfCrVHOpsqYOhnfYike1Yn3.jpg,1,1,0.0,0,en
188489,1,/2GjCg4NaNMEaW1UDSMRdiWYu3Tu.jpg,1,0,0.0,0,en
188489,2,/hYJdwkyOvBc5VMBekP5G4GyFVXS.jpg,1,0,0.0,0,en
188628,0,/wCPLcoSwIv2b5iC6twdzs6xRGWB.jpg,1,0,1.222,3,en
188628,1,/qzYCBPeK9hvtNLTtOw7fwxD649S.jpg,1,0,1.066,5,en
188628,2,/bZmyhP03tnUA1JljVRGUtjg8mU0.jpg,1,0,0.958,4,en
188628,3,/7lOox9krlgwCcIr8IaCNmYiybHk.jpg,1,1,3.334,1,en
188667,0,/7Apllb3X6HQzVfuE2j0zeONlMKW.jpg,1,1,0.0,0,en
188719,0,/dVRX6EZG0Z672wArMtWQZX5DuQj.jpg,1,1,3.334,1,
188719,1,/hFs32BH8ODpRoGMM2JUtfaCkhye.jpg,1,0,0.166,1,
188719,2,/fdiRYIPFEsoEP2ghrKTeLLEjwfX.jpg,1,0,0.166,1,
188837,0,/mzIRp6ITVOSeYx1oTbUmqokhnne.jpg,1,1,0.0,0,
188884,0,/b7mkwEou6RlwLT7mUx1GbKwiAfm.jpg,1,1,3.334,1,en
188884,0,/wKBHhPQOSgjByter4jlhDLlwj0L.jpg,0,0,3.334,1,en
188884,1,/gulJQhQOOwzH1LcaStpvikLoUJZ.jpg,1,0,3.334,1,en
188884,2,/bvU3uWCppPYlyGpc0c5H9bUu1h7.jpg,1,0,0.166,1,en
188884,3,/2XZoeSW5ZwbWlMLwcfTtJrY5bxt.jpg,1,0,0.0,0,en
188885,0,/oayvUuIxhFc2ppkPIGU8Nn0WKTg.jpg,1,1,0.0,0,
189098,0,/gPpbedt9l7HNoNS9gYL8z84RJNd.jpg,1,1,3.334,2,en
189098,1,/aQiY3TMwkcYhk7OlS4dHnuBmzNH.jpg,1,0,1.75,2,en
189098,2,/44DRY2MBNSHpcRIkkHI68Knaj1g.jpg,1,0,0.166,2,en
189299,0,/xsiKiFTc7HaS1PSItt0AcSZ9eUI.jpg,1,1,3.334,1,en
189353,0,/A1MPgDvgRZetMFosTvBHWujuwQL.jpg,1,0,1.75,2,en
189353,1,/mbCR5vyTXPRLWLJdM6ltaAvT2pp.jpg,1,1,3.334,1,en
189353,2,/ecJ2CFO1PWu53ooVOYrXXNBpioq.jpg,1,0,1.75,2,en
189387,0,/sguTquVgEwcvf329MJbwJYTMUFo.jpg,1,1,3.334,1,en
189409,0,/qQs46DkGMEjng4aaaadPy46b1uq.jpg,1,1,3.334,3,en
189547,0,/cvDgs4Ns7aKqNm1vgTraAVgr8Pw.jpg,1,1,0.0,0,en
189711,0,/mm6hcoQg5tHZ71ydsotXal3EeeO.jpg,1,1,1.75,2,en
189755,0,/qi78BQaA2Y21qFJZ4uQdd17X6Mf.jpg,1,1,0.0,0,en
189932,0,/geH5uhYLNiSVJJhQnE8ig7Cjko5.jpg,1,1,0.0,0,en
190062,0,/zLKhpQXf2KJmHw1InPOxCXuRbcb.jpg,1,1,3.334,1,en
190066,0,/bWmE4hbwviFmj0bIlEysnuEOiNR.jpg,1,1,0.0,0,
190068,0,/prddJ0nTAGRbCRIGRWoO5hicfW7.jpg,1,0,0.0,0,
190068,0,/1BocJg1pW0biGEhABygh0TOMDCQ.jpg,0,0,0.166,1,en
190068,1,/frRoxRFVf5Ld8Ty89vqY9SeSenf.jpg,1,1,3.334,1,en
190089,0,/vXKeyXL63fgH2YE5w7IdisLmnkh.jpg,1,1,3.334,1,en
190089,1,/kSzr805amdbyFE9FWjIH1S4gfuj.jpg,1,0,2.278,3,en
190089,2,/rQJMtH6QDGSN2VRHT6ngS1kPq70.jpg,1,0,0.0,0,en
190089,3,/rZFmibRCRfT2Q9zVfWhCC8aFS08.jpg,1,0,0.166,2,en
190241,0,/wgT8BeufXgJdzM8MJHNfMFTKxCO.jpg,1,1,0.0,0,
190252,0,/e0IUofwOWrAc0yfbfGwneUchLTV.jpg,1,1,3.334,1,en
190252,0,/dG3H5pHAOeNqnXAORMfXEcpbiGT.jpg,0,0,0.0,0,en
190392,0,/jV6fH43veldJNtBD4LktCJHYSjV.jpg,1,1,0.0,0,
190544,0,/nYZQzoleJ7MmnJEVJkjvOiKpd8J.jpg,1,1,3.334,2,en
190544,0,/bFeYX1CJjovUBr7vQXKa5aW9F3X.jpg,0,0,1.75,3,en
190638,0,/7Acf8zvC31P9SVkRNhnNVhpqE6I.jpg,1,0,3.334,1,en
190638,1,/nLHPjE3sakqShH81ciB8Jh0txAR.jpg,1,1,3.334,1,en
190638,1,/iTCATviWt6xd86roru0oPVlDqv8.jpg,0,0,3.334,1,en
190638,1,/jwwYDZYMKmdjUseMbYoyifse5ed.jpg,0,0,0.0,0,en
190829,0,/phjGLWZBsOgyp5CtcQ8X0A01TAb.jpg,1,1,1.75,2,en
190829,1,/gELqOZOcqs8hIN7dM7OdNmED7fs.jpg,1,0,1.75,2,en
190829,1,/pj6Zz2pB4PWZUXGAnaF62zS2tir.jpg,0,0,0.0,0,
190829,2,/cU7h6gZNuoCZtVew9fxEz1k0HFG.jpg,1,0,0.166,1,
190829,2,/7Z2LeOVc2G1KD1jMZI7cWTN4DvM.jpg,0,0,1.222,3,en
190847,0,/kxcQkAhpn8cvJTsU8PXblI5Qq8F.jpg,1,1,10.0,5,en
190847,0,/nd7tONDunab8w8IyITCEkOzKmco.jpg,0,0,3.334,2,en
190847,1,/ohQCG4ISyDIULBgjJtE1DE0He9H.jpg,1,0,0.166,1,en
190847,2,/3AoI1jrCO6j90N0w3gF67vWTntE.jpg,1,0,1.75,3,en
190847,3,/pdjtwgEVVnpE5F1zpPfPpZs0gWn.jpg,1,0,0.166,2,en
190869,0,/mJp7e5rSELkZhbUAcMq0Z0c50tY.jpg,1,1,0.0,0,en
191086,0,/y4pSAj3PaMIiwSVaRus6g8TVZdi.jpg,1,1,3.334,1,en
191298,0,/iIKHp0tFGucXw5i9gkbCNrhHYR9.jpg,1,1,0.0,0,
191378,0,/c2bxRFzxzb0MMZhaWmsSeRHt1OE.jpg,1,1,5.238,0,en
191378,1,/rZDhnwIds93t6l7ix9kbAANcX3N.jpg,1,0,3.334,1,en
191378,2,/yBynzruBcGymj6QasS18RSkHXD3.jpg,1,0,0.0,0,
191393,0,/z9UgJgs7gxVTGMgnwIFjtjXzg0b.jpg,1,0,0.0,0,en
191393,1,/iU4IELyNImq0fHRJd7pDSJmmLu2.jpg,1,1,3.334,1,en
191393,2,/plzBZXZVkhEbn1EDb1m3TPQnLOd.jpg,1,0,0.166,1,en
191393,3,/AtNwB0ogwkdxG9FVOBa7MaX3MyB.jpg,1,0,0.0,0,en
191431,0,/toPNqtAdXFoLwCcb3BjjRjEULFH.jpg,1,1,0.0,0,
191447,0,/2yTOqdkygVx2BNT0PSUxNmoRC7z.jpg,1,1,0.0,0,
191568,0,/7Uoy0QtkfmXcF5prxcUWIW7hkKO.jpg,1,1,0.0,0,en
191619,0,/TZabREje7DScOsDXsucVTgpS3G.jpg,1,1,3.334,1,en
191619,1,/z9uxWeOHNNjNUDVkeDLwvvkkjRA.jpg,1,0,1.75,2,en
191619,2,/9qeUE4HjfXVCj0latQmX1LIsOAl.jpg,1,0,3.334,1,en
191619,3,/caku6g1XmL6YzLd6O0Agub33JOW.jpg,1,0,3.334,1,en
191644,0,/n6KLmrcl6BTEvOiUbtHnm6LqI3U.jpg,1,1,0.0,0,
191740,0,/qbb5heVPxpteTcbbHIm9MGU2d0e.jpg,1,1,3.334,1,en
191740,1,/vDIayFOo1XRAaSjRnByplGEwIf7.jpg,1,0,3.334,1,en
191740,2,/haz1UtpKdXfDhJLYcYVHwW6g4Tm.jpg,1,0,3.334,1,en
191740,3,/q96dMke2AuvSzZe7Iex8v1Q7UBN.jpg,1,0,3.334,1,en
191740,4,/uetHTpzpSfXxmX302kxkL8UMc8z.jpg,1,0,3.334,1,en
191806,0,/fkzy1jfFRnfVwak0msYVJ9EEBuV.jpg,1,1,0.0,0,
191850,0,/1VmAbaFuJSCGtgz4s96iDHQkZmk.jpg,1,1,1.75,2,
191850,0,/qVJXdi5WtWDNGG1SAw9b9lPa032.jpg,0,0,3.334,1,en
192023,0,/6XFE8lm3dntZMoR3k9xAGRAZDer.jpg,1,1,0.0,0,en
192023,0,/vix4kqsAlEfLVXt31NKUMqjK0fN.jpg,0,0,0.0,0,en
192089,0,/msRs9vkPB0jrKxblwxVGsYX5a34.jpg,1,1,3.334,1,
192089,0,/n1cHyM5tppZVwYdt9Xht02krdal.jpg,0,0,0.166,1,
192186,0,/pleREieQYbtILB0t1uRnjyYoild.jpg,1,1,3.334,1,en
192186,0,/eJxaujlYOXMAvdJEUD3E2nS4bX7.jpg,0,0,0.166,1,en
192367,0,/xajt8Yhd1Sdq8V6b9eLtBRUnW7Q.jpg,1,0,1.222,3,
192367,0,/rFxbgehSHj3yclDcp51kmyEPDMf.jpg,0,0,0.166,1,en
192367,1,/g6rxrYxxB3yx0Yhh86jghZ2rh6c.jpg,1,1,3.334,1,en
192367,2,/hgcekStAGhYJPYqjZjAl57D8rVd.jpg,1,0,0.166,1,en
192367,3,/lTzq7lCPOCjll5MUXhUBKC557d9.jpg,1,0,0.0,0,
192415,0,/cWpl6IKf0PdoklcGRoz1OHUBI8N.jpg,1,1,1.75,2,en
