id,title,original_title,year,reason,n_candidates
1290158,Ghost Adventures: Skinwalker Invasion,Ghost Adventures: Skinwalker Invasion,2024,no_title_year_match,0
1293271,The Chef 2: The Aroma Of Vengeance,The Chef 2: The Aroma Of Vengeance,2024,no_title_year_match,0
1294340,The Cloudvale Tapes,The Cloudvale Tapes,2024,no_title_year_match,0
1298306,Tasmogor,Tasmogor,2024,no_title_year_match,0
1300379,YO-YO: Influence of a Murder,YO-YO: Influence of a Murder,2023,no_title_year_match,0
1301196,Frankie News 4,Frankie News 4,2023,no_title_year_match,0
1302433,In Search of Gladys Glover,In Search of Gladys Glover,2024,no_title_year_match,0
1305044,The Vacation Tapes,The Vacation Tapes,2024,no_title_year_match,0
1310671,Wolf Awakened,Wolf Awakened,2024,no_title_year_match,0
1311488,The Porcelain Pianist,The Porcelain Pianist,2024,no_title_year_match,0
1312448,Adrenochrome,Adrenochrome,2024,no_title_year_match,0
1321137,The Limestone Surveyors,The Limestone Surveyors,2023,no_title_year_match,0
1321451,InDIEpendence Day,InDIEpendence Day,2024,no_title_year_match,0
1322374,OHSS Studios 2023 recap,OHSS Studios 2023 recap,2024,no_title_year_match,0
1323351,Paryl,Paryl,2024,no_title_year_match,0
1326338,Photosynthesis,Photosynthesis,2024,no_title_year_match,0
1328192,MalHare,MalHare,2024,no_title_year_match,0
1330059,Bad Ben 15: Poltergeist,Bad Ben 15: Poltergeist,2025,no_title_year_match,0
1336344,I'm Heather,I'm Heather,2023,no_title_year_match,0
1337800,The Punk Rocker's Ghost,The Punk Rocker's Ghost,2024,no_title_year_match,0
1341400,MUNAA : THE LEGEND ( PART 1),MUNAA : THE LEGEND ( PART 1),2024,no_title_year_match,0
1351591,Midwest Sessions,Midwest Sessions,2024,no_title_year_match,0
1355994,Weird Visions Society,Weird Visions Society,2024,no_title_year_match,0
1357778,Chasing Zombies,Chasing Zombies,2024,no_title_year_match,0
1362472,Footprints of Fear,Footprints of Fear,2024,no_title_year_match,0
1362575,Koma: Berhenti Sebelum Mati,Koma: Berhenti Sebelum Mati,2024,no_title_year_match,0
1365229,Beautiful Dreams,Beautiful Dreams,2025,no_title_year_match,0
1365512,Ladder Man,Ladder Man,2024,no_title_year_match,0
