id,title,year
1654295,The Horror Hall of Fame II,1991
1655094,Fantasma,2025
1655131,Arbor Day,2013
1655140,M Is for Mother,2013
1656228,Tammy's Slumber Party,2004
1656697,Mother Monster,9999
1659063,Carter's Glass,2017
1659128,Sad Satan,2018
1659270,The Stars Are Blackest at Night,2017
1659749,The Ordeal of Randolph Carter,2016
1660589,Nick the Killer,2024
1661612,Shadows Near,2008
1661620,Otto and the Electric Eel,2012
1662060,Pickman's Model,2012
1662763,Last Call,9999
1665593,Superconscious,2026
1667915,Monkey Trailer Man,2025
1667983,A Ghastly Tale,2010
1669295,Cold Call,2011
1681703,Meat,2012
1683150,Inside Chopped,9999
1689617,Bolted,9999
1690244,Danny Hall the Killer Crab Elf,2021
1691730,The Final Day,2008
1695945,High Tea,2017
1696290,Hammered: A True Story,2017
1698087,Jason Bloodtrails,2020
1700567,Burrow,2026
1701101,Kelton's Dark Corner 4: The Kelton Marathon,2015
1701236,Posthumous,9999
1701682,Miasma,2026
1703533,Mr Homanand,2018
1703553,The Tahquitz Myth,2026
1705872,Toe Tags,2026
1706739,The Monster,2015
1708503,The Iron Sheik Massacre,2022
1708678,The Not-So-Grim Reaper,2001
1712606,The Ghost Is a Lie,2023
1714737,Holdout,2012
1724881,Ghost Written,9999
1725145,The Parrot,9999
1726033,It's a Girl,2012
1726191,Box,2012
1727906,Backrooms Bigfoot,2026
1733835,Mooseman,2025
1736037,Future Days,2026
