id,title,original_title,year,current_stem,current_overlap,current_fuzzy,best_stem,best_file_path,best_overlap,best_fuzzy,gain_overlap,gain_fuzzy,n_variants,propose,reason,tmdb_poster_path,src,dest,status,error
567331,The Killing House,The Killing House,2018,567331.jpg,0.0,0.098,6R0fGcGwlkU6ujNeWNXStyFLMUy,posters_multi/567331/6R0fGcGwlkU6ujNeWNXStyFLMUy.jpg,1.0,0.6522,1.0,0.5542,2,1,overlap_gain,/6R0fGcGwlkU6ujNeWNXStyFLMUy.jpg,posters_multi/567331/6R0fGcGwlkU6ujNeWNXStyFLMUy.jpg,posters/567331.jpg,ok,
601369,The Way She Used to Be,The Way She Used to Be,2018,601369.jpg,0.0,0.2439,biSv8fjb3W5STDT1nR1vnjWwNPy,posters_multi/601369/biSv8fjb3W5STDT1nR1vnjWwNPy.jpg,1.0,0.4146,1.0,0.1707,2,1,overlap_gain,/biSv8fjb3W5STDT1nR1vnjWwNPy.jpg,posters_multi/601369/biSv8fjb3W5STDT1nR1vnjWwNPy.jpg,posters/601369.jpg,ok,
638544,The Vault,The Vault,2015,638544.jpg,0.0,0.1081,vmonhc4ZU1hvfE3MJcTyYSCCPnv,posters_multi/638544/vmonhc4ZU1hvfE3MJcTyYSCCPnv.jpg,1.0,0.5714,1.0,0.4633,2,1,overlap_gain,/vmonhc4ZU1hvfE3MJcTyYSCCPnv.jpg,posters_multi/638544/vmonhc4ZU1hvfE3MJcTyYSCCPnv.jpg,posters/638544.jpg,ok,
651448,Darkslide,Darkslide,2016,651448.jpg,0.0,0.0081,oqAdz9Xz4yBtsLyNJL70PtXbEoF,posters_multi/651448/oqAdz9Xz4yBtsLyNJL70PtXbEoF.jpg,1.0,0.24,1.0,0.2319,2,1,overlap_gain,/oqAdz9Xz4yBtsLyNJL70PtXbEoF.jpg,posters_multi/651448/oqAdz9Xz4yBtsLyNJL70PtXbEoF.jpg,posters/651448.jpg,ok,
664168,Fat Ass Zombies,Fat Ass Zombies,2020,664168.jpg,0.0,0.4,btrers8SNujMJhxjLvjh7AJpN3T,posters_multi/664168/btrers8SNujMJhxjLvjh7AJpN3T.jpg,1.0,0.5417,1.0,0.1417,5,1,overlap_gain,/btrers8SNujMJhxjLvjh7AJpN3T.jpg,posters_multi/664168/btrers8SNujMJhxjLvjh7AJpN3T.jpg,posters/664168.jpg,ok,
721952,Homecoming Massacre,Homecoming Massacre,2020,721952.jpg,0.0,0.0075,by2SdzVBHWlBXkRLIuDkQNdOLWY,posters_multi/721952/by2SdzVBHWlBXkRLIuDkQNdOLWY.jpg,1.0,1.0,1.0,0.9925,3,1,overlap_gain,/by2SdzVBHWlBXkRLIuDkQNdOLWY.jpg,posters_multi/721952/by2SdzVBHWlBXkRLIuDkQNdOLWY.jpg,posters/721952.jpg,ok,
729722,Afterward,Afterward,1983,729722.jpg,0.0,0.1129,mNNzzYxcaI1mMsabcQ2H8xCh0Ti,posters_multi/729722/mNNzzYxcaI1mMsabcQ2H8xCh0Ti.jpg,1.0,0.4,1.0,0.2871,3,1,overlap_gain,/mNNzzYxcaI1mMsabcQ2H8xCh0Ti.jpg,posters_multi/729722/mNNzzYxcaI1mMsabcQ2H8xCh0Ti.jpg,posters/729722.jpg,ok,
737885,The Test,The Test,2021,737885.jpg,0.0,0.1379,6z61XlAL1NW7gzalbr7CaTyzihv,posters_multi/737885/6z61XlAL1NW7gzalbr7CaTyzihv.jpg,1.0,1.0,1.0,0.8621,4,1,overlap_gain,/6z61XlAL1NW7gzalbr7CaTyzihv.jpg,posters_multi/737885/6z61XlAL1NW7gzalbr7CaTyzihv.jpg,posters/737885.jpg,ok,
827144,The Corruption of Divine Providence,The Corruption of Divine Providence,2020,827144.jpg,0.2,0.2439,12HnoZek9DWAawyk1rco8Byx2SV,posters_multi/827144/12HnoZek9DWAawyk1rco8Byx2SV.jpg,1.0,1.0,0.8,0.7561,5,1,overlap_gain,/12HnoZek9DWAawyk1rco8Byx2SV.jpg,posters_multi/827144/12HnoZek9DWAawyk1rco8Byx2SV.jpg,posters/827144.jpg,ok,
853155,Bad Blood,Bad Blood,2021,853155.jpg,0.0,0.0,tEYO75bZZAPCNOmJoSFcJmZQdLQ,posters_multi/853155/tEYO75bZZAPCNOmJoSFcJmZQdLQ.jpg,1.0,0.4324,1.0,0.4324,3,1,overlap_gain,/tEYO75bZZAPCNOmJoSFcJmZQdLQ.jpg,posters_multi/853155/tEYO75bZZAPCNOmJoSFcJmZQdLQ.jpg,posters/853155.jpg,ok,
922848,Deadly Doula,Deadly Doula,,922848.jpg,0.0,0.2667,5Q1Nq658LxtTcqRKgDMOixX02WS,posters_multi/922848/5Q1Nq658LxtTcqRKgDMOixX02WS.jpg,1.0,1.0,1.0,0.7333,3,1,overlap_gain,/5Q1Nq658LxtTcqRKgDMOixX02WS.jpg,posters_multi/922848/5Q1Nq658LxtTcqRKgDMOixX02WS.jpg,posters/922848.jpg,ok,
924618,Tardy Terror,Tardy Terror,2021,924618.jpg,0.0,0.1667,pjv2n6OhEr3oewUmVEdjI8t3PkH,posters_multi/924618/pjv2n6OhEr3oewUmVEdjI8t3PkH.jpg,1.0,0.4,1.0,0.2333,3,1,overlap_gain,/pjv2n6OhEr3oewUmVEdjI8t3PkH.jpg,posters_multi/924618/pjv2n6OhEr3oewUmVEdjI8t3PkH.jpg,posters/924618.jpg,ok,
927771,Guiltless,Guiltless,2022,927771.jpg,0.0,0.1818,1peOEwz3dbXUCEXABJukWykCbpT,posters_multi/927771/1peOEwz3dbXUCEXABJukWykCbpT.jpg,1.0,1.0,1.0,0.8182,4,1,overlap_gain,/1peOEwz3dbXUCEXABJukWykCbpT.jpg,posters_multi/927771/1peOEwz3dbXUCEXABJukWykCbpT.jpg,posters/927771.jpg,ok,
1156820,Meat's Meat... And Man's Gotta Eat,Meat's Meat... And Man's Gotta Eat,,1156820.jpg,0.0,0.1978,77Mk88px0IbCQefe9JqY4l4say7,posters_multi/1156820/77Mk88px0IbCQefe9JqY4l4say7.jpg,1.0,1.0,1.0,0.8022,2,1,overlap_gain,/77Mk88px0IbCQefe9JqY4l4say7.jpg,posters_multi/1156820/77Mk88px0IbCQefe9JqY4l4say7.jpg,posters/1156820.jpg,ok,
1236920,Blood Fear,Blood Fear,,1236920.jpg,0.0,0.2,v8jvq07ZOBIg8n3uhaCLsbzOwPk,posters_multi/1236920/v8jvq07ZOBIg8n3uhaCLsbzOwPk.jpg,1.0,1.0,1.0,0.8,2,1,overlap_gain,/v8jvq07ZOBIg8n3uhaCLsbzOwPk.jpg,posters_multi/1236920/v8jvq07ZOBIg8n3uhaCLsbzOwPk.jpg,posters/1236920.jpg,ok,
1424947,By the Throat,By the Throat,,1424947.jpg,0.3333,0.1061,94LEtDFFr0PgcP5MJYrhLJnD6FT,posters_multi/1424947/94LEtDFFr0PgcP5MJYrhLJnD6FT.jpg,0.6667,0.1835,0.3334,0.0774,2,1,overlap_gain,/94LEtDFFr0PgcP5MJYrhLJnD6FT.jpg,posters_multi/1424947/94LEtDFFr0PgcP5MJYrhLJnD6FT.jpg,posters/1424947.jpg,ok,
1505601,Blair's Craft Projects,Blair's Craft Projects,2024,1505601.jpg,0.0,0.1033,qSidLnWuHWmPksFuvpmCpvDasb9,posters_multi/1505601/qSidLnWuHWmPksFuvpmCpvDasb9.jpg,0.6667,0.2275,0.6667,0.1242,2,1,overlap_gain,/qSidLnWuHWmPksFuvpmCpvDasb9.jpg,posters_multi/1505601/qSidLnWuHWmPksFuvpmCpvDasb9.jpg,posters/1505601.jpg,ok,
1708678,The Not-So-Grim Reaper,The Not-So-Grim Reaper,,1708678.jpg,0.0,0.359,9usj1P8daLsdTmXY5xkUjkmWvBd,posters_multi/1708678/9usj1P8daLsdTmXY5xkUjkmWvBd.jpg,1.0,1.0,1.0,0.641,1,1,overlap_gain,/9usj1P8daLsdTmXY5xkUjkmWvBd.jpg,posters_multi/1708678/9usj1P8daLsdTmXY5xkUjkmWvBd.jpg,posters/1708678.jpg,ok,
