id,source,status,in_w,in_h,out_w,out_h,error
1693,orig,ok,1000,1500,1000,1500,
1702,orig,ok,1000,1500,1000,1500,
1842,orig,ok,1000,1500,1000,1500,
1877,orig,ok,1000,1500,1000,1500,
2154,orig,ok,1000,1500,1000,1500,
2675,orig,ok,1000,1500,1000,1500,
2957,up,ok,1892,2836,1000,1500,
2961,orig,ok,1197,1676,1000,1500,
2981,orig,ok,2000,3000,1000,1500,
2989,orig,ok,2000,3000,1000,1500,
2992,up,ok,1000,1500,1000,1500,
3017,orig,ok,1604,2406,1000,1500,
3025,orig,ok,1000,1500,1000,1500,
3030,orig,ok,1000,1500,1000,1500,
3043,orig,ok,2000,2999,1000,1500,
3051,up,ok,1600,2400,1000,1500,
3069,up,ok,1920,2880,1000,1500,
3072,orig,ok,2000,3000,1000,1500,
3075,up,ok,1920,2880,1000,1500,
3104,orig,ok,1000,1500,1000,1500,
3117,orig,ok,1000,1500,1000,1500,
3119,up,ok,1320,1980,1000,1500,
3124,orig,ok,1000,1500,1000,1500,
3125,orig,ok,1000,1500,1000,1500,
3127,up,ok,1000,1500,1000,1500,
3145,orig,ok,1000,1500,1000,1500,
3149,up,ok,1902,2854,1000,1500,
3162,orig,ok,1180,1770,1000,1500,
3164,orig,ok,1000,1500,1000,1500,
3165,up,ok,1920,2880,1000,1500,
3166,orig,ok,1200,1600,1000,1500,
3201,orig,ok,1000,1500,1000,1500,
3202,up,ok,1920,2880,1000,1500,
3206,up,ok,1560,2312,1000,1500,
3208,orig,ok,1410,2115,1000,1500,
3209,orig,ok,1000,1500,1000,1500,
3210,up,ok,1094,1642,1000,1500,
3290,orig,ok,1000,1401,1000,1500,
3345,up,ok,1160,1818,1000,1500,
3349,up,ok,1200,1802,1000,1500,
3350,up,ok,1100,1656,1000,1500,
3412,up,ok,1200,1802,1000,1500,
3484,orig,ok,1600,2400,1000,1500,
3485,orig,ok,1000,1500,1000,1500,
3488,up,ok,1360,2000,1000,1500,
3490,up,ok,1920,2880,1000,1500,
3574,orig,ok,1000,1500,1000,1500,
3575,orig,ok,1000,1500,1000,1500,
3581,orig,ok,1412,2119,1000,1500,
3593,orig,ok,2000,3000,1000,1500,
4231,up,ok,1000,1500,1000,1500,
4238,up,ok,1430,2146,1000,1500,
4284,up,ok,1000,1500,1000,1500,
4288,orig,ok,1000,1500,1000,1500,
4289,up,ok,1912,2868,1000,1500,
4290,up,ok,1408,2112,1000,1500,
4368,orig,ok,1000,1500,1000,1500,
4457,up,ok,1920,2880,1000,1500,
4858,orig,ok,1000,1500,1000,1500,
4879,orig,ok,1880,2820,1000,1500,
4883,orig,ok,1000,1500,1000,1500,
5247,orig,ok,1000,1500,1000,1500,
5333,orig,ok,1000,1500,1000,1500,
5470,up,ok,1200,1800,1000,1500,
5489,up,ok,1600,2400,1000,1500,
5719,orig,ok,1200,1800,1000,1500,
5730,orig,ok,1000,1500,1000,1500,
5733,orig,ok,1000,1500,1000,1500,
5734,up,ok,1000,1500,1000,1500,
5735,orig,ok,1000,1500,1000,1500,
5751,up,ok,1920,2880,1000,1500,
5752,orig,ok,1000,1500,1000,1500,
5755,orig,ok,1280,1920,1000,1500,
5763,orig,ok,1000,1500,1000,1500,
5898,orig,ok,1000,1501,1000,1500,
6974,orig,ok,1350,2025,1000,1500,
6976,orig,ok,1000,1500,1000,1500,
7180,up,ok,1512,2268,1000,1500,
7181,orig,ok,1000,1500,1000,1500,
7292,orig,ok,1000,1500,1000,1500,
7392,orig,ok,1000,1500,1000,1500,
7454,up,ok,1698,2400,1000,1500,
8090,orig,ok,1000,1500,1000,1500,
8316,orig,ok,1000,1500,1000,1500,
8771,orig,ok,1000,1500,1000,1500,
9640,orig,ok,1000,1500,1000,1500,
9783,up,ok,1000,1500,1000,1500,
9814,orig,ok,1400,2100,1000,1500,
9847,orig,ok,1000,1500,1000,1500,
9898,orig,ok,1000,1500,1000,1500,
9935,orig,ok,1000,1500,1000,1500,
9938,orig,ok,1000,1500,1000,1500,
9940,up,ok,1560,2340,1000,1500,
9949,orig,ok,1000,1500,1000,1500,
9987,up,ok,1920,2880,1000,1500,
10011,up,ok,1778,2668,1000,1500,
10031,up,ok,1920,2880,1000,1500,
10041,orig,ok,1500,2222,1000,1500,
10042,orig,ok,1000,1500,1000,1500,
10055,up,ok,1000,1500,1000,1500,
10062,orig,ok,1000,1500,1000,1500,
10076,orig,ok,1000,1500,1000,1500,
10088,up,ok,1512,2268,1000,1500,
10094,orig,ok,1000,1500,1000,1500,
10095,up,ok,1200,1800,1000,1500,
10113,orig,ok,2000,3000,1000,1500,
10114,up,ok,1546,2318,1000,1500,
10121,up,ok,1000,1500,1000,1500,
10124,orig,ok,1000,1500,1000,1500,
10250,orig,ok,1000,1500,1000,1500,
10251,orig,ok,1000,1500,1000,1500,
10256,orig,ok,2000,3000,1000,1500,
10272,orig,ok,1500,2250,1000,1500,
10558,up,ok,1580,2372,1000,1500,
10579,orig,ok,1332,2000,1000,1500,
10702,up,ok,1000,1500,1000,1500,
10730,orig,ok,2000,3000,1000,1500,
11376,orig,ok,1000,1500,1000,1500,
11926,up,ok,1000,1500,1000,1500,
12175,up,ok,1676,2416,1000,1500,
12216,up,ok,1000,1500,1000,1500,
12532,orig,ok,1482,2223,1000,1500,
12587,orig,ok,1000,1500,1000,1500,
12653,up,ok,1660,2490,1000,1500,
12682,up,ok,1920,2880,1000,1500,
12683,up,ok,1200,1800,1000,1500,
12759,orig,ok,1175,1763,1000,1500,
12791,up,ok,1920,2880,1000,1500,
13008,orig,ok,2000,3000,1000,1500,
13106,orig,ok,1500,2250,1000,1500,
13151,up,ok,1332,2000,1000,1500,
13254,orig,ok,1000,1500,1000,1500,
13276,orig,ok,1526,2161,1000,1500,
13340,orig,ok,1000,1500,1000,1500,
13511,orig,ok,1280,1920,1000,1500,
13546,up,ok,1600,2400,1000,1500,
13556,up,ok,1000,1500,1000,1500,
13566,up,ok,1920,2880,1000,1500,
13568,up,ok,1920,2880,1000,1500,
13569,up,ok,1920,2880,1000,1500,
13784,orig,ok,1000,1500,1000,1500,
13826,up,ok,1600,2400,1000,1500,
13903,up,ok,1560,2340,1000,1500,
13945,orig,ok,2000,3000,1000,1500,
13946,orig,ok,1000,1500,1000,1500,
14025,orig,ok,1000,1500,1000,1500,
14122,orig,ok,1500,2250,1000,1500,
14143,up,ok,1440,2160,1000,1500,
14147,orig,ok,1400,2100,1000,1500,
14157,orig,ok,1000,1500,1000,1500,
14209,up,ok,1000,1500,1000,1500,
14212,orig,ok,1000,1500,1000,1500,
14228,orig,ok,1000,1500,1000,1500,
14248,orig,ok,1000,1500,1000,1500,
14255,orig,ok,1000,1500,1000,1500,
14417,up,ok,1920,2880,1000,1500,
14440,up,ok,1600,2400,1000,1500,
14472,orig,ok,1000,1500,1000,1500,
14604,orig,ok,1000,1500,1000,1500,
14605,up,ok,1920,2880,1000,1500,
14686,orig,ok,1000,1500,1000,1500,
14795,up,ok,1438,2160,1000,1500,
14814,up,ok,1080,1620,1000,1500,
14833,up,ok,1560,2340,1000,1500,
14838,up,ok,1920,2880,1000,1500,
14862,orig,ok,1000,1500,1000,1500,
14866,orig,ok,1000,1500,1000,1500,
14915,orig,ok,2000,3000,1000,1500,
14916,orig,ok,1500,2250,1000,1500,
14929,orig,ok,2000,3000,1000,1500,
14977,up,ok,1600,2400,1000,1500,
14983,up,ok,1920,2880,1000,1500,
15011,up,ok,1000,1500,1000,1500,
15057,up,ok,1000,1500,1000,1500,
15182,orig,ok,1000,1500,1000,1500,
15282,up,ok,1000,1500,1000,1500,
15398,up,ok,1200,1800,1000,1500,
15418,orig,ok,1000,1500,1000,1500,
15420,orig,ok,1000,1500,1000,1500,
15422,up,ok,1920,2880,1000,1500,
15425,orig,ok,1000,1500,1000,1500,
15426,orig,ok,1000,1500,1000,1500,
15434,orig,ok,2000,3000,1000,1500,
15473,orig,ok,1000,1500,1000,1500,
15476,orig,ok,1000,1500,1000,1500,
15488,orig,ok,1000,1500,1000,1500,
15652,orig,ok,1000,1500,1000,1500,
15701,orig,ok,1000,1500,1000,1500,
15714,up,ok,1920,2880,1000,1500,
15900,orig,ok,1000,1500,1000,1500,
15901,up,ok,1536,2304,1000,1500,
15902,up,ok,1536,2304,1000,1500,
16027,up,ok,1600,2400,1000,1500,
16080,orig,ok,1000,1500,1000,1500,
16160,orig,ok,1067,1600,1000,1500,
16179,up,ok,1600,2400,1000,1500,
16207,orig,ok,1067,1600,1000,1500,
16208,orig,ok,1000,1500,1000,1500,
16271,orig,ok,1189,1783,1000,1500,
16280,up,ok,1396,1998,1000,1500,
16309,orig,ok,1280,1920,1000,1500,
16315,orig,ok,1000,1500,1000,1500,
16350,orig,ok,1200,1800,1000,1500,
16431,orig,ok,1000,1416,1000,1500,
16445,up,ok,1638,2454,1000,1500,
16611,orig,ok,1000,1500,1000,1500,
16722,orig,ok,1000,1500,1000,1500,
16763,orig,ok,1600,2400,1000,1500,
16843,orig,ok,1000,1500,1000,1500,
16915,orig,ok,1438,2156,1000,1500,
16922,up,ok,1000,1500,1000,1500,
16925,up,ok,1000,1500,1000,1500,
16973,orig,ok,1000,1500,1000,1500,
17088,orig,ok,1079,1417,1000,1500,
17110,orig,ok,1000,1500,1000,1500,
17138,orig,ok,1712,2560,1000,1500,
17140,orig,ok,1000,1500,1000,1500,
17154,up,ok,1000,1500,1000,1500,
17158,orig,ok,1000,1500,1000,1500,
17166,up,ok,1560,2340,1000,1500,
17212,orig,ok,2000,3000,1000,1500,
17240,orig,ok,1000,1500,1000,1500,
17319,up,ok,1000,1500,1000,1500,
17469,up,ok,1920,2880,1000,1500,
17482,orig,ok,1500,2250,1000,1500,
17874,orig,ok,1000,1500,1000,1500,
17923,orig,ok,2000,3000,1000,1500,
18015,orig,ok,1366,2048,1000,1500,
18029,orig,ok,1000,1500,1000,1500,
18040,orig,ok,1161,1741,1000,1500,
18045,up,ok,1924,2888,1000,1500,
18096,up,ok,1920,2880,1000,1500,
18100,up,ok,1920,2880,1000,1500,
18177,orig,ok,1000,1500,1000,1500,
18210,orig,ok,1000,1500,1000,1500,
18213,up,ok,1980,2958,1000,1500,
18217,orig,ok,1920,2880,1000,1500,
18242,orig,ok,2000,3000,1000,1500,
18274,orig,ok,1000,1500,1000,1500,
18278,orig,ok,1000,1500,1000,1500,
18338,orig,ok,1000,1500,1000,1500,
18392,orig,ok,1400,2100,1000,1500,
18397,orig,ok,1000,1500,1000,1500,
18440,orig,ok,1000,1500,1000,1500,
18441,orig,ok,1175,1763,1000,1500,
18442,up,ok,1920,2880,1000,1500,
18443,up,ok,1600,2400,1000,1500,
18467,orig,ok,2000,3000,1000,1500,
18496,up,ok,1600,2400,1000,1500,
18547,orig,ok,1000,1500,1000,1500,
18556,up,ok,1920,2880,1000,1500,
18557,up,ok,1000,1500,1000,1500,
18616,orig,ok,1000,1500,1000,1500,
18634,up,ok,1334,1874,1000,1500,
18724,orig,ok,1000,1500,1000,1500,
18726,orig,ok,1000,1500,1000,1500,
18759,orig,ok,1000,1500,1000,1500,
18773,orig,ok,2000,3000,1000,1500,
18779,orig,ok,1000,1500,1000,1500,
18851,up,ok,1920,2880,1000,1500,
18910,orig,ok,1920,2880,1000,1500,
18932,orig,ok,1374,2061,1000,1500,
18969,up,ok,1920,2880,1000,1500,
19066,orig,ok,1280,1920,1000,1500,
19085,up,ok,1792,2690,1000,1500,
19116,orig,ok,1000,1500,1000,1500,
19154,orig,ok,1000,1500,1000,1500,
19201,orig,ok,1000,1500,1000,1500,
19205,orig,ok,1000,1500,1000,1500,
19222,orig,ok,1000,1500,1000,1500,
19281,up,ok,1000,1500,1000,1500,
19296,up,ok,1400,1970,1000,1500,
19298,orig,ok,1000,1500,1000,1500,
19383,orig,ok,2000,3000,1000,1500,
19551,orig,ok,2000,3000,1000,1500,
19564,orig,ok,1402,2104,1000,1500,
19604,up,ok,1920,2880,1000,1500,
19816,up,ok,1000,1500,1000,1500,
19854,orig,ok,1000,1500,1000,1500,
19969,orig,ok,1000,1500,1000,1500,
20016,orig,ok,1000,1500,1000,1500,
20215,orig,ok,1920,2879,1000,1500,
20216,up,ok,1920,2880,1000,1500,
20321,orig,ok,1000,1500,1000,1500,
20357,up,ok,1800,2700,1000,1500,
20381,orig,ok,1400,2100,1000,1500,
20432,orig,ok,1000,1500,1000,1500,
20446,orig,ok,1000,1500,1000,1500,
20591,orig,ok,1000,1500,1000,1500,
20608,up,ok,1000,1500,1000,1500,
20620,orig,ok,1000,1500,1000,1500,
20669,orig,ok,1000,1500,1000,1500,
20695,orig,ok,1000,1500,1000,1500,
20706,up,ok,1260,2400,1000,1500,
20880,orig,ok,1000,1500,1000,1500,
20919,up,ok,1920,2880,1000,1500,
21034,orig,ok,1260,1800,1000,1500,
21141,orig,ok,1000,1500,1000,1500,
21158,up,ok,1920,2880,1000,1500,
21163,up,ok,1920,2880,1000,1500,
21166,orig,ok,1000,1500,1000,1500,
21343,up,ok,1000,1500,1000,1500,
21536,up,ok,1920,2880,1000,1500,
21562,orig,ok,1060,1590,1000,1500,
21623,orig,ok,1000,1500,1000,1500,
21704,orig,ok,1500,2250,1000,1500,
21714,orig,ok,1000,1500,1000,1500,
21790,orig,ok,2000,3000,1000,1500,
21794,orig,ok,1364,2046,1000,1500,
21799,orig,ok,2000,3000,1000,1500,
21800,orig,ok,1000,1500,1000,1500,
21841,orig,ok,2000,3000,1000,1500,
21860,orig,ok,1438,2157,1000,1500,
21927,up,ok,1920,2880,1000,1500,
22027,up,ok,1000,1500,1000,1500,
22033,orig,ok,2000,3000,1000,1500,
22060,up,ok,1920,2880,1000,1500,
22066,orig,ok,1000,1500,1000,1500,
22072,up,ok,1920,2880,1000,1500,
22105,orig,ok,1000,1500,1000,1500,
22135,orig,ok,2000,3000,1000,1500,
22177,up,ok,1364,2048,1000,1500,
22385,up,ok,1920,2880,1000,1500,
22451,orig,ok,1000,1500,1000,1500,
22480,orig,ok,2000,3000,1000,1500,
22530,orig,ok,1500,2250,1000,1500,
22543,orig,ok,1000,1500,1000,1500,
22551,orig,ok,1400,2100,1000,1500,
22583,up,ok,1000,1500,1000,1500,
22619,up,ok,1408,2000,1000,1500,
22689,orig,ok,1819,2729,1000,1500,
22718,orig,ok,1000,1500,1000,1500,
22727,orig,ok,2000,3000,1000,1500,
22731,up,ok,1920,2880,1000,1500,
22741,up,ok,1672,2508,1000,1500,
22745,up,ok,1920,2880,1000,1500,
22749,orig,ok,1756,2634,1000,1500,
22822,orig,ok,2000,3000,1000,1500,
22856,up,ok,1920,2880,1000,1500,
23014,up,ok,1920,2880,1000,1500,
23045,orig,ok,1308,1962,1000,1500,
23104,orig,ok,1000,1500,1000,1500,
23122,orig,ok,2000,3000,1000,1500,
23125,up,ok,1000,1500,1000,1500,
23174,up,ok,1560,2340,1000,1500,
23281,up,ok,1122,1684,1000,1500,
23293,up,ok,1000,1500,1000,1500,
23327,up,ok,1600,2400,1000,1500,
23382,orig,ok,1400,2087,1000,1500,
23389,up,ok,1010,1514,1000,1500,
23506,orig,ok,1000,1500,1000,1500,
23515,up,ok,1000,1500,1000,1500,
23622,up,ok,1920,2880,1000,1500,
23985,up,ok,1560,2216,1000,1500,
24007,orig,ok,1000,1500,1000,1500,
24038,up,ok,1920,2880,1000,1500,
24045,up,ok,1546,2164,1000,1500,
24075,orig,ok,1000,1500,1000,1500,
24090,orig,ok,1000,1500,1000,1500,
24091,up,ok,1920,2880,1000,1500,
24094,orig,ok,1000,1500,1000,1500,
24097,orig,ok,1218,1827,1000,1500,
24104,up,ok,1440,1994,1000,1500,
24116,orig,ok,1000,1500,1000,1500,
24132,up,ok,1200,1822,1000,1500,
24196,orig,ok,1000,1500,1000,1500,
24198,orig,ok,1000,1500,1000,1500,
24212,orig,ok,1000,1500,1000,1500,
24246,orig,ok,1000,1500,1000,1500,
24330,orig,ok,1000,1500,1000,1500,
24331,orig,ok,2000,3000,1000,1500,
24392,orig,ok,1000,1500,1000,1500,
24421,orig,ok,1000,1500,1000,1500,
24498,up,ok,1200,1800,1000,1500,
24499,up,ok,1600,2400,1000,1500,
24505,up,ok,1920,2880,1000,1500,
24555,orig,ok,1000,1500,1000,1500,
24605,orig,ok,1000,1471,1000,1500,
24648,up,ok,1920,2880,1000,1500,
24649,orig,ok,1000,1500,1000,1500,
24683,up,ok,1052,1500,1000,1500,
24702,up,ok,1728,2592,1000,1500,
24716,up,ok,1676,2352,1000,1500,
24789,orig,ok,1000,1500,1000,1500,
24796,orig,ok,1200,1600,1000,1500,
24836,up,ok,1566,2350,1000,1500,
24837,up,ok,1560,2186,1000,1500,
24862,orig,ok,1000,1500,1000,1500,
24868,orig,ok,2000,3000,1000,1500,
24874,up,ok,1920,2880,1000,1500,
24877,up,ok,1560,2340,1000,1500,
24907,up,ok,1200,1800,1000,1500,
24923,orig,ok,1000,1500,1000,1500,
24927,up,ok,1920,2880,1000,1500,
24928,orig,ok,1067,1500,1000,1500,
24947,orig,ok,1000,1500,1000,1500,
24952,orig,ok,2000,2667,1000,1500,
24963,up,ok,1334,2000,1000,1500,
24995,up,ok,1410,2000,1000,1500,
24996,up,ok,1920,2880,1000,1500,
25028,up,ok,1000,1500,1000,1500,
25033,orig,ok,1000,1500,1000,1500,
25035,up,ok,1920,2880,1000,1500,
25060,orig,ok,1365,2048,1000,1500,
25073,orig,ok,2000,3000,1000,1500,
25086,up,ok,1100,1630,1000,1500,
25119,up,ok,1920,2880,1000,1500,
25151,orig,ok,1000,1500,1000,1500,
25170,up,ok,1184,1776,1000,1500,
25172,orig,ok,1000,1500,1000,1500,
25241,orig,ok,2000,2844,1000,1500,
25377,up,ok,1600,2400,1000,1500,
25479,orig,ok,1795,2664,1000,1500,
25537,orig,ok,2000,3000,1000,1500,
25543,up,ok,1920,2880,1000,1500,
25573,orig,ok,1800,2700,1000,1500,
25579,orig,ok,1000,1500,1000,1500,
25625,orig,ok,1500,2250,1000,1500,
25693,up,ok,1560,2340,1000,1500,
25712,orig,ok,2000,3000,1000,1500,
25713,up,ok,1920,2880,1000,1500,
25715,orig,ok,1000,1500,1000,1500,
25753,up,ok,1600,2400,1000,1500,
25870,up,ok,1600,2400,1000,1500,
25874,orig,ok,2000,3000,1000,1500,
25920,orig,ok,1000,1500,1000,1500,
25974,orig,ok,2000,3000,1000,1500,
26042,orig,ok,1000,1500,1000,1500,
26162,orig,ok,1992,3000,1000,1500,
26208,orig,ok,1000,1500,1000,1500,
26233,orig,ok,1000,1500,1000,1500,
26240,orig,ok,1000,1500,1000,1500,
26278,orig,ok,1000,1500,1000,1500,
26334,orig,ok,1000,1500,1000,1500,
26342,orig,ok,1400,2100,1000,1500,
26439,up,ok,1920,2880,1000,1500,
26472,up,ok,1000,1500,1000,1500,
26480,orig,ok,2000,3000,1000,1500,
26482,up,ok,1200,1800,1000,1500,
26558,orig,ok,1000,1500,1000,1500,
26588,up,ok,1920,2880,1000,1500,
26631,up,ok,1560,2334,1000,1500,
26656,orig,ok,1000,1500,1000,1500,
26675,orig,ok,1000,1500,1000,1500,
26676,orig,ok,2000,3000,1000,1500,
26678,up,ok,1920,2880,1000,1500,
26679,orig,ok,1000,1500,1000,1500,
26680,orig,ok,2000,3000,1000,1500,
26703,orig,ok,1000,1500,1000,1500,
26722,up,ok,1560,2340,1000,1500,
26772,up,ok,1038,1556,1000,1500,
26854,orig,ok,1000,1500,1000,1500,
26865,orig,ok,1000,1500,1000,1500,
26921,up,ok,1400,2100,1000,1500,
26922,orig,ok,1142,1726,1000,1500,
26923,orig,ok,1000,1500,1000,1500,
26924,orig,ok,1000,1500,1000,1500,
26925,orig,ok,1000,1500,1000,1500,
26943,up,ok,1000,1500,1000,1500,
26946,orig,ok,1600,2400,1000,1500,
26957,up,ok,1528,2178,1000,1500,
26958,up,ok,1000,1500,1000,1500,
26959,orig,ok,1365,2048,1000,1500,
26960,orig,ok,1707,2560,1000,1500,
26961,orig,ok,1067,1600,1000,1500,
27003,orig,ok,1000,1500,1000,1500,
27009,up,ok,1000,1500,1000,1500,
27028,up,ok,1000,1500,1000,1500,
27084,orig,ok,1000,1500,1000,1500,
27115,orig,ok,1390,2085,1000,1500,
27116,up,ok,1920,2880,1000,1500,
27122,orig,ok,1000,1500,1000,1500,
27144,up,ok,1520,2280,1000,1500,
27174,up,ok,1254,1858,1000,1500,
27179,orig,ok,1200,1800,1000,1500,
27226,orig,ok,1063,1500,1000,1500,
27227,up,ok,1334,2000,1000,1500,
27231,up,ok,1920,2880,1000,1500,
27234,orig,ok,1528,2160,1000,1500,
27244,orig,ok,1000,1500,1000,1500,
27253,orig,ok,1000,1500,1000,1500,
27255,up,ok,1920,2880,1000,1500,
27258,up,ok,1600,2400,1000,1500,
27267,orig,ok,1400,2100,1000,1500,
27272,up,ok,1200,1800,1000,1500,
27284,up,ok,1000,1500,1000,1500,
27285,up,ok,1920,2880,1000,1500,
27289,up,ok,1000,1500,1000,1500,
27313,up,ok,1920,2880,1000,1500,
27328,orig,ok,1000,1500,1000,1500,
27336,up,ok,1868,2802,1000,1500,
27345,up,ok,1920,2880,1000,1500,
27370,orig,ok,1537,2306,1000,1500,
27386,up,ok,1206,1700,1000,1500,
27387,orig,ok,1200,1800,1000,1500,
27389,up,ok,1560,2340,1000,1500,
27405,orig,ok,1000,1500,1000,1500,
27413,up,ok,1000,1500,1000,1500,
27416,orig,ok,1232,1848,1000,1500,
27417,orig,ok,1500,2250,1000,1500,
27420,up,ok,1656,2484,1000,1500,
27442,up,ok,1332,2000,1000,1500,
27463,orig,ok,1333,2000,1000,1500,
27466,orig,ok,1000,1500,1000,1500,
27467,orig,ok,2000,3000,1000,1500,
27468,up,ok,1200,1804,1000,1500,
27471,up,ok,1200,1800,1000,1500,
27473,up,ok,1000,1500,1000,1500,
27474,up,ok,1464,2196,1000,1500,
27477,orig,ok,1000,1408,1000,1500,
27478,orig,ok,1523,2160,1000,1500,
27479,orig,ok,2000,3000,1000,1500,
27481,orig,ok,1000,1500,1000,1500,
27483,up,ok,1000,1500,1000,1500,
27485,orig,ok,1000,1500,1000,1500,
27487,up,ok,1000,1500,1000,1500,
27495,orig,ok,1000,1500,1000,1500,
27496,orig,ok,2000,3000,1000,1500,
27498,orig,ok,1000,1500,1000,1500,
27499,orig,ok,1000,1500,1000,1500,
27500,up,ok,1952,2928,1000,1500,
27501,up,ok,1920,2880,1000,1500,
27502,up,ok,1920,2880,1000,1500,
27508,orig,ok,1546,2319,1000,1500,
27512,up,ok,1000,1500,1000,1500,
27513,orig,ok,1000,1500,1000,1500,
27524,orig,ok,1200,1800,1000,1500,
27527,orig,ok,1000,1500,1000,1500,
27529,up,ok,1056,1506,1000,1500,
27532,orig,ok,2000,3000,1000,1500,
27533,orig,ok,1000,1500,1000,1500,
27535,orig,ok,1000,1500,1000,1500,
27537,orig,ok,1000,1500,1000,1500,
27538,orig,ok,1000,1500,1000,1500,
27542,up,ok,1000,1500,1000,1500,
27545,orig,ok,2000,3000,1000,1500,
27548,orig,ok,2000,3000,1000,1500,
27553,up,ok,1290,1976,1000,1500,
27555,up,ok,1000,1500,1000,1500,
27564,orig,ok,1000,1500,1000,1500,
27566,orig,ok,1000,1500,1000,1500,
27603,orig,ok,1000,1500,1000,1500,
27611,up,ok,1200,1800,1000,1500,
27612,up,ok,1920,2880,1000,1500,
27613,up,ok,1880,2820,1000,1500,
27619,up,ok,1920,2880,1000,1500,
27623,orig,ok,1000,1500,1000,1500,
27625,up,ok,1712,2568,1000,1500,
27627,up,ok,1000,1500,1000,1500,
27630,up,ok,1066,1600,1000,1500,
27642,up,ok,1960,2940,1000,1500,
27643,up,ok,1200,1800,1000,1500,
27647,orig,ok,1000,1500,1000,1500,
27648,up,ok,1848,2772,1000,1500,
27649,orig,ok,1000,1500,1000,1500,
27651,orig,ok,1000,1500,1000,1500,
27652,up,ok,1956,2932,1000,1500,
27654,orig,ok,1000,1500,1000,1500,
27657,orig,ok,2000,3000,1000,1500,
27662,orig,ok,1350,2025,1000,1500,
27663,orig,ok,2000,3000,1000,1500,
27664,orig,ok,1000,1500,1000,1500,
27669,up,ok,1000,1500,1000,1500,
27671,up,ok,1920,2880,1000,1500,
27672,orig,ok,1000,1500,1000,1500,
27674,up,ok,1500,2256,1000,1500,
27675,orig,ok,2000,3000,1000,1500,
27677,orig,ok,2000,3000,1000,1500,
27680,up,ok,1334,2000,1000,1500,
27682,up,ok,1408,2112,1000,1500,
27684,up,ok,1648,2496,1000,1500,
27685,up,ok,1982,2974,1000,1500,
27687,orig,ok,1520,2143,1000,1500,
27688,orig,ok,1000,1397,1000,1500,
27689,up,ok,1002,1500,1000,1500,
27690,orig,ok,2000,3000,1000,1500,
27694,up,ok,1100,1650,1000,1500,
27695,orig,ok,1067,1600,1000,1500,
27696,orig,ok,1000,1500,1000,1500,
27710,orig,ok,1000,1500,1000,1500,
27711,orig,ok,1000,1500,1000,1500,
27712,orig,ok,1000,1500,1000,1500,
27713,up,ok,1972,3000,1000,1500,
27714,up,ok,1676,2446,1000,1500,
27717,up,ok,1762,2642,1000,1500,
27720,orig,ok,1000,1500,1000,1500,
27727,orig,ok,1000,1500,1000,1500,
27728,orig,ok,1000,1500,1000,1500,
27729,orig,ok,1000,1500,1000,1500,
27733,orig,ok,1000,1500,1000,1500,
27736,orig,ok,1000,1500,1000,1500,
27739,up,ok,1414,2000,1000,1500,
27741,up,ok,1000,1500,1000,1500,
27747,orig,ok,1000,1500,1000,1500,
27755,orig,ok,2000,3000,1000,1500,
27758,up,ok,1000,1500,1000,1500,
27760,orig,ok,1000,1500,1000,1500,
27762,orig,ok,1127,1690,1000,1500,
27763,orig,ok,1062,1500,1000,1500,
27766,up,ok,1920,2880,1000,1500,
27770,orig,ok,1000,1500,1000,1500,
27771,orig,ok,1000,1500,1000,1500,
27774,orig,ok,1000,1500,1000,1500,
27778,up,ok,1000,1500,1000,1500,
27779,orig,ok,1333,2000,1000,1500,
27782,up,ok,1200,1800,1000,1500,
27783,up,ok,1920,2880,1000,1500,
27784,orig,ok,1000,1466,1000,1500,
27785,orig,ok,1303,1954,1000,1500,
27791,up,ok,1000,1500,1000,1500,
27796,orig,ok,1000,1500,1000,1500,
27798,orig,ok,2000,3000,1000,1500,
27800,up,ok,1540,2308,1000,1500,
27803,up,ok,1200,1800,1000,1500,
27807,orig,ok,2000,3000,1000,1500,
27808,orig,ok,1707,2560,1000,1500,
27810,up,ok,1000,1500,1000,1500,
27816,orig,ok,1400,2100,1000,1500,
27819,orig,ok,1000,1500,1000,1500,
27826,up,ok,1600,2400,1000,1500,
27831,orig,ok,2000,3000,1000,1500,
27832,orig,ok,2000,3000,1000,1500,
27836,up,ok,1334,2000,1000,1500,
27840,up,ok,1126,1500,1000,1500,
27844,up,ok,1074,1500,1000,1500,
27848,orig,ok,1000,1500,1000,1500,
27851,orig,ok,2000,3000,1000,1500,
27855,orig,ok,1450,2175,1000,1500,
27856,orig,ok,1400,2100,1000,1500,
27860,orig,ok,1000,1500,1000,1500,
27878,up,ok,1466,2198,1000,1500,
27879,up,ok,1000,1500,1000,1500,
27881,orig,ok,1000,1500,1000,1500,
27886,orig,ok,1000,1500,1000,1500,
27892,up,ok,1666,2500,1000,1500,
27895,up,ok,1600,2400,1000,1500,
27918,up,ok,1000,1500,1000,1500,
27941,orig,ok,1920,2880,1000,1500,
27951,up,ok,1000,1500,1000,1500,
28035,orig,ok,1000,1500,1000,1500,
28036,orig,ok,2000,3000,1000,1500,
28038,orig,ok,1000,1500,1000,1500,
28040,orig,ok,2000,3000,1000,1500,
28046,orig,ok,1812,2718,1000,1500,
28048,orig,ok,1848,2772,1000,1500,
28073,orig,ok,1280,1809,1000,1500,
