id,source,status,in_w,in_h,out_w,out_h,error
574047,orig,ok,1000,1500,1000,1500,
574109,orig,ok,1706,2560,1000,1500,
574124,up,ok,1348,2000,1000,1500,
574137,up,ok,1000,1500,1000,1500,
574189,orig,ok,1066,1600,1000,1500,
574190,orig,ok,1066,1600,1000,1500,
574283,up,ok,1920,2880,1000,1500,
574492,orig,ok,1000,1500,1000,1500,
574656,orig,ok,1820,2940,1000,1500,
574742,up,ok,1000,1502,1000,1500,
574759,orig,ok,2000,3000,1000,1500,
574798,up,ok,1002,1500,1000,1500,
574834,orig,ok,2000,3000,1000,1500,
574839,up,ok,1500,2000,1000,1500,
574856,orig,ok,2000,3000,1000,1500,
574883,orig,ok,1200,1800,1000,1500,
575141,up,ok,1428,2000,1000,1500,
575187,orig,ok,1170,1755,1000,1500,
575314,orig,ok,2000,3000,1000,1500,
575437,orig,ok,1104,1694,1000,1500,
575924,orig,ok,2000,3000,1000,1500,
575980,up,ok,1052,1600,1000,1500,
576134,up,ok,1364,1998,1000,1500,
576223,orig,ok,2000,3000,1000,1500,
576358,up,ok,1420,2000,1000,1500,
576381,up,ok,1320,1920,1000,1500,
576411,up,ok,1000,1500,1000,1500,
576938,orig,ok,2000,3000,1000,1500,
577489,orig,ok,1500,2250,1000,1500,
577549,orig,ok,1400,2100,1000,1500,
577658,orig,ok,1116,1674,1000,1500,
577905,up,ok,1100,1604,1000,1500,
578310,orig,ok,1000,1500,1000,1500,
578320,orig,ok,1200,1600,1000,1500,
578378,up,ok,1424,2000,1000,1500,
578400,up,ok,1000,1500,1000,1500,
578546,orig,ok,1175,1763,1000,1500,
578631,up,ok,1000,1500,1000,1500,
578656,orig,ok,1013,1463,1000,1500,
578686,up,ok,1120,1582,1000,1500,
578744,orig,ok,1175,1763,1000,1500,
578835,up,ok,1322,1920,1000,1500,
578847,up,ok,1800,2570,1000,1500,
578982,orig,ok,1516,2250,1000,1500,
579089,orig,ok,2000,3000,1000,1500,
579296,up,ok,1332,2000,1000,1500,
579386,orig,ok,2000,3000,1000,1500,
579426,up,ok,1100,1628,1000,1500,
579535,orig,ok,2000,3000,1000,1500,
579662,orig,ok,1078,1600,1000,1500,
579957,up,ok,1500,2000,1000,1500,
579958,orig,ok,1000,1500,1000,1500,
579959,up,ok,1292,2000,1000,1500,
580088,up,ok,1412,2000,1000,1500,
580138,up,ok,1000,1500,1000,1500,
580165,orig,ok,1000,1500,1000,1500,
580283,up,ok,1000,1500,1000,1500,
580334,up,ok,1000,1500,1000,1500,
580340,up,ok,1348,2000,1000,1500,
580370,up,ok,1294,1778,1000,1500,
580377,orig,ok,1200,1600,1000,1500,
580414,up,ok,1000,1500,1000,1500,
580441,up,ok,1000,1500,1000,1500,
580550,up,ok,1000,1500,1000,1500,
580690,orig,ok,1508,2045,1000,1500,
581107,up,ok,1000,1500,1000,1500,
581252,up,ok,1332,2000,1000,1500,
581664,up,ok,1316,2000,1000,1500,
581681,orig,ok,1000,1500,1000,1500,
581993,up,ok,1388,2000,1000,1500,
582049,orig,ok,1800,2700,1000,1500,
582070,orig,ok,1400,2100,1000,1500,
582194,orig,ok,2000,3000,1000,1500,
582249,up,ok,1000,1500,1000,1500,
582292,orig,ok,2000,3000,1000,1500,
582300,up,ok,1332,2000,1000,1500,
582302,orig,ok,2000,3000,1000,1500,
582621,up,ok,1332,2000,1000,1500,
582652,up,ok,1350,2000,1000,1500,
582875,up,ok,1000,1500,1000,1500,
582888,up,ok,1260,1908,1000,1500,
582898,orig,ok,1000,1500,1000,1500,
583046,orig,ok,1000,1500,1000,1500,
583166,up,ok,1000,1502,1000,1500,
583337,orig,ok,2000,3000,1000,1500,
583505,up,ok,1282,1900,1000,1500,
583512,orig,ok,1000,1500,1000,1500,
583525,orig,ok,1000,1500,1000,1500,
583584,orig,ok,2000,3000,1000,1500,
583642,up,ok,1500,2000,1000,1500,
583711,up,ok,1334,2000,1000,1500,
584060,up,ok,1322,2000,1000,1500,
584106,orig,ok,1000,1481,1000,1500,
584147,orig,ok,1067,1599,1000,1500,
585081,up,ok,1000,1500,1000,1500,
585149,up,ok,1000,1500,1000,1500,
585197,up,ok,1420,2000,1000,1500,
585312,orig,ok,1114,1600,1000,1500,
585537,up,ok,1284,1920,1000,1500,
585604,up,ok,1350,2000,1000,1500,
585649,up,ok,1000,1500,1000,1500,
586097,orig,ok,1060,1590,1000,1500,
586166,up,ok,1920,2880,1000,1500,
586327,up,ok,1332,2000,1000,1500,
586483,up,ok,1000,1500,1000,1500,
586577,up,ok,1920,2880,1000,1500,
586595,orig,ok,1013,1500,1000,1500,
586779,up,ok,1000,1500,1000,1500,
586781,up,ok,1000,1500,1000,1500,
587040,up,ok,1400,2000,1000,1500,
587176,orig,ok,1131,1600,1000,1500,
587506,orig,ok,1000,1500,1000,1500,
587786,orig,ok,2000,3000,1000,1500,
587927,orig,ok,1280,1920,1000,1500,
588068,up,ok,1066,1604,1000,1500,
588236,up,ok,1332,2000,1000,1500,
588440,up,ok,1332,2000,1000,1500,
588446,orig,ok,1000,1500,1000,1500,
588696,up,ok,1100,1560,1000,1500,
588781,orig,ok,1220,1831,1000,1500,
588783,up,ok,1500,2000,1000,1500,
589102,up,ok,1360,2034,1000,1500,
589173,orig,ok,1450,2175,1000,1500,
589178,up,ok,1462,2000,1000,1500,
589451,orig,ok,1019,1528,1000,1500,
589565,up,ok,1000,1500,1000,1500,
589594,orig,ok,1600,2400,1000,1500,
589607,orig,ok,1000,1500,1000,1500,
589614,orig,ok,1000,1500,1000,1500,
589770,orig,ok,1791,2686,1000,1500,
589775,up,ok,1000,1500,1000,1500,
589876,orig,ok,2000,3000,1000,1500,
589877,up,ok,1920,2880,1000,1500,
590009,orig,ok,1400,2100,1000,1500,
590050,orig,ok,2000,3000,1000,1500,
590084,orig,ok,1000,1500,1000,1500,
590164,orig,ok,1333,2000,1000,1500,
590278,up,ok,1714,2556,1000,1500,
590473,orig,ok,1000,1500,1000,1500,
590476,up,ok,1000,1500,1000,1500,
590483,orig,ok,1000,1333,1000,1500,
590575,up,ok,1500,2250,1000,1500,
590663,up,ok,1100,1582,1000,1500,
590756,orig,ok,2000,3000,1000,1500,
590802,up,ok,1744,2616,1000,1500,
591126,up,ok,1350,2000,1000,1500,
591180,orig,ok,1000,1500,1000,1500,
591459,orig,ok,2000,3000,1000,1500,
591529,orig,ok,2000,3000,1000,1500,
591832,up,ok,1200,1800,1000,1500,
592029,up,ok,1008,1528,1000,1500,
592495,up,ok,1920,2880,1000,1500,
592660,up,ok,1532,2300,1000,1500,
592786,orig,ok,2000,3000,1000,1500,
593104,orig,ok,2000,3000,1000,1500,
593316,orig,ok,1530,2157,1000,1500,
593317,orig,ok,1000,1500,1000,1500,
593510,up,ok,1920,2880,1000,1500,
593655,orig,ok,2000,3000,1000,1500,
593676,up,ok,1000,1500,1000,1500,
593689,up,ok,1140,1536,1000,1500,
593941,up,ok,1920,2880,1000,1500,
594090,up,ok,1332,2000,1000,1500,
594228,orig,ok,1000,1500,1000,1500,
594314,orig,ok,2000,3000,1000,1500,
594482,orig,ok,2000,3000,1000,1500,
594542,up,ok,1334,2000,1000,1500,
594545,up,ok,1000,1500,1000,1500,
594568,up,ok,1368,2050,1000,1500,
594689,up,ok,1200,1800,1000,1500,
594770,up,ok,1000,1500,1000,1500,
595601,orig,ok,1333,2000,1000,1500,
595631,up,ok,1334,2000,1000,1500,
595966,up,ok,1200,1714,1000,1500,
596039,up,ok,1416,2000,1000,1500,
596061,up,ok,1000,1500,1000,1500,
596112,orig,ok,1707,2560,1000,1500,
596314,up,ok,1342,2000,1000,1500,
596318,up,ok,1412,2000,1000,1500,
596321,orig,ok,1000,1500,1000,1500,
596325,up,ok,1000,1500,1000,1500,
596332,up,ok,1364,2048,1000,1500,
596364,orig,ok,1060,1590,1000,1500,
596405,up,ok,1364,2046,1000,1500,
596484,orig,ok,2000,3000,1000,1500,
596697,orig,ok,1000,1500,1000,1500,
596702,orig,ok,1000,1500,1000,1500,
596704,up,ok,1600,2134,1000,1500,
596767,up,ok,1820,2730,1000,1500,
596795,up,ok,1000,1500,1000,1500,
597175,up,ok,1920,2880,1000,1500,
597446,orig,ok,1000,1500,1000,1500,
597453,up,ok,1040,1560,1000,1500,
597455,up,ok,1300,1950,1000,1500,
597468,up,ok,1272,1908,1000,1500,
597684,up,ok,1000,1500,1000,1500,
597687,up,ok,1886,2830,1000,1500,
597692,up,ok,1000,1500,1000,1500,
597722,up,ok,1000,1500,1000,1500,
597785,orig,ok,1200,1778,1000,1500,
597889,up,ok,1920,2880,1000,1500,
597900,orig,ok,1000,1500,1000,1500,
597920,up,ok,1000,1500,1000,1500,
598192,orig,ok,1000,1500,1000,1500,
598635,up,ok,1332,2000,1000,1500,
598983,up,ok,1000,1500,1000,1500,
599484,orig,ok,2000,3000,1000,1500,
599744,orig,ok,1000,1500,1000,1500,
599776,up,ok,1920,2880,1000,1500,
599781,up,ok,1600,2430,1000,1500,
600339,up,ok,1310,2000,1000,1500,
600718,up,ok,1124,1500,1000,1500,
600734,up,ok,1194,1728,1000,1500,
600751,orig,ok,2000,3000,1000,1500,
600892,orig,ok,1175,1763,1000,1500,
600938,orig,ok,1000,1500,1000,1500,
600939,orig,ok,1006,1500,1000,1500,
600963,orig,ok,2000,3000,1000,1500,
601099,orig,ok,1067,1600,1000,1500,
601108,up,ok,1316,2000,1000,1500,
601446,orig,ok,1106,1660,1000,1500,
601510,orig,ok,2000,3000,1000,1500,
601656,up,ok,1334,1890,1000,1500,
602009,orig,ok,1280,1920,1000,1500,
602567,up,ok,1904,2536,1000,1500,
602708,up,ok,1500,2000,1000,1500,
602777,up,ok,1080,1516,1000,1500,
602784,orig,ok,1920,2880,1000,1500,
603012,up,ok,1908,2700,1000,1500,
603013,up,ok,1312,1750,1000,1500,
603050,orig,ok,2000,3000,1000,1500,
603138,up,ok,1000,1500,1000,1500,
603312,orig,ok,1708,3000,1000,1500,
603457,up,ok,1280,1920,1000,1500,
603476,orig,ok,2000,3000,1000,1500,
603480,orig,ok,2000,3000,1000,1500,
603524,up,ok,1294,2000,1000,1500,
603565,orig,ok,1304,2015,1000,1500,
603577,up,ok,1200,1694,1000,1500,
603681,up,ok,1000,1500,1000,1500,
603705,up,ok,1414,2000,1000,1500,
603904,orig,ok,2000,3000,1000,1500,
603945,orig,ok,1280,1920,1000,1500,
604012,up,ok,1428,2000,1000,1500,
604076,orig,ok,1280,1920,1000,1500,
604149,orig,ok,1088,1632,1000,1500,
604228,orig,ok,1200,1800,1000,1500,
604514,up,ok,1500,2000,1000,1500,
604518,up,ok,1000,1500,1000,1500,
604889,orig,ok,1400,2100,1000,1500,
605124,up,ok,1126,1500,1000,1500,
605139,up,ok,1126,1500,1000,1500,
605314,up,ok,1000,1500,1000,1500,
605479,up,ok,1124,1612,1000,1500,
605488,orig,ok,2000,3000,1000,1500,
605540,orig,ok,1000,1500,1000,1500,
605553,up,ok,1202,1672,1000,1500,
605554,up,ok,1000,1500,1000,1500,
605572,up,ok,1000,1500,1000,1500,
605587,orig,ok,1057,1500,1000,1500,
605786,up,ok,1350,2000,1000,1500,
605802,orig,ok,1810,2715,1000,1500,
605851,up,ok,1230,2000,1000,1500,
605911,up,ok,1732,2976,1000,1500,
606155,orig,ok,2000,3000,1000,1500,
606443,orig,ok,2000,3000,1000,1500,
606446,up,ok,1280,1920,1000,1500,
606728,orig,ok,2000,3000,1000,1500,
606960,up,ok,1920,2880,1000,1500,
606966,up,ok,1334,2000,1000,1500,
607072,orig,ok,2000,3000,1000,1500,
607175,orig,ok,1000,1500,1000,1500,
607244,up,ok,1280,1920,1000,1500,
607776,orig,ok,2000,3000,1000,1500,
607967,orig,ok,1200,1600,1000,1500,
607994,up,ok,1000,1500,1000,1500,
608108,orig,ok,2000,3000,1000,1500,
608168,up,ok,1000,1500,1000,1500,
608260,orig,ok,1000,1500,1000,1500,
608444,orig,ok,1986,2829,1000,1500,
608502,orig,ok,2000,3000,1000,1500,
608509,orig,ok,1055,1536,1000,1500,
608512,orig,ok,1920,2880,1000,1500,
608537,up,ok,1200,1640,1000,1500,
608797,up,ok,1026,1500,1000,1500,
609064,orig,ok,1600,2400,1000,1500,
609075,up,ok,1400,2000,1000,1500,
609080,up,ok,1000,1500,1000,1500,
609183,up,ok,1000,1500,1000,1500,
609238,up,ok,1000,1500,1000,1500,
609368,up,ok,1000,1500,1000,1500,
609616,orig,ok,1064,1500,1000,1500,
609627,up,ok,1418,2000,1000,1500,
609768,orig,ok,2000,3000,1000,1500,
609919,orig,ok,2000,3000,1000,1500,
610010,up,ok,1000,1500,1000,1500,
610014,up,ok,1000,1500,1000,1500,
610201,orig,ok,2000,3000,1000,1500,
610261,orig,ok,1000,1500,1000,1500,
610359,orig,ok,1000,1500,1000,1500,
610387,orig,ok,1382,2048,1000,1500,
610394,orig,ok,1066,1600,1000,1500,
610442,orig,ok,1080,1600,1000,1500,
610704,orig,ok,2000,3000,1000,1500,
610743,orig,ok,2000,3000,1000,1500,
611141,up,ok,1422,2000,1000,1500,
611349,orig,ok,1000,1412,1000,1500,
611489,orig,ok,2000,3000,1000,1500,
611534,up,ok,1332,2000,1000,1500,
611596,orig,ok,1000,1500,1000,1500,
611640,orig,ok,1000,1500,1000,1500,
611645,orig,ok,1530,2161,1000,1500,
611651,orig,ok,1500,2250,1000,1500,
611805,orig,ok,2000,3000,1000,1500,
612152,orig,ok,1400,2100,1000,1500,
612196,up,ok,1500,2000,1000,1500,
612294,orig,ok,2000,3000,1000,1500,
612295,orig,ok,1000,1500,1000,1500,
612394,up,ok,1000,1500,1000,1500,
612515,orig,ok,2000,3000,1000,1500,
612587,orig,ok,1000,1500,1000,1500,
612592,orig,ok,2000,3000,1000,1500,
612861,orig,ok,1260,1890,1000,1500,
613271,orig,ok,1920,2880,1000,1500,
613607,orig,ok,2000,3000,1000,1500,
613712,orig,ok,1200,1600,1000,1500,
613835,orig,ok,2000,3000,1000,1500,
614015,orig,ok,2000,3000,1000,1500,
614167,orig,ok,2000,3000,1000,1500,
614186,orig,ok,1200,1600,1000,1500,
614196,orig,ok,1175,1763,1000,1500,
614199,orig,ok,2000,3000,1000,1500,
614202,orig,ok,2000,3000,1000,1500,
614204,orig,ok,1000,1500,1000,1500,
614206,orig,ok,2000,3000,1000,1500,
614208,orig,ok,2000,3000,1000,1500,
614209,orig,ok,1600,2400,1000,1500,
614372,orig,ok,1000,1500,1000,1500,
614630,orig,ok,1066,1600,1000,1500,
614722,orig,ok,2000,3000,1000,1500,
615017,orig,ok,2000,3000,1000,1500,
615790,orig,ok,2000,3000,1000,1500,
616318,up,ok,1400,2000,1000,1500,
616329,orig,ok,1325,2048,1000,1500,
616404,up,ok,1934,2866,1000,1500,
616587,up,ok,1308,1744,1000,1500,
616659,up,ok,1352,2000,1000,1500,
616820,orig,ok,2000,3000,1000,1500,
616862,up,ok,1000,1500,1000,1500,
617124,orig,ok,1242,1863,1000,1500,
617208,orig,ok,1200,1600,1000,1500,
617373,orig,ok,2000,3000,1000,1500,
617523,up,ok,1332,2000,1000,1500,
617638,orig,ok,1000,1500,1000,1500,
617772,orig,ok,2000,3000,1000,1500,
618331,orig,ok,2000,3000,1000,1500,
618375,up,ok,1332,1998,1000,1500,
618585,orig,ok,2000,3000,1000,1500,
618620,up,ok,1000,1500,1000,1500,
618869,orig,ok,1800,2700,1000,1500,
619116,orig,ok,2000,3000,1000,1500,
619189,orig,ok,2000,3000,1000,1500,
619262,orig,ok,2000,3000,1000,1500,
619265,orig,ok,1008,1792,1000,1500,
619430,orig,ok,1200,1600,1000,1500,
619447,orig,ok,2000,3000,1000,1500,
619503,up,ok,1000,1500,1000,1500,
619704,orig,ok,1000,1500,1000,1500,
619730,orig,ok,2000,3000,1000,1500,
619754,up,ok,1350,2000,1000,1500,
619887,orig,ok,1647,2448,1000,1500,
619926,orig,ok,2000,3000,1000,1500,
620067,orig,ok,1000,1429,1000,1500,
620495,up,ok,1384,2000,1000,1500,
620616,up,ok,1000,1500,1000,1500,
620953,up,ok,1400,2000,1000,1500,
621080,up,ok,1474,2000,1000,1500,
621103,orig,ok,1000,1500,1000,1500,
621248,up,ok,1362,2000,1000,1500,
621254,orig,ok,1000,1500,1000,1500,
621465,orig,ok,1000,1500,1000,1500,
621495,up,ok,1332,2000,1000,1500,
621584,up,ok,1000,1502,1000,1500,
622103,orig,ok,2000,3000,1000,1500,
622193,up,ok,1332,2000,1000,1500,
623017,orig,ok,1145,1800,1000,1500,
623034,up,ok,1920,2880,1000,1500,
623341,up,ok,1120,1500,1000,1500,
623493,up,ok,1000,1540,1000,1500,
623521,orig,ok,2000,3000,1000,1500,
623591,orig,ok,1057,1500,1000,1500,
623642,up,ok,1952,2672,1000,1500,
624368,orig,ok,1400,2100,1000,1500,
624482,up,ok,1330,2000,1000,1500,
624777,orig,ok,2000,3000,1000,1500,
625040,up,ok,1418,2000,1000,1500,
625213,orig,ok,1060,1500,1000,1500,
625234,orig,ok,2000,3000,1000,1500,
625423,up,ok,1016,1500,1000,1500,
625759,up,ok,1348,2000,1000,1500,
626292,up,ok,1000,1500,1000,1500,
626359,orig,ok,2000,3000,1000,1500,
626576,up,ok,1400,1970,1000,1500,
626743,orig,ok,1000,1500,1000,1500,
626868,orig,ok,1000,1333,1000,1500,
626873,up,ok,1000,1500,1000,1500,
626963,up,ok,1000,1504,1000,1500,
627050,up,ok,1276,1726,1000,1500,
627322,orig,ok,1000,1500,1000,1500,
627324,up,ok,1404,2000,1000,1500,
627515,orig,ok,2000,3000,1000,1500,
627533,up,ok,1502,2000,1000,1500,
627840,up,ok,1146,1720,1000,1500,
628468,orig,ok,2000,3000,1000,1500,
628469,orig,ok,2000,3000,1000,1500,
628478,orig,ok,2000,3000,1000,1500,
628637,up,ok,1416,2000,1000,1500,
628707,orig,ok,2000,3000,1000,1500,
628731,up,ok,1378,2000,1000,1500,
628866,up,ok,1892,2840,1000,1500,
628959,up,ok,1290,1936,1000,1500,
629121,orig,ok,2000,3000,1000,1500,
629181,orig,ok,2000,3000,1000,1500,
629227,orig,ok,1000,1500,1000,1500,
629228,up,ok,1504,1996,1000,1500,
629363,up,ok,1200,1640,1000,1500,
629819,up,ok,1000,1500,1000,1500,
629843,up,ok,1000,1500,1000,1500,
629957,orig,ok,1000,1500,1000,1500,
630055,up,ok,1576,2160,1000,1500,
630288,up,ok,1380,1920,1000,1500,
630377,up,ok,1332,2000,1000,1500,
630486,orig,ok,2000,3000,1000,1500,
630766,orig,ok,2000,3000,1000,1500,
630925,up,ok,1348,2000,1000,1500,
631057,up,ok,1000,1500,1000,1500,
631059,up,ok,1000,1500,1000,1500,
631285,orig,ok,1200,1600,1000,1500,
631303,orig,ok,2000,3000,1000,1500,
631322,orig,ok,1000,1500,1000,1500,
631583,orig,ok,2000,3000,1000,1500,
631592,up,ok,1000,1500,1000,1500,
631689,orig,ok,1530,2161,1000,1500,
631870,orig,ok,1000,1500,1000,1500,
631947,orig,ok,1920,2879,1000,1500,
632110,orig,ok,1026,1500,1000,1500,
632304,orig,ok,1707,2560,1000,1500,
632567,up,ok,1998,2998,1000,1500,
632570,up,ok,1000,1500,1000,1500,
633100,up,ok,1360,2000,1000,1500,
633159,orig,ok,2000,3000,1000,1500,
633489,orig,ok,1120,1600,1000,1500,
633608,orig,ok,2000,3000,1000,1500,
633907,up,ok,1374,2000,1000,1500,
634115,up,ok,1680,2520,1000,1500,
634281,up,ok,1062,1500,1000,1500,
634301,orig,ok,1920,2880,1000,1500,
634494,up,ok,1280,1790,1000,1500,
634525,up,ok,1000,1500,1000,1500,
634527,up,ok,1000,1500,1000,1500,
634550,up,ok,1280,1920,1000,1500,
634775,up,ok,1406,2000,1000,1500,
634878,up,ok,1030,1548,1000,1500,
635710,orig,ok,1000,1500,1000,1500,
635737,up,ok,1000,1500,1000,1500,
635771,orig,ok,1000,1500,1000,1500,
635841,orig,ok,1079,1619,1000,1500,
635896,orig,ok,2000,3000,1000,1500,
635968,orig,ok,2000,3000,1000,1500,
636229,orig,ok,2000,2825,1000,1500,
636274,orig,ok,2000,3000,1000,1500,
636508,orig,ok,1000,1500,1000,1500,
636514,orig,ok,2000,3000,1000,1500,
636530,up,ok,1066,1600,1000,1500,
636612,orig,ok,1000,1500,1000,1500,
636681,up,ok,1294,2000,1000,1500,
636806,up,ok,1268,1800,1000,1500,
636808,up,ok,1000,1502,1000,1500,
636812,up,ok,1834,2750,1000,1500,
636827,up,ok,1500,2000,1000,1500,
636879,orig,ok,2000,3000,1000,1500,
636908,orig,ok,1000,1500,1000,1500,
637084,orig,ok,1000,1500,1000,1500,
637156,up,ok,1000,1500,1000,1500,
637162,up,ok,1000,1500,1000,1500,
637168,up,ok,1534,2300,1000,1500,
637174,up,ok,1000,1500,1000,1500,
637179,orig,ok,2000,3000,1000,1500,
637180,orig,ok,1066,1599,1000,1500,
637237,up,ok,1066,1592,1000,1500,
637250,orig,ok,1441,2048,1000,1500,
637255,up,ok,1330,1996,1000,1500,
637272,up,ok,1020,1530,1000,1500,
637312,orig,ok,2000,3000,1000,1500,
637398,up,ok,1392,2000,1000,1500,
637926,orig,ok,1066,1600,1000,1500,
637944,up,ok,1000,1500,1000,1500,
637969,orig,ok,1000,1500,1000,1500,
638045,orig,ok,2000,3000,1000,1500,
638090,orig,ok,2000,3000,1000,1500,
638091,up,ok,1904,2856,1000,1500,
638106,orig,ok,1000,1500,1000,1500,
638219,orig,ok,1066,1600,1000,1500,
638254,orig,ok,2000,2733,1000,1500,
638464,up,ok,1398,2000,1000,1500,
638467,orig,ok,1066,1600,1000,1500,
638609,up,ok,1000,1500,1000,1500,
638732,up,ok,1152,1780,1000,1500,
638855,up,ok,1360,1998,1000,1500,
639052,orig,ok,1000,1500,1000,1500,
639247,up,ok,1400,2100,1000,1500,
639250,orig,ok,2000,3000,1000,1500,
639357,orig,ok,1000,1500,1000,1500,
639461,up,ok,1200,1800,1000,1500,
639473,up,ok,1260,1890,1000,1500,
639477,orig,ok,1175,1763,1000,1500,
639480,orig,ok,2000,3000,1000,1500,
639486,up,ok,1176,1636,1000,1500,
639489,orig,ok,2000,3000,1000,1500,
639495,up,ok,1232,1710,1000,1500,
639506,up,ok,1304,1856,1000,1500,
639687,up,ok,1056,1632,1000,1500,
639705,up,ok,1334,2000,1000,1500,
639884,orig,ok,1000,1500,1000,1500,
639959,orig,ok,1125,1687,1000,1500,
640209,orig,ok,1200,1800,1000,1500,
640377,orig,ok,1500,2100,1000,1500,
640427,up,ok,1500,2000,1000,1500,
640462,up,ok,1366,2048,1000,1500,
640756,orig,ok,1200,1800,1000,1500,
640758,up,ok,1600,2400,1000,1500,
640766,up,ok,1814,2392,1000,1500,
640767,up,ok,1000,1500,1000,1500,
640781,orig,ok,1000,1500,1000,1500,
640960,up,ok,1000,1500,1000,1500,
640962,up,ok,1004,1500,1000,1500,
640963,orig,ok,1000,1500,1000,1500,
640974,orig,ok,1200,1800,1000,1500,
641668,orig,ok,2000,3000,1000,1500,
641688,up,ok,1500,2000,1000,1500,
641697,up,ok,1294,2000,1000,1500,
641706,up,ok,1002,1500,1000,1500,
641709,up,ok,1000,1500,1000,1500,
641925,orig,ok,2000,3000,1000,1500,
641991,up,ok,1000,1500,1000,1500,
642046,orig,ok,1024,1450,1000,1500,
642055,orig,ok,1184,1600,1000,1500,
642061,up,ok,1000,1500,1000,1500,
642063,orig,ok,2000,2829,1000,1500,
642064,orig,ok,1200,1800,1000,1500,
642069,up,ok,1000,1500,1000,1500,
642081,up,ok,1784,2588,1000,1500,
642087,orig,ok,1000,1500,1000,1500,
642106,up,ok,1000,1500,1000,1500,
642108,up,ok,1414,1986,1000,1500,
642131,up,ok,1496,2244,1000,1500,
642134,orig,ok,2000,3000,1000,1500,
642287,orig,ok,1000,1500,1000,1500,
642473,orig,ok,2000,3000,1000,1500,
642512,orig,ok,2000,3000,1000,1500,
642556,up,ok,1334,2000,1000,1500,
642694,orig,ok,2000,3000,1000,1500,
642781,orig,ok,2000,3000,1000,1500,
642886,orig,ok,1600,2400,1000,1500,
643088,orig,ok,1038,1557,1000,1500,
643114,up,ok,1392,2088,1000,1500,
643213,up,ok,1332,2000,1000,1500,
643225,up,ok,1432,2000,1000,1500,
643237,orig,ok,1313,1969,1000,1500,
643272,orig,ok,1000,1500,1000,1500,
643284,orig,ok,1060,1590,1000,1500,
643375,up,ok,1702,2560,1000,1500,
643503,up,ok,1200,1800,1000,1500,
643587,up,ok,1294,2000,1000,1500,
643592,up,ok,1414,2000,1000,1500,
643657,up,ok,1332,2000,1000,1500,
643728,orig,ok,1200,1600,1000,1500,
643743,up,ok,1348,2000,1000,1500,
643791,orig,ok,2000,3000,1000,1500,
644009,up,ok,1332,2000,1000,1500,
644030,orig,ok,1667,2500,1000,1500,
644144,up,ok,1500,2000,1000,1500,
644262,orig,ok,2000,3000,1000,1500,
644265,up,ok,1376,2000,1000,1500,
644320,orig,ok,2000,3000,1000,1500,
644426,up,ok,1920,2880,1000,1500,
644452,up,ok,1274,2000,1000,1500,
644670,orig,ok,1000,1500,1000,1500,
644688,up,ok,1332,2000,1000,1500,
644695,up,ok,1500,2000,1000,1500,
644710,orig,ok,1000,1500,1000,1500,
644730,orig,ok,2000,3000,1000,1500,
644748,orig,ok,1000,1500,1000,1500,
644752,up,ok,1286,1998,1000,1500,
644876,orig,ok,1000,1500,1000,1500,
645240,up,ok,1316,2000,1000,1500,
645319,orig,ok,2000,3000,1000,1500,
645426,orig,ok,1400,2100,1000,1500,
645431,up,ok,1600,2400,1000,1500,
645452,up,ok,1000,1500,1000,1500,
645513,orig,ok,2000,3000,1000,1500,
645516,orig,ok,1000,1413,1000,1500,
645524,orig,ok,1000,1500,1000,1500,
645732,up,ok,1000,1500,1000,1500,
645746,up,ok,1412,2000,1000,1500,
645753,orig,ok,2000,2667,1000,1500,
646109,up,ok,1400,2000,1000,1500,
646334,up,ok,1124,1596,1000,1500,
646401,up,ok,1000,1500,1000,1500,
646435,orig,ok,2000,3000,1000,1500,
646541,up,ok,1332,2000,1000,1500,
646542,up,ok,1920,2880,1000,1500,
646558,up,ok,1356,2000,1000,1500,
646675,orig,ok,1400,2100,1000,1500,
646930,up,ok,1208,1816,1000,1500,
646939,orig,ok,1138,1707,1000,1500,
646977,orig,ok,2000,3000,1000,1500,
647593,orig,ok,2000,3000,1000,1500,
647895,orig,ok,1920,2880,1000,1500,
647931,up,ok,1356,2000,1000,1500,
647932,up,ok,1368,2000,1000,1500,
647935,up,ok,1396,2000,1000,1500,
648043,orig,ok,2000,3000,1000,1500,
648114,up,ok,1562,2318,1000,1500,
648168,orig,ok,1000,1500,1000,1500,
648427,up,ok,1000,1500,1000,1500,
648764,orig,ok,1000,1500,1000,1500,
648819,up,ok,1420,2000,1000,1500,
649078,up,ok,1332,2000,1000,1500,
649117,up,ok,1000,1500,1000,1500,
649119,up,ok,1800,2700,1000,1500,
649182,up,ok,1500,2000,1000,1500,
649212,orig,ok,1000,1500,1000,1500,
649407,up,ok,1360,2000,1000,1500,
649524,orig,ok,1039,1559,1000,1500,
649770,up,ok,1920,2880,1000,1500,
649924,up,ok,1000,1500,1000,1500,
650093,up,ok,1332,2000,1000,1500,
650672,orig,ok,1400,2100,1000,1500,
650893,up,ok,1000,1500,1000,1500,
650895,orig,ok,1333,2000,1000,1500,
650898,up,ok,1056,1500,1000,1500,
650900,up,ok,1448,2000,1000,1500,
650952,up,ok,1364,2048,1000,1500,
651006,up,ok,1000,1500,1000,1500,
651008,orig,ok,2000,3000,1000,1500,
651016,orig,ok,2000,3000,1000,1500,
651018,up,ok,1000,1500,1000,1500,
651448,up,ok,1350,2000,1000,1500,
651488,up,ok,1000,1500,1000,1500,
