id,title,year,original_language,runtime,genre_names,imdb_id,imdb_title,imdb_year,imdb_titleType,imdb_runtime,imdb_genres,reason
1356391,Dracula's Ex-Girlfriend,2024,en,32,"Fantasy, Horror",tt30268646,Dracula's Ex-Girlfriend,2024,short,31,"Comedy,Short,Thriller",not_tagged_horror
1356699,Noodles,2024,en,9,"Thriller, Drama, Horror",tt32827650,Noodles,2024,short,9,"Short,Thriller",not_tagged_horror
1356917,ZIT,2024,en,11,"Comedy, Horror",tt28547775,ZIT,2024,short,,"Comedy,Short",not_tagged_horror
1358118,FanGirl,2024,en,79,"Thriller, Horror",tt32365915,FanGirl,2024,movie,80,"Drama,Thriller",not_tagged_horror
1358120,The Letter,2024,en,108,Horror,tt5890782,The Letter,,movie,108,Mystery,not_tagged_horror
1359216,"Dressing Up Halloween: The Story of Ben Cooper, Inc.",2024,en,94,"Documentary, Horror",tt32116966,"Dressing Up Halloween: The Story of Ben Cooper, Inc.",2024,movie,94,Documentary,not_tagged_horror
1361115,El Bachatero del Diablo,2024,en,0,"Horror, Comedy",tt33402428,El Bachatero Del Diablo,2024,movie,,Comedy,not_tagged_horror
1362426,The Legend of Crick Foot,2024,en,83,"Comedy, Horror",tt30828117,The Legend of Crick Foot,2024,movie,83,Comedy,not_tagged_horror
1362538,To Catch Lightning,2024,en,8,"Drama, Horror, Fantasy",tt28818012,To Catch Lightning,2023,short,8,"Drama,Short",not_tagged_horror
1363273,"Good Mythical Evening: Sexy, Scary, Stupid",2024,en,120,"Comedy, Horror",tt34349075,"Good Mythical Evening: Sexy, Scary, Stupid",2024,tvSpecial,120,Comedy,not_tagged_horror
1364117,Room Six,2024,en,81,"Thriller, Horror",tt33301565,Room Six,2024,movie,81,Thriller,not_tagged_horror
1364607,SLAY,2024,en,14,"Comedy, Horror",tt29961263,Slay,2023,short,15,"Comedy,Short",not_tagged_horror
1364638,Doc of Chucky,2024,en,295,"Documentary, Horror",tt33546014,Doc of Chucky,2024,movie,295,Documentary,not_tagged_horror
1364964,Dead Girl,2024,,,,tt33697911,Dead Girl,2024,short,9,"Drama,Romance,Short",not_tagged_horror
1365083,Witch Hunter,2024,en,80,"Fantasy, Action, Adventure, Horror",tt33042923,Witch Hunter,2024,movie,80,"Action,Adventure,Fantasy",not_tagged_horror
1365582,Melted Lipstick,2024,en,70,"Horror, Drama, Thriller",tt30255973,Melted Lipstick,2024,movie,,Thriller,not_tagged_horror
1366232,Buzzkill,2024,en,8,"Comedy, Horror, Thriller",tt27819358,Buzzkill,2025,short,,"Comedy,Short",not_tagged_horror
1366327,Harvest,2024,en,12,"Horror, Science Fiction",tt33055331,Harvest,2024,short,12,"Sci-Fi,Short",not_tagged_horror
1367652,LISTEN,2024,en,19,"Mystery, Horror, Drama",tt32825411,Listen,2024,short,19,Short,not_tagged_horror
1367761,Victim of Circumstance,2024,en,21,"Horror, Romance, History",tt33726990,Victim of Circumstance,2024,short,21,Short,not_tagged_horror
1369074,All About Valerie,2024,en,18,"Thriller, Horror",tt30138063,All About Valerie,,short,,"Short,Thriller",not_tagged_horror
1369739,The Bingo Sisters,2024,en,21,"Horror, Fantasy, Comedy",tt34228372,The Bingo Sisters,2024,short,22,"Fantasy,Short",not_tagged_horror
1369745,God Dam,2024,en,58,"Horror, Comedy",tt33050183,God Dam,2024,movie,60,Comedy,not_tagged_horror
1371227,Triptych,2024,en,7,"Drama, Horror",tt33984638,Triptych,2024,short,7,Short,not_tagged_horror
1372793,Operation War Thunder,2024,en,74,"Comedy, Science Fiction, Horror",tt32600135,Operation War Thunder,2024,movie,74,"Comedy,Sci-Fi",not_tagged_horror
1372963,Breakfast,2024,en,5,"Horror, Drama",tt30488290,Breakfast,2023,short,,"Drama,Short",not_tagged_horror
1372967,Welcome to Hell,2024,en,12,"Mystery, Horror, Comedy, Drama",tt10845756,Welcome to Hell,2024,short,,"Mystery,Short",not_tagged_horror
1373409,Dead In The Water: The Attempted Making Of In A Violent Nature,2024,en,72,"Documentary, Horror",tt43382969,Dead in the Water: The (Attempted) Making of 'In a Violent Nature',2024,video,71,Documentary,not_tagged_horror
1374509,Rage Quit,2024,en,6,"Horror, Thriller, Comedy",tt34107147,Rage Quit,2024,short,,"Short,Thriller",not_tagged_horror
1374645,Hold Me: A Hellblazer Story,2024,en,17,"Drama, Horror",tt34163176,Hold Me: A Hellblazer Story,2024,short,17,"Drama,Short",not_tagged_horror
1374924,The Pledge,2024,en,12,"Thriller, Horror",tt34063217,The Pledge,2024,short,12,"Short,Thriller",not_tagged_horror
1374929,Blood Suckaz,2024,en,60,Horror,tt33090162,Blood Suckaz,2024,movie,,Crime,not_tagged_horror
1375236,The Perilous Tale of Pirouetta,2024,en,9,"Drama, Horror",tt32655740,The Perilous Tale of Pirouetta,2024,short,10,"Drama,Short",not_tagged_horror
1376884,Prey. Kill. Fuck. Repeat,2024,en,12,"Horror, Thriller, Action",tt35617580,Prey Kill Fuck Repeat,2024,short,12,"Action,Short",not_tagged_horror
1378771,Trapped Inn,2024,en,114,"Science Fiction, Thriller, Horror",tt13598996,Trapped Inn,2024,movie,115,"Sci-Fi,Thriller",not_tagged_horror
1379005,Among the Lost,2024,en,19,"Crime, Horror, Thriller",tt33284782,Among the Lost,2024,short,,"Crime,Short,Thriller",not_tagged_horror
1379290,Vampire Genesis,2024,en,106,"Science Fiction, Horror, Action",tt31113017,Vampire Genesis,2024,movie,105,Fantasy,not_tagged_horror
1379602,I Left My Heart in Colombia,2024,en,0,"Action, Comedy, Adventure, Drama, Horror, Thriller",tt21330288,I Left My Heart in Colombia,2024,movie,,"Adventure,Comedy,Drama",not_tagged_horror
1379940,The Haunting of Hickcox Woods,2024,en,8,Horror,tt32139308,The Haunting of Hickcox Woods,2024,short,8,"Short,Thriller",not_tagged_horror
1380545,The Superbloom,2024,en,59,"Drama, Romance, Horror",tt27798637,Superbloom,2025,movie,86,Drama,not_tagged_horror
1380632,Postcards,2024,en,5,"Mystery, Horror, Thriller",tt34379332,Postcards,2024,short,5,"Mystery,Short",not_tagged_horror
1380774,Bloodlust,2024,en,4,"Horror, Romance",tt34382423,Bloodlust,2024,short,,Short,not_tagged_horror
1381579,Teta,2024,en,23,"Horror, Drama, Thriller",tt34179390,Teta,2024,short,,"Drama,Short",not_tagged_horror
1383294,The Secrets We Keep,2024,en,68,"Horror, Thriller, Drama, Mystery",tt30803479,The Secrets We Keep,2024,movie,90,Thriller,not_tagged_horror
1383535,Abacus,2024,en,88,"Horror, Thriller",tt6422322,Abacus,2024,movie,,Thriller,not_tagged_horror
1384206,Good Boy,2024,en,10,"Comedy, Horror, Thriller",tt32093534,Good Boy,2024,short,11,"Comedy,Short",not_tagged_horror
1385379,ABYSS,2024,en,44,"Horror, Thriller, Mystery",tt29257351,Abyss,2024,movie,105,\N,not_tagged_horror
1386411,Splatterfest Exhumed,2024,en,80,"Documentary, Horror",tt35683273,Splatterfest Exhumed,2024,video,80,\N,not_tagged_horror
1387146,Bloodthirsty,2024,en,9,"Western, Horror",tt34378470,Bloodthirsty,2024,short,9,"Short,Western",not_tagged_horror
1387979,It's Inside,2024,en,12,"Horror, Thriller",tt32645715,It's Inside,2024,short,12,"Sci-Fi,Short",not_tagged_horror
1388324,The Lonely Ones,2024,en,94,"Horror, Science Fiction",tt32103099,The Lonely Ones,2024,movie,96,Drama,not_tagged_horror
1388824,Discord,2024,en,0,"Comedy, Horror, Fantasy",tt29507092,Discord,2024,short,,"Drama,Short",not_tagged_horror
1389739,Codex,2024,en,3,"Mystery, Horror",tt34666528,Codex,2024,short,3,Short,not_tagged_horror
1389792,Sardinia,2024,en,19,"Drama, Thriller, Horror",tt30789650,Sardinia,2024,short,19,"Drama,Short,Thriller",not_tagged_horror
1392833,The Most Perfect Perfect Person,2024,en,18,"Science Fiction, Drama, Horror, Thriller",tt34748088,The Most Perfect Perfect Person,2024,short,17,"Drama,Sci-Fi,Short",not_tagged_horror
1393614,Suspicion,2024,en,115,"Crime, Horror, Thriller",tt33043898,Suspicion,2024,movie,115,Crime,not_tagged_horror
1393874,Yokelish Yeggs,2024,en,80,"Comedy, Horror, Crime",tt34767267,Yokelish Yeggs,2024,movie,80,Comedy,not_tagged_horror
1394262,The Cry Of O’Neill,2024,en,7,Horror,tt33839333,The Cry of O Neill,2024,short,7,Short,not_tagged_horror
1395211,Death is Only the Beginning,2024,en,10,"Horror, Comedy",tt34846489,Death is Only the Beginning,2024,short,10,"Comedy,Short",not_tagged_horror
1395413,Bigfoot prophecy 2,2024,en,117,"Documentary, Adventure, Mystery, Horror, Fantasy",tt34800088,The Bigfoot prophecy 2,2024,movie,118,Adventure,not_tagged_horror
1396159,swallows燕子,2024,en,12,"Thriller, Horror",tt33303838,Swallows,2024,short,12,"Short,Thriller",not_tagged_horror
1396341,Welcome Home,2024,en,7,"Thriller, Mystery, Horror, Science Fiction",tt37171094,Welcome Home,2024,short,7,"Short,Thriller",not_tagged_horror
1396632,The reflection and the shadow,2024,en,8,"Horror, Drama, Thriller",tt34867731,The reflection and the shadow,2024,short,8,Short,not_tagged_horror
1397597,Voodoonaut,2024,en,142,"Science Fiction, Horror",tt34890595,Voodoonaut,2024,movie,142,Sci-Fi,not_tagged_horror
1397911,The Last Story on Earth,2024,en,19,"Horror, Science Fiction",tt34801882,The Last Story on Earth,2024,short,18,"Sci-Fi,Short",not_tagged_horror
1398104,Affirmation,2024,en,7,"Drama, Horror",tt33458060,Affirmation,2024,short,,"Drama,Short",not_tagged_horror
1398158,Pages of Vermillion,2024,en,8,Horror,tt36388368,Pages of Vermillion,2024,short,8,"Short,Thriller",not_tagged_horror
1399580,A Cursed Man,2024,en,98,"Horror, Documentary",tt33063586,A Cursed Man,2025,movie,98,Documentary,not_tagged_horror
1405688,1710 Bunker Hill Avenue,2024,en,47,"Horror, Science Fiction, Thriller",tt32857916,1710 Bunker Hill Avenue,2024,movie,,Sci-Fi,not_tagged_horror
1406987,A Creature Was Stirring,2024,en,91,Horror,tt22185500,A Creature Was Stirring,2024,movie,91,Family,not_tagged_horror
1411824,Terminal Emulator,2024,en,15,Horror,tt35463257,Terminal Emulator,2024,short,15,"Sci-Fi,Short",not_tagged_horror
1413323,African American Psycho: The Hip Hop Freak,2024,en,59,"Horror, Comedy",tt33092128,African American Psycho: The Hip Hop Freak,2024,movie,,Thriller,not_tagged_horror
1419239,"Mom, I'm on Drugs",2024,en,73,Horror,tt34771244,"Mom, I'm on Drugs",2024,movie,,Fantasy,not_tagged_horror
1420113,Surrounded by Spirits,2024,en,95,"Documentary, Horror",tt32868733,Surrounded by Spirits,2024,movie,96,Documentary,not_tagged_horror
1424783,Model Citizen,2024,en,14,"Comedy, Horror",tt35310909,Model Citizen,2024,short,14,Short,not_tagged_horror
1424883,Implanted,2024,en,83,"Horror, Science Fiction, Thriller",tt33308486,Implanted,2024,movie,82,"Sci-Fi,Thriller",not_tagged_horror
1436276,"Blood, Guts and Sunshine 2: The History of Horror Made in Florida",2024,en,90,"Documentary, Horror",tt31456866,"Blood, Guts and Sunshine 2: The History of Horror Made in Florida",2024,movie,,Documentary,not_tagged_horror
1441348,The Hazzard Files Part One,2024,en,81,Horror,tt34893678,The Hazzard Files: Part One,2024,movie,82,Documentary,not_tagged_horror
1442106,Circle Circle Circle Circle,2024,en,12,"Horror, Comedy",tt29276092,Circle Circle Circle Circle,,short,,Short,not_tagged_horror
1444697,Birdhouse,2024,en,15,"Horror, Comedy",tt33398059,Birdhouse,2024,short,15,"Comedy,Short",not_tagged_horror
1450940,Hello Stranger,2024,en,90,"Thriller, Horror",tt33131466,Hello Stranger,2025,movie,100,Thriller,not_tagged_horror
1454666,Outcast Forest,2024,en,12,Horror,tt25566460,Outcast Forest,2024,short,,"Fantasy,Short",not_tagged_horror
1458602,Lost Pieces of Her,2024,en,3,Horror,tt34564199,Lost Pieces of Her,2024,short,,Short,not_tagged_horror
1465646,The True Story Of The Christ's Return,2024,en,0,"Horror, Science Fiction",tt31150720,The True Story of the Christ's Return,2024,short,,"Sci-Fi,Short",not_tagged_horror
1471384,The John I Live In,2024,en,7,"Comedy, Horror",tt36637627,The John I Live In,2024,short,7,"Comedy,Short",not_tagged_horror
1482070,Aetherium,2024,en,8,"Horror, Fantasy",tt16749844,Aetherium,2024,short,,"Fantasy,Short",not_tagged_horror
1495795,Nekomata,2024,en,5,"Fantasy, Horror",tt28640307,Nekomata,2023,short,,"Fantasy,Short",not_tagged_horror
1498745,Damned,2024,en,10,"Thriller, Horror",tt33073160,Damned,2024,short,10,"Short,Thriller",not_tagged_horror
1500612,Rear View Mirror,2024,en,10,Horror,tt30647553,Rear View Mirror,2024,short,10,"Short,Thriller",not_tagged_horror
1504973,Identity,2024,en,5,"Thriller, Horror",tt7106728,Identity,2024,movie,84,"Action,Drama,Sci-Fi",not_tagged_horror
1511873,Spectral Palpations,2024,en,7,"Science Fiction, Horror",tt37540829,Spectral Palpations,2024,short,7,"Sci-Fi,Short",not_tagged_horror
1542531,Dangerously Pointy,2024,,,,tt33063766,Dangerously Pointy,2024,short,15,Short,not_tagged_horror
1545161,Markings of Murder,2024,en,70,"Horror, Thriller, Crime",tt16763162,Markings of Murder,2024,movie,70,Drama,not_tagged_horror
1546106,The Beast Inside,2024,en,9,"Fantasy, Drama, Horror, Science Fiction",tt30989845,The Beast Inside,2023,short,,"Fantasy,Short",not_tagged_horror
1560588,Keep Watch,2024,en,8,"Horror, Thriller",tt36488653,Keep Watch,2024,short,8,"Drama,Short",not_tagged_horror
1569475,The Vampire Who Loves,2024,en,33,"Romance, Drama, Horror",tt29514519,The Vampire Who Loves,2024,movie,,Musical,not_tagged_horror
1590253,The Ritual,2024,en,5,Horror,tt35985301,The Ritual,2024,short,5,"Short,Thriller",not_tagged_horror
1590957,Mountains in the Water,2024,en,82,Horror,tt35061810,Mountains in the water,2024,movie,,Action,not_tagged_horror
1599566,Fashion Killer,2024,en,23,Horror,tt32868830,Fashion Killer (Short Film),2024,short,23,"Short,Thriller",not_tagged_horror
1611041,Claustra,2024,en,9,Horror,tt31702539,Claustra,2024,short,10,Short,not_tagged_horror
1617268,Origins,2024,en,7,"Thriller, Horror, Crime, Mystery",tt37371311,Origins,2024,short,7,"Short,Thriller",not_tagged_horror
1634369,The Example,2024,en,7,"Comedy, Crime, Horror",tt32477449,The Example,2024,short,7,"Comedy,Crime,Short",not_tagged_horror
1639488,Senua's Saga: Hellblade II,2024,en,320,"Horror, Fantasy, Thriller",tt16386018,Senua's Saga: Hellblade II,2024,videoGame,,"Action,Adventure,Drama",not_tagged_horror
1669245,Ben and Sammy's Wonderfully Exciting but Frightening Holloday Fananza!,2024,en,13,"Comedy, Horror, Fantasy",tt35090125,Ben and Sammy's Wonderfully Exciting but Frightening Holloday Fananza!,2024,short,13,"Comedy,Short",not_tagged_horror
1682679,Simcha,2024,en,25,"Comedy, Drama, Horror",tt31434228,Simcha,2024,short,25,"Comedy,Drama,Fantasy",not_tagged_horror
1688640,Neon Fangs,2024,en,74,"Drama, Horror",tt15326560,Neon Fangs,2024,movie,,Drama,not_tagged_horror
1723316,Oil & Water,2024,en,11,"Fantasy, Horror",tt37094860,Oil & Water,2024,short,11,"Fantasy,Short",not_tagged_horror
1734682,"People, People, People!",2024,en,6,"Horror, Thriller",tt34748695,People! People! People!,2025,short,,"Short,Thriller",not_tagged_horror
420074,Shark Terror,2025,en,90,"Horror, Action",tt37741497,Shark Terror,2025,movie,85,"Comedy,Drama,Mystery",not_tagged_horror
675776,Persona,2025,en,0,"Thriller, Horror",tt10749820,Persona,2024,movie,90,"Drama,Romance,Thriller",not_tagged_horror
741533,Possess,2025,,,,tt11679676,Possess,2025,short,15,"Crime,Short",not_tagged_horror
796941,Axe2Grind,2025,en,0,"Thriller, Horror",tt11995448,Axe2Grind,2025,movie,,Thriller,not_tagged_horror
957121,The Man in My Basement,2025,en,115,"Horror, Mystery, Thriller",tt12619462,The Man in My Basement,2025,movie,115,"Mystery,Thriller",not_tagged_horror
1012582,Bury Me When I'm Dead,2025,en,90,"Horror, Mystery, Thriller",tt8834606,Bury Me When I'm Dead,2025,movie,99,"Biography,Drama,Mystery",not_tagged_horror
1022988,She Came Back,2025,en,83,"Horror, Thriller, Drama",tt4632976,She Came Back,2024,movie,83,Thriller,not_tagged_horror
1055783,The Disinvited,2025,en,92,"Comedy, Thriller, Horror",tt22060390,The Disinvited,2024,movie,92,"Comedy,Thriller",not_tagged_horror
1083968,Locked,2025,en,95,"Horror, Thriller",tt26671996,Locked,2025,movie,95,Thriller,not_tagged_horror
1084199,Companion,2025,en,97,"Horror, Science Fiction, Thriller",tt26584495,Companion,2025,movie,97,"Sci-Fi,Thriller",not_tagged_horror
1095700,The Ruse,2025,en,100,Horror,tt27146069,The Ruse,2024,movie,100,"Mystery,Thriller",not_tagged_horror
1103437,Please Don't Feed the Children,2025,en,94,"Horror, Thriller",tt27208407,Please Don't Feed the Children,2024,movie,93,"Adventure,Crime,Drama",not_tagged_horror
1103731,In Vitro,2025,en,88,"Horror, Science Fiction, Thriller",tt17081498,In Vitro,2024,movie,89,"Sci-Fi,Thriller",not_tagged_horror
1114072,Frankenstein: Legacy,2025,en,101,"Horror, Thriller, Drama",tt20240826,Frankenstein: Legacy,2024,movie,101,"Drama,Thriller",not_tagged_horror
1126897,A Wonderful Way with Dragons,2025,en,112,"Horror, Mystery, Fantasy",tt7996412,A Wonderful Way with Dragons,2025,movie,112,"Drama,Fantasy,Mystery",not_tagged_horror
1127839,Raptus,2025,en,86,"Thriller, Science Fiction, Horror",tt23744832,Raptus,2025,movie,87,"Sci-Fi,Thriller",not_tagged_horror
1137423,Sharks N Da Hood,2025,en,75,"Science Fiction, Horror",tt21215856,Sharks N Da Hood,2025,movie,75,Sci-Fi,not_tagged_horror
1174811,Damaged Disciples,2025,en,95,"Adventure, Fantasy, Horror",tt11480250,Damaged Disciples,2025,movie,95,"Action,Adventure,Fantasy",not_tagged_horror
1175402,Bad Haircut,2025,en,109,"Horror, Comedy, Thriller",tt27991693,Bad Haircut,2025,movie,109,"Comedy,Romance,Thriller",not_tagged_horror
1187186,Zombie Strain,2025,en,100,"Comedy, Horror",tt25437862,Zombie Strain,2023,movie,100,Comedy,not_tagged_horror
1196067,Worldbreaker,2025,en,95,"Action, Horror, Science Fiction",tt14264694,Worldbreaker,2025,movie,95,"Action,Drama,Sci-Fi",not_tagged_horror
1197878,Edward Has A Tree Inside Him,2025,en,17,"Drama, Fantasy, Horror",tt28512845,Edward Has A Tree Inside Him,2024,short,17,"Drama,Short",not_tagged_horror
1200801,F Marry Kill,2025,en,97,"Comedy, Thriller, Horror",tt22528200,F*** Marry Kill,2024,movie,97,"Comedy,Mystery,Romance",not_tagged_horror
1202479,Opus,2025,en,104,"Horror, Mystery, Thriller",tt29929565,Opus,2025,movie,104,"Drama,Music,Thriller",not_tagged_horror
1204462,Dead in Love,2025,en,105,"Comedy, Horror, Romance",tt32410096,Dead in Love,2025,movie,98,Comedy,not_tagged_horror
1204917,Kung Fu Slayers,2025,en,83,"Action, Comedy, Horror, Fantasy",tt23462606,Kung Fu Slayers,2025,movie,83,Action,not_tagged_horror
1215077,Gazer,2025,en,114,"Mystery, Thriller, Horror",tt28633405,Gazer,2024,movie,114,"Mystery,Thriller",not_tagged_horror
1217624,The Evolution of Horror Cinema Worldwide,2025,en,564,"Documentary, Horror",tt15679984,The Evolution of Horror Cinema Worldwide,2025,movie,,Documentary,not_tagged_horror
1234731,Anaconda,2025,en,100,"Adventure, Comedy, Horror",tt33244668,Anaconda,2025,movie,99,"Action,Adventure,Comedy",not_tagged_horror
1236471,Everyone Is Going to Die,2025,en,82,"Horror, Thriller, Drama",tt14048164,Everyone Is Going to Die,2024,movie,84,Thriller,not_tagged_horror
1237985,Evil Puddle,2025,en,95,"Comedy, Horror",tt33408463,Evil Puddle,2025,movie,,Comedy,not_tagged_horror
1244531,Beast of War,2025,en,87,"Thriller, Action, War, Horror",tt29468874,Beast of War,2025,movie,87,"Action,Biography,Drama",not_tagged_horror
1244953,Trust,2025,en,90,"Thriller, Horror",tt31314745,Trust,2025,movie,90,Thriller,not_tagged_horror
1248711,So Fades the Light,2025,en,82,"Drama, Thriller, Horror",tt35933503,So Fades the Light,2025,movie,86,Thriller,not_tagged_horror
1281983,The Last Audition,2025,en,75,"Horror, Thriller, Comedy",tt30487610,The Last Audition,2026,movie,,Thriller,not_tagged_horror
1297454,The Death That Awaits,2025,en,102,"Horror, Thriller",tt18107136,The Death That Awaits,2024,movie,102,"Drama,Thriller",not_tagged_horror
1298311,The Pickleball Exorcist,2025,en,0,"Horror, Comedy",tt33344375,The Pickleball Exorcist,2025,movie,75,Comedy,not_tagged_horror
1300891,The Reign of Queen Ginnarra,2025,en,142,"Adventure, Fantasy, Drama, Horror",tt28608909,The Reign of Queen Ginnarra,2025,movie,142,"Action,Adventure,Drama",not_tagged_horror
1301336,Lone Star Shark 2,2025,en,65,"Adventure, Horror",tt32242715,Lone Star Shark 2,2025,movie,,Adventure,not_tagged_horror
1309707,Lone Star Shark 3,2025,en,61,"Adventure, Horror",tt32244380,Lone Star Shark 3,2025,movie,,Adventure,not_tagged_horror
1316496,Narco Sharks,2025,en,89,"Horror, Comedy",tt36051529,Narco Sharks,2025,movie,89,Action,not_tagged_horror
1318452,Damned If You Do,2025,en,107,"Comedy, Horror",tt32986241,Damned If You Do,2025,movie,107,Comedy,not_tagged_horror
1319951,40 Acres,2025,en,113,"Action, Thriller, Drama, Fantasy, Horror",tt29634843,40 Acres,2024,movie,113,"Action,Drama,Fantasy",not_tagged_horror
1322623,Ed Kemper,2025,en,92,"Horror, Crime, Thriller",tt31725949,Ed Kemper,2025,movie,92,"Biography,Crime,Drama",not_tagged_horror
1323797,Nazi Zombies,2025,en,79,Horror,tt32658453,Nazi Zombies,2025,movie,79,Fantasy,not_tagged_horror
1330610,Bikini Nuns,2025,en,98,"Crime, Horror",tt33056211,Bikini Nuns,2025,movie,97,Crime,not_tagged_horror
1337104,Show Me How To Die,2025,en,14,"Drama, Horror, Fantasy, Science Fiction",tt30701317,Enseñame Como Morir (Show Me How to Die),2024,short,14,"Drama,Short",not_tagged_horror
1340110,Redux Redux,2025,en,109,"Science Fiction, Thriller, Horror, Crime",tt33295741,Redux Redux,2025,movie,109,"Action,Adventure,Crime",not_tagged_horror
1353262,Behind Closed Doors,2025,en,24,"Drama, Comedy, Romance, Horror",tt32862951,Behind Closed Doors,,short,25,Short,not_tagged_horror
1357302,Hope,2025,en,18,"Horror, Drama",tt32410737,Hope,2024,short,18,"Drama,Short,Thriller",not_tagged_horror
1366639,Ouroboros,2025,en,6,Horror,tt33575527,Ouroboros,2025,short,6,"Animation,Short",not_tagged_horror
1376237,Savage Hunt,2025,en,88,"Thriller, Horror",tt31868543,Savage Hunt,2025,movie,88,"Adventure,Drama,Thriller",not_tagged_horror
1377042,Ghosted,2025,en,5,"Comedy, Horror",tt32369063,Ghosted,2024,short,,"Romance,Short",not_tagged_horror
1387265,The Xmascist,2025,en,7,"Comedy, Horror",tt34686825,The Xmascist,2024,short,7,"Comedy,Short",not_tagged_horror
1388129,Bark,2025,en,0,"Horror, Comedy",tt33317604,Bark,2026,short,,Short,not_tagged_horror
1390983,Dark Frequency,2025,en,131,"Drama, Thriller, Horror",tt32245375,Dark Frequency,2025,movie,131,"Drama,Mystery",not_tagged_horror
1398616,Please Love Me,2025,en,10,"Comedy, Horror",tt37528013,Please Love Me,2024,short,10,"Comedy,Short",not_tagged_horror
1399351,Phantom Limb,2025,en,14,"Thriller, Drama, Horror",tt34950381,Phantom Limb,2025,short,14,Short,not_tagged_horror
1404133,UNBOXING,2025,,,,tt33373007,Unboxing,2025,movie,75,Thriller,not_tagged_horror
1407616,Vessel 2024,2025,en,120,"Horror, Science Fiction, Drama, Mystery",tt29419926,Vessel,2023,movie,126,Thriller,not_tagged_horror
1418989,Forest spirit,2025,en,118,"Adventure, Horror, Documentary",tt35371023,The forest spirit,2025,movie,117,Adventure,not_tagged_horror
1423756,The Land That Time Forgot,2025,en,90,"Science Fiction, Action, Adventure, Fantasy, Horror",tt33183915,The Land That Time Forgot,2025,movie,89,"Action,Adventure,Sci-Fi",not_tagged_horror
1424906,ONE KLICK,2025,en,15,"Horror, Thriller, Action",tt32367932,One Klick,2025,short,,"Short,Thriller",not_tagged_horror
1424950,The Doom Busters,2025,en,80,"Horror, Comedy",tt29924789,The Doom Busters,2025,movie,80,"Comedy,Sci-Fi",not_tagged_horror
1425874,The OGRE,2025,en,35,"Documentary, Horror",tt32056962,The Ogre,2025,movie,,Documentary,not_tagged_horror
1426905,Ultraviolet,2025,en,17,"Horror, Romance",tt35622065,Ultraviolet,2025,short,17,"Short,Thriller",not_tagged_horror
1431079,Based Amy,2025,en,13,"Drama, Horror",tt37563704,Based Amy,2025,short,13,"Drama,Short,Thriller",not_tagged_horror
1431276,The Demon That Danced By My Side,2025,en,0,"Romance, Thriller, Drama, Horror",tt35660829,The Demon That Danced by My Side,,movie,,Drama,not_tagged_horror
1434064,An Odd Valentine's Day,2025,en,12,"Mystery, Comedy, Horror, Science Fiction",tt35722551,An Odd Valentine's Day,2025,short,12,"Mystery,Short",not_tagged_horror
1438013,Plankenstein: A Killer Surf Movie,2025,en,98,"Thriller, Horror",tt30229624,Plankenstein: A Killer Surf Movie,2025,movie,98,Thriller,not_tagged_horror
1438732,Slush,2025,en,17,"Drama, Horror",tt35270942,Slush,2025,short,,"Drama,Short",not_tagged_horror
1441394,Carter,2025,en,10,"Horror, Science Fiction",tt31974840,Carter,2025,short,10,"Short,Thriller",not_tagged_horror
1442070,Double Dog Dare: The Pitch,2025,en,28,"Thriller, Crime, Drama, Horror",tt35359363,Double Dog Dare: The Pitch,2025,short,,"Short,Thriller",not_tagged_horror
1443832,Livestream,2025,en,91,"Thriller, Horror",tt32221549,Livestream,2025,movie,91,Thriller,not_tagged_horror
1444232,Stalker,2025,en,3,"Horror, Thriller",tt35811705,Stalker,2025,short,,"Short,Thriller",not_tagged_horror
1444783,Monkey Killer,2025,en,0,Horror,tt35596285,Monkey Killer,2025,movie,86,Thriller,not_tagged_horror
1446958,Freak Job,2025,en,11,"Comedy, Horror",tt36414878,Freak Job,2025,short,11,"Comedy,Short",not_tagged_horror
1447643,Wickedness,2025,en,72,Horror,tt35839936,Wickedness,2025,movie,72,\N,not_tagged_horror
1447925,Let It Flow,2025,en,13,"Drama, Comedy, Horror",tt30971429,Let it Flow,2025,short,,Short,not_tagged_horror
1448106,SOME KIND of GUILT,2025,en,6,"Adventure, Horror",tt36408037,Some Kind of Guilt,2025,short,6,Short,not_tagged_horror
1448938,Abduct,2025,en,70,"Horror, Thriller",tt36437047,Abduct,2025,movie,70,Thriller,not_tagged_horror
1450401,Peter Hair,2025,en,8,"Comedy, Adventure, Horror",tt36020132,Peter Hair,2025,short,8,"Animation,Short",not_tagged_horror
1454210,Hiker,2025,en,9,"Horror, Mystery",tt34773327,Hiker,2025,short,9,"Short,Thriller",not_tagged_horror
1454797,Dry January,2025,en,19,"Horror, Comedy",tt36195353,Dry January,2025,short,19,"Fantasy,Short",not_tagged_horror
1455589,Barefoot Labyrinth,2025,en,65,"Science Fiction, Horror",tt36318482,Barefoot Labyrinth,2025,movie,66,Sci-Fi,not_tagged_horror
1457104,Disorder,2025,en,62,"Crime, Mystery, Thriller, Horror",tt28534572,Disorder,2025,movie,,"Crime,Mystery,Thriller",not_tagged_horror
1457400,Anything That Moves,2025,en,81,"Mystery, Comedy, Horror",tt21382792,Anything That Moves,2025,movie,80,"Comedy,Thriller",not_tagged_horror
1457885,After the Fall,2025,en,18,"Horror, Science Fiction, Drama",tt30970420,After the Fall,,short,20,"Sci-Fi,Short",not_tagged_horror
