id,title,year,original_language,runtime,genre_names,imdb_id,imdb_title,imdb_year,imdb_titleType,imdb_runtime,imdb_genres,reason
10726,American Psycho II: All American Girl,2002,en,88,"Horror, Thriller",tt0283877,American Psycho II: All American Girl,2002,video,88,"Horror,Thriller",wrong_titleType
11246,Hellraiser: Hellseeker,2002,en,89,"Horror, Mystery, Thriller",tt0274546,Hellraiser: Hellseeker,2002,video,89,"Horror,Mystery,Thriller",wrong_titleType
13546,American Nightmare,2002,en,91,"Crime, Horror, Thriller",tt0247164,American Nightmare,2002,video,91,Horror,wrong_titleType
18015,Shark Attack 3: Megalodon,2002,en,99,Horror,tt0313597,Shark Attack 3: Megalodon,2002,video,99,"Action,Adventure,Horror",wrong_titleType
18413,The Blair Thumb,2002,en,28,"Comedy, Horror, Mystery",tt0309369,The Blair Thumb,2002,video,28,"Comedy,Horror,Short",wrong_titleType
27669,Dead & Rotting,2002,en,72,Horror,tt0301165,Dead & Rotting,2002,video,72,"Horror,Mystery",wrong_titleType
27710,Bleed,2002,en,82,Horror,tt0329334,Bleed,2002,video,82,"Horror,Mystery,Thriller",wrong_titleType
27712,Killjoy 2: Deliverance from Evil,2002,en,77,Horror,tt0295369,Killjoy 2: Deliverance from Evil,2002,video,77,"Fantasy,Horror",wrong_titleType
27713,Hell Asylum,2002,en,72,Horror,tt0294852,Hell Asylum,2002,video,72,Horror,wrong_titleType
27733,Death Factory,2002,en,81,Horror,tt0325228,Death Factory,2002,video,81,Horror,wrong_titleType
27739,The Zombie Chronicles,2002,en,71,Horror,tt0272950,The Zombie Chronicles,2001,video,71,Horror,wrong_titleType
27747,Terror Toons,2002,en,75,Horror,tt0324213,Terror Toons,2002,video,75,"Comedy,Horror,Sci-Fi",wrong_titleType
27782,Silk Stocking Strangler,2002,,,,tt0345928,Silk Stocking Strangler,2002,video,53,"Drama,Horror",wrong_titleType
27788,My Vampire Lover,2002,en,100,"Comedy, Horror",tt0349852,My Vampire Lover,2002,video,100,"Comedy,Horror",wrong_titleType
28040,Hell's Highway,2002,en,70,"Horror, Thriller",tt0301393,Hell's Highway,2002,video,70,"Horror,Sci-Fi,Thriller",wrong_titleType
28084,The Bagman,2002,en,88,Horror,tt0305264,The Bagman,2002,video,80,Horror,wrong_titleType
28184,Shockheaded,2002,en,107,Horror,tt0348008,Shockheaded,2002,video,107,Horror,wrong_titleType
28312,B-Movie: The Shooting of 'Farmhouse Massacre',2002,,,,tt0346550,B-Movie: The Shooting of 'Farmhouse Massacre',2002,video,70,"Comedy,Horror",wrong_titleType
28514,Killers 2: The Beast,2002,en,87,"Action, Horror, Thriller",tt0298394,Killers 2: The Beast,2002,video,87,"Action,Horror,Thriller",wrong_titleType
28572,Antibody,2002,en,90,"Action, Horror, Science Fiction, Thriller",tt0295173,Antibody,2002,video,90,"Action,Horror,Sci-Fi",wrong_titleType
28625,Embrace the Darkness II,2002,en,89,"Horror, Romance",tt0297102,Embrace the Darkness II,2002,video,89,"Fantasy,Horror,Thriller",wrong_titleType
28626,Embrace the Darkness III,2002,en,102,"Drama, Horror",tt0346934,Embrace the Darkness 3,2002,video,102,"Action,Fantasy,Horror",wrong_titleType
29050,Slaughter Studios,2002,en,85,"Comedy, Horror",tt0299966,Slaughter Studios,2002,video,90,"Comedy,Horror,Mystery",wrong_titleType
29053,Wolfhound,2002,en,80,"Horror, Thriller",tt0328655,Wolfhound,2002,video,80,"Horror,Mystery,Thriller",wrong_titleType
29434,Holy Terror,2002,en,55,Horror,tt0290657,Holy Terror,2002,video,55,Horror,wrong_titleType
29689,The Bare Wench Project 3: Nymphs of Mystery Mountain,2002,,,,tt0313257,The Bare Wench Project 3: Nymphs of Mystery Mountain,2002,video,79,"Comedy,Horror,Sci-Fi",wrong_titleType
32304,Nine Lives,2002,en,85,Horror,tt0318497,Nine Lives,2002,video,85,"Horror,Thriller",wrong_titleType
34740,The Backlot Murders,2002,en,90,"Comedy, Horror",tt0300969,The Backlot Murders,2002,video,90,"Comedy,Horror",wrong_titleType
38157,Wishmaster 4: The Prophecy Fulfilled,2002,en,92,"Fantasy, Horror",tt0254872,Wishmaster 4: The Prophecy Fulfilled,2002,video,90,"Fantasy,Horror,Romance",wrong_titleType
40967,Severed,2002,en,89,Horror,tt0306063,Severed,2002,video,89,Horror,wrong_titleType
42250,Python 2,2002,en,89,"Horror, Science Fiction",tt0330795,Python 2,2002,video,89,"Action,Horror,Sci-Fi",wrong_titleType
43084,Deadly Species,2002,en,90,"Adventure, Horror",tt0355364,Deadly Species,2002,video,90,"Action,Adventure,Horror",wrong_titleType
44351,Rabbits,2002,en,42,"Fantasy, Horror, Mystery",tt0347840,Rabbits,2002,short,43,"Drama,Fantasy,Horror",wrong_titleType
44551,Frankenthumb,2002,en,32,"Comedy, Drama, Horror, Science Fiction",tt0342443,Frankenthumb,2002,video,32,"Animation,Comedy,Horror",wrong_titleType
46365,An Erotic Vampire in Paris,2002,en,79,"Horror, Romance",tt0322191,An Erotic Vampire in Paris,2002,video,79,"Horror,Romance",wrong_titleType
46464,Satan's School for Lust,2002,en,65,Horror,tt0350091,Satan's School for Lust,2002,video,65,Horror,wrong_titleType
48314,Scarecrow,2002,en,86,"Comedy, Horror",tt0341564,Scarecrow,2002,video,86,"Comedy,Horror",wrong_titleType
50699,Trancers 6: Life After Deth,2002,,,,tt0295732,Trancers 6,2002,video,88,"Action,Horror,Sci-Fi",wrong_titleType
74019,Demon Under Glass,2002,en,111,Horror,tt0306719,Demon Under Glass,2002,video,111,"Horror,Thriller",wrong_titleType
74189,Hobbs End,2002,en,107,"Drama, Horror, Mystery, Thriller",tt0351064,Hobbs End,2002,video,105,"Drama,Horror,Mystery",wrong_titleType
76409,Incubus,2002,en,88,Horror,tt0289719,Incubus,2002,video,88,"Drama,Horror",wrong_titleType
76560,Jigsaw,2002,en,78,Horror,tt0330489,Jigsaw,2002,video,78,"Horror,Sci-Fi,Thriller",wrong_titleType
78198,Zombie Campout,2002,en,91,Horror,tt0350370,Zombie Campout,2002,video,91,"Action,Comedy,Horror",wrong_titleType
91433,Make a Wish,2002,en,96,Horror,tt0328094,Make a Wish,2002,video,96,Horror,wrong_titleType
92605,Daughter,2002,en,14,Horror,tt0317320,Daughter,2002,short,14,"Horror,Short",wrong_titleType
114835,Evelyn: The Cutest Evil Dead Girl,2002,en,8,"Fantasy, Horror",tt0343644,Evelyn: The Cutest Evil Dead Girl,2002,short,8,"Comedy,Fantasy,Horror",wrong_titleType
117300,All Night Long R,2002,en,83,Horror,tt0327411,Ôru naito rongu R,2002,video,83,Horror,wrong_titleType
123501,Stakes,2002,en,83,"Action, Horror",tt0337723,Stakes,2002,video,83,"Action,Horror",wrong_titleType
136146,Inside,2002,,,,tt0298934,Inside,2002,short,6,"Horror,Mystery,Short",wrong_titleType
137355,Scream Queen,2002,en,75,"Comedy, Horror, Thriller",tt0373298,Scream Queen,2002,video,78,"Horror,Thriller",wrong_titleType
141644,Hunting Humans,2002,en,88,"Crime, Horror, Mystery",tt0339184,Hunting Humans,2002,video,89,"Drama,Horror,Mystery",wrong_titleType
143358,The Cicerones,2002,en,13,Horror,tt0352247,The Cicerones,2002,short,13,"Horror,Short",wrong_titleType
146168,NightThirst,2002,en,72,Horror,tt0309914,NightThirst,2002,video,72,"Comedy,Horror",wrong_titleType
155967,Binge & Purge,2002,,,,tt0368603,Binge & Purge,2002,video,83,"Action,Horror,Mystery",wrong_titleType
156252,Phobic,2002,en,88,Horror,tt0331601,Phobic,2002,video,88,"Horror,Thriller",wrong_titleType
172807,Reign in Darkness,2002,en,91,"Action, Horror, Science Fiction",tt0351639,Reign in Darkness,2002,video,90,"Action,Horror,Sci-Fi",wrong_titleType
174618,Red Lines,2002,en,6,Horror,tt0345851,Red Lines,2002,short,7,"Horror,Short",wrong_titleType
211680,Serial Killer,2002,en,73,Horror,tt0420895,Serial Killer,2002,video,75,Horror,wrong_titleType
212054,Psyclops,2002,en,94,"Horror, Science Fiction",tt0374975,Psyclops,2002,video,93,"Horror,Sci-Fi",wrong_titleType
215490,A Candle in the Dark,2002,en,40,Horror,tt0799973,A Candle in the Dark,2002,video,40,"Horror,Short",wrong_titleType
227623,None Left Standing,2002,en,92,"Drama, Horror",tt1419944,None Left Standing,2002,video,92,"Drama,Horror",wrong_titleType
249442,The French Doors,2002,en,13,Horror,tt0343687,The French Doors,2001,short,13,"Horror,Short",wrong_titleType
266825,Snuff 2000,2002,en,8,Horror,tt0423224,Snuff 2000,2002,short,9,"Horror,Short",wrong_titleType
276930,Vamps 2: Blood Sisters,2002,en,90,Horror,tt0338797,Blood Sisters: Vamps 2,2002,video,87,"Fantasy,Horror",wrong_titleType
278665,The Feral Man,2002,en,65,Horror,tt0382692,The Feral Man,2002,video,65,Horror,wrong_titleType
279696,Necropolis Awakened,2002,,,,tt0360832,Necropolis Awakened,2002,video,93,"Action,Adventure,Horror",wrong_titleType
281177,Filthy McNasty,2002,en,47,"Comedy, Fantasy, Horror",tt0322280,Filthy McNasty,2001,video,47,"Comedy,Fantasy,Horror",wrong_titleType
282338,Dr. Jekyll and Mr. Hyde,2002,en,109,"Drama, Horror, Science Fiction",tt0346899,Dr. Jekyll and Mr. Hyde,2002,video,109,"Drama,Horror,Sci-Fi",wrong_titleType
291567,Curse of Mardi Gras,2002,en,78,Horror,tt0311984,Voodoo Tailz,2002,video,78,Horror,wrong_titleType
291610,Midnight Skater,2002,,,,tt0378358,Midnight Skater,2002,video,91,"Comedy,Horror",wrong_titleType
294753,Sleepless Nights,2002,en,90,"Drama, Horror, Romance",tt0326635,Sleepless Nights,2022,video,104,Horror,wrong_titleType
294949,Timmy's Wish,2002,en,10,"Comedy, Horror",tt0320629,Timmy's Wish,2002,short,10,"Comedy,Horror,Short",wrong_titleType
309079,Insaniac,2002,en,82,"Crime, Drama, Horror",tt0304197,Insaniac,2002,video,82,"Crime,Drama,Horror",wrong_titleType
310947,Usher,2002,en,37,Horror,tt0360140,Usher,2000,short,37,"Horror,Short",wrong_titleType
327363,Fungicide,2002,en,84,"Comedy, Horror, Science Fiction",tt0468482,Fungicide,2002,video,84,"Comedy,Horror",wrong_titleType
329549,Lurking Terror,2002,,,,tt0328084,Lurking Terror,2002,video,86,Horror,wrong_titleType
334174,Last House on Hell Street,2002,en,67,Horror,tt0311422,Last House on Hell Street,2002,video,70,Horror,wrong_titleType
348784,Cryptz,2002,en,78,Horror,tt0310933,Cryptz,2002,video,78,"Action,Comedy,Horror",wrong_titleType
357007,Flesh for Olivia,2002,,,,tt0804481,Flesh for Olivia,2002,video,74,"Drama,Horror,Thriller",wrong_titleType
357106,Lust in the Mummy's Tomb,2002,en,40,"Fantasy, Horror",tt0349761,Lust in the Mummy's Tomb,2002,video,40,"Fantasy,Horror,Short",wrong_titleType
358319,Dark Stories 2: Tales from Beneath,2002,en,85,Horror,tt0345109,Dark Stories 2,2002,video,,Horror,wrong_titleType
370216,Zombies Eat My Guts,2002,en,0,Horror,tt6937902,Zombies Eat My Guts,2002,short,,"Horror,Short",wrong_titleType
379394,Demon's Kiss,2002,en,82,Horror,tt0278410,Demon's Kiss,2002,video,82,Horror,wrong_titleType
392405,The Coven,2002,en,83,Horror,tt0306684,The Coven,2002,video,83,Horror,wrong_titleType
393549,TheCampusHouse.com,2002,en,90,Horror,tt0303140,TheCampusHouse.com,2002,video,90,Horror,wrong_titleType
398887,Vampire Obsession,2002,en,75,Horror,tt0350278,Vampire Obsession,2002,video,75,"Fantasy,Horror",wrong_titleType
415888,HorrorTales.666,2002,en,60,Horror,tt0365343,HorrorTales.666,2003,video,60,Horror,wrong_titleType
418263,The Vegas Showgirl Strangler,2002,en,0,Horror,tt0376297,The Vegas Showgirl Strangler,2002,video,,Horror,wrong_titleType
421779,Sentinels of Darkness,2002,el,73,Horror,tt0318052,Sentinels of Darkness,2002,video,73,Horror,wrong_titleType
444682,Witchunter,2002,en,82,Horror,tt0993017,Witchunter,2002,video,82,Horror,wrong_titleType
445868,The Legend of Crazy George,2002,en,106,Horror,tt0347392,The Legend of Crazy George,2002,video,106,Horror,wrong_titleType
445899,Vampire Queen,2002,en,0,Horror,tt0324411,Vampire Queen,2002,video,,Horror,wrong_titleType
448640,Evil Baby,2002,en,0,Horror,tt11749224,Dangerous Baby,2002,video,82,Horror,wrong_titleType
452066,Silo Killer,2002,en,90,Horror,tt0335595,Silo Killer,2002,video,90,Horror,wrong_titleType
478311,Zap,2002,en,68,"Comedy, Horror",tt1094208,Zap,2002,video,68,Horror,wrong_titleType
482056,Bloody Bender,2002,en,0,Horror,tt0495811,Bloody Bender,2002,video,,Horror,wrong_titleType
484652,Rainy Season,2002,en,15,Horror,tt0347846,Rainy Season,2002,short,15,"Horror,Short",wrong_titleType
508827,Summer's End: The Legend of Samhain,2002,en,72,Horror,tt0844345,Summer's End: The Legend of Samhain,2001,video,72,Horror,wrong_titleType
547620,The Temptress,2002,,,,tt1291686,The Temptress,2003,video,68,"Action,Horror,Thriller",wrong_titleType
574759,The Killbillies,2002,en,77,Horror,tt0410160,The Killbillies,2002,video,77,Horror,wrong_titleType
577905,Bites: The Werewolf Chronicles,2002,en,76,Horror,tt0801331,Bites: The Werewolf Chronicles,2002,video,,Horror,wrong_titleType
593134,Shutter and Scream,2002,en,0,Horror,tt0473395,Shutter and Scream,2002,video,,Horror,wrong_titleType
609560,Repossessed,2002,en,8,Horror,tt0308805,Repossessed,2002,short,8,"Horror,Short,Thriller",wrong_titleType
651514,The Craven Cove Murders,2002,en,86,Horror,tt0340069,The Craven Cove Murders,2002,video,,"Horror,Mystery,Thriller",wrong_titleType
690658,Biocrisis,2002,en,33,Horror,tt9185094,Biocrisis,2002,short,33,"Horror,Short",wrong_titleType
694441,Cadavericon,2002,,,,tt3097562,Cadavericon,2002,short,12,"Horror,Short",wrong_titleType
707085,Valerie,2002,en,83,"Drama, Horror, Thriller",tt0352965,Valerie,2002,video,83,"Drama,Fantasy,Horror",wrong_titleType
715179,Blood Bath,2002,en,0,Horror,tt0321465,Blood Bath,2002,video,,Horror,wrong_titleType
726062,The Musical Chairs,2002,,,,tt2386339,The Musical Chairs,2002,short,6,"Horror,Short",wrong_titleType
741581,Drácula mascafierro,2002,en,75,"Comedy, Horror",tt0431734,Drácula mascafierro,2002,video,75,"Comedy,Horror",wrong_titleType
751134,Dead/Undead,2002,en,91,"Comedy, Horror",tt0353341,Dead/Undead,2002,video,91,"Comedy,Horror",wrong_titleType
796523,The House-Bell,2002,en,16,Horror,tt1919131,The House Bell,2002,short,16,"Horror,Short",wrong_titleType
802963,Stalker,2002,en,1,Horror,tt6476008,Stalker,2002,short,1,"Horror,Short",wrong_titleType
813980,Extremism Breaks My Balls,2002,en,6,Horror,tt0230201,Extremism Breaks My Balls,2000,short,6,"Horror,Short",wrong_titleType
825900,Provokation,2002,en,16,Horror,tt3095294,Provokation,2002,short,16,"Horror,Short",wrong_titleType
838317,The Underdogs,2002,,,,tt0314819,The Underdogs,2002,short,22,"Horror,Short",wrong_titleType
849815,Battle-Axe: the Making of 'Strait-Jacket',2002,en,14,"Documentary, Horror",tt0309342,Battle-Axe: The Making of 'Strait-Jacket',2002,video,15,"Documentary,Horror,Short",wrong_titleType
973202,Facez of Death 2000 Part V,2002,en,0,Horror,tt5934628,Facez of Death 2000: Part Five,2002,video,,"Documentary,Horror",wrong_titleType
973205,Facez of Death 2000 Part VI,2002,en,0,Horror,tt5934636,Facez of Death 2000: Part Six,2002,video,,"Documentary,Horror",wrong_titleType
973929,Them Damn Zombies,2002,en,30,"Comedy, Horror",tt0498939,Them Damn Zombies,2002,video,30,"Horror,Short",wrong_titleType
984949,Praise of Death,2002,en,86,"Horror, Mystery",tt9518134,Praise of Death,2002,video,86,Horror,wrong_titleType
1040077,Creep,2002,,,,tt0382617,Creep,2002,short,3,"Horror,Short",wrong_titleType
1045244,Sisterhood of the Shewolf,2002,,,,tt0938334,Sisterhood of the Shewolf,2002,video,90,Horror,wrong_titleType
1213718,Revenge of the Necktie Strangler,2002,,,,tt0376121,Revenge of the Necktie Strangler,2002,video,60,Horror,wrong_titleType
1221020,Pervula,2002,,,,tt0376822,Pervula,2002,short,10,"Comedy,Horror,Short",wrong_titleType
1231764,Stash,2002,,,,tt0320531,Stash,2002,short,16,"Horror,Short",wrong_titleType
1255413,Liars,2002,,,,tt1278391,Liars,2002,video,80,Horror,wrong_titleType
1260158,Liars II: Fit To Kill,2002,,,,tt1543318,Liars 2: Fit to Kill,2002,video,80,Horror,wrong_titleType
1275530,Jeepers Reaper,2002,,,,tt4018598,Jeepers Reaper,2002,short,29,"Comedy,Horror,Short",wrong_titleType
1356296,Resurrection Mary,2002,,,,tt0337704,Resurrection Mary,2002,short,,"Horror,Short,Thriller",wrong_titleType
1362270,Return of the Monster,2002,,,,tt0359898,Return of the Monster,2002,short,9,"Horror,Sci-Fi,Short",wrong_titleType
1412547,Something for Santa,2002,,,,tt0847194,Something for Santa,2002,short,13,"Horror,Short",wrong_titleType
1419142,The Testament of Tom Jacoby,2002,,,,tt0400881,The Testament of Tom Jacoby,2001,short,7,"Horror,Short",wrong_titleType
1427392,Shadows in the Garden,2002,,,,tt0390474,Shadows in the Garden,2002,short,21,"Horror,Short",wrong_titleType
1476493,It's a Haunted Happenin',2002,,,,tt0330464,It's a Haunted Happenin'!,2002,video,90,"Comedy,Horror,Musical",wrong_titleType
1700440,Haunted,2002,,,,tt0312753,Haunted,2002,short,18,"Horror,Short",wrong_titleType
4368,Dark Wolf,2003,en,94,Horror,tt0326820,DarkWolf,2003,video,94,Horror,wrong_titleType
9937,El Chupacabra,2003,en,89,"Action, Horror",tt0375731,El Chupacabra,2003,video,89,"Adventure,Horror",wrong_titleType
9940,Cheerleader Massacre,2003,en,85,"Horror, Thriller",tt0328945,Cheerleader Massacre,2003,video,81,"Horror,Thriller",wrong_titleType
10578,Dracula II: Ascension,2003,en,85,Horror,tt0336325,Dracula II: Ascension,2003,video,85,Horror,wrong_titleType
16824,Blank,2003,en,32,"Drama, Horror, Mystery",tt0369284,Blank,2003,short,32,"Comedy,Drama,Horror",wrong_titleType
19288,Leprechaun: Back 2 tha Hood,2003,en,90,"Comedy, Horror",tt0339294,Leprechaun: Back 2 Tha' Hood,2003,video,87,"Comedy,Fantasy,Horror",wrong_titleType
20381,The Hitcher II: I've Been Waiting,2003,en,93,"Action, Horror, Thriller",tt0299988,The Hitcher II: I've Been Waiting,2003,video,93,"Horror,Thriller",wrong_titleType
26961,Puppet Master: The Legacy,2003,en,72,"Fantasy, Horror, Science Fiction",tt0390393,Puppet Master: The Legacy,2003,video,80,"Fantasy,Horror,Sci-Fi",wrong_titleType
27358,Monsturd,2003,en,80,"Comedy, Horror, Science Fiction",tt0364527,Monsturd,2003,video,81,"Comedy,Horror",wrong_titleType
27468,Zombiegeddon,2003,en,81,Horror,tt0316946,Zombiegeddon,2003,video,81,"Comedy,Horror",wrong_titleType
27474,Vicious,2003,en,90,"Action, Horror",tt0309039,Vicious,2003,video,90,"Action,Horror,Sci-Fi",wrong_titleType
27532,Screaming Dead,2003,en,88,Horror,tt0367014,Screaming Dead,2003,video,88,Horror,wrong_titleType
27657,Final Examination,2003,,,,tt0322282,Final Examination,2003,video,98,"Horror,Thriller",wrong_titleType
27687,GoreGoyles: First Cut,2003,,,,tt0388091,Goregoyles: The Holy Terror,2003,video,90,"Fantasy,Horror,Thriller",wrong_titleType
27755,Maniacal,2003,,,,tt0336805,Maniacal,2003,video,79,"Horror,Thriller",wrong_titleType
27779,Dr. Jekyll & Mistress Hyde,2003,en,88,"Drama, Horror, Science Fiction",tt0365137,Dr. Jekyll & Mistress Hyde,2003,video,88,"Drama,Horror,Sci-Fi",wrong_titleType
28098,Psycho Santa,2003,en,72,Horror,tt0389292,Psycho Santa,2003,video,72,Horror,wrong_titleType
28181,Evil in the Bayou,2003,en,90,Horror,tt0322209,Evil in the Bayou,2003,video,90,"Action,Drama,Horror",wrong_titleType
28182,Birth Rite,2003,en,82,Horror,tt0337877,Birth Rite,2003,video,88,"Horror,Thriller",wrong_titleType
28309,Jan-Gel 3: Hillbilly Monster,2003,,,,tt0410125,Jan-Gel 3: Hillbilly Monster,2003,video,82,Horror,wrong_titleType
28927,The Brotherhood III: Young Demons,2003,en,82,Horror,tt0310805,The Brotherhood III: Young Demons,2002,video,82,"Horror,Thriller",wrong_titleType
29505,Expendable,2003,en,56,"Drama, Horror, Romance",tt0387208,Expendable,2003,video,56,"Drama,Horror,Romance",wrong_titleType
29623,Final Appointment,2003,en,8,Horror,tt0465993,Final Appointment,2003,video,8,"Horror,Short",wrong_titleType
29643,Delta Delta Die!,2003,,,,tt0349343,Delta Delta Die!,2003,video,83,Horror,wrong_titleType
30318,13 Seconds,2003,en,93,"Horror, Thriller",tt0374474,13 Seconds,2003,video,93,"Fantasy,Horror,Mystery",wrong_titleType
30405,Space Psychos 4,2003,en,0,"Horror, Science Fiction",tt0365782,Space Psychos 4,2003,video,,"Horror,Sci-Fi",wrong_titleType
33005,Mimic: Sentinel,2003,en,77,"Horror, Science Fiction, Thriller",tt0330634,Mimic: Sentinel,2003,video,77,"Horror,Sci-Fi,Thriller",wrong_titleType
36941,Scream Bloody Murder,2003,en,88,"Comedy, Horror",tt0369905,Scream Bloody Murder,2003,video,88,"Comedy,Horror",wrong_titleType
39898,Torched,2003,en,47,Horror,tt0447710,Torched,2004,video,47,Horror,wrong_titleType
42671,Detour,2003,en,88,"Horror, Thriller",tt0319495,Detour,2003,video,89,"Action,Horror,Thriller",wrong_titleType
48147,Frost: Portrait of a Vampire,2003,en,90,"Horror, Thriller",tt0212277,Frost: Portrait of a Vampire,2003,video,92,"Horror,Thriller",wrong_titleType
53007,Flight to Hell,2003,en,0,Horror,tt0399059,Flight to Hell,2003,video,85,Horror,wrong_titleType
53891,Cheerleader Autopsy,2003,en,75,"Comedy, Horror",tt0376538,Cheerleader Autopsy,2003,video,75,"Comedy,Horror",wrong_titleType
58952,Vampire Vixens,2003,en,78,"Comedy, Fantasy, Horror",tt0350279,Vampire Vixens,2003,video,78,"Comedy,Fantasy,Horror",wrong_titleType
63382,Scarecrow Slayer,2003,en,90,"Action, Drama, Horror",tt0353984,Scarecrow Slayer,2003,video,90,"Action,Drama,Horror",wrong_titleType
65143,Enter... Zombie King!,2003,en,76,Horror,tt0376355,Zombie Beach Party,2003,video,76,Horror,wrong_titleType
65955,Ankle Biters,2003,en,81,Horror,tt0344843,Ankle Biters,2002,video,81,"Comedy,Horror",wrong_titleType
69010,One of Them,2003,en,92,"Horror, Thriller",tt0378491,One of Them,2003,video,93,"Horror,Thriller",wrong_titleType
69935,Dark Walker,2003,en,82,"Horror, Science Fiction",tt0373782,Dark Walker,2003,video,81,"Horror,Sci-Fi",wrong_titleType
71585,The Bare Wench Project 4: Uncensored,2003,,,,tt0436098,Bare Wench Project: Uncensored,2003,video,87,"Comedy,Horror",wrong_titleType
73807,Hood Rat,2003,en,87,"Action, Horror, Science Fiction, Thriller",tt0277370,Tara,2001,video,85,"Action,Drama,Horror",wrong_titleType
85969,Evil Unleashed,2003,en,73,Horror,tt0343647,Evil Unleashed,2003,video,73,"Horror,Thriller",wrong_titleType
87875,China White Serpentine,2003,en,70,"Horror, Romance, Thriller",tt0349209,China White Serpentine,2003,video,70,"Drama,Horror",wrong_titleType
92992,Kill Them and Eat Them,2003,en,80,"Horror, Science Fiction",tt0493137,Kill Them and Eat Them,2003,video,80,"Horror,Mystery,Sci-Fi",wrong_titleType
95993,Demon Slayer,2003,en,84,Horror,tt0315465,Demon Slayer,2004,video,85,"Comedy,Horror",wrong_titleType
96917,Inhabited,2003,en,95,Horror,tt0329224,Inhabited,2003,video,95,"Drama,Fantasy,Horror",wrong_titleType
98230,Collinsville,2003,en,87,Horror,tt0403949,Collinsville,2003,video,87,Horror,wrong_titleType
100474,The Undertow,2003,en,79,"Drama, Horror",tt0338518,The Undertow,2003,video,79,Horror,wrong_titleType
102758,Zombie Night,2003,en,91,"Horror, Science Fiction",tt0462069,Zombie Night,2003,video,93,"Comedy,Horror,Sci-Fi",wrong_titleType
103971,Bloody Murder 2: Closing Camp,2003,en,92,Horror,tt0303732,Bloody Murder 2: Closing Camp,2003,video,92,"Horror,Mystery,Thriller",wrong_titleType
108580,S.I.C.K. Serial Insane Clown Killer,2003,en,97,Horror,tt0367817,S.I.C.K. Serial Insane Clown Killer,2003,video,97,"Horror,Thriller",wrong_titleType
108792,Parts of the Family,2003,en,85,"Comedy, Horror",tt0280012,Parts of the Family,2003,video,85,"Comedy,Horror",wrong_titleType
109703,Cadaver Bay,2003,en,82,Horror,tt0386352,Cadaver Bay,2003,video,82,Horror,wrong_titleType
110545,Dark Waters,2003,en,93,"Action, Horror, Science Fiction, Thriller",tt0391908,Dark Waters,2003,video,93,"Action,Adventure,Horror",wrong_titleType
117328,All Night Long: Initial O,2003,en,99,Horror,tt0386696,Ooru naito rongu: Inisharu O,2003,video,99,Horror,wrong_titleType
125442,Killer Klowns from Kansas on Krack,2003,en,100,Horror,tt2151560,Killer Klowns from Kansas on Krack,2003,video,100,"Comedy,Horror",wrong_titleType
129481,Family Portraits: A Trilogy of America,2003,en,103,"Drama, Horror",tt0463310,Family Portraits: A Trilogy of America,2003,video,103,"Drama,Horror",wrong_titleType
129663,The Necro Files 2,2003,,,,tt0227113,The Necro Files 2: Lust Never Dies,2003,video,69,"Action,Comedy,Horror",wrong_titleType
139611,Butchered,2003,,,,tt0340150,The Hazing,2003,video,80,"Horror,Thriller",wrong_titleType
146163,Holla If I Kill You,2003,en,81,"Comedy, Horror",tt0388113,Holla If I Kill You,2003,video,81,"Comedy,Horror",wrong_titleType
162336,Hatchetman,2003,en,96,"Horror, Thriller",tt0364396,Hatchetman,2003,video,96,"Drama,Horror,Mystery",wrong_titleType
167078,The Wicksboro Incident,2003,en,71,"Horror, Science Fiction, Thriller",tt0358767,The Wicksboro Incident,2003,video,71,"Horror,Sci-Fi,Thriller",wrong_titleType
176223,Goth,2003,en,85,Horror,tt0366530,Goth,2003,video,85,"Horror,Thriller",wrong_titleType
178465,The Shunned House,2003,en,90,Horror,tt0378760,The Shunned House,2003,video,90,Horror,wrong_titleType
186031,Hallow's End,2003,,,,tt0338088,Hallow's End,2003,video,90,Horror,wrong_titleType
202628,Experiments in Terror,2003,,,,tt0427225,Experiments in Terror,2003,video,106,Horror,wrong_titleType
206721,Hey... Stop Stabbing Me!,2003,en,90,"Comedy, Horror",tt0360639,"Hey, Stop Stabbing Me!",2003,video,90,"Comedy,Horror,Thriller",wrong_titleType
209959,The Seekers,2003,en,77,Horror,tt0358116,The Seekers,2003,video,78,Horror,wrong_titleType
211684,The Bewitching,2003,,,,tt0959457,The Bewitching,2006,video,,Horror,wrong_titleType
212195,Invitation,2003,en,82,Horror,tt0439636,Invitation,2003,video,100,Horror,wrong_titleType
213760,Before I Die,2003,,,,tt0821436,Before I Die,2003,video,85,Horror,wrong_titleType
213765,Toe Tags,2003,en,68,Horror,tt0842033,Toe Tags,2003,video,68,"Horror,Mystery,Thriller",wrong_titleType
213766,This Darkness: The Vampire Virus,2003,en,107,Horror,tt0413371,This Darkness: The Vampire Virus,2003,video,106,Horror,wrong_titleType
213775,Dr. Shock's Tales of Terror,2003,en,112,Horror,tt0818485,Dr. Shock's Tales of Terror,2003,video,112,"Drama,Fantasy,Horror",wrong_titleType
219808,Despiser,2003,en,105,"Fantasy, Horror",tt0349345,Despiser,2001,video,105,"Fantasy,Horror,Thriller",wrong_titleType
227856,Strange Things Happen at Sundown,2003,,,,tt0378814,Strange Things Happen at Sundown,2003,video,135,"Action,Comedy,Horror",wrong_titleType
