hamming,id_a,title_a,id_b,title_b
2,525932,Make Me Up,3486,The Fiendish Plot of Dr. Fu Manchu
2,532742,Banshee Blacktop,36601,Grindstone Road
2,532742,Banshee Blacktop,102390,Devil's Bridge
2,532742,Banshee Blacktop,750732,The Haunting of Grady Farm
2,532742,Banshee Blacktop,1339166,Shaman
2,548079,Rootwood,794960,Blood Moon
2,557450,The Torment of Laurie Ann Cullom,413100,Ouija: Summoning
2,562231,Crocodylus,1656845,Women's Playground
2,562771,The Hunting,1339166,Shaman
2,570220,Atelophobia,442824,VooDoo
2,570220,Atelophobia,751254,Dark October
2,572724,Blood and Bones,98128,Nightmare Honeymoon
2,572949,Night of the Clown,913772,The Severing
2,572949,Night of the Clown,981270,Spasm
2,572949,Night of the Clown,1375736,Return of the Corn Zombies
2,572949,Night of the Clown,1514057,The Fortunate Ones
2,574137,Unfollowed,104811,id 104811
2,574137,Unfollowed,105543,Hollywood Mortuary
2,574137,Unfollowed,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,574137,Unfollowed,777573,The Las Vegas Strangler
2,574137,Unfollowed,805429,The Missing
2,574137,Unfollowed,1219267,White Gardenia: The King James Bible
2,574137,Unfollowed,1247436,The Uninvited
2,574137,Unfollowed,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,574137,Unfollowed,1313842,Jason Part III: The Veiling
2,574137,Unfollowed,1425891,id 1425891
2,574839,The Haunting of the Suicide House,84628,The Survivor
2,578546,Paranormal Farm 2 - Closer to The Truth,287446,Copiii: The 1st Entry
2,578631,Water,55538,Bloody Birthday
2,578631,Water,144839,Evil Stalks This House
2,578631,Water,347855,Curtain
2,578631,Water,454865,The Portal
2,578631,Water,517072,Fat Tuesday
2,578631,Water,1569349,Last Month's Rent
2,578847,Skyman,174678,Mr. Jones
2,578847,Skyman,361043,All Hallows' Eve 2
2,578847,Skyman,409582,7 Guardians of the Tomb
2,578847,Skyman,809347,The Haunting of Hell Hole Mine
2,580088,Beyond Blood,411549,Kuso
2,596484,Skagit,13121,Teeth
2,596484,Skagit,241927,Hellions
2,596484,Skagit,532742,Banshee Blacktop
2,596484,Skagit,562771,The Hunting
2,596484,Skagit,1014932,Mothman
2,596484,Skagit,1339166,Shaman
2,596484,Skagit,1424883,Implanted
2,596484,Skagit,1432968,The Fun Room
2,610010,Killer Therapy,104811,id 104811
2,610010,Killer Therapy,105543,Hollywood Mortuary
2,610010,Killer Therapy,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,610010,Killer Therapy,777573,The Las Vegas Strangler
2,610010,Killer Therapy,805429,The Missing
2,610010,Killer Therapy,1219267,White Gardenia: The King James Bible
2,610010,Killer Therapy,1247436,The Uninvited
2,610010,Killer Therapy,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,610010,Killer Therapy,1313842,Jason Part III: The Veiling
2,610010,Killer Therapy,1425891,id 1425891
2,613722,Bullets of Justice,40078,Breeders
2,613722,Bullets of Justice,584004,Resurrected
2,614198,Are We Dead Yet,390326,Bad Blood: The Movie
2,625213,The Faceless Man,718416,Smiley Face Killers
2,625423,L.A.'s Most Haunted,41446,Scream 4
2,630486,Night Drive,332567,The Shallows
2,630486,Night Drive,446101,Assassination Nation
2,630486,Night Drive,885683,White Sky
2,633608,3:15 am,31646,Piranha II: The Spawning
2,638091,Repossession,20842,Children Shouldn't Play with Dead Things
2,638254,Headshots,42689,Berserk
2,638254,Headshots,227281,Just the Vampire Hunter
2,640766,Beware,95099,Pathogen
2,640766,Beware,194759,Reel Horror
2,640766,Beware,627322,Tabernacle 101
2,644262,Blood Cove,929947,Trail to Terror
2,645732,We Wait in the Woods,109157,A Warning to the Curious
2,651442,Hunter's Weekend,375580,Dead Body
2,651488,Hallows Eve: Slaughter on Second Street,40877,The Familiar
2,654852,Dark Winter,1005318,The Who Incident
2,663283,Evil Brew,1487474,Phobophobia
2,663410,Sunburn,40102,Don't Answer the Phone!
2,663410,Sunburn,879689,Raging Grace
2,671324,World of Death,14795,Baby Blues
2,671324,World of Death,84289,Black Roses
2,671324,World of Death,625213,The Faceless Man
2,671324,World of Death,718416,Smiley Face Killers
2,672582,The Deep House,1233413,Sinners
2,676981,id 676981,599777,They Come Knocking
2,680493,Return to Silent Hill,117055,Carl
2,680493,Return to Silent Hill,1524401,The Last
2,705863,The Caretaker,12223,The Stepford Wives
2,706581,It's Only a Movie!,454865,The Portal
2,706581,It's Only a Movie!,1569349,Last Month's Rent
2,709514,Cybernetic Showdown,3151,Frankenstein General Hospital
2,709514,Cybernetic Showdown,17141,Blood Car
2,709514,Cybernetic Showdown,30778,I Am Omega
2,709514,Cybernetic Showdown,43593,Piranha 3D
2,709514,Cybernetic Showdown,54753,Maneater
2,709514,Cybernetic Showdown,69277,Demon Hunters: Dead Camper Lake
2,709514,Cybernetic Showdown,136074,Little Monsters
2,709514,Cybernetic Showdown,139132,The Mad Room
2,709514,Cybernetic Showdown,404961,Ghosthunters
2,709514,Cybernetic Showdown,425972,Cargo
2,709514,Cybernetic Showdown,463364,The Isle
2,709514,Cybernetic Showdown,485811,Redcon-1
2,709514,Cybernetic Showdown,672582,The Deep House
2,709514,Cybernetic Showdown,1497961,William Shakespeare's Titus Andronicus
2,709514,Cybernetic Showdown,1524401,The Last
2,715275,Beyond the Night,104811,id 104811
2,715275,Beyond the Night,105543,Hollywood Mortuary
2,715275,Beyond the Night,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,715275,Beyond the Night,777573,The Las Vegas Strangler
2,715275,Beyond the Night,805429,The Missing
2,715275,Beyond the Night,1219267,White Gardenia: The King James Bible
2,715275,Beyond the Night,1247436,The Uninvited
2,715275,Beyond the Night,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,715275,Beyond the Night,1313842,Jason Part III: The Veiling
2,715275,Beyond the Night,1425891,id 1425891
2,718292,The Bankrupt,104811,id 104811
2,718292,The Bankrupt,105543,Hollywood Mortuary
2,718292,The Bankrupt,805429,The Missing
2,718292,The Bankrupt,1219267,White Gardenia: The King James Bible
2,718292,The Bankrupt,1247436,The Uninvited
2,718292,The Bankrupt,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,718292,The Bankrupt,1313842,Jason Part III: The Veiling
2,718292,The Bankrupt,1425891,id 1425891
2,720046,Cool Summer,45593,Roman
2,733415,There’s No Such Thing as Ghosts?,400717,Maya
2,737859,Into the Haunt,1237397,Territory
2,740049,Enys Men,1330421,Bone Lake
2,741357,What Happens Next Will Scare You,625213,The Faceless Man
2,741357,What Happens Next Will Scare You,671324,World of Death
2,750732,The Haunting of Grady Farm,102390,Devil's Bridge
2,756290,Paranoia Tapes 4: Kennel House,957314,The Passenger
2,758511,Screambook,104811,id 104811
2,758511,Screambook,105543,Hollywood Mortuary
2,758511,Screambook,805429,The Missing
2,758511,Screambook,1219267,White Gardenia: The King James Bible
2,758511,Screambook,1247436,The Uninvited
2,758511,Screambook,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,758511,Screambook,1313842,Jason Part III: The Veiling
2,758511,Screambook,1425891,id 1425891
2,767615,Encounters,507700,Uncle David 2
2,767615,Encounters,1494294,Trail of the Werewolf
2,767615,Encounters,1648434,The Final Hour
2,774108,The Dead… Will Rise!,104811,id 104811
2,774108,The Dead… Will Rise!,105543,Hollywood Mortuary
2,774108,The Dead… Will Rise!,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,774108,The Dead… Will Rise!,777573,The Las Vegas Strangler
2,774108,The Dead… Will Rise!,805429,The Missing
2,774108,The Dead… Will Rise!,1219267,White Gardenia: The King James Bible
2,774108,The Dead… Will Rise!,1247436,The Uninvited
2,774108,The Dead… Will Rise!,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,774108,The Dead… Will Rise!,1313842,Jason Part III: The Veiling
2,774108,The Dead… Will Rise!,1425891,id 1425891
2,776236,Phobic,947335,id 947335
2,778583,Taste of Blood,585013,Shakespeare’s Shitstorm
2,783333,Huey,1061261,Home Is Where I Lay
2,784800,The Devil in the Room,9362,Tremors
2,791388,White Lady,13429,Donkey Punch
2,793368,Korriganed,224243,Soulmate
2,793368,Korriganed,675531,Dark Harvest
2,794567,The Holy Ghost,309793,Get Dead
2,794567,The Holy Ghost,498475,The Sadness
2,794567,The Holy Ghost,1234882,Drag Hell: Zombies Meat Lovers
2,794567,The Holy Ghost,1346487,Paranormal Activity: The Mark of the Coven
2,805429,The Missing,1247436,The Uninvited
2,805429,The Missing,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,805429,The Missing,1425891,id 1425891
2,821783,Summer Horror Day,663410,Sunburn
2,826056,Chinese Speaking Vampires,332567,The Shallows
2,826056,Chinese Speaking Vampires,446101,Assassination Nation
2,826056,Chinese Speaking Vampires,885683,White Sky
2,840819,Staycation,104811,id 104811
2,840819,Staycation,105543,Hollywood Mortuary
2,840819,Staycation,805429,The Missing
2,840819,Staycation,1219267,White Gardenia: The King James Bible
2,840819,Staycation,1247436,The Uninvited
2,840819,Staycation,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,840819,Staycation,1313842,Jason Part III: The Veiling
2,840819,Staycation,1425891,id 1425891
2,853682,Reunion Massacre,263986,The Drownsman
2,853682,Reunion Massacre,1677725,The Black Diamond Files: As Night Swallows Day
2,855197,Slot,833198,Vampires Are Real
2,855197,Slot,1473666,Kombucha
2,857382,Hatch,398096,Freshwater
2,858159,Human Resources,132250,Hypothermia
2,858856,Lake Evermore,20842,Children Shouldn't Play with Dead Things
2,858856,Lake Evermore,58250,The Bucks County Massacre
2,858856,Lake Evermore,71668,Piranha 3DD
2,863371,2001 Faces,309793,Get Dead
2,863371,2001 Faces,498475,The Sadness
2,863371,2001 Faces,1234882,Drag Hell: Zombies Meat Lovers
2,863371,2001 Faces,1346487,Paranormal Activity: The Mark of the Coven
2,863831,The Girl in Cabin Thirteen,86492,Winterbeast
2,863831,The Girl in Cabin Thirteen,132250,Hypothermia
2,878777,CRAM,112975,The Astrologer
2,878777,CRAM,140781,Daylight
2,878777,CRAM,290767,Hunting Buddies
2,878777,CRAM,325302,They Look Like People
2,878777,CRAM,327738,Slumber Party Slaughter
2,878777,CRAM,533985,Bit
2,878777,CRAM,957314,The Passenger
2,879689,Raging Grace,849369,Superhost
2,881108,White Girl Apokalypse,446428,Valley of Ditches
2,881108,White Girl Apokalypse,821489,All My Friends Hate Me
2,884356,Death Toilet Number 2,918356,Fallen
2,885683,White Sky,332567,The Shallows
2,885683,White Sky,446101,Assassination Nation
2,892219,Blood House,14223,Wind Chill
2,892219,Blood House,401272,Ruin Me
2,913062,Fraternity of Horror,309793,Get Dead
2,913062,Fraternity of Horror,498475,The Sadness
2,913062,Fraternity of Horror,1234882,Drag Hell: Zombies Meat Lovers
2,913062,Fraternity of Horror,1346487,Paranormal Activity: The Mark of the Coven
2,913772,The Severing,31646,Piranha II: The Spawning
2,913772,The Severing,97649,The Legend of Harrow Woods
2,913772,The Severing,353097,Ghost Riders
2,913772,The Severing,574284,Harpoon
2,913772,The Severing,688343,The Curse of Audrey Earnshaw
2,913772,The Severing,824915,Room For Rent
2,913772,The Severing,1114313,Meltdown: A Nuclear Family's Ascension into Madness
2,922504,Blight,625213,The Faceless Man
2,922504,Blight,671324,World of Death
2,922504,Blight,718416,Smiley Face Killers
2,928345,The Incredible Robert Baldick: Never Come Night,392702,Final Footage
2,928345,The Incredible Robert Baldick: Never Come Night,422943,Death Beach
2,928345,The Incredible Robert Baldick: Never Come Night,1557115,Home Videos
2,938669,The Bell Keeper,436274,Radius
2,947335,id 947335,1079235,Cabin Tales
2,947884,Wedding 93,228496,Sx_Tape
2,954914,Death Files,21343,Reverb
2,970806,In the Dead of Night,104811,id 104811
2,970806,In the Dead of Night,105543,Hollywood Mortuary
2,970806,In the Dead of Night,805429,The Missing
2,970806,In the Dead of Night,1219267,White Gardenia: The King James Bible
2,970806,In the Dead of Night,1247436,The Uninvited
2,970806,In the Dead of Night,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,970806,In the Dead of Night,1313842,Jason Part III: The Veiling
2,970806,In the Dead of Night,1425891,id 1425891
2,981270,Spasm,31646,Piranha II: The Spawning
2,981270,Spasm,97649,The Legend of Harrow Woods
2,981270,Spasm,353097,Ghost Riders
2,981270,Spasm,574284,Harpoon
2,981270,Spasm,688343,The Curse of Audrey Earnshaw
2,981270,Spasm,824915,Room For Rent
2,981270,Spasm,1114313,Meltdown: A Nuclear Family's Ascension into Madness
2,981696,The Haunted Bedroom,1460572,"Blessed: Live, Laugh,Run!"
2,993324,Wasterville,523139,In the Tall Grass
2,1011207,Evil Lurks,398096,Freshwater
2,1011207,Evil Lurks,446101,Assassination Nation
2,1014932,Mothman,36601,Grindstone Road
2,1014932,Mothman,102390,Devil's Bridge
2,1014932,Mothman,750732,The Haunting of Grady Farm
2,1014932,Mothman,1339166,Shaman
2,1020910,Influencer,36647,Blade
2,1027933,Blight,625213,The Faceless Man
2,1027933,Blight,671324,World of Death
2,1027933,Blight,718416,Smiley Face Killers
2,1029955,Kinds of Kindness,523139,In the Tall Grass
2,1032385,Poppy Loftus,60085,Final Flesh
2,1032620,Gore: All Hallows' Eve,84103,Science Crazed
2,1038460,DVD 2,104811,id 104811
2,1038460,DVD 2,105543,Hollywood Mortuary
2,1038460,DVD 2,805429,The Missing
2,1038460,DVD 2,1219267,White Gardenia: The King James Bible
2,1038460,DVD 2,1247436,The Uninvited
2,1038460,DVD 2,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1038460,DVD 2,1313842,Jason Part III: The Veiling
2,1038460,DVD 2,1425891,id 1425891
2,1054294,Enter the Drag Dragon,83155,Truth or Dare?: A Critical Madness
2,1055783,The Disinvited,409582,7 Guardians of the Tomb
2,1055783,The Disinvited,578847,Skyman
2,1055783,The Disinvited,627322,Tabernacle 101
2,1055783,The Disinvited,640766,Beware
2,1055783,The Disinvited,809347,The Haunting of Hell Hole Mine
2,1055783,The Disinvited,1316071,Janus
2,1077433,Wendigo,104811,id 104811
2,1077433,Wendigo,105543,Hollywood Mortuary
2,1077433,Wendigo,805429,The Missing
2,1077433,Wendigo,1219267,White Gardenia: The King James Bible
2,1077433,Wendigo,1247436,The Uninvited
2,1077433,Wendigo,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1077433,Wendigo,1313842,Jason Part III: The Veiling
2,1077433,Wendigo,1425891,id 1425891
2,1088080,Older Gods,758769,Unwelcome
2,1090171,Bull,1127375,The Notorious Finster
2,1098898,Mark of Death,36647,Blade
2,1098898,Mark of Death,885683,White Sky
2,1098898,Mark of Death,1020910,Influencer
2,1112234,Eat the Rich,24702,Shallow Ground
2,1112234,Eat the Rich,1284041,id 1284041
2,1114313,Meltdown: A Nuclear Family's Ascension into Madness,20842,Children Shouldn't Play with Dead Things
2,1114313,Meltdown: A Nuclear Family's Ascension into Madness,688343,The Curse of Audrey Earnshaw
2,1116628,The Haunting of Alexis King,263986,The Drownsman
2,1127375,The Notorious Finster,13429,Donkey Punch
2,1181566,I Know Exactly How You Die,85007,Murderlust
2,1208388,Noclip,9362,Tremors
2,1208388,Noclip,784800,The Devil in the Room
2,1210376,Horse Town,625213,The Faceless Man
2,1210376,Horse Town,718416,Smiley Face Killers
2,1210376,Horse Town,933900,Misery Mountain
2,1219267,White Gardenia: The King James Bible,1247436,The Uninvited
2,1219267,White Gardenia: The King James Bible,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1219267,White Gardenia: The King James Bible,1425891,id 1425891
2,1221099,Road Kill,38410,The Poughkeepsie Tapes
2,1221099,Road Kill,159324,Calendar Girl Murders
2,1223121,id 1223121,309793,Get Dead
2,1223121,id 1223121,498475,The Sadness
2,1223121,id 1223121,1234882,Drag Hell: Zombies Meat Lovers
2,1223121,id 1223121,1346487,Paranormal Activity: The Mark of the Coven
2,1224118,Rival,170251,Cupid
2,1234882,Drag Hell: Zombies Meat Lovers,309793,Get Dead
2,1247436,The Uninvited,594482,Path of Darkness: Making 'Silent Hill'
2,1258280,Delicate Arch,751254,Dark October
2,1260867,Horror-Scopes: Volume Two - Chinese Zodiac,879689,Raging Grace
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,104811,id 104811
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,105543,Hollywood Mortuary
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,805429,The Missing
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1219267,White Gardenia: The King James Bible
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1247436,The Uninvited
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1313842,Jason Part III: The Veiling
2,1276472,The Strange Case of Dr. Jekyll and Mr. Hyde,1425891,id 1425891
2,1284041,id 1284041,671324,World of Death
2,1291661,Tide,174678,Mr. Jones
2,1307860,Psycho Ape!! Part II: The Wrath of Kong,524296,"Strike, Dear Mistress, and Cure His Heart"
2,1307860,Psycho Ape!! Part II: The Wrath of Kong,572724,Blood and Bones
2,1313842,Jason Part III: The Veiling,1247436,The Uninvited
2,1313842,Jason Part III: The Veiling,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1313842,Jason Part III: The Veiling,1425891,id 1425891
2,1316071,Janus,409582,7 Guardians of the Tomb
2,1316071,Janus,578847,Skyman
2,1316071,Janus,809347,The Haunting of Hell Hole Mine
2,1318452,Damned If You Do,104811,id 104811
2,1318452,Damned If You Do,105543,Hollywood Mortuary
2,1318452,Damned If You Do,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,1318452,Damned If You Do,777573,The Las Vegas Strangler
2,1318452,Damned If You Do,805429,The Missing
2,1318452,Damned If You Do,1219267,White Gardenia: The King James Bible
2,1318452,Damned If You Do,1247436,The Uninvited
2,1318452,Damned If You Do,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1318452,Damned If You Do,1313842,Jason Part III: The Veiling
2,1318452,Damned If You Do,1425891,id 1425891
2,1318933,Chain Reactions,3151,Frankenstein General Hospital
2,1318933,Chain Reactions,17141,Blood Car
2,1318933,Chain Reactions,30778,I Am Omega
2,1318933,Chain Reactions,43593,Piranha 3D
2,1318933,Chain Reactions,54753,Maneater
2,1318933,Chain Reactions,69277,Demon Hunters: Dead Camper Lake
2,1318933,Chain Reactions,136074,Little Monsters
2,1318933,Chain Reactions,139132,The Mad Room
2,1318933,Chain Reactions,404961,Ghosthunters
2,1318933,Chain Reactions,425972,Cargo
2,1318933,Chain Reactions,463364,The Isle
2,1318933,Chain Reactions,485811,Redcon-1
2,1318933,Chain Reactions,672582,The Deep House
2,1318933,Chain Reactions,1497961,William Shakespeare's Titus Andronicus
2,1318933,Chain Reactions,1524401,The Last
2,1320921,The Night Is Young,38410,The Poughkeepsie Tapes
2,1320921,The Night Is Young,159324,Calendar Girl Murders
2,1320921,The Night Is Young,503769,Spell of Evil
2,1320921,The Night Is Young,578631,Water
2,1327768,The Farm,1037599,The Bigfoot Trap
2,1327768,The Farm,1118033,The Seeding
2,1328717,The Unknown,104811,id 104811
2,1328717,The Unknown,105543,Hollywood Mortuary
2,1328717,The Unknown,805429,The Missing
2,1328717,The Unknown,1219267,White Gardenia: The King James Bible
2,1328717,The Unknown,1247436,The Uninvited
2,1328717,The Unknown,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1328717,The Unknown,1313842,Jason Part III: The Veiling
2,1328717,The Unknown,1425891,id 1425891
2,1329518,Habitat,1115604,Kinderfänger
2,1338640,Welcome Back to My Channel,93394,Elevator
2,1346487,Paranormal Activity: The Mark of the Coven,498475,The Sadness
2,1353226,The Dog From A Graveyard,409582,7 Guardians of the Tomb
2,1353226,The Dog From A Graveyard,578847,Skyman
2,1353226,The Dog From A Graveyard,627322,Tabernacle 101
2,1353226,The Dog From A Graveyard,809347,The Haunting of Hell Hole Mine
2,1353226,The Dog From A Graveyard,1055783,The Disinvited
2,1353226,The Dog From A Graveyard,1316071,Janus
2,1355324,States of Mind,1473666,Kombucha
2,1372793,Operation War Thunder,476299,Ghostland
2,1375736,Return of the Corn Zombies,31646,Piranha II: The Spawning
2,1375736,Return of the Corn Zombies,97649,The Legend of Harrow Woods
2,1375736,Return of the Corn Zombies,353097,Ghost Riders
2,1375736,Return of the Corn Zombies,574284,Harpoon
2,1375736,Return of the Corn Zombies,688343,The Curse of Audrey Earnshaw
2,1375736,Return of the Corn Zombies,824915,Room For Rent
2,1375736,Return of the Corn Zombies,1114313,Meltdown: A Nuclear Family's Ascension into Madness
2,1395413,Bigfoot prophecy 2,28935,An Erotic Werewolf in London
2,1424883,Implanted,36601,Grindstone Road
2,1424883,Implanted,102390,Devil's Bridge
2,1424883,Implanted,750732,The Haunting of Grady Farm
2,1424883,Implanted,1339166,Shaman
2,1432968,The Fun Room,36601,Grindstone Road
2,1432968,The Fun Room,102390,Devil's Bridge
2,1432968,The Fun Room,750732,The Haunting of Grady Farm
2,1432968,The Fun Room,1339166,Shaman
2,1442878,Three Miles Up,309793,Get Dead
2,1442878,Three Miles Up,498475,The Sadness
2,1442878,Three Miles Up,1234882,Drag Hell: Zombies Meat Lovers
2,1442878,Three Miles Up,1346487,Paranormal Activity: The Mark of the Coven
2,1443768,Beyond the Drumlins,418327,Blood Is Blood
2,1448003,Method,85202,Trick or Treats
2,1448003,Method,112481,Rattlers
2,1465673,Dungeon Diaries X,849369,Superhost
2,1487474,Phobophobia,461767,Canaries
2,1489362,Caiman,31646,Piranha II: The Spawning
2,1489362,Caiman,633608,3:15 am
2,1494294,Trail of the Werewolf,507700,Uncle David 2
2,1494294,Trail of the Werewolf,1648434,The Final Hour
2,1495948,The Pines Still Whisper,22033,Cry of the Banshee
2,1497961,William Shakespeare's Titus Andronicus,20842,Children Shouldn't Play with Dead Things
2,1497961,William Shakespeare's Titus Andronicus,30778,I Am Omega
2,1497961,William Shakespeare's Titus Andronicus,71668,Piranha 3DD
2,1497961,William Shakespeare's Titus Andronicus,672582,The Deep House
2,1498045,Saturnalia,391069,Night Gallery
2,1500978,Sock,625213,The Faceless Man
2,1506835,Blood Shine,510284,Braid
2,1514057,The Fortunate Ones,31646,Piranha II: The Spawning
2,1514057,The Fortunate Ones,97649,The Legend of Harrow Woods
2,1514057,The Fortunate Ones,353097,Ghost Riders
2,1514057,The Fortunate Ones,574284,Harpoon
2,1514057,The Fortunate Ones,688343,The Curse of Audrey Earnshaw
2,1514057,The Fortunate Ones,824915,Room For Rent
2,1514057,The Fortunate Ones,1114313,Meltdown: A Nuclear Family's Ascension into Madness
2,1524401,The Last,3151,Frankenstein General Hospital
2,1524401,The Last,17141,Blood Car
2,1524401,The Last,117055,Carl
2,1531210,Vengeance Is Her Name,41402,Let Me In
2,1545044,The Benefactress (an Exposure of Cinematic Freedom),18726,Perfect Creature
2,1557115,Home Videos,144839,Evil Stalks This House
2,1557115,Home Videos,488101,The Colour of Blood
2,1557115,Home Videos,503769,Spell of Evil
2,1557115,Home Videos,517072,Fat Tuesday
2,1557115,Home Videos,578631,Water
2,1569349,Last Month's Rent,411143,Tau
2,1612889,id 1612889,28935,An Erotic Werewolf in London
2,1617221,Nuptials,48809,Parasitic
2,1617221,Nuptials,326247,The House on Pine Street
2,1617221,Nuptials,740049,Enys Men
2,1617221,Nuptials,1330421,Bone Lake
2,1619600,Jason Rising,461767,Canaries
2,1619894,Sweet Cherries Ahead,437342,The First Omen
2,1646251,Tailbone,309793,Get Dead
2,1646251,Tailbone,498475,The Sadness
2,1646251,Tailbone,1234882,Drag Hell: Zombies Meat Lovers
2,1646251,Tailbone,1346487,Paranormal Activity: The Mark of the Coven
2,1648434,The Final Hour,507700,Uncle David 2
2,1656101,The Horror from Beyond,513857,The Nanny
2,1656845,Women's Playground,1115939,Jagged Mind
2,1662725,Warren County,11252,Psycho
2,1677725,The Black Diamond Files: As Night Swallows Day,10031,Devil's Harvest
2,1700752,Parched 3: Beached,507109,Chatter
2,1711808,Grin,30377,Zombie Death House
2,1735325,JAWBREAKER,104811,id 104811
2,1735325,JAWBREAKER,105543,Hollywood Mortuary
2,1735325,JAWBREAKER,745986,Sharkmania: The Top 15 Biggest Baddest Bloodiest Bites
2,1735325,JAWBREAKER,777573,The Las Vegas Strangler
2,1735325,JAWBREAKER,805429,The Missing
2,1735325,JAWBREAKER,1219267,White Gardenia: The King James Bible
2,1735325,JAWBREAKER,1247436,The Uninvited
2,1735325,JAWBREAKER,1313837,Jason Still Lives Part 2: The Ski Resort Murders
2,1735325,JAWBREAKER,1313842,Jason Part III: The Veiling
2,1735325,JAWBREAKER,1425891,id 1425891
