id,title,original_title,year,current_stem,current_overlap,current_fuzzy,best_stem,best_file_path,best_overlap,best_fuzzy,gain_overlap,gain_fuzzy,n_variants,propose,reason
1012014,Terrore,Terrore,2001,1012014.jpg,0.0,0.1351,nPoTpVrFttKBxK4AYD3UqYcBGC5,posters_multi/1012014/nPoTpVrFttKBxK4AYD3UqYcBGC5.jpg,0.0,0.1351,0.0,0.0,1,0,no
1027859,The Hidden,The Hidden,2021,1027859.jpg,0.0,0.019,4sBIvoLbJl6J0RHlhGccI44s4ae,posters_multi/1027859/4sBIvoLbJl6J0RHlhGccI44s4ae.jpg,0.0,0.0495,0.0,0.0305,1,0,no
1029452,Moliile,Moliile,2022,1029452.jpg,0.0,0.1081,oNkdwov2yvrDki3RVhkdg7j1s7s,posters_multi/1029452/oNkdwov2yvrDki3RVhkdg7j1s7s.jpg,0.0,0.1261,0.0,0.018,2,0,no
1031127,Chariot,Chariot,2021,1031127.jpg,0.0,0.1739,egTEVoKxnQYPhaqrAXNclTAf8kr,posters_multi/1031127/egTEVoKxnQYPhaqrAXNclTAf8kr.jpg,0.0,0.1739,0.0,0.0,1,0,no
1032403,A Place Called Clayhill,A Place Called Clayhill,2019,1032403.jpg,0.0,0.2857,bKiJbw2AD3i5Uem1qt7ZMuJgMaM,posters_multi/1032403/bKiJbw2AD3i5Uem1qt7ZMuJgMaM.jpg,0.0,0.2857,0.0,0.0,2,0,no
1037355,Wickedly Evil,Wickedly Evil,2023,1037355.jpg,0.0,0.2439,qQoDIwscVbS5ea99nvcxHI7vdF8,posters_multi/1037355/qQoDIwscVbS5ea99nvcxHI7vdF8.jpg,0.0,0.2439,0.0,0.0,3,0,no
1038887,Paws,Paws,,1038887.jpg,0.0,0.0098,vk5pdAd8jrebSz31RYkpmOgJj0e,posters_multi/1038887/vk5pdAd8jrebSz31RYkpmOgJj0e.jpg,0.0,0.0069,0.0,-0.0029,1,0,no
1042644,,,,1042644.jpg,0.0,0.0,aMCGMJ7LMdTa156VKCC8mAHQu8z,posters_multi/1042644/aMCGMJ7LMdTa156VKCC8mAHQu8z.jpg,0.0,0.0,0.0,0.0,1,0,no
1047662,Baobhan Sith,Baobhan Sith,,1047662.jpg,0.0,0.2545,cXJapyK94iEAJUCTvZ8LZPMVaEI,posters_multi/1047662/cXJapyK94iEAJUCTvZ8LZPMVaEI.jpg,0.0,0.2692,0.0,0.0147,1,0,no
1048127,Lets fuck part 2,Lets fuck part 2,,1048127.jpg,0.0,0.2759,d24IitY2c7YPjlcLLD4AdrIER6k,posters_multi/1048127/d24IitY2c7YPjlcLLD4AdrIER6k.jpg,0.0,0.2857,0.0,0.0098,3,0,no
1070867,,,,1070867.jpg,0.0,0.0,sPYvQyQpYWUSEFLEyOKobr9xboK,posters_multi/1070867/sPYvQyQpYWUSEFLEyOKobr9xboK.jpg,0.0,0.0,0.0,0.0,1,0,no
1072680,Mark,Mark,,1072680.jpg,0.0,0.1818,wp7VRPV3ej1lCu7FG513IOZTucx,posters_multi/1072680/wp7VRPV3ej1lCu7FG513IOZTucx.jpg,0.0,0.1818,0.0,0.0,1,0,no
1073077,Mortified,Mortified,,1073077.jpg,0.0,0.0,m4FB5rpouG1CynwTH4WNX1nJv1w,posters_multi/1073077/m4FB5rpouG1CynwTH4WNX1nJv1w.jpg,0.0,0.0117,0.0,0.0117,1,0,no
1079725,5G: The Reckoning,5G: The Reckoning,2023,1079725.jpg,0.0,0.2609,2Vo6gIzZ9Lbh7UshNYiRiCzhG3R,posters_multi/1079725/2Vo6gIzZ9Lbh7UshNYiRiCzhG3R.jpg,0.0,0.2273,0.0,-0.0336,1,0,no
1156820,Meat's Meat... And Man's Gotta Eat,Meat's Meat... And Man's Gotta Eat,,1156820.jpg,0.0,0.1978,77Mk88px0IbCQefe9JqY4l4say7,posters_multi/1156820/77Mk88px0IbCQefe9JqY4l4say7.jpg,1.0,1.0,1.0,0.8022,2,1,overlap_gain
1156834,The Smell of Death,The Smell of Death,,1156834.jpg,0.25,0.1951,j6qVsEvsrpkkfdqem305Ssew727,posters_multi/1156834/j6qVsEvsrpkkfdqem305Ssew727.jpg,0.25,0.1882,0.0,-0.0069,1,0,no
1160134,Strange Stories,Strange Stories,,1160134.jpg,0.0,0.2769,jAWQfvRiAW5z3tH3dxC4RzdMb0F,posters_multi/1160134/jAWQfvRiAW5z3tH3dxC4RzdMb0F.jpg,0.0,0.2727,0.0,-0.0042,1,0,no
1167306,A Maid's Bitter Story,瓊樓恨,1949,1167306.jpg,0.0,0.1359,xTxKg3LF8lDATEj1EIQXVXAterh,posters_multi/1167306/xTxKg3LF8lDATEj1EIQXVXAterh.jpg,0.0,0.2222,0.0,0.0863,1,0,no
1236920,Blood Fear,Blood Fear,,1236920.jpg,0.0,0.2,v8jvq07ZOBIg8n3uhaCLsbzOwPk,posters_multi/1236920/v8jvq07ZOBIg8n3uhaCLsbzOwPk.jpg,1.0,1.0,1.0,0.8,2,1,overlap_gain
1244525,Deathkeeper,Deathkeeper,,1244525.jpg,0.0,0.1311,2yzSBxg93wPgNPJFZXr4MZ9fdDw,posters_multi/1244525/2yzSBxg93wPgNPJFZXr4MZ9fdDw.jpg,0.0,0.1311,0.0,0.0,1,0,no
1257204,Mary Magdalene,Mary Magdalene,,1257204.jpg,0.0,0.2462,gpP2wGka0QmI1yjaRkYRkQuEBRp,posters_multi/1257204/gpP2wGka0QmI1yjaRkYRkQuEBRp.jpg,0.0,0.2462,0.0,0.0,1,0,no
1261552,Those Who Dare,Those Who Dare,1924,1261552.jpg,0.0,0.0,w09A4ry343LJawDOSpUh1i6siRU,posters_multi/1261552/w09A4ry343LJawDOSpUh1i6siRU.jpg,0.0,0.0,0.0,0.0,1,0,no
1289680,Horsey,Horsey,,1289680.jpg,0.0,0.0091,8K1Pp2xpblUwcK9xuA81005dBJr,posters_multi/1289680/8K1Pp2xpblUwcK9xuA81005dBJr.jpg,0.0,0.0091,0.0,0.0,1,0,no
1290214,Fantastic Features - Season Preview,Fantastic Features - Season Preview,,1290214.jpg,0.0,0.3077,7e3hE2s4BhAfpOr8wnMv67QkpT6,posters_multi/1290214/7e3hE2s4BhAfpOr8wnMv67QkpT6.jpg,0.0,0.3077,0.0,0.0,1,0,no
1356360,Upside Down Polaroid,Upside Down Polaroid,,1356360.jpg,0.0,0.2642,CnDRprSy28X46biPcMWihCYGYY,posters_multi/1356360/CnDRprSy28X46biPcMWihCYGYY.jpg,0.0,0.2642,0.0,0.0,4,0,no
1379372,Moving Out,Moving Out,,1379372.jpg,0.0,0.0,9KqUuDOztKIqF8tcr8mm8lKOsbL,posters_multi/1379372/9KqUuDOztKIqF8tcr8mm8lKOsbL.jpg,0.0,0.0,0.0,0.0,1,0,no
1379718,Coming Attractions,Coming Attractions,,1379718.jpg,0.0,0.0,82Dnb5naDkwh1oB9PHD066WiW0N,posters_multi/1379718/82Dnb5naDkwh1oB9PHD066WiW0N.jpg,0.0,0.0,0.0,0.0,1,0,no
1381878,The Day of Reckoning,The Day of Reckoning,,1381878.jpg,0.25,0.2022,3HaIA51A0Cbkch1QYedq6SeeUy8,posters_multi/1381878/3HaIA51A0Cbkch1QYedq6SeeUy8.jpg,0.25,0.2022,0.0,0.0,1,0,no
1390997,Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill,Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill,,1390997.jpg,0.2857,0.5116,vHkRqQP7CklWocrJZeAYYPFZQ9g,posters_multi/1390997/vHkRqQP7CklWocrJZeAYYPFZQ9g.jpg,0.2857,0.55,0.0,0.0384,1,0,no
1395245,Gruesome,Gruesome,,1395245.jpg,0.0,0.2745,oTP9wq2OKG7l9vD4Sq6cRlcVE4o,posters_multi/1395245/oTP9wq2OKG7l9vD4Sq6cRlcVE4o.jpg,0.0,0.2745,0.0,0.0,1,0,no
1424947,By the Throat,By the Throat,,1424947.jpg,0.3333,0.1061,94LEtDFFr0PgcP5MJYrhLJnD6FT,posters_multi/1424947/94LEtDFFr0PgcP5MJYrhLJnD6FT.jpg,0.6667,0.1835,0.3334,0.0774,2,1,overlap_gain
1437479,Remember To Enjoy The Light Before It’s Gone,Remember To Enjoy The Light Before It’s Gone,2025,1437479.jpg,0.0,0.2414,23QqbNuhDyWcBEe0HhNLs2Oc3YU,posters_multi/1437479/23QqbNuhDyWcBEe0HhNLs2Oc3YU.jpg,0.375,0.5357,0.375,0.2943,5,0,no
1447316,Smoke Alarm,Smoke Alarm,,1447316.jpg,0.0,0.3125,5Icj2Mx6gmVR4qmysAlIP8MXBud,posters_multi/1447316/5Icj2Mx6gmVR4qmysAlIP8MXBud.jpg,0.0,0.3125,0.0,0.0,1,0,no
1451359,Heavily Pregnant Susan,Heavily Pregnant Susan,2025,1451359.jpg,0.0,0.1361,ouDzi7K4CJSPFR7klhdfQElziDr,posters_multi/1451359/ouDzi7K4CJSPFR7klhdfQElziDr.jpg,0.0,0.1354,0.0,-0.0007,1,0,no
1453542,The Ghost Story.,The Ghost Story.,,1453542.jpg,0.0,0.3125,vindgdsxQIxnAgjEKDIIw9nBsiT,posters_multi/1453542/vindgdsxQIxnAgjEKDIIw9nBsiT.jpg,0.0,0.3125,0.0,0.0,1,0,no
1466771,Welcome To Fredbear's,Welcome To Fredbear's,2025,1466771.jpg,0.0,0.3467,eqDiQr5Oso9FuE6rrTRijsbEBil,posters_multi/1466771/eqDiQr5Oso9FuE6rrTRijsbEBil.jpg,0.0,0.233,0.0,-0.1137,1,0,no
1498452,Edmonton To Milan,Edmonton To Milan,2025,1498452.jpg,0.3333,0.0,IaPwL5ur1XDJ66aVJYOD07HZBL,posters_multi/1498452/IaPwL5ur1XDJ66aVJYOD07HZBL.jpg,0.3333,0.0,0.0,0.0,1,0,no
1505601,Blair's Craft Projects,Blair's Craft Projects,2024,1505601.jpg,0.0,0.1033,qSidLnWuHWmPksFuvpmCpvDasb9,posters_multi/1505601/qSidLnWuHWmPksFuvpmCpvDasb9.jpg,0.6667,0.2275,0.6667,0.1242,2,1,overlap_gain
1532507,"Shearling - May 24, 2025","Shearling - May 24, 2025",2025,1532507.jpg,0.0,0.1852,mHDfo6OC2z6S0OqfCIabxZvQDSA,posters_multi/1532507/mHDfo6OC2z6S0OqfCIabxZvQDSA.jpg,0.0,0.1852,0.0,0.0,2,0,no
1535311,spectre girl tries stand up,spectre girl tries stand up,2025,1535311.jpg,0.0,0.2222,gf37nv7jD0wTZLCn5pOqfzrKzme,posters_multi/1535311/gf37nv7jD0wTZLCn5pOqfzrKzme.jpg,0.0,0.2222,0.0,0.0,1,0,no
1577501,The Long Walk Back to the Bed,The Long Walk Back to the Bed,2025,1577501.jpg,0.1667,0.2727,rByzoxElBCMXHxn3jdACMnnnjTH,posters_multi/1577501/rByzoxElBCMXHxn3jdACMnnnjTH.jpg,0.1667,0.3111,0.0,0.0384,2,0,no
1588271,Phyllis,Phyllis,2023,1588271.jpg,0.0,0.0833,y1MR9v2WEyd57SgvSF5cx5KjdW9,posters_multi/1588271/y1MR9v2WEyd57SgvSF5cx5KjdW9.jpg,0.0,0.1039,0.0,0.0206,2,0,no
1594713,The BirdMan,The BirdMan,2023,1594713.jpg,0.0,0.2857,6Q92uwbJlA1dwdmjCQsH2nApUOB,posters_multi/1594713/6Q92uwbJlA1dwdmjCQsH2nApUOB.jpg,0.0,0.2857,0.0,0.0,1,0,no
1597529,Saint Lucy's Day,Saint Lucy's Day,,1597529.jpg,0.0,0.2162,31Ifp8EbaFIOLqDrypPFgUcgU8x,posters_multi/1597529/31Ifp8EbaFIOLqDrypPFgUcgU8x.jpg,0.0,0.2162,0.0,0.0,1,0,no
1602352,Malevolent,Malevolent,,1602352.jpg,0.0,0.1509,pcdVTwbXkOtUhk62I4ppCHJFzhl,posters_multi/1602352/pcdVTwbXkOtUhk62I4ppCHJFzhl.jpg,0.0,0.2154,0.0,0.0645,1,0,no
1608753,Crisis Actress,Crisis Actress,2023,1608753.jpg,0.0,0.0,b46BXsdp8XRPeKAosHHSX792khI,posters_multi/1608753/b46BXsdp8XRPeKAosHHSX792khI.jpg,0.0,0.0,0.0,0.0,1,0,no
1611636,Goosebumps: Don't Wake Mummy,Goosebumps: Don't Wake Mummy,,1611636.jpg,0.25,0.2679,jrjuMtxEWtkm8rbqTDBVeNFJwjz,posters_multi/1611636/jrjuMtxEWtkm8rbqTDBVeNFJwjz.jpg,0.25,0.4,0.0,0.1321,2,0,no
1638821,Asphalt Inferno,Asphalt Inferno,2024,1638821.jpg,0.0,0.2553,2oQtrZUc51grwFdXASNsbghWc26,posters_multi/1638821/2oQtrZUc51grwFdXASNsbghWc26.jpg,0.0,0.3043,0.0,0.049,1,0,no
1651814,,,,1651814.jpg,0.0,0.0,b3y5llqGeMZn6fO0XNs0w4PFiY7,posters_multi/1651814/b3y5llqGeMZn6fO0XNs0w4PFiY7.jpg,0.0,0.0,0.0,0.0,1,0,no
1676162,Who Are You,Who Are You,,1676162.jpg,0.0,0.0909,m0jiJTcsEem5L1YHYIbYRwdpxtv,posters_multi/1676162/m0jiJTcsEem5L1YHYIbYRwdpxtv.jpg,0.0,0.0909,0.0,0.0,1,0,no
1681289,BREATHE,BREATHE,,1681289.jpg,0.0,0.0402,nYY8D6Zkho4RgFy25mEVGncnpBg,posters_multi/1681289/nYY8D6Zkho4RgFy25mEVGncnpBg.jpg,0.0,0.1935,0.0,0.1533,4,0,no
1684269,,,,1684269.jpg,0.0,0.0,zQquz1QKnEH5MYbn4d6noobS40m,posters_multi/1684269/zQquz1QKnEH5MYbn4d6noobS40m.jpg,0.0,0.0,0.0,0.0,2,0,no
1708678,The Not-So-Grim Reaper,The Not-So-Grim Reaper,,1708678.jpg,0.0,0.359,9usj1P8daLsdTmXY5xkUjkmWvBd,posters_multi/1708678/9usj1P8daLsdTmXY5xkUjkmWvBd.jpg,1.0,1.0,1.0,0.641,1,1,overlap_gain
1711077,Hiding in Plain Sight,Hiding in Plain Sight,,1711077.jpg,0.0,0.0571,gasSNSmnrUw51dNqDosYx8C2Yu6,posters_multi/1711077/gasSNSmnrUw51dNqDosYx8C2Yu6.jpg,0.0,0.0571,0.0,0.0,1,0,no
1712166,PRETTY KIND,PRETTY KIND,,1712166.jpg,0.0,0.1273,2Xy31H397Tv7O8Vm601TtZysFL3,posters_multi/1712166/2Xy31H397Tv7O8Vm601TtZysFL3.jpg,0.0,0.1273,0.0,0.0,1,0,no
1736276,Nasty,Nasty,,1736276.jpg,0.0,0.16,1mtGntTrrWL3EEg9VinfEqKMs6D,posters_multi/1736276/1mtGntTrrWL3EEg9VinfEqKMs6D.jpg,0.0,0.16,0.0,0.0,1,0,no
1736717,Back from the Dead,Back from the Dead,,1736717.jpg,0.0,0.2951,cGXAVl4a6efuIzackPaLLBtiMef,posters_multi/1736717/cGXAVl4a6efuIzackPaLLBtiMef.jpg,0.0,0.2951,0.0,0.0,1,0,no
