title,type,year,id,slug,url,rails
Grace of God,movie,2026,68a5ec313d9cfe7e6e788e16,grace-of-god-2026,https://watch.plex.tv/movie/grace-of-god-2026,Recently Released in Horror
Green Room,movie,2016,5d776b5aad5437001f79c990,green-room,https://watch.plex.tv/movie/green-room,Available on Plex
Guardianes de la noche: Kimetsu no Yaiba La fortaleza infinita,clip,2025,689595ba1f89f4609e4fba69,demon-slayer-kimetsu-no-yaiba-infinity-castle-2025,https://watch.plex.tv/movie/demon-slayer-kimetsu-no-yaiba-infinity-castle-2025,Trending Horror Trailers
"Hannibal, el origen del mal",movie,2007,5d7768283c3c2a001fbcb8b4,hannibal-rising,https://watch.plex.tv/movie/hannibal-rising,Available on Plex
Hellraiser,movie,1987,5d776d1596b655001fe3ee6c,hellraiser-1987,https://watch.plex.tv/movie/hellraiser-1987,Available on Plex
Her Private Hell,movie,2026,680a28412172c8b03314bb7d,her-private-hell-2026,https://watch.plex.tv/movie/her-private-hell-2026,Recently Released in Horror
Hex vs. Witchcraft,movie,1980,5d7769c5594b2b001e6a9507,hex-vs-witchcraft,https://watch.plex.tv/movie/hex-vs-witchcraft,Surprise Me
Hokum,movie,2026,67a8bfbbc14f87b54f306104,hokum-2026,https://watch.plex.tv/movie/hokum-2026,Trending in Horror|Most Watchlisted This Week
Hombres-lobo del Tercer Reich,movie,2017,5d776d8cfb0d55001f5a377b,werewolves-of-the-third-reich,https://watch.plex.tv/movie/werewolves-of-the-third-reich,Surprise Me
Horns,clip,2013,620421c1c5e14fb1896ca990,horns,https://watch.plex.tv/movie/horns,Trending Horror Trailers
Horns,movie,2013,5d7769be51dd69001fe1b01c,horns,https://watch.plex.tv/movie/horns,Available on Plex
Hostel,movie,2006,5d77682aa091de001f2e6817,hostel,https://watch.plex.tv/movie/hostel,Available on Plex
Hostel 2,movie,2007,5d77682aa091de001f2e683a,hostel-part-ii,https://watch.plex.tv/movie/hostel-part-ii,Available on Plex
Insidious,movie,2010,5d7768883ab0e7001f503bc5,insidious,https://watch.plex.tv/movie/insidious,Most Watchlisted This Week
Insidious: Fuera del más allá,movie,2026,664a67911a3757fe2255246e,insidious-out-of-the-further-2026,https://watch.plex.tv/movie/insidious-out-of-the-further-2026,Coming Soon in Horror
Iron Lung: Océano de sangre,movie,2026,6447a325cc18a8f07a2c65aa,iron-lung-2026,https://watch.plex.tv/movie/iron-lung-2026,Most Watchlisted This Week
It (Eso),movie,2017,5d776bb5ad5437001f7a78b8,it-2017,https://watch.plex.tv/movie/it-2017,Fan Favorites in Horror
It Ends,clip,2025,6a62a5166b8481497bef1f65,it-ends-2025,https://watch.plex.tv/movie/it-ends-2025,Trending Horror Trailers
It Ends,movie,2025,679ffefd06cdece7e7d595c5,it-ends-2025,https://watch.plex.tv/movie/it-ends-2025,Most Watchlisted This Week
It Follows,clip,2014,620421a957753c02432a3665,it-follows,https://watch.plex.tv/movie/it-follows,Trending Horror Trailers
It Follows,movie,2014,5d776ad97a53e9001e7119e6,it-follows,https://watch.plex.tv/movie/it-follows,Trending in Horror|Most Watchlisted This Week|Available on Plex
It Hunts,movie,2026,66a026b77bee690ecea78d10,it-hunts,https://watch.plex.tv/movie/it-hunts,Recently Released in Horror
Juegos criminales,clip,2008,62042361c5e14fb1896ced1e,pathology,https://watch.plex.tv/movie/pathology,Trending Horror Trailers
Jugando con fuego,clip,1984,6204270dc5e14fb1896d661b,theyre-playing-with-fire,https://watch.plex.tv/movie/theyre-playing-with-fire,Trending Horror Trailers
Jurassic Shark,clip,2012,62042739133b2900559cb220,jurassic-shark,https://watch.plex.tv/movie/jurassic-shark,Trending Horror Trailers
Jóvenes y brujas,clip,1996,620422d178fdd6004828987e,the-craft,https://watch.plex.tv/movie/the-craft,Trending Horror Trailers
Jóvenes y brujas,movie,1996,5d776832999c64001ec2eb89,the-craft,https://watch.plex.tv/movie/the-craft,Trending in Horror|Most Watchlisted This Week|Available on Plex
Karma,movie,2018,5d77708f81ba41001faf3110,karma-2018,https://watch.plex.tv/movie/karma-2018,Trending in Horror
Kill Trip,movie,2026,67c46a73084d9cd308d2a510,kill-trip-2026,https://watch.plex.tv/movie/kill-trip-2026,Recently Released in Horror
Kingdom of the Vampire,movie,1991,5d77685c8718ba001e319c4e,kingdom-of-the-vampire,https://watch.plex.tv/movie/kingdom-of-the-vampire,Surprise Me
Km. 666 (Desvío al infierno),clip,2003,620426c4a3b69a47adbf952b,wrong-turn,https://watch.plex.tv/movie/wrong-turn,Trending Horror Trailers
Km. 666 (Desvío al infierno),movie,2003,5d7768348a7581001f12d446,wrong-turn,https://watch.plex.tv/movie/wrong-turn,Trending in Horror|Most Watchlisted This Week|Available on Plex
La bala de Dios,clip,2023,645dc10768d0b329d31767fb,god-is-a-bullet,https://watch.plex.tv/movie/god-is-a-bullet,Trending Horror Trailers
La Boca del Diablo,clip,2026,6a43150ef632ac52381ad5ce,the-devils-mouth,https://watch.plex.tv/movie/the-devils-mouth,Trending Horror Trailers
La Boca del Diablo,movie,2026,6825ed1bda725a9ba4ab81b5,the-devils-mouth,https://watch.plex.tv/movie/the-devils-mouth,Trending in Horror|Recently Released in Horror|Most Watchlisted This Week
La bruja,clip,2015,6204218f35c39fdd484f1938,the-witch-2015-1,https://watch.plex.tv/movie/the-witch-2015-1,Trending Horror Trailers
La bruja,movie,2015,5d776b54ad5437001f79bad5,the-witch-2015-1,https://watch.plex.tv/movie/the-witch-2015-1,Most Watchlisted This Week
La cabaña en el bosque,movie,2012,5d77684a85719b001f3a77d2,the-cabin-in-the-woods,https://watch.plex.tv/movie/the-cabin-in-the-woods,Fan Favorites in Horror
La cosa (El enigma de otro mundo),movie,1982,5d776828880197001ec910ee,the-thing,https://watch.plex.tv/movie/the-thing,Fan Favorites in Horror
La Hierba del Diablo,movie,2024,655e67771ba1c6ab1b206a20,la-hierba-del-diablo,https://watch.plex.tv/movie/la-hierba-del-diablo,Surprise Me
La invasión de los ultracuerpos,movie,1978,5d776837961905001eb949b6,invasion-of-the-body-snatchers,https://watch.plex.tv/movie/invasion-of-the-body-snatchers,Most Watchlisted This Week
La maldición de Widow's Bay,clip,2026,6973200e042f020a15cce44c,widows-bay,https://watch.plex.tv/show/widows-bay,Trending Horror Trailers
La matanza de Texas,movie,1974,5d77685c7a53e9001e6cdfae,the-texas-chain-saw-massacre-50th-anniversary,https://watch.plex.tv/movie/the-texas-chain-saw-massacre-50th-anniversary,Trending in Horror|Available on Plex
