id,title,year,imdb_id,tmdb_genres,imdb_titleType,flag_tmdb_tv_movie,flag_imdb_tv_type
91923,Hybrid,2007,tt0874917,"Fantasy, Horror, Mystery, Thriller",tvMovie,0,1
92764,They Come Back,2007,tt0932557,"Horror, Mystery, TV Movie",tvMovie,1,1
93630,Curse of the Swamp Creature,1968,tt0060270,"Horror, Science Fiction, TV Movie",tvMovie,1,1
93886,The Strange and Deadly Occurrence,1974,tt0072217,"Drama, Horror, TV Movie",tvMovie,1,1
93957,Twists of Terror,1997,tt0117382,"Horror, Thriller, TV Movie",tvMovie,1,1
94540,Black Forest,2012,tt1776088,"Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1
95547,Triassic Attack,2010,tt1733732,"Horror, Science Fiction, TV Movie",tvMovie,1,1
95609,Raptor Island,2004,tt0401742,"Action, Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1
96235,Vampire Bats,2005,tt0473105,"Action, Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1
96367,WitchSlayer Gretl,2012,tt1684936,"Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1
97298,It's Alive!,1969,tt0063145,"Horror, Science Fiction, TV Movie",tvMovie,1,1
97306,Creature of Destruction,1967,tt0061529,"Horror, Science Fiction, TV Movie",movie,1,0
97589,Red Clover,2012,tt1876454,"Fantasy, Horror",tvMovie,0,1
97593,Shark Kill,,tt0075205,,tvMovie,0,1
98084,Legion of Fire: Killer Ants,1998,tt0122603,"Horror, TV Movie",tvMovie,1,1
98197,Renfield the Undead,2011,tt1325026,Horror,tvEpisode,0,1
98219,Crawlspace,1972,tt0066954,"Horror, Thriller, TV Movie",tvMovie,1,1
98599,The Crying Child,,tt0115989,,tvMovie,0,1
98903,The Devil's Daughter,1973,tt0068481,"Horror, TV Movie",tvMovie,1,1
100192,Destination: Infestation,2007,tt0961208,"Action, Drama, Horror, Science Fiction, Thriller",tvMovie,0,1
100314,Nightmare,2007,tt0993775,"Horror, Mystery",tvMovie,0,1
100669,Shark Swarm,2008,tt1078927,"Action, Drama, Horror, Thriller",tvMovie,0,1
100788,A Cold Night's Death,1973,tt0068390,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1
101060,The House That Would Not Die,1970,tt0065855,"Horror, TV Movie",tvMovie,1,1
101320,The Spiral Staircase,,tt0203941,,tvMovie,0,1
101592,"Child of Darkness, Child of Light",,tt0101576,,tvMovie,0,1
102794,Atomic Dog,1998,tt0147857,"Horror, Science Fiction, TV Movie",tvMovie,1,1
104150,The Lottery,,tt0116924,,tvMovie,0,1
104709,Ghoul,,tt1877647,,tvMovie,0,1
104811,id 104811,,tt1945094,,tvMovie,0,1
104846,The Fear of God: 25 Years of The Exorcist,,tt0237235,,tvMovie,0,1
105022,The Phantom of Hollywood,1974,tt0071993,"Horror, Thriller, TV Movie",tvMovie,1,1
105772,Alien Lockdown,2004,tt0395443,"Horror, Science Fiction",tvMovie,0,1
105827,Dario Argento: An Eye for Horror,,tt0297847,,tvMovie,0,1
106990,The Possessed,1977,tt0076563,"Horror, TV Movie",tvMovie,1,1
108576,The Prince of Terror,1988,tt0237610,Horror,tvEpisode,0,1
108788,Out of Mind: The Stories of H.P. Lovecraft,1998,tt0213968,"Fantasy, Horror, TV Movie",tvMovie,1,1
109120,This House Possessed,1981,tt0083192,"Horror, TV Movie",tvMovie,1,1
109157,A Warning to the Curious,1972,tt0217142,"Drama, Horror, TV Movie",tvEpisode,1,1
109174,Silent Predators,1999,tt0203139,"Action, Horror, Thriller, TV Movie",tvMovie,1,1
110152,See China and Die,1981,tt0165464,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1
110994,The Tower,1993,tt0108371,"Horror, Science Fiction",tvMovie,0,1
111816,Bay Coven,1987,tt0092623,"Horror, Thriller, TV Movie",tvMovie,1,1
111835,Night Visions,,tt0100253,,tvMovie,0,1
112703,The Stepford Children,1987,tt0094036,"Horror, Mystery, Science Fiction, Thriller, TV Movie",tvMovie,1,1
114010,Somebody Help Me 2,2010,tt1760998,Horror,tvMovie,0,1
114164,Savage County,2010,tt1535080,"Horror, Thriller, TV Movie",tvMovie,1,1
114440,Doctor Franken,1980,tt0080639,"Drama, Horror, Science Fiction",tvMovie,0,1
115241,Stevie,2008,tt1303233,"Drama, Horror, Thriller",tvMovie,0,1
115666,Nightmare on the 13th Floor,1990,tt0100262,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
116463,Arachnoquake,2012,tt2151543,"Horror, Science Fiction",tvMovie,0,1
117258,Look What's Happened to Rosemary's Baby,1976,tt0074815,"Horror, TV Movie",tvMovie,1,1
117366,The Haunting of Helen Walker,1995,tt0113271,"Horror, Thriller, TV Movie",tvMovie,1,1
117856,Bigfoot,2012,tt1876261,"Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1
117904,I've Been Waiting for You,1998,tt0143296,"Horror, Thriller, TV Movie",tvMovie,1,1
118227,The Alien Within,1995,tt0114795,"Horror, Science Fiction",tvMovie,0,1
118424,The Iceman Tapes: Conversations with a Killer,1992,tt0874289,"Crime, Documentary, Horror, Thriller",tvEpisode,0,1
120045,Attack of the Mayan Mummy,1964,tt0057862,Horror,tvMovie,0,1
120330,Fer-de-Lance,1974,tt0071494,"Adventure, Horror, TV Movie",tvMovie,1,1
122539,Primal Force,,tt0194543,,tvMovie,0,1
122742,El asesino del parking,2006,tt0452275,"Horror, Mystery",tvMovie,0,1
122982,The Secretary,1995,tt0114376,"Drama, Horror, TV Movie",tvMovie,1,1
123075,The Bad Seed,1985,tt0088766,"Crime, Drama, Horror, Thriller, TV Movie",tvMovie,1,1
123324,Strays,1991,tt0102994,Horror,tvMovie,0,1
126689,The Turn of the Screw,1974,tt0072328,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1
126816,I Can Make You Love Me,1993,tt0107178,"Horror, Thriller, TV Movie",tvMovie,1,1
127953,Haunts of the Very Rich,1972,tt0068682,"Horror, Mystery, TV Movie",tvMovie,1,1
128484,Boogeyman,2012,tt2118737,Horror,tvMovie,0,1
128655,Haunted High,2012,tt2034009,"Fantasy, Horror, Mystery, Science Fiction, Thriller",tvMovie,0,1
128748,Curse of the Blair Witch,1999,tt0202493,"Horror, Thriller",tvMovie,0,1
128791,Monster Makers,,tt0363827,,tvMovie,0,1
128862,The Bogus Witch Project,,tt0250990,,tvMovie,0,1
129547,Cry for the Strangers,1982,tt0083772,"Horror, Thriller, TV Movie",tvMovie,1,1
131914,The Uninvited,1996,tt0141937,"Drama, Horror, Mystery",tvMovie,0,1
132447,From the Dead of Night,1989,tt0097392,"Drama, Fantasy, Horror, Mystery, TV Movie",tvMovie,1,1
132894,Aladdin and the Death Lamp,2012,tt2415710,"Adventure, Fantasy, Horror, TV Movie",tvMovie,1,1
132935,Blind Witness,1989,tt0096946,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
133167,The Victim,1972,tt0069461,"Crime, Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
133172,Revenge!,1971,tt0067673,"Horror, Thriller, TV Movie",tvMovie,1,1
133197,Sightings: Heartland Ghost,2002,tt0286680,"Horror, Thriller, TV Movie",tvMovie,1,1
133714,Within the Rock,1996,tt0118183,"Horror, Science Fiction",tvMovie,0,1
134182,The Stalls of Barchester,1971,tt0217060,"Horror, TV Movie",tvEpisode,1,1
134404,The Cormorant,1993,tt0106614,"Drama, Horror",tvEpisode,0,1
134607,The Unquiet,,tt1059924,,tvMovie,0,1
134760,The World Beyond,1978,tt0235068,"Horror, Thriller, TV Movie",tvMovie,1,1
134800,The Screaming Woman,1972,tt0067721,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1
135309,Lake Placid: The Final Chapter,2012,tt2117905,"Horror, Science Fiction",tvMovie,0,1
135940,Terror at London Bridge,1985,tt0088852,"Horror, Thriller",tvMovie,0,1
135945,When Evil Calls,2006,tt0897403,Horror,tvMiniSeries,0,1
136946,Child in the Night,,tt0099252,,tvMovie,0,1
137533,Revenge of the Stepford Wives,1980,tt0081423,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1
137540,The Stepford Husbands,1996,tt0117741,"Drama, Horror, Science Fiction, TV Movie",tvMovie,1,1
137847,Not of This Earth,1995,tt0114004,"Horror, Science Fiction",tvMovie,0,1
138544,American Horror House,2012,tt2402539,Horror,tvMovie,0,1
138987,Coda,1987,tt0094971,"Horror, Thriller",tvMovie,0,1
139244,The Tale of Sweeney Todd,1998,tt0147582,"Horror, Mystery, TV Movie",tvMovie,1,1
139404,Hotline,1982,tt0084095,"Crime, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
140174,Rise of the Zombies,2012,tt2236182,"Action, Horror, Thriller",tvMovie,0,1
140820,Deadly Messages,1985,tt0088998,"Horror, TV Movie",tvMovie,1,1
141222,Brimstone and Treacle,1976,tt0074241,"Drama, Horror, TV Movie",tvMovie,1,1
141735,The Treasure of Abbot Thomas,1974,tt0072312,"Horror, Mystery, TV Movie",tvEpisode,1,1
142708,Apology,1986,tt0090653,"Horror, Thriller",tvMovie,0,1
143780,Not of This World,1991,tt0102556,"Horror, Science Fiction, TV Movie",tvMovie,1,1
144070,A View from a Hill,2005,tt0499593,"Drama, Horror, TV Movie",tvEpisode,1,1
144113,Number 13,2006,tt0934533,"Horror, TV Movie",tvEpisode,1,1
144206,Whistle and I'll Come to You,2010,tt1795050,"Horror, TV Movie",tvEpisode,1,1
144839,Evil Stalks This House,1981,tt0233673,"Horror, Thriller, TV Movie",tvMovie,1,1
146028,Ghost Storm,2012,tt1939686,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1
148993,The Devil's Child,1997,tt0123036,"Horror, Thriller",tvMovie,0,1
151188,Haunting Desires,2006,tt0407856,"Fantasy, Horror, Thriller",tvMovie,0,1
151725,Dead of Night: A Darkness at Blaisedon,1969,tt0356507,"Horror, TV Movie",tvMovie,1,1
152130,Playdate,,tt2375417,,tvMovie,0,1
152907,The Cat Creature,1973,tt0069855,"Horror, TV Movie",tvMovie,1,1
153072,Dream House,1998,tt0149448,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1
153102,12 Days Of Terror,2004,tt0373653,"Drama, Horror, TV Movie",tvMovie,1,1
154566,Wheels of Terror,1990,tt0100917,"Horror, Thriller, TV Movie",tvMovie,1,1
157272,Bio-Dead,,tt1337094,,tvMovie,0,1
157910,PROBE: The Devil of Winterborne,1995,tt0180641,"Crime, Horror, Science Fiction, Thriller",tvEpisode,0,1
159324,Calendar Girl Murders,,tt0087022,,tvMovie,0,1
160697,Tasmanian Devils,2013,tt2180543,"Action, Adventure, Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1
161119,Survival Earth,1985,tt0192649,"Action, Drama, Horror, Science Fiction",tvMovie,0,1
161128,Blue Murder,1985,tt0207348,"Crime, Drama, Horror, Thriller, TV Movie",tvMovie,1,1
161374,Tarantulas: The Deadly Cargo,1977,tt0076798,"Adventure, Horror, Thriller, TV Movie",tvMovie,1,1
162678,London After Midnight,2002,tt0339312,"Drama, Horror, TV Movie",tvMovie,1,1
163008,Deadly Descent,2013,tt1869362,"Fantasy, Horror",tvMovie,0,1
168248,The Henderson Monster,,tt0080859,,tvMovie,0,1
168802,Heebie Jeebies,2013,tt2327319,Horror,tvMovie,0,1
169494,Scream of the Wolf,1974,tt0072128,"Horror, Thriller, TV Movie",tvMovie,1,1
170885,Annihilator,1986,tt0090649,"Horror, Mystery, Science Fiction",tvMovie,0,1
171292,"I, Desire",1982,tt0083821,"Crime, Horror, Thriller, TV Movie",tvMovie,1,1
171308,Baffled!,,tt0068248,,tvMovie,0,1
173795,13 Gantry Row,,tt0162128,,tvMovie,0,1
177146,Flying Monkeys,2013,tt2205652,"Fantasy, Horror, Science Fiction",tvMovie,0,1
178146,The Lady Vanishes,2013,tt2183152,"Horror, Mystery, Thriller",tvMovie,0,1
179123,Eyewitness,1990,tt0152992,"Horror, TV Movie",tvEpisode,1,1
180276,Chupacabra vs. the Alamo,2013,tt2247748,"Action, Fantasy, Horror, TV Movie",tvMovie,1,1
181175,Summoned,2013,tt2429870,"Horror, Thriller, TV Movie",tvMovie,1,1
183149,A Near Death Experience,2008,tt1167319,"Drama, Horror, Mystery, TV Movie",tvMovie,1,1
183327,I'm Dangerous Tonight,1990,tt0099822,"Horror, Thriller, TV Movie",tvMovie,1,1
184150,Death at Love House,1976,tt0074384,"Horror, Mystery, TV Movie",tvMovie,1,1
184712,Battledogs,2013,tt2457138,"Action, Horror, Science Fiction",tvMovie,0,1
184804,A Taste of Evil,1971,tt0067828,"Horror, Thriller, TV Movie",tvMovie,1,1
185406,"Sweet, Sweet Rachel",1971,tt0067811,"Horror, Thriller",tvMovie,0,1
186349,The Strange Possession of Mrs. Oliver,1977,tt0076771,"Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
189299,The Haunting of Seacliff Inn,1994,tt0109997,"Drama, Horror, Mystery",tvMovie,0,1
198194,Second Sight,2007,tt1151400,"Horror, Thriller",tvMovie,0,1
200535,The Werewolf of Woodstock,1975,tt0179510,"Horror, TV Movie",tvEpisode,1,1
202626,Night Cries,1978,tt0077990,"Drama, Horror, TV Movie",tvMovie,1,1
203116,Shadowhunter,1993,tt0108100,"Action, Drama, Horror, TV Movie",movie,1,0
203155,Last Bride Of Salem,1974,tt0272169,"Drama, Horror",tvEpisode,0,1
203525,Beastly Boyz,2006,tt0482351,"Horror, Thriller",tvMovie,0,1
204730,The Intruder Within,1981,tt0082565,"Horror, Science Fiction, TV Movie",tvMovie,1,1
204839,The Stepdaughter,2000,tt0221581,"Horror, Thriller, TV Movie",video,1,0
205091,The Yellow Wallpaper,1989,tt0314918,"Drama, History, Horror, Thriller, TV Movie",tvMovie,1,1
206157,Into the Badlands,1991,tt0102125,"Horror, TV Movie, Western",tvMovie,1,1
206630,"Scream, Pretty Peggy",1973,tt0070657,"Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
206970,A Coffin for the Bride,,tt0212061,,tvEpisode,0,1
208492,The Beasts Are on the Streets,,tt0077216,,tvMovie,0,1
209434,The Darker Side of Terror,1979,tt0077400,"Horror, Science Fiction, TV Movie",tvMovie,1,1
209443,The Aliens Are Coming,,tt0080348,,tvMovie,0,1
210298,The Darklings,1999,tt0186019,"Crime, Drama, Horror, Mystery, Thriller",tvMovie,0,1
210454,Kiss Me and Die,,tt0212281,,tvEpisode,0,1
210599,Killer Bees,1974,tt0071718,"Horror, TV Movie",tvMovie,1,1
211318,Emmanuelle - The Private Collection: The Sex Lives Of Ghosts,,tt7425296,,tvEpisode,0,1
211421,Screamer,1974,tt0213227,"Crime, Horror, Mystery, Thriller",tvEpisode,0,1
213281,Hellfire,1995,tt0113287,"Horror, Thriller",tvMovie,0,1
214024,Thirteen to Centaurus,1965,tt0279463,"Drama, Horror, Science Fiction",tvEpisode,0,1
214641,Schalcken the Painter,1979,tt0286049,"Drama, Fantasy, Horror, TV Movie",tvMovie,1,1
216043,The Iceman Confesses: Secrets of a Mafia Hitman,2001,tt0347228,"Crime, Documentary, Horror, Thriller",tvMovie,0,1
216176,Death Car on the Freeway,,tt0080601,,tvMovie,0,1
216183,Mysterious Two,,tt0084375,,tvMovie,0,1
216194,The Death Train,1978,tt0275293,"Crime, Horror, Thriller, TV Movie",tvMovie,1,1
216196,Deathmoon,1978,tt0077411,"Horror, Mystery, TV Movie",tvMovie,1,1
216539,Ghost Shark,2013,tt2600742,"Horror, Science Fiction",tvMovie,0,1
217085,Night Slaves,1970,tt0066140,"Horror, Science Fiction, TV Movie",tvMovie,1,1
218485,The Ripper,,tt0120023,,tvMovie,0,1
219180,Murder in Space,,tt0089641,,tvMovie,0,1
219247,Zombie Night,2013,tt2978716,Horror,tvMovie,0,1
219386,Isn't It Shocking?,,tt0070229,,tvMovie,0,1
219878,The Haunting of Sarah Hardy,1989,tt0097482,Horror,tvMovie,0,1
219932,The Dollhouse Murders,1992,tt0111144,"Family, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
221002,The Chelsea Murders,1981,tt1235523,"Horror, Thriller",tvEpisode,0,1
221506,Satan's School for Girls,2000,tt0203088,"Drama, Horror, TV Movie",tvMovie,1,1
221737,RoboCroc,2013,tt3188560,"Fantasy, Horror, Science Fiction",tvMovie,0,1
222851,Sawbones,1995,tt0114343,"Horror, TV Movie",tvMovie,1,1
222882,House of the Damned,1996,tt0116573,Horror,tvMovie,0,1
223263,Inhumanoid,1996,tt0118856,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1
223269,The People Across the Lake,1988,tt0095846,Horror,tvMovie,0,1
223753,Saurian,2006,tt0478242,"Horror, Science Fiction, TV Movie",tvMovie,1,1
223780,13 Witches,2012,tt2233925,Horror,tvSeries,0,1
224069,Fantasies,1982,tt0083923,"Horror, Thriller",tvMovie,0,1
224073,Body Count,1986,tt1244512,"Crime, Horror, Thriller",tvMovie,0,1
224630,The Nightmare Man,1981,tt0170989,"Fantasy, Horror, Mystery, Science Fiction, TV Movie",tvSeries,1,1
226179,Forever 16,2013,tt2813064,"Fantasy, Horror, TV Movie",tvMovie,1,1
226630,Blackout,1985,tt0088816,"Crime, Horror, Thriller, TV Movie",tvMovie,1,1
226640,Black Noon,1971,tt0066836,"Horror, TV Movie, Western",tvMovie,1,1
226948,Scarecrow,2013,tt2071571,"Horror, Science Fiction",tvMovie,0,1
227008,Bride of Monster Mania,2000,tt0289098,"Documentary, Horror",tvMovie,0,1
227213,Gila!,2012,tt2175675,"Horror, Science Fiction, TV Movie",tvMovie,1,1
229108,A Howling in the Woods,1971,tt0067221,"Horror, Mystery, TV Movie",tvMovie,1,1
229839,Grave Halloween,2013,tt2805748,"Horror, Science Fiction, TV Movie",tvMovie,1,1
232777,Sacrifice,2000,tt0156984,"Action, Horror, Thriller",tvMovie,0,1
233383,Robin Redbreast,1970,tt0498409,"Horror, Mystery, TV Movie",tvEpisode,1,1
233738,The V Word,2006,tt0817401,"Horror, TV Movie",tvEpisode,1,1
233885,We All Scream for Ice Cream,2007,tt0817402,"Horror, TV Movie",tvEpisode,1,1
237293,id 237293,,tt2980114,,tvMiniSeries,0,1
238384,Covenant,1985,tt0088958,"Drama, Horror, TV Movie",tvMovie,1,1
241308,The Hunchback of Notre Dame,1976,tt0246689,"Drama, Horror, TV Movie",tvMovie,1,1
241310,The Picture of Dorian Gray,1973,tt0070533,"Horror, TV Movie",tvMovie,1,1
243714,Night of the Hunter,,tt0102533,,tvMovie,0,1
245367,Summer of Fear,,tt0117780,,tvMovie,0,1
246822,Wild Grizzly,2000,tt0191653,"Adventure, Horror",tvMovie,0,1
248045,The Raven,2007,tt1006947,"Horror, Mystery",tvMovie,0,1
249195,The Hound of the Baskervilles,1972,tt0068719,"Crime, Horror, Mystery, TV Movie",tvMovie,1,1
249260,Avalanche Sharks,2014,tt2622826,"Action, Horror, Science Fiction",tvMovie,0,1
250362,Daemon,1985,tt0090896,"Family, Horror, Mystery",tvMovie,0,1
251211,She's Dressed to Kill,,tt0079898,,tvMovie,0,1
252273,Final Notice,,tt0097355,,tvMovie,0,1
252296,Murder by Night,1989,tt0097932,"Horror, Mystery, Thriller",tvMovie,0,1
252297,Murderous Vision,,tt0102486,,tvMovie,0,1
252320,The Lightning Incident,1991,tt0102309,"Drama, Horror, Science Fiction, Thriller",tvMovie,0,1
252422,Portrait in Terror,1965,tt0131543,"Crime, Horror, Mystery, Thriller",tvMovie,0,1
252715,The Deadly Dream,1971,tt0066972,"Drama, Horror, Science Fiction, TV Movie",tvMovie,1,1
252857,A Pattern of Roses,1983,tt0213989,"Drama, Horror, Mystery, TV Movie",tvMovie,1,1
252880,The Devil and Miss Sarah,1971,tt0066991,"Horror, Western",tvMovie,0,1
252905,Maneater,1973,tt0070367,"Adventure, Drama, Horror, Thriller, TV Movie",tvMovie,1,1
252932,Locusts,1974,tt0071769,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1
256830,The Woman Hunter,,tt0069510,,tvMovie,0,1
257646,Homewrecker,1992,tt0104433,"Horror, Science Fiction, TV Movie",tvMovie,1,1
258726,The Game,1989,tt0273627,"Horror, Thriller",tvEpisode,0,1
259633,Dr Jekyll and Mr Hyde,1980,tt0081853,"Horror, Thriller",tvMovie,0,1
261357,They,1993,tt0108324,"Drama, Horror, Mystery, TV Movie",tvMovie,1,1
261624,The Lake,1998,tt0137902,"Horror, Mystery, Science Fiction",tvMovie,0,1
262305,Curse of the Moon Child,1972,tt0266435,"Horror, TV Movie",movie,1,0
262324,Skeletons,1997,tt0117661,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1
262522,Poison,,tt0241251,,tvMovie,0,1
262837,Victims,,tt0084864,,tvMovie,0,1
265067,Vampire,1979,tt0080079,"Horror, TV Movie",tvMovie,1,1
270057,The Night Nurse,1978,tt0077991,"Horror, Mystery, TV Movie",tvMovie,1,1
270851,Blood Lake,2014,tt3723790,"Horror, Thriller",tvMovie,0,1
274025,The Phone Call,1989,tt0098092,"Drama, Horror",tvMovie,0,1
274477,Snakehead Swamp,2014,tt3518702,"Horror, Science Fiction",tvMovie,0,1
276692,Natural Selection,1994,tt0109547,"Horror, Mystery, Science Fiction, Thriller, TV Movie",tvMovie,1,1
276956,The 50 Best Horror Movies You've Never Seen,2014,tt1671746,"Documentary, Horror",tvMovie,0,1
278388,The Iceman and the Psychiatrist,2004,tt0875695,"Crime, Documentary, Horror, Thriller",tvMovie,0,1
278670,You Belong to Me,2008,tt1124375,"Crime, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
278934,The Fury Within,1998,tt0176739,"Drama, Family, Horror",tvMovie,0,1
281111,Midnight's Child,1992,tt0104865,"Horror, Thriller",tvMovie,0,1
281979,Doctor Who: The Waters of Mars,,tt1413314,,tvEpisode,0,1
282901,Evil Never Dies,2003,tt0355427,"Horror, Thriller",tvMovie,0,1
283627,The Forgotten Wells,1994,tt0099603,"Action, Horror, Thriller",tvMovie,0,1
284125,Ghostbreakers,1967,tt0447171,"Horror, TV Movie",tvMovie,1,1
284249,Fear No Evil,1969,tt0064319,"Horror, Thriller, TV Movie",tvMovie,1,1
284319,The Force of Evil,,tt0285569,,tvMovie,0,1
284711,Sharktopus vs. Pteracuda,2014,tt3743126,"Horror, Science Fiction, TV Movie",tvMovie,1,1
288588,Valerie on the Stairs,2006,tt0805420,"Horror, TV Movie",tvEpisode,1,1
289021,Sounds Like,2006,tt0817400,"Horror, TV Movie",tvEpisode,1,1
289923,The Burkittsville 7,2000,tt0252966,Horror,tvMovie,0,1
290988,MR James: Ghost Writer,2013,tt3425256,"Documentary, Fantasy, Horror, TV Movie",tvMovie,1,1
291167,Crystal Skulls,2014,tt3981112,"Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie",tvMovie,1,1
291279,The Invasion of Carol Enders,1973,tt0218353,"Drama, Horror, TV Movie",tvMovie,1,1
292523,Whistle and I'll Come to You,1968,tt0063381,"Horror, TV Movie",tvEpisode,1,1
293093,Dark Haul,2014,tt3188614,Horror,tvMovie,0,1
293830,Terminal,1996,tt0117879,"Drama, Horror",tvMovie,0,1
294562,Lavalantula,2015,tt4060576,"Horror, Science Fiction, Thriller",tvMovie,0,1
295774,Once Upon a Midnight Scary,1979,tt0079666,"Horror, TV Movie",tvEpisode,1,1
295900,The Unknown,1964,tt0376292,"Horror, Science Fiction, TV Movie",tvMovie,1,1
296241,Homecoming,2005,tt0643105,"Horror, Thriller, TV Movie",tvEpisode,1,1
296626,Finders Keepers,2014,tt3534842,"Horror, Mystery, Thriller",tvMovie,0,1
298723,Pro-Life,2006,tt0785532,"Horror, Thriller, TV Movie",tvEpisode,1,1
298830,The Dorm,2014,tt3587064,"Horror, Thriller",tvMovie,0,1
299438,Jenifer,2005,tt0643108,"Horror, TV Movie",tvEpisode,1,1
299468,Russian Yeti: The Killer Lives,,tt3781666,,tvMovie,0,1
301303,The Advocate's Devil,1997,tt0126774,"Crime, Drama, Horror",tvMovie,0,1
302038,An Erotic Tale of Ms. Dracula,,tt4270700,,tvMovie,0,1
305655,Haeckel's Tale,2006,tt0643106,"Horror, TV Movie",tvEpisode,1,1
307719,id 307719,,tt0117997,,tvMovie,0,1
308724,Seduced by Evil,1994,tt0111114,"Fantasy, Horror, Thriller, TV Movie",tvMovie,1,1
314762,The Curse of King Tut's Tomb,1980,tt0080582,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1
315306,Rattled,1996,tt0117444,"Horror, Thriller, TV Movie",tvMovie,1,1
315379,Paper Man,,tt0067551,,tvMovie,0,1
319203,Dream Cruise,2007,tt0868394,"Horror, TV Movie",tvEpisode,1,1
319206,The Washingtonians,2007,tt0854548,"Horror, TV Movie",tvEpisode,1,1
319297,The Black Cat,2007,tt0785533,"Horror, TV Movie",tvEpisode,1,1
319302,Right to Die,2007,tt0871197,"Horror, Thriller, TV Movie",tvEpisode,1,1
319309,Family,2006,tt0782399,"Horror, TV Movie",tvEpisode,1,1
319311,The Damned Thing,2006,tt0805419,"Drama, Horror, TV Movie",tvEpisode,1,1
319318,The Fair Haired Child,2006,tt0643112,"Horror, TV Movie",tvEpisode,1,1
319323,Chocolate,2006,tt0643101,"Horror, TV Movie",tvEpisode,1,1
319324,Dance of the Dead,2005,tt0643102,"Horror, Science Fiction, TV Movie",tvEpisode,1,1
319326,Dreams in the Witch House,2005,tt0643104,"Horror, Thriller, TV Movie",tvEpisode,1,1
319327,Incident On and Off a Mountain Road,2005,tt0643107,"Horror, TV Movie",tvEpisode,1,1
320764,The Haunting Passion,,tt0085652,,tvMovie,0,1
321740,Breeding Farm,2013,tt2317412,"Horror, TV Movie",movie,1,0
321910,The Picture of Dorian Gray,1976,tt0217723,"Drama, Fantasy, Horror",tvEpisode,0,1
327389,Cigarette Burns,2005,tt0643109,"Horror, TV Movie",tvEpisode,1,1
328014,The Face of Fear,1990,tt0099534,"Horror, Thriller, TV Movie",tvMovie,1,1
331446,Sharknado 3: Oh Hell No!,,tt3899796,,tvMovie,0,1
331692,Haunted by Her Past,1987,tt0078218,"Horror, TV Movie",tvMovie,1,1
333742,Casting the Runes,1979,tt0492874,"Horror, Mystery, Thriller, TV Movie",tvEpisode,1,1
334033,Sick Girl,2006,tt0643111,"Horror, TV Movie",tvEpisode,1,1
335033,She Waits,1972,tt0067744,"Horror, TV Movie",tvMovie,1,1
335034,Ritual of Evil,1970,tt0064898,"Drama, Horror, TV Movie",tvMovie,1,1
335409,Sharkansas Women's Prison Massacre,2015,tt3403194,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1
336237,PROBE: The Zero Imperative,1994,tt0111824,"Action, Adventure, Crime, Horror, Science Fiction",tvEpisode,0,1
336238,PROBE: Unnatural Selection,,tt0188263,,tvEpisode,0,1
336241,PROBE: The Ghosts of Winterborne,1996,tt0185334,"Crime, Fantasy, Horror, Science Fiction, Thriller",tvEpisode,0,1
336560,Lake Placid vs. Anaconda,2015,tt4497416,"Action, Horror",tvMovie,0,1
337889,The Fall of the House of Usher,1979,tt0083917,"Drama, Horror",tvMovie,0,1
338393,Fade to Black,1993,tt0106853,"Horror, TV Movie",tvMovie,1,1
342757,The Eyes Have It,,tt0212141,,tvEpisode,0,1
343243,The Sins of Dorian Gray,1983,tt0086315,"Drama, Horror, TV Movie",tvMovie,1,1
343930,The Beast from the Beginning of Time,1965,tt4638098,"Horror, Science Fiction, TV Movie",movie,1,0
344147,Sharktopus vs. Whalewolf,,tt3292154,,tvMovie,0,1
344534,The Anatomist,1956,tt0054626,"Drama, Horror",tvMovie,0,1
345035,The Horror Show,1979,tt1409586,"Documentary, Horror",tvMovie,0,1
347849,Zombie Shark,2015,tt4704918,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1
