id,title,year,vote_count,imdb_id,reason
635,Angel Heart,1987,1193,tt0092563,tmdb_vote_count_gt_100
341006,The Belko Experiment,2016,1193,tt1082807,tmdb_vote_count_gt_100
13788,The Unborn,2009,1185,tt1139668,tmdb_vote_count_gt_100
424121,Apostle,2018,1185,tt6217306,tmdb_vote_count_gt_100
136,Freaks,1932,1183,tt0022913,tmdb_vote_count_gt_100
542224,Gretel & Hansel,2020,1181,tt9086228,tmdb_vote_count_gt_100
9793,The Hills Have Eyes 2,2007,1175,tt0800069,tmdb_vote_count_gt_100
25769,Carriers,2009,1174,tt0806203,tmdb_vote_count_gt_100
483202,Eli,2019,1170,tt5294518,tmdb_vote_count_gt_100
790,The Fog,1980,1166,tt0080749,tmdb_vote_count_gt_100
10294,Vacancy,2007,1162,tt0452702,tmdb_vote_count_gt_100
480105,47 Meters Down: Uncaged,2019,1157,tt7329656,tmdb_vote_count_gt_100
171424,The Green Inferno,2013,1153,tt2403021,tmdb_vote_count_gt_100
1696,The Devil's Rejects,2005,1145,tt0395584,tmdb_vote_count_gt_100
440597,Wish Upon,2017,1144,tt5322012,tmdb_vote_count_gt_100
112454,Clown,2014,1143,tt1780798,tmdb_vote_count_gt_100
11618,The Haunting,1999,1132,tt0171363,tmdb_vote_count_gt_100
1096197,No Way Up,2024,1128,tt16253418,tmdb_vote_count_gt_100
371608,The Strangers: Prey at Night,2018,1127,tt1285009,tmdb_vote_count_gt_100
532408,The Boogeyman,2023,1122,tt3427252,tmdb_vote_count_gt_100
24150,Halloween II,2009,1120,tt1311067,tmdb_vote_count_gt_100
368031,Friend Request,2016,1117,tt3352390,tmdb_vote_count_gt_100
529962,The Perfection,2018,1116,tt7772580,tmdb_vote_count_gt_100
565028,Candyman,2021,1108,tt9347730,tmdb_vote_count_gt_100
709631,Cobweb,2023,1103,tt9100018,tmdb_vote_count_gt_100
9708,The Wicker Man,2006,1102,tt0450345,tmdb_vote_count_gt_100
11596,New Nightmare,1994,1096,tt0111686,tmdb_vote_count_gt_100
10131,A Nightmare on Elm Street 4: The Dream Master,1988,1095,tt0095742,tmdb_vote_count_gt_100
434555,The Possession of Hannah Grace,2018,1094,tt5734576,tmdb_vote_count_gt_100
250574,Creep,2014,1089,tt2428170,tmdb_vote_count_gt_100
10336,Spawn,1997,1086,tt0120177,tmdb_vote_count_gt_100
292280,The Bye Bye Man,2017,1086,tt4030600,tmdb_vote_count_gt_100
13186,Wrong Turn 2: Dead End,2007,1084,tt0804555,tmdb_vote_count_gt_100
667216,Infinity Pool,2023,1072,tt10365998,tmdb_vote_count_gt_100
11470,Jason X,2001,1069,tt0211443,tmdb_vote_count_gt_100
74997,The Human Centipede 2 (Full Sequence),2011,1067,tt1530509,tmdb_vote_count_gt_100
9728,Friday the 13th Part III,1982,1062,tt0083972,tmdb_vote_count_gt_100
9877,Urban Legend,1998,1062,tt0146336,tmdb_vote_count_gt_100
1228246,Five Nights at Freddy's 2,2025,1062,tt30274401,tmdb_vote_count_gt_100
548473,Color Out of Space,2019,1057,tt5073642,tmdb_vote_count_gt_100
13812,Quarantine,2008,1055,tt1082868,tmdb_vote_count_gt_100
10676,Halloween III: Season of the Witch,1982,1054,tt0085636,tmdb_vote_count_gt_100
1064028,Subservience,2024,1052,tt24871974,tmdb_vote_count_gt_100
470229,Summer of 84,2018,1051,tt5774450,tmdb_vote_count_gt_100
555974,Brahms: The Boy II,2020,1045,tt9173418,tmdb_vote_count_gt_100
300665,Leatherface,2017,1044,tt2620590,tmdb_vote_count_gt_100
411143,Tau,2018,1044,tt4357394,tmdb_vote_count_gt_100
207768,I Spit on Your Grave 2,2013,1043,tt2537176,tmdb_vote_count_gt_100
11547,Cabin Fever,2003,1041,tt0303816,tmdb_vote_count_gt_100
524251,I See You,2019,1041,tt6079516,tmdb_vote_count_gt_100
10166,The Witches,1990,1037,tt0100944,tmdb_vote_count_gt_100
760104,X,2022,1035,tt13560574,tmdb_vote_count_gt_100
45657,The Ward,2010,1030,tt1369706,tmdb_vote_count_gt_100
11284,Freddy's Dead: The Final Nightmare,1991,1029,tt0101917,tmdb_vote_count_gt_100
16307,The Wicker Man,1973,1026,tt0070917,tmdb_vote_count_gt_100
11454,Manhunter,1986,1025,tt0091474,tmdb_vote_count_gt_100
1063877,Don't Move,2024,1021,tt24807110,tmdb_vote_count_gt_100
429417,Ghost Stories,2018,1019,tt5516328,tmdb_vote_count_gt_100
17692,Jaws 3-D,1983,1015,tt0085750,tmdb_vote_count_gt_100
3036,Mary Shelley's Frankenstein,1994,1014,tt0109836,tmdb_vote_count_gt_100
9730,Friday the 13th: The Final Chapter,1984,1013,tt0087298,tmdb_vote_count_gt_100
710295,Wolf Man,2025,1012,tt4216984,tmdb_vote_count_gt_100
11442,Halloween: Resurrection,2002,1000,tt0220506,tmdb_vote_count_gt_100
9945,Vampires,1998,989,tt0120877,tmdb_vote_count_gt_100
11601,Stir of Echoes,1999,985,tt0164181,tmdb_vote_count_gt_100
378018,The Void,2016,984,tt4255304,tmdb_vote_count_gt_100
465086,The Grudge,2020,975,tt3612126,tmdb_vote_count_gt_100
10160,A Nightmare on Elm Street: The Dream Child,1989,972,tt0097981,tmdb_vote_count_gt_100
86597,The Tall Man,2012,971,tt1658837,tmdb_vote_count_gt_100
229,Bride of Frankenstein,1935,970,tt0026138,tmdb_vote_count_gt_100
1029281,Strange Darling,2024,967,tt22375054,tmdb_vote_count_gt_100
8408,Day of the Dead,1985,965,tt0088993,tmdb_vote_count_gt_100
393345,Cult of Chucky,2017,959,tt3280262,tmdb_vote_count_gt_100
632727,Texas Chainsaw Massacre,2022,958,tt11755740,tmdb_vote_count_gt_100
2046,The Gift,2000,955,tt0219699,tmdb_vote_count_gt_100
474764,The Lodge,2020,942,tt7347846,tmdb_vote_count_gt_100
18781,The Haunting in Connecticut,2009,941,tt0492044,tmdb_vote_count_gt_100
14435,My Bloody Valentine,2009,940,tt1179891,tmdb_vote_count_gt_100
297608,The Taking of Deborah Logan,2014,936,tt3387648,tmdb_vote_count_gt_100
71670,Hostel: Part III,2011,928,tt1255916,tmdb_vote_count_gt_100
11361,Halloween 5: The Revenge of Michael Myers,1989,927,tt0097474,tmdb_vote_count_gt_100
168098,Cell,2016,924,tt0775440,tmdb_vote_count_gt_100
155084,13 Sins,2014,917,tt2059171,tmdb_vote_count_gt_100
9538,Scanners,1981,915,tt0081455,tmdb_vote_count_gt_100
2637,The Mothman Prophecies,2002,912,tt0265349,tmdb_vote_count_gt_100
1051896,Arcadian,2024,912,tt22939186,tmdb_vote_count_gt_100
9885,Wolf Creek,2005,908,tt0416315,tmdb_vote_count_gt_100
11152,The Ruins,2008,908,tt0963794,tmdb_vote_count_gt_100
288158,The Woman in Black 2: Angel of Death,2014,908,tt2339741,tmdb_vote_count_gt_100
83,Open Water,2004,905,tt0374102,tmdb_vote_count_gt_100
203835,Amityville: The Awakening,2017,905,tt1935897,tmdb_vote_count_gt_100
23823,Wrong Turn 3: Left for Dead,2009,904,tt1261978,tmdb_vote_count_gt_100
760161,Orphan: First Kill,2022,902,tt11851548,tmdb_vote_count_gt_100
10225,Friday the 13th Part VI: Jason Lives,1986,899,tt0091080,tmdb_vote_count_gt_100
46261,Don't Be Afraid of the Dark,2010,899,tt1270761,tmdb_vote_count_gt_100
316154,The Bad Batch,2017,895,tt4334266,tmdb_vote_count_gt_100
36419,After.Life,2009,892,tt0838247,tmdb_vote_count_gt_100
10016,Ghosts of Mars,2001,890,tt0228333,tmdb_vote_count_gt_100
10053,When a Stranger Calls,2006,886,tt0455857,tmdb_vote_count_gt_100
10307,Stigmata,1999,877,tt0145531,tmdb_vote_count_gt_100
9731,Friday the 13th: A New Beginning,1985,876,tt0089173,tmdb_vote_count_gt_100
1072342,Night Swim,2024,873,tt9682428,tmdb_vote_count_gt_100
34480,The Descent: Part 2,2009,872,tt1073105,tmdb_vote_count_gt_100
806,The Omen,2006,871,tt0466909,tmdb_vote_count_gt_100
1730,Inland Empire,2006,865,tt0460829,tmdb_vote_count_gt_100
9030,The Eye,2008,861,tt0406759,tmdb_vote_count_gt_100
517116,Haunt,2019,858,tt6535880,tmdb_vote_count_gt_100
71672,Wrong Turn 4: Bloody Beginnings,2011,857,tt1865567,tmdb_vote_count_gt_100
282813,The Pyramid,2014,857,tt2799166,tmdb_vote_count_gt_100
10185,The Midnight Meat Train,2008,856,tt0805570,tmdb_vote_count_gt_100
9954,The Covenant,2006,854,tt0475944,tmdb_vote_count_gt_100
1975,The Grudge 2,2006,851,tt0433386,tmdb_vote_count_gt_100
4961,Mimic,1997,848,tt0119675,tmdb_vote_count_gt_100
532671,The Prodigy,2019,847,tt4504044,tmdb_vote_count_gt_100
10787,The Invisible Man,1933,845,tt0024184,tmdb_vote_count_gt_100
9064,Hellbound: Hellraiser II,1988,843,tt0095294,tmdb_vote_count_gt_100
787752,Fresh,2022,843,tt13403046,tmdb_vote_count_gt_100
431075,Polaroid,2019,842,tt5598292,tmdb_vote_count_gt_100
492611,The Turning,2020,842,tt7510346,tmdb_vote_count_gt_100
299245,The Gallows,2015,841,tt2309260,tmdb_vote_count_gt_100
10987,Halloween: The Curse of Michael Myers,1995,840,tt0113253,tmdb_vote_count_gt_100
11979,Queen of the Damned,2002,840,tt0238546,tmdb_vote_count_gt_100
1216191,Oddity,2024,840,tt26470109,tmdb_vote_count_gt_100
38358,The Last Exorcism,2010,839,tt1320244,tmdb_vote_count_gt_100
575774,His House,2020,839,tt8508734,tmdb_vote_count_gt_100
430231,The Endless,2017,838,tt3986820,tmdb_vote_count_gt_100
9009,Dark Water,2005,835,tt0382628,tmdb_vote_count_gt_100
134597,The Collection,2012,833,tt1748227,tmdb_vote_count_gt_100
159117,V/H/S/2,2013,831,tt2450186,tmdb_vote_count_gt_100
11252,Psycho,1998,828,tt0155975,tmdb_vote_count_gt_100
10242,What Ever Happened to Baby Jane?,1962,827,tt0056687,tmdb_vote_count_gt_100
50357,Apollo 18,2011,823,tt1772240,tmdb_vote_count_gt_100
1083433,I Know What You Did Last Summer,2025,821,tt4045450,tmdb_vote_count_gt_100
580,Jaws: The Revenge,1987,817,tt0093300,tmdb_vote_count_gt_100
708336,Return of the Tooth Fairy,2020,813,tt11082246,tmdb_vote_count_gt_100
11549,Invasion of the Body Snatchers,1956,809,tt0049366,tmdb_vote_count_gt_100
630586,Wrong Turn,2021,804,tt9110170,tmdb_vote_count_gt_100
1010600,The Strangers: Chapter 1,2024,804,tt22050754,tmdb_vote_count_gt_100
11850,Invasion of the Body Snatchers,1978,800,tt0077745,tmdb_vote_count_gt_100
49950,The Roommate,2011,800,tt1265990,tmdb_vote_count_gt_100
10823,Children of the Corn,1984,796,tt0087050,tmdb_vote_count_gt_100
10283,Friday the 13th Part VIII: Jason Takes Manhattan,1989,793,tt0097388,tmdb_vote_count_gt_100
9272,The Good Son,1993,789,tt0107034,tmdb_vote_count_gt_100
10281,Friday the 13th Part VII: The New Blood,1988,788,tt0095179,tmdb_vote_count_gt_100
931,Don't Look Now,1973,784,tt0069995,tmdb_vote_count_gt_100
48572,Red State,2011,784,tt0873886,tmdb_vote_count_gt_100
97051,Would You Rather,2012,784,tt1999995,tmdb_vote_count_gt_100
10489,Cujo,1983,782,tt0085382,tmdb_vote_count_gt_100
516329,Antlers,2021,782,tt7740510,tmdb_vote_count_gt_100
357096,I Spit on Your Grave III: Vengeance is Mine,2015,781,tt4530884,tmdb_vote_count_gt_100
11481,Repulsion,1965,780,tt0059646,tmdb_vote_count_gt_100
1140535,Presence,2025,769,tt28249919,tmdb_vote_count_gt_100
11237,Anacondas: The Hunt for the Blood Orchid,2004,765,tt0366174,tmdb_vote_count_gt_100
8398,The Hitcher,2007,761,tt0455960,tmdb_vote_count_gt_100
8852,Prince of Darkness,1987,758,tt0093777,tmdb_vote_count_gt_100
103620,Maniac,2012,757,tt2103217,tmdb_vote_count_gt_100
134366,Grave Encounters 2,2012,753,tt2231554,tmdb_vote_count_gt_100
125509,Wrong Turn 5: Bloodlines,2012,750,tt2375779,tmdb_vote_count_gt_100
631060,Things Heard & Seen,2021,748,tt10962368,tmdb_vote_count_gt_100
10972,Session 9,2001,745,tt0261983,tmdb_vote_count_gt_100
9042,The Cave,2005,745,tt0402901,tmdb_vote_count_gt_100
627290,Antebellum,2020,744,tt10065694,tmdb_vote_count_gt_100
10285,Jason Goes to Hell: The Final Friday,1993,743,tt0107254,tmdb_vote_count_gt_100
582913,The Room,2019,740,tt8485364,tmdb_vote_count_gt_100
21484,Possession,1981,737,tt0082933,tmdb_vote_count_gt_100
858017,I Saw the TV Glow,2024,736,tt15574270,tmdb_vote_count_gt_100
547565,The Night House,2021,730,tt9731534,tmdb_vote_count_gt_100
10395,Wolf,1994,727,tt0111742,tmdb_vote_count_gt_100
19904,The Stepfather,2009,727,tt0814335,tmdb_vote_count_gt_100
364116,The Other Side of the Door,2016,720,tt3702652,tmdb_vote_count_gt_100
672582,The Deep House,2021,717,tt11686490,tmdb_vote_count_gt_100
890771,The Black Demon,2023,716,tt10279472,tmdb_vote_count_gt_100
360784,Hidden,2015,712,tt2131532,tmdb_vote_count_gt_100
748230,Salem's Lot,2024,708,tt10245072,tmdb_vote_count_gt_100
104755,The Lords of Salem,2012,707,tt1731697,tmdb_vote_count_gt_100
1125311,Imaginary,2024,705,tt26658104,tmdb_vote_count_gt_100
11449,The Amityville Horror,1979,704,tt0078767,tmdb_vote_count_gt_100
11377,House on Haunted Hill,1999,699,tt0185371,tmdb_vote_count_gt_100
573,Frenzy,1972,695,tt0068611,tmdb_vote_count_gt_100
12262,The Hills Have Eyes,1977,693,tt0077681,tmdb_vote_count_gt_100
55341,Jeepers Creepers 3,2017,692,tt1139592,tmdb_vote_count_gt_100
252171,A Girl Walks Home Alone at Night,2014,690,tt2326554,tmdb_vote_count_gt_100
203834,Jessabelle,2014,688,tt2300975,tmdb_vote_count_gt_100
9542,The Hitcher,1986,686,tt0091209,tmdb_vote_count_gt_100
19185,Night of the Living Dead,1990,686,tt0100258,tmdb_vote_count_gt_100
11804,White Noise,2005,684,tt0375210,tmdb_vote_count_gt_100
41215,Black Death,2010,684,tt1181791,tmdb_vote_count_gt_100
526051,Look Away,2018,684,tt5834760,tmdb_vote_count_gt_100
28260,Return of the Living Dead III,1993,683,tt0107953,tmdb_vote_count_gt_100
9796,Turistas,2006,683,tt0454970,tmdb_vote_count_gt_100
467,The Hole,2001,682,tt0242527,tmdb_vote_count_gt_100
505423,Wounds,2019,682,tt5913798,tmdb_vote_count_gt_100
11033,Dressed to Kill,1980,680,tt0080661,tmdb_vote_count_gt_100
76487,The Devil Inside,2012,678,tt1560985,tmdb_vote_count_gt_100
9966,The Messengers,2007,677,tt0425430,tmdb_vote_count_gt_100
429476,Hell Fest,2018,677,tt1999890,tmdb_vote_count_gt_100
587496,The Rental,2020,677,tt10003008,tmdb_vote_count_gt_100
11880,Dog Soldiers,2002,675,tt0280609,tmdb_vote_count_gt_100
1683,The Reaping,2007,673,tt0444682,tmdb_vote_count_gt_100
9599,The Blob,1988,672,tt0094761,tmdb_vote_count_gt_100
13474,P2,2007,671,tt0804516,tmdb_vote_count_gt_100
9871,Ginger Snaps,2000,668,tt0210070,tmdb_vote_count_gt_100
9540,Dead Ringers,1988,666,tt0094964,tmdb_vote_count_gt_100
190847,The Last Days on Mars,2013,664,tt1709143,tmdb_vote_count_gt_100
259072,Wrong Turn 6: Last Resort,2014,664,tt3612032,tmdb_vote_count_gt_100
284564,31,2016,662,tt3835080,tmdb_vote_count_gt_100
12122,Village of the Damned,1995,661,tt0114852,tmdb_vote_count_gt_100
1422096,Good Boy,2025,661,tt35521922,tmdb_vote_count_gt_100
290637,Pay the Ghost,2015,658,tt3733778,tmdb_vote_count_gt_100
675327,Shadow in the Cloud,2020,652,tt9691136,tmdb_vote_count_gt_100
11531,Book of Shadows: Blair Witch 2,2000,650,tt0229260,tmdb_vote_count_gt_100
157544,The Vatican Tapes,2015,648,tt1524575,tmdb_vote_count_gt_100
6933,One Missed Call,2008,646,tt0479968,tmdb_vote_count_gt_100
420245,Don't Knock Twice,2017,643,tt3622110,tmdb_vote_count_gt_100
52015,Stake Land,2010,641,tt1464580,tmdb_vote_count_gt_100
1285965,Dangerous Animals,2025,640,tt32299316,tmdb_vote_count_gt_100
118957,Bait,2012,639,tt1438173,tmdb_vote_count_gt_100
13025,Diary of the Dead,2008,637,tt0848557,tmdb_vote_count_gt_100
836225,The Exorcism of God,2022,637,tt10362566,tmdb_vote_count_gt_100
814889,Never Let Go,2024,634,tt14415204,tmdb_vote_count_gt_100
29161,Phenomena,1985,631,tt0087909,tmdb_vote_count_gt_100
8968,Boogeyman,2005,624,tt0357507,tmdb_vote_count_gt_100
11026,Exorcist: The Beginning,2004,621,tt0204313,tmdb_vote_count_gt_100
15849,The Mummy,1932,620,tt0023245,tmdb_vote_count_gt_100
396493,Creep 2,2017,615,tt3654796,tmdb_vote_count_gt_100
590995,The Craft: Legacy,2020,615,tt4685762,tmdb_vote_count_gt_100
420634,Terrifier,2016,612,tt4281724,tmdb_vote_count_gt_100
13465,The Adventures of Ichabod and Mr. Toad,1949,610,tt0041094,tmdb_vote_count_gt_100
41505,6 Souls,2010,610,tt1179069,tmdb_vote_count_gt_100
827931,Time Cut,2024,610,tt14857528,tmdb_vote_count_gt_100
11167,Peeping Tom,1960,606,tt0054167,tmdb_vote_count_gt_100
10069,Stay Alive,2006,606,tt0441796,tmdb_vote_count_gt_100
123105,The Bay,2012,606,tt1713476,tmdb_vote_count_gt_100
449664,Escape Room,2017,606,tt5159414,tmdb_vote_count_gt_100
94365,The Human Centipede 3 (Final Sequence),2015,605,tt1883367,tmdb_vote_count_gt_100
46420,The Loved Ones,2009,604,tt1316536,tmdb_vote_count_gt_100
74725,Kill List,2011,604,tt1788391,tmdb_vote_count_gt_100
13666,The Wolf Man,1941,599,tt0034398,tmdb_vote_count_gt_100
723072,Host,2020,599,tt12749596,tmdb_vote_count_gt_100
791,The Fog,2005,598,tt0432291,tmdb_vote_count_gt_100
215830,Open Grave,2013,598,tt2071550,tmdb_vote_count_gt_100
25508,Cat People,1942,591,tt0034587,tmdb_vote_count_gt_100
669671,Night Teeth,2021,589,tt10763820,tmdb_vote_count_gt_100
11298,The Howling,1981,588,tt0082533,tmdb_vote_count_gt_100
9592,Open Water 2: Adrift,2006,588,tt0470055,tmdb_vote_count_gt_100
329010,Emelie,2016,588,tt4503598,tmdb_vote_count_gt_100
421792,Down a Dark Hall,2018,585,tt2372251,tmdb_vote_count_gt_100
8555,Creep,2004,584,tt0381966,tmdb_vote_count_gt_100
193612,The Quiet Ones,2014,584,tt2235779,tmdb_vote_count_gt_100
760741,Beast,2022,584,tt13223398,tmdb_vote_count_gt_100
10493,Dead Calm,1989,583,tt0097162,tmdb_vote_count_gt_100
10885,Shutter,2008,583,tt0482599,tmdb_vote_count_gt_100
1083968,Locked,2025,582,tt26671996,tmdb_vote_count_gt_100
8617,Prom Night,2008,581,tt0926129,tmdb_vote_count_gt_100
435615,Possessor Uncut,2020,580,tt5918982,tmdb_vote_count_gt_100
713364,Clown in a Cornfield,2025,580,tt23060698,tmdb_vote_count_gt_100
10163,The Lawnmower Man,1992,578,tt0104692,tmdb_vote_count_gt_100
10973,Creature from the Black Lagoon,1954,576,tt0046876,tmdb_vote_count_gt_100
1001414,Fear Street: Prom Queen,2025,575,tt31433402,tmdb_vote_count_gt_100
25983,The House of the Devil,2009,573,tt1172994,tmdb_vote_count_gt_100
353979,Pet,2016,571,tt1183374,tmdb_vote_count_gt_100
1087822,Hellboy: The Crooked Man,2024,571,tt26757462,tmdb_vote_count_gt_100
15301,Twilight Zone: The Movie,1983,569,tt0086491,tmdb_vote_count_gt_100
9980,Maximum Overdrive,1986,568,tt0091499,tmdb_vote_count_gt_100
11569,Hellraiser III: Hell on Earth,1992,567,tt0104409,tmdb_vote_count_gt_100
13220,Splinter,2008,567,tt1031280,tmdb_vote_count_gt_100
15356,The Girl Next Door,2007,566,tt0830558,tmdb_vote_count_gt_100
539181,Relic,2020,566,tt9072352,tmdb_vote_count_gt_100
930600,The Deliverance,2024,565,tt4196566,tmdb_vote_count_gt_100
241855,Spring,2014,563,tt3395184,tmdb_vote_count_gt_100
16938,Black Christmas,1974,560,tt0071222,tmdb_vote_count_gt_100
338676,Extinction,2015,560,tt3467412,tmdb_vote_count_gt_100
1214509,In a Violent Nature,2024,560,tt30321146,tmdb_vote_count_gt_100
11879,Near Dark,1987,557,tt0093605,tmdb_vote_count_gt_100
869291,Cuckoo,2024,557,tt12349832,tmdb_vote_count_gt_100
484437,The Hole in the Ground,2019,553,tt6198946,tmdb_vote_count_gt_100
354216,The Devil's Candy,2017,549,tt4935372,tmdb_vote_count_gt_100
467632,Bad Samaritan,2018,549,tt3203528,tmdb_vote_count_gt_100
539649,The Lie,2018,548,tt7945440,tmdb_vote_count_gt_100
363126,Berlin Syndrome,2017,546,tt3335606,tmdb_vote_count_gt_100
28942,The Brood,1979,544,tt0078908,tmdb_vote_count_gt_100
257345,The Darkness,2016,543,tt1878841,tmdb_vote_count_gt_100
11495,Firestarter,1984,542,tt0087262,tmdb_vote_count_gt_100
9457,Deep Rising,1998,542,tt0118956,tmdb_vote_count_gt_100
11587,The Exorcist III,1990,541,tt0099528,tmdb_vote_count_gt_100
845783,Baghead,2023,541,tt14030816,tmdb_vote_count_gt_100
11586,Exorcist II: The Heretic,1977,540,tt0076009,tmdb_vote_count_gt_100
369300,The Limehouse Golem,2016,540,tt4733640,tmdb_vote_count_gt_100
9022,All the Boys Love Mandy Lane,2006,538,tt0490076,tmdb_vote_count_gt_100
10216,Species II,1998,537,tt0120841,tmdb_vote_count_gt_100
549294,Synchronic,2020,537,tt9016974,tmdb_vote_count_gt_100
58428,The Innkeepers,2011,536,tt1594562,tmdb_vote_count_gt_100
38541,The Divide,2012,533,tt1535616,tmdb_vote_count_gt_100
10577,Dracula 2000,2000,532,tt0219653,tmdb_vote_count_gt_100
1087388,Sting,2024,532,tt20112746,tmdb_vote_count_gt_100
10766,Damien: Omen II,1978,531,tt0077394,tmdb_vote_count_gt_100
10375,D-Tox,2002,530,tt0160184,tmdb_vote_count_gt_100
312831,The Hallow,2015,530,tt2474976,tmdb_vote_count_gt_100
514593,You Should Have Left,2020,529,tt8201852,tmdb_vote_count_gt_100
10007,See No Evil,2006,528,tt0437179,tmdb_vote_count_gt_100
485415,Day of the Dead: Bloodline,2017,528,tt3053228,tmdb_vote_count_gt_100
10692,Henry: Portrait of a Serial Killer,1986,527,tt0099763,tmdb_vote_count_gt_100
13022,Rogue,2007,526,tt0479528,tmdb_vote_count_gt_100
1062215,Afraid,2024,522,tt24577462,tmdb_vote_count_gt_100
11133,Poltergeist II: The Other Side,1986,520,tt0091778,tmdb_vote_count_gt_100
13122,The People Under the Stairs,1991,519,tt0105121,tmdb_vote_count_gt_100
672741,Till Death,2021,518,tt11804152,tmdb_vote_count_gt_100
354251,Southbound,2015,516,tt4935334,tmdb_vote_count_gt_100
586461,Swallow,2020,516,tt8372298,tmdb_vote_count_gt_100
9638,Phantasm,1979,514,tt0079714,tmdb_vote_count_gt_100
24056,The Tournament,2009,514,tt0471041,tmdb_vote_count_gt_100
913673,Nefarious,2023,513,tt14537248,tmdb_vote_count_gt_100
11542,Altered States,1980,509,tt0080360,tmdb_vote_count_gt_100
10552,Cat's Eye,1985,508,tt0088889,tmdb_vote_count_gt_100
838484,Choose or Die,2022,508,tt11514780,tmdb_vote_count_gt_100
15516,The Last House on the Left,1972,507,tt0068833,tmdb_vote_count_gt_100
254191,Honeymoon,2014,507,tt3177316,tmdb_vote_count_gt_100
986070,The Wrath of Becky,2023,507,tt20916568,tmdb_vote_count_gt_100
970450,Werewolves,2024,505,tt15041836,tmdb_vote_count_gt_100
13567,Sleepaway Camp,1983,504,tt0086320,tmdb_vote_count_gt_100
334536,The Blackcoat's Daughter,2017,503,tt3286052,tmdb_vote_count_gt_100
267806,V/H/S: Viral,2014,500,tt3704538,tmdb_vote_count_gt_100
23963,Pontypool,2009,498,tt1226681,tmdb_vote_count_gt_100
123109,No One Lives,2013,496,tt1763264,tmdb_vote_count_gt_100
407559,I Am the Pretty Thing That Lives in the House,2016,496,tt5059406,tmdb_vote_count_gt_100
1977,The Grudge 3,2009,495,tt1053859,tmdb_vote_count_gt_100
63197,Megan Is Missing,2011,495,tt1087461,tmdb_vote_count_gt_100
436274,Radius,2017,495,tt6097798,tmdb_vote_count_gt_100
339547,Jeruzalem,2016,494,tt4552524,tmdb_vote_count_gt_100
27429,Shivers,1975,493,tt0073705,tmdb_vote_count_gt_100
516632,The Empty Man,2020,493,tt5867314,tmdb_vote_count_gt_100
10576,Psycho II,1983,492,tt0086154,tmdb_vote_count_gt_100
228973,Backcountry,2014,492,tt2944198,tmdb_vote_count_gt_100
10344,The Fly II,1989,491,tt0097368,tmdb_vote_count_gt_100
12142,Alone in the Dark,2005,488,tt0369226,tmdb_vote_count_gt_100
384798,Kill Command,2016,488,tt2667380,tmdb_vote_count_gt_100
57876,Area 51,2015,487,tt1519461,tmdb_vote_count_gt_100
9423,Virus,1999,486,tt0120458,tmdb_vote_count_gt_100
89691,ATM,2012,486,tt1603257,tmdb_vote_count_gt_100
10093,The Return,2006,485,tt0433442,tmdb_vote_count_gt_100
199534,Wolf Creek 2,2013,485,tt2004432,tmdb_vote_count_gt_100
1079485,Winnie-the-Pooh: Blood and Honey 2,2024,485,tt23330554,tmdb_vote_count_gt_100
87436,The ABCs of Death,2013,483,tt1935896,tmdb_vote_count_gt_100
340103,The Monster,2016,482,tt3976144,tmdb_vote_count_gt_100
26688,Sorority Row,2009,480,tt1232783,tmdb_vote_count_gt_100
819876,Crimes of the Future,2022,480,tt14549466,tmdb_vote_count_gt_100
428399,Cold Skin,2017,479,tt1034385,tmdb_vote_count_gt_100
763149,Aftermath,2021,479,tt10691162,tmdb_vote_count_gt_100
296271,The Devil Conspiracy,2023,479,tt9663168,tmdb_vote_count_gt_100
11772,The Haunting,1963,478,tt0057129,tmdb_vote_count_gt_100
864873,Hypnotic,2021,478,tt12383460,tmdb_vote_count_gt_100
241258,Incarnate,2016,477,tt3216348,tmdb_vote_count_gt_100
571384,Come Play,2020,477,tt8004664,tmdb_vote_count_gt_100
512025,There's Someone Inside Your House,2021,476,tt8150814,tmdb_vote_count_gt_100
10280,Thinner,1996,475,tt0117894,tmdb_vote_count_gt_100
509635,Alone,2020,474,tt7711170,tmdb_vote_count_gt_100
166271,Haunter,2013,473,tt2345567,tmdb_vote_count_gt_100
10727,Darkness Falls,2003,471,tt0282209,tmdb_vote_count_gt_100
16780,The Return of the Texas Chainsaw Massacre,1995,470,tt0110978,tmdb_vote_count_gt_100
575776,Saint Maud,2020,470,tt7557108,tmdb_vote_count_gt_100
8851,The Blob,1958,468,tt0051418,tmdb_vote_count_gt_100
82657,Flight 7500,2014,461,tt1975159,tmdb_vote_count_gt_100
931349,Ash,2025,461,tt17489650,tmdb_vote_count_gt_100
49787,The Reef,2010,460,tt1320291,tmdb_vote_count_gt_100
10873,Shadow of the Vampire,2000,459,tt0189998,tmdb_vote_count_gt_100
43552,Vanishing on 7th Street,2010,459,tt1452628,tmdb_vote_count_gt_100
740925,No One Gets Out Alive,2021,459,tt13056008,tmdb_vote_count_gt_100
210947,Afflicted,2014,458,tt2309961,tmdb_vote_count_gt_100
605804,The Wretched,2020,458,tt8305806,tmdb_vote_count_gt_100
1029235,Azrael,2024,458,tt22173666,tmdb_vote_count_gt_100
159128,We Are What We Are,2013,457,tt2309021,tmdb_vote_count_gt_100
11348,Fragile,2005,456,tt0422272,tmdb_vote_count_gt_100
13550,The Changeling,1980,455,tt0080516,tmdb_vote_count_gt_100
