id,title,year,imdb_id,tmdb_genres,imdb_titleType,flag_tmdb_tv_movie,flag_imdb_tv_type,reason
57203,Mega Snake,2007,tt0914813,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
57529,Ghost Voyage,2008,tt1144579,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
57789,"Double, Double, Toil and Trouble",1993,tt0106763,"Family, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
57948,High Desert Kill,1989,tt0097504,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
58752,Don't Look Down,1998,tt0172345,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
58783,Alien Express,,tt0450258,,tvMovie,0,1,tv_horror_tmdb_or_imdb
58788,Attack of the Sabretooth,2005,tt0443334,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
58791,Bone Eater,2007,tt0796306,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
58798,Chiller,1985,tt0088912,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
58813,Deathlands,2003,tt0312603,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
58816,Deep Shock,2003,tt0310991,"Action, Adventure, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
58977,Bela Lugosi: The Fallen Vampire,,tt1161456,,tvMovie,0,1,tv_horror_tmdb_or_imdb
59127,Eye of the Beast,2007,tt0867286,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
59389,Home,2003,tt0396641,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
60671,Savage Planet,2007,tt0790746,"Action, Adventure, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
60950,Scream of the Banshee,2011,tt1548628,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
61692,The Last Vampyre,,tt0104688,,tvEpisode,0,1,tv_horror_tmdb_or_imdb
61964,Stepfather 3,1992,tt0105470,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
62433,Spectre,1977,tt0076745,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
63088,The Eye Creatures,1965,tt0059161,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
63517,The Turn of the Screw,2009,tt1577883,"Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
63706,Mandrake,2010,tt1523367,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
63749,Swamp Shark,2011,tt1684927,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
64086,Deadly Game,,tt0101685,,tvMovie,0,1,tv_horror_tmdb_or_imdb
64248,Child of Glass,,tt0077325,,tvEpisode,0,1,tv_horror_tmdb_or_imdb
64806,Something Beneath,2007,tt0896040,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
65823,Slayer,2006,tt0760186,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
66475,Mr. Stitch,,tt0113864,,tvMovie,0,1,tv_horror_tmdb_or_imdb
67055,Black Rain,2009,tt1332033,"Action, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
67302,Ants,1977,tt0076214,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
67744,The Spell,1977,tt0076747,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
68133,The Norliss Tapes,1973,tt0070458,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
68418,The Screwfly Solution,2006,tt0833098,"Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
68572,Possessed,2000,tt0195165,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
69075,Snakeman,2005,tt0454953,"Adventure, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
69266,Special Bulletin,,tt0086350,,tvMovie,0,1,tv_horror_tmdb_or_imdb
70024,Bats: Human Harvest,2007,tt0482163,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
70046,Grave Secrets: The Legacy of Hilltop Drive,1992,tt0104365,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
70177,Secrets of the Summer House,2008,tt1277733,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
70740,Goblin,2010,tt1512310,"Fantasy, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
70772,Don't Look Under the Bed,1999,tt0208101,"Family, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
71147,The Triangle,,tt0271237,,tvMovie,0,1,tv_horror_tmdb_or_imdb
71377,Midnight Offerings,1981,tt0082745,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
71479,Werewolves: The Dark Survivors,,tt1525474,,tvMovie,0,1,tv_horror_tmdb_or_imdb
71511,Medium Raw,2010,tt0886515,"Fantasy, Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
71550,The Sight,2000,tt0262001,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
71556,S.S. Doomtrooper,2006,tt0795457,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
71628,Roadkill,2011,tt1637713,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
71944,How Awful About Allan,,tt0065858,,tvMovie,0,1,tv_horror_tmdb_or_imdb
72111,The Ghost of Flight 401,,tt0077610,,tvMovie,0,1,tv_horror_tmdb_or_imdb
72270,Cry Baby Lane,2000,tt0221097,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
72859,Ghost Town,2009,tt1421035,"Horror, Science Fiction, Western",tvMovie,0,1,tv_horror_tmdb_or_imdb
72869,Spirit,2001,tt0292698,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
72909,Předtucha,2005,tt0385961,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
73336,Buried Alive II,1997,tt0118800,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
74328,Ice Road Terror,2011,tt1657285,"Action, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
74539,Killer Mountain,,tt1728638,,tvMovie,0,1,tv_horror_tmdb_or_imdb
74837,In the Year 2889,1969,tt0060536,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
75191,Morlocks,2011,tt2014296,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
75305,Derren Brown: Séance,,tt0413946,,tvSpecial,0,1,tv_horror_tmdb_or_imdb
75735,Zombie Apocalypse,2011,tt1876547,"Action, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
76159,Killer Bash,2005,tt0431193,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
76168,The Demon Murder Case,1983,tt0085422,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
76656,Bugs,2003,tt0350663,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
78239,Full Eclipse,1993,tt0106980,"Action, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
78509,Rage of the Yeti,2011,tt2082408,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
78555,Possessing Piper Rose,,tt2007430,,tvMovie,0,1,tv_horror_tmdb_or_imdb
79190,Jabberwock Dragon Siege,,tt1734203,,tvMovie,0,1,tv_horror_tmdb_or_imdb
80385,The Hunchback of Notre Dame,,tt0084100,,tvMovie,0,1,tv_horror_tmdb_or_imdb
80577,Terror Out of the Sky,1978,tt0080007,"Drama, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
80657,The Perfect Bride,1991,tt0102652,"Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
81009,Invitation to Hell,1984,tt0087480,"Horror, Mystery, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
81384,Shadow Zone: The Undead Express,1996,tt0117613,"Drama, Fantasy, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
83101,Ghouls,2008,tt1069228,"Fantasy, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
83188,Camel Spiders,2011,tt1618372,"Fantasy, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
83579,The Hound of the Baskervilles,1983,tt0085692,"Crime, Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
83822,The Tower,1985,tt0764666,"Crime, Horror, Mystery, Science Fiction, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
83842,Curse of the Black Widow,1977,tt0075900,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
83938,Scream: The Inside Story,,tt1785550,,tvMovie,0,1,tv_horror_tmdb_or_imdb
84359,Not Like Us,1995,tt0114003,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
84898,Dead of Night,1977,tt0075917,"Horror, Mystery, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
84982,Deadly Lessons,1983,tt0085410,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
85190,No Place to Hide,1981,tt0082821,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
85195,Don't Go to Sleep,1982,tt0083844,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
85201,Till Death Do Us Part,1982,tt0084795,"Horror, Romance, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
85483,Something Evil,1972,tt0069298,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
86131,Child of Rage,1992,tt0103955,"Drama, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
86571,Curse of Bigfoot,1978,tt0074365,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
86598,The UFO Incident,,tt0073834,,tvMovie,0,1,tv_horror_tmdb_or_imdb
86793,Trapped,1989,tt0098507,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
86889,Dracula,1974,tt0070003,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
86973,Disappearance,2002,tt0311018,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
87846,The Haunting of Lisa,1996,tt0113272,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
87895,Satan’s Triangle,1979,tt0073662,"Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
88357,Shock Chamber,1985,tt0350119,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
88424,Sexual Witchcraft,,tt1777591,,tvMovie,0,1,tv_horror_tmdb_or_imdb
89337,Blood Ties,1991,tt0101477,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
90391,When Michael Calls,1972,tt0067977,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
90831,Locusts,2005,tt0452640,"Action, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
90840,Manticore,2005,tt0417943,"Action, Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
91408,Nails,,tt0104966,,tvMovie,0,1,tv_horror_tmdb_or_imdb
91923,Hybrid,2007,tt0874917,"Fantasy, Horror, Mystery, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
92764,They Come Back,2007,tt0932557,"Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
93630,Curse of the Swamp Creature,1968,tt0060270,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
93886,The Strange and Deadly Occurrence,1974,tt0072217,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
93957,Twists of Terror,1997,tt0117382,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
94540,Black Forest,2012,tt1776088,"Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
95547,Triassic Attack,2010,tt1733732,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
95609,Raptor Island,2004,tt0401742,"Action, Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
96235,Vampire Bats,2005,tt0473105,"Action, Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
96367,WitchSlayer Gretl,2012,tt1684936,"Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
97298,It's Alive!,1969,tt0063145,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
97306,Creature of Destruction,1967,tt0061529,"Horror, Science Fiction, TV Movie",movie,1,0,tv_horror_tmdb_or_imdb
97589,Red Clover,2012,tt1876454,"Fantasy, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
97593,Shark Kill,,tt0075205,,tvMovie,0,1,tv_horror_tmdb_or_imdb
98084,Legion of Fire: Killer Ants,1998,tt0122603,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
98197,Renfield the Undead,2011,tt1325026,Horror,tvEpisode,0,1,tv_horror_tmdb_or_imdb
98219,Crawlspace,1972,tt0066954,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
98599,The Crying Child,,tt0115989,,tvMovie,0,1,tv_horror_tmdb_or_imdb
98903,The Devil's Daughter,1973,tt0068481,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
100192,Destination: Infestation,2007,tt0961208,"Action, Drama, Horror, Science Fiction, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
100314,Nightmare,2007,tt0993775,"Horror, Mystery",tvMovie,0,1,tv_horror_tmdb_or_imdb
100669,Shark Swarm,2008,tt1078927,"Action, Drama, Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
100788,A Cold Night's Death,1973,tt0068390,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
101060,The House That Would Not Die,1970,tt0065855,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
101320,The Spiral Staircase,,tt0203941,,tvMovie,0,1,tv_horror_tmdb_or_imdb
101592,"Child of Darkness, Child of Light",,tt0101576,,tvMovie,0,1,tv_horror_tmdb_or_imdb
102794,Atomic Dog,1998,tt0147857,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
104150,The Lottery,,tt0116924,,tvMovie,0,1,tv_horror_tmdb_or_imdb
104709,Ghoul,,tt1877647,,tvMovie,0,1,tv_horror_tmdb_or_imdb
104811,id 104811,,tt1945094,,tvMovie,0,1,tv_horror_tmdb_or_imdb
104846,The Fear of God: 25 Years of The Exorcist,,tt0237235,,tvMovie,0,1,tv_horror_tmdb_or_imdb
105022,The Phantom of Hollywood,1974,tt0071993,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
105772,Alien Lockdown,2004,tt0395443,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
105827,Dario Argento: An Eye for Horror,,tt0297847,,tvMovie,0,1,tv_horror_tmdb_or_imdb
106990,The Possessed,1977,tt0076563,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
108576,The Prince of Terror,1988,tt0237610,Horror,tvEpisode,0,1,tv_horror_tmdb_or_imdb
108788,Out of Mind: The Stories of H.P. Lovecraft,1998,tt0213968,"Fantasy, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
109120,This House Possessed,1981,tt0083192,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
109157,A Warning to the Curious,1972,tt0217142,"Drama, Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
109174,Silent Predators,1999,tt0203139,"Action, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
110152,See China and Die,1981,tt0165464,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
110994,The Tower,1993,tt0108371,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
111816,Bay Coven,1987,tt0092623,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
111835,Night Visions,,tt0100253,,tvMovie,0,1,tv_horror_tmdb_or_imdb
112703,The Stepford Children,1987,tt0094036,"Horror, Mystery, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
114010,Somebody Help Me 2,2010,tt1760998,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
114164,Savage County,2010,tt1535080,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
114440,Doctor Franken,1980,tt0080639,"Drama, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
115241,Stevie,2008,tt1303233,"Drama, Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
115666,Nightmare on the 13th Floor,1990,tt0100262,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
116463,Arachnoquake,2012,tt2151543,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
117258,Look What's Happened to Rosemary's Baby,1976,tt0074815,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
117366,The Haunting of Helen Walker,1995,tt0113271,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
117856,Bigfoot,2012,tt1876261,"Adventure, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
117904,I've Been Waiting for You,1998,tt0143296,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
118227,The Alien Within,1995,tt0114795,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
118424,The Iceman Tapes: Conversations with a Killer,1992,tt0874289,"Crime, Documentary, Horror, Thriller",tvEpisode,0,1,tv_horror_tmdb_or_imdb
120045,Attack of the Mayan Mummy,1964,tt0057862,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
120330,Fer-de-Lance,1974,tt0071494,"Adventure, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
122539,Primal Force,,tt0194543,,tvMovie,0,1,tv_horror_tmdb_or_imdb
122742,El asesino del parking,2006,tt0452275,"Horror, Mystery",tvMovie,0,1,tv_horror_tmdb_or_imdb
122982,The Secretary,1995,tt0114376,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
123075,The Bad Seed,1985,tt0088766,"Crime, Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
123324,Strays,1991,tt0102994,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
126689,The Turn of the Screw,1974,tt0072328,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
126816,I Can Make You Love Me,1993,tt0107178,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
127953,Haunts of the Very Rich,1972,tt0068682,"Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
128484,Boogeyman,2012,tt2118737,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
128655,Haunted High,2012,tt2034009,"Fantasy, Horror, Mystery, Science Fiction, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
128748,Curse of the Blair Witch,1999,tt0202493,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
128791,Monster Makers,,tt0363827,,tvMovie,0,1,tv_horror_tmdb_or_imdb
128862,The Bogus Witch Project,,tt0250990,,tvMovie,0,1,tv_horror_tmdb_or_imdb
129547,Cry for the Strangers,1982,tt0083772,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
131914,The Uninvited,1996,tt0141937,"Drama, Horror, Mystery",tvMovie,0,1,tv_horror_tmdb_or_imdb
132447,From the Dead of Night,1989,tt0097392,"Drama, Fantasy, Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
132894,Aladdin and the Death Lamp,2012,tt2415710,"Adventure, Fantasy, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
132935,Blind Witness,1989,tt0096946,"Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
133167,The Victim,1972,tt0069461,"Crime, Drama, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
133172,Revenge!,1971,tt0067673,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
133197,Sightings: Heartland Ghost,2002,tt0286680,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
133714,Within the Rock,1996,tt0118183,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
134182,The Stalls of Barchester,1971,tt0217060,"Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
134404,The Cormorant,1993,tt0106614,"Drama, Horror",tvEpisode,0,1,tv_horror_tmdb_or_imdb
134607,The Unquiet,,tt1059924,,tvMovie,0,1,tv_horror_tmdb_or_imdb
134760,The World Beyond,1978,tt0235068,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
134800,The Screaming Woman,1972,tt0067721,"Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
135309,Lake Placid: The Final Chapter,2012,tt2117905,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
135940,Terror at London Bridge,1985,tt0088852,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
135945,When Evil Calls,2006,tt0897403,Horror,tvMiniSeries,0,1,tv_horror_tmdb_or_imdb
136946,Child in the Night,,tt0099252,,tvMovie,0,1,tv_horror_tmdb_or_imdb
137533,Revenge of the Stepford Wives,1980,tt0081423,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
137540,The Stepford Husbands,1996,tt0117741,"Drama, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
137847,Not of This Earth,1995,tt0114004,"Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
138544,American Horror House,2012,tt2402539,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
138987,Coda,1987,tt0094971,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
139244,The Tale of Sweeney Todd,1998,tt0147582,"Horror, Mystery, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
139404,Hotline,1982,tt0084095,"Crime, Horror, Mystery, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
140174,Rise of the Zombies,2012,tt2236182,"Action, Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
140820,Deadly Messages,1985,tt0088998,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
141222,Brimstone and Treacle,1976,tt0074241,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
141735,The Treasure of Abbot Thomas,1974,tt0072312,"Horror, Mystery, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
142708,Apology,1986,tt0090653,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
143780,Not of This World,1991,tt0102556,"Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
144070,A View from a Hill,2005,tt0499593,"Drama, Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
144113,Number 13,2006,tt0934533,"Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
144206,Whistle and I'll Come to You,2010,tt1795050,"Horror, TV Movie",tvEpisode,1,1,tv_horror_tmdb_or_imdb
144839,Evil Stalks This House,1981,tt0233673,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
146028,Ghost Storm,2012,tt1939686,"Action, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
148993,The Devil's Child,1997,tt0123036,"Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
151188,Haunting Desires,2006,tt0407856,"Fantasy, Horror, Thriller",tvMovie,0,1,tv_horror_tmdb_or_imdb
151725,Dead of Night: A Darkness at Blaisedon,1969,tt0356507,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
152130,Playdate,,tt2375417,,tvMovie,0,1,tv_horror_tmdb_or_imdb
152907,The Cat Creature,1973,tt0069855,"Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
153072,Dream House,1998,tt0149448,"Horror, Science Fiction, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
153102,12 Days Of Terror,2004,tt0373653,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
154566,Wheels of Terror,1990,tt0100917,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
157272,Bio-Dead,,tt1337094,,tvMovie,0,1,tv_horror_tmdb_or_imdb
157910,PROBE: The Devil of Winterborne,1995,tt0180641,"Crime, Horror, Science Fiction, Thriller",tvEpisode,0,1,tv_horror_tmdb_or_imdb
159324,Calendar Girl Murders,,tt0087022,,tvMovie,0,1,tv_horror_tmdb_or_imdb
160697,Tasmanian Devils,2013,tt2180543,"Action, Adventure, Fantasy, Horror, Science Fiction, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
161119,Survival Earth,1985,tt0192649,"Action, Drama, Horror, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
161128,Blue Murder,1985,tt0207348,"Crime, Drama, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
161374,Tarantulas: The Deadly Cargo,1977,tt0076798,"Adventure, Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
162678,London After Midnight,2002,tt0339312,"Drama, Horror, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
163008,Deadly Descent,2013,tt1869362,"Fantasy, Horror",tvMovie,0,1,tv_horror_tmdb_or_imdb
168248,The Henderson Monster,,tt0080859,,tvMovie,0,1,tv_horror_tmdb_or_imdb
168802,Heebie Jeebies,2013,tt2327319,Horror,tvMovie,0,1,tv_horror_tmdb_or_imdb
169494,Scream of the Wolf,1974,tt0072128,"Horror, Thriller, TV Movie",tvMovie,1,1,tv_horror_tmdb_or_imdb
170885,Annihilator,1986,tt0090649,"Horror, Mystery, Science Fiction",tvMovie,0,1,tv_horror_tmdb_or_imdb
