id,imdb_id,title,year,tmdb_genres,imdb_genres,titleType,reason
475498,tt10280600,Halloween Monster Bash,,,Comedy,tvMovie,imdb_Comedy_not_tmdb_Comedy
475748,tt0154603,Hollyweird,1998,"Drama, Horror, Mystery","Comedy, Crime, Horror",tvMovie,imdb_Comedy_not_tmdb_Comedy
476642,tt1947996,Day of a Thousand Screams,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
477408,tt5835256,Murder Made Easy,2017,"Horror, Thriller","Comedy, Drama, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
478692,tt0814175,Knight of the Living Dead,2005,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
479188,tt0120870,Trance,2002,"Drama, Fantasy, Horror","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
480100,tt7349910,Nightmare Cinema,2018,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
480295,tt1493823,Psycho Street,2011,Horror,"Comedy, Crime, Drama",movie,imdb_Comedy_not_tmdb_Comedy
481866,tt6427854,Anna,2017,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
482201,tt3592020,Neighbours,2014,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
482503,tt0023572,Thark,1932,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
483052,tt6140354,Lady Belladonna's Night Shades,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
486772,tt5939018,I Shall Never Return,2017,"Adventure, Horror","Adventure, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
488342,tt5283288,Scarecrows,2017,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
488837,tt0575508,The Boy Who Left Home to Find Out About the Shivers,1984,"Family, Fantasy, Horror, TV Movie","Adventure, Comedy, Family",tvEpisode,imdb_Comedy_not_tmdb_Comedy
489108,tt6413038,Dracula in a Women's Prison,2017,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
489610,tt5816046,Guardians,2017,"Horror, Science Fiction","Comedy, Drama, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
494352,tt4089412,Scent,2014,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
498754,tt5270378,Go Mad and Mark,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
500319,tt0434159,Lord of the Dead,2000,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
503731,tt3598130,Zombie Boy,,,"Action, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
505054,tt4630466,Virgin Cheerleaders in Chains,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
507096,tt0290055,Scary Tales,2001,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
508384,tt1641809,Conspiracy of Blood,,,"Action, Comedy, Fantasy",video,imdb_Comedy_not_tmdb_Comedy
509412,tt5594444,Attack of the Southern Fried Zombies,2017,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
509471,tt2087676,Waiting for Dracula,2012,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
510733,tt0013170,The Ghost Breaker,1922,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
517046,tt5355890,The New World Horror,2018,Horror,"Adventure, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
517473,tt2059224,Hipster Holocaust,2011,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
519418,tt6293796,Witch-Hunt,2017,"Horror, Mystery, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
520980,tt5056154,Manos Returns,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
521876,tt4700872,Dead List,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
522438,tt8360902,6-Headed Shark Attack,2018,"Action, Horror, Science Fiction, TV Movie","Action, Adventure, Comedy",tvMovie,imdb_Comedy_not_tmdb_Comedy
522547,tt7059682,Grindsploitation 4: Meltsploitation,2018,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
523849,tt8031422,The Last Sharknado: It's About Time,,,"Action, Adventure, Comedy",tvMovie,imdb_Comedy_not_tmdb_Comedy
524582,tt8233184,Livescream,2018,Horror,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
525932,tt8917774,Make Me Up,,,"Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
526196,tt5466826,Lyco,2018,Horror,"Action, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
529649,tt8074486,The Row,2018,"Horror, Thriller","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
532889,tt1277402,Terror Overload: Tales from Satan's Truckstop,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
532996,tt2018071,Halloweenville,,,"Comedy, Documentary",video,imdb_Comedy_not_tmdb_Comedy
542191,tt6649792,Ahockalypse,2018,"Adventure, Fantasy, Horror","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
542476,tt8305692,Santa Jaws,2018,"Action, Fantasy, Horror","Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
542781,tt7319064,Killer Kate!,2018,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
543906,tt1593711,Killer Shorts 2,2010,Horror,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
546823,tt8452036,Demons,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
547611,tt6703652,Demoniac,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
549369,tt5873694,The Bastard,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
549722,tt7365740,Tales of Frankenstein,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
550179,tt6519668,Bee Sting 2: Bear Sting,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
550845,tt8833552,Blood Clots,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
551521,tt6688992,id 551521,,,Comedy,tvSeries,imdb_Comedy_not_tmdb_Comedy
552482,tt7118702,Lowriders vs Zombies from Space,2018,Horror,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
552925,tt3313194,Personal Space Invader,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
555295,tt7942746,Body at Brighton Rock,,,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
555878,tt1990308,Ratstar,2004,"Horror, Science Fiction","Comedy, Romance, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
558305,tt8638524,President Evil,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
559994,tt8041922,Watch If You Dare,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
562598,tt6577246,Necro Files 3000,2017,Horror,"Animation, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
564837,tt5930094,Atomic Shark,,,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
565500,tt29600746,Camcorder Atrocity,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
565594,tt6028328,Freaks,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
565979,tt5546270,The Sunday Night Slaughter,2018,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
566239,tt10351244,Monster Safari,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
567984,tt6569946,Christmas with Cookie: Locked Away,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
568281,tt2217802,Sadistic Eroticism,2012,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
568575,tt2375196,Monsters on Main Street,2014,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
568578,tt1848983,Little Creeps,2012,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
568598,tt0446761,id 568598,,,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
569886,tt1139124,Razor,2007,Horror,"Comedy, Horror, Thriller",video,imdb_Comedy_not_tmdb_Comedy
570536,tt2724608,Alabama Sasquatch,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
570620,tt6231784,Cherokee Creek,2018,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
572485,tt6910730,Suburban Coffin,2018,"Fantasy, Horror","Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
574124,tt4183284,Happy Endings Are a Rarity,2017,"Drama, Horror, Romance","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
577489,tt7954694,Char Man,2019,"Horror, Thriller","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
579296,tt4470288,Abnormal Attraction,,,"Adventure, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
580340,tt2302939,Trannysnatchers!,2012,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
580370,tt0469178,Satan's House of Yoga,,,"Action, Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
580377,tt7921992,Cajun Mystery,2018,"Crime, Drama, Horror, Mystery","Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
580550,tt1161647,Last Getaway,,,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
588236,tt6785752,Lillith,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
589877,tt8740332,The Good Things Devils Do,2020,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
590476,tt21066024,Adventures of the Haunted Hunted,2013,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
590995,tt4685762,The Craft: Legacy,2020,"Drama, Fantasy, Horror","Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
593676,tt1296163,The Legacy,2009,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
594568,tt1645988,My Mouth Lies Screaming,,,Comedy,video,imdb_Comedy_not_tmdb_Comedy
595631,tt0018978,The Haunted House,1928,,"Comedy, Drama",movie,imdb_Comedy_not_tmdb_Comedy
596697,tt12472174,Sorority Babes in the Slimeball Bowl-O-Rama 2,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
597453,tt1624415,Beverly Lane,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
597468,tt4662694,id 597468,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
597785,tt9301428,Deathcember,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
603012,tt1467138,Wet Heat,,,"Action, Comedy",video,imdb_Comedy_not_tmdb_Comedy
603013,tt8702698,Film Crew,,,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
609075,tt8597424,Another Cinema Snob Movie,,,"Adventure, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
609919,tt8569578,She Never Died,2019,"Action, Crime, Fantasy, Horror","Action, Comedy, Drama",movie,imdb_Comedy_not_tmdb_Comedy
610014,tt8928500,Ashes,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
610387,tt6780234,Haunting Inside,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
619262,tt9097270,Wrinkles the Clown,,,"Comedy, Documentary, Horror",movie,imdb_Comedy_not_tmdb_Comedy
621080,tt1323974,The Viva Voce Virus,,,"Comedy, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
621109,tt0675399,The Dybbuk,1960,"Drama, Fantasy, History, Horror, TV Movie","Comedy, Drama, Fantasy",tvEpisode,imdb_Comedy_not_tmdb_Comedy
621254,tt3195238,Dead Don't Die in Dallas,2019,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
628959,tt8855888,Lady Belladonna's Tales From The Inferno,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
631689,tt10051586,Scare Attraction,2019,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
635896,tt14272662,Zombarella's House Of Whorrors,2019,Horror,"Comedy, Drama, Horror",video,imdb_Comedy_not_tmdb_Comedy
637162,tt0839852,Hollywood Gothic,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
637237,tt0356891,Minds of Terror,2003,Horror,"Comedy, Drama, Horror",video,imdb_Comedy_not_tmdb_Comedy
638609,tt2936408,Bhoner: The Movie,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
639687,tt2155464,She Devils a Go Go,2011,Horror,"Comedy, Horror, Thriller",video,imdb_Comedy_not_tmdb_Comedy
640962,tt1985935,7 Down,,,"Comedy, Horror, Thriller",video,imdb_Comedy_not_tmdb_Comedy
641688,tt8285496,Church of Fears,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
643225,tt0114513,The Spirit Gallery,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
644748,tt4191592,Gnomercy,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
651517,tt0850710,Riverdead,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
652004,tt11140488,The Wolf of Snow Hollow,2020,"Horror, Thriller","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
659986,tt9806370,The Owners,2020,"Horror, Thriller","Comedy, Crime, Horror",movie,imdb_Comedy_not_tmdb_Comedy
664574,tt11628854,Silent Night,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
670266,tt8322060,Tremors: Shrieker Island,2020,"Action, Horror","Action, Adventure, Comedy",video,imdb_Comedy_not_tmdb_Comedy
671324,tt4050462,World of Death,2016,"Horror, Science Fiction","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
672278,tt30876699,Lactasia,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
676756,tt2988210,The Transylvania Television Real Meanin' of Halloween Special Show,,,"Animation, Comedy, Horror",tvEpisode,imdb_Comedy_not_tmdb_Comedy
679761,tt11033574,Bad Girl Dracula,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
681416,tt11845692,Tales From Six Feet Under,2020,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
681631,tt7904182,Jurassic Thunder,,,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
685964,tt10850450,Cabal,2020,"Action, Horror","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
689479,tt12098670,Scare Me,2020,Horror,"Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
690481,tt8553606,Aurora,2019,Horror,"Comedy, Drama, Romance",movie,imdb_Comedy_not_tmdb_Comedy
690637,tt7332120,For Jennifer,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
694657,tt12081026,Time Warp Vol. 1: Midnight Madness,,,"Comedy, Documentary, Horror",tvEpisode,imdb_Comedy_not_tmdb_Comedy
695138,tt12031212,Time Warp Vol. 2: Horror and Sci-Fi,,,"Comedy, Documentary, Horror",tvEpisode,imdb_Comedy_not_tmdb_Comedy
696393,tt8879928,Cold Storage,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
708025,tt0059495,The Naked World of Harrison Marks,,,"Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
708805,tt12495952,Franky and His Pals,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
709263,tt0166157,Crackle of Death,1976,"Horror, Thriller, TV Movie","Comedy, Crime, Drama",tvMovie,imdb_Comedy_not_tmdb_Comedy
709732,tt0356848,id 709732,,,"Adventure, Animation, Comedy",tvEpisode,imdb_Comedy_not_tmdb_Comedy
711705,tt6483422,They Reach,2020,"Adventure, Horror","Adventure, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
713422,tt8159944,Paranormal Investigation Agency,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
713474,tt9178004,Clownery,2020,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
715239,tt9419976,Triggered,2020,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
716119,tt2033214,Blood Jungle ...or Eviva il Coltello!,,,"Adventure, Comedy, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
718292,tt0068254,The Bankrupt,,,"Comedy, Drama, Horror",tvEpisode,imdb_Comedy_not_tmdb_Comedy
720132,tt4980882,Hobbes & Phil V.S. Zombies,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
721656,tt12838958,id 721656,,,"Adventure, Animation, Comedy",video,imdb_Comedy_not_tmdb_Comedy
723377,tt12226872,The Scary of Sixty-First,2021,"Horror, Mystery, Thriller","Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
724457,tt12549474,Hacked,2020,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
724789,tt5866202,Temple Time,,,Comedy,video,imdb_Comedy_not_tmdb_Comedy
726507,tt7184122,Blood Pageant,2021,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
727488,tt0168218,Ten Days,1925,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
729316,tt9289116,Nicole,2019,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
729877,tt1520836,7 Deadly Sins: Inside The Ecomm Cult,,,"Biography, Comedy, Crime",movie,imdb_Comedy_not_tmdb_Comedy
733049,tt10725448,The Pizzagate Massacre,,,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
733605,tt5599446,Self-Storage,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
734072,tt3994282,Slashening: The Final Beginning,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
736506,tt11760236,Claw,2021,"Horror, Mystery","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
738183,tt12851872,The Caretaker,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
738746,tt1333025,Evil Spirits,2008,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
739123,tt11453082,Tales from the Hood 3,2020,"Drama, Horror","Comedy, Crime, Drama",video,imdb_Comedy_not_tmdb_Comedy
739603,tt13032902,Like a Dirty French Novel,2021,"Crime, Horror, Mystery, Thriller","Comedy, Crime, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
740267,tt12524030,Naked Cannibal Campers,2020,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
741112,tt10071270,Marineland Carnival: The Munsters Visit Marineland,,,"Comedy, Family, Music",tvMovie,imdb_Comedy_not_tmdb_Comedy
741686,tt10959454,Bloody Summer Camp,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
743022,tt9191844,Fear PHarm,2020,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
748918,tt7708470,The Bloody Man,2020,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
749269,tt1428463,We’re All Gonna Die!,,,"Comedy, Horror, Mystery",video,imdb_Comedy_not_tmdb_Comedy
751583,tt7657896,Beyond McNasty: Filthy McNasty 4,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
752450,tt13467594,Natasha Nighty’s Boudoir of Blood,,,"Comedy, Crime, Drama",movie,imdb_Comedy_not_tmdb_Comedy
752687,tt11172830,Big Freaking Rat,2020,"Horror, Science Fiction, Thriller","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
758769,tt12447796,Unwelcome,2023,"Horror, Fantasy","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
758897,tt11204372,Goblin,2020,Horror,"Comedy, Horror, Romance",movie,imdb_Comedy_not_tmdb_Comedy
759682,tt6827138,Demon and the Mummy,1976,"Horror, Thriller, TV Movie","Comedy, Crime, Drama",tvMovie,imdb_Comedy_not_tmdb_Comedy
762916,tt5215606,Vamp Bikers Tres,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
769664,tt9114272,Cicada!,2018,Horror,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
777912,tt9278074,The Crescent Moon Clown,2018,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
780273,tt13260780,Revenge of the Zombies,2022,Horror,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
780283,tt4130510,Terror Toons 4,,,"Comedy, Drama, Fantasy",movie,imdb_Comedy_not_tmdb_Comedy
781340,tt10295298,id 781340,,,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
781849,tt10216812,Bloody Nun 2: The Curse,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
782204,tt1312244,Stiff Jobs,,,"Action, Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
784593,tt1458666,The Sphere of the Lycanthrope,,,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
786110,tt11908982,Jakob's Wife,2021,"Horror, Thriller","Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
786990,tt43628106,Fetalboy Goes to Hell!,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
787747,tt12706836,Shell,2025,"Horror, Drama, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
787752,tt13403046,Fresh,2022,"Horror, Thriller","Comedy, Horror, Romance",movie,imdb_Comedy_not_tmdb_Comedy
788527,tt13628490,Damien,,,"Comedy, Documentary, Horror",movie,imdb_Comedy_not_tmdb_Comedy
792742,tt8941294,Human Hibachi,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
793942,tt12747444,The Legend of Fall Creek,2021,"Crime, Drama, Horror","Comedy, Crime, Drama",movie,imdb_Comedy_not_tmdb_Comedy
795444,tt1392255,Ulong Pugot: Naglalagot,1993,Horror,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
797003,tt13794972,Dr. Gift,2023,"Horror, Mystery","Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
800891,tt11279862,Red Pill,2021,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
802226,tt13372992,Bingo Hell,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
802610,tt13862974,Sharks of the Corn,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
809929,tt13835046,Aquarium of the Dead,2021,Horror,"Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
810499,tt14253862,The Gingerweed Man,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
824657,tt0211116,Weird Ones,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
828691,tt14236094,Killer Concept,2021,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
831438,tt12449586,The Seed,2021,"Horror, Science Fiction","Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
832543,tt1506988,VideoDome Rent-O-Rama,,,"Action, Adventure, Comedy",short,imdb_Comedy_not_tmdb_Comedy
836998,tt0493027,Moonshine,,,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
837997,tt14788018,Cassex,2021,"Fantasy, Horror","Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
843898,tt14905554,She Came from the Woods,2023,Horror,"Adventure, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
847339,tt0436320,Flatmates Wanted,,,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
848839,tt0398829,Cannibal Hillbillies,2003,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
849369,tt13309978,Superhost,2021,"Horror, Thriller","Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
851308,tt0013459,One Glorious Day,1922,,"Adventure, Comedy, Drama",movie,imdb_Comedy_not_tmdb_Comedy
851839,tt12899826,Love Bites,2021,Horror,"Comedy, Horror, Short",short,imdb_Comedy_not_tmdb_Comedy
860861,tt3388008,Hans Crippleton: Talk to the Hans,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
865439,tt14873410,Jurassic Shark 2: Aquapocalypse,2021,"Action, Horror","Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
872642,tt1478835,id 872642,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
873639,tt0460571,Space Zombies: 13 Months of Brain-Spinning Mayhem!,,,"Comedy, Horror, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
873808,tt13729678,Bigfoot vs Megalodon,,,"Adventure, Comedy, Sci-Fi",movie,imdb_Comedy_not_tmdb_Comedy
876084,tt13309464,Feeders 3: The Final Meal,2022,"Horror, Science Fiction","Comedy, Horror, Sci-Fi",video,imdb_Comedy_not_tmdb_Comedy
879329,tt11880264,Lantern's Lane,2021,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
879957,tt14858054,Wyrmwood: Apocalypse,2022,"Action, Horror","Action, Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
882431,tt1666612,Deadly Beloved,2009,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
884356,tt11085978,Death Toilet Number 2,2019,Horror,"Comedy, Horror",video,imdb_Comedy_not_tmdb_Comedy
886427,tt13044858,My Cherry Pie,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
898770,tt6913472,The Wrath Within,2022,Horror,"Action, Adventure, Comedy",movie,imdb_Comedy_not_tmdb_Comedy
899324,tt16043152,Tape Head,,,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
901060,tt15330144,Seven Cemeteries,2024,"Horror, Action, Fantasy, Thriller","Comedy, Fantasy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
904116,tt15094806,Amityville Karen,2022,Horror,"Comedy, Horror, Mystery",movie,imdb_Comedy_not_tmdb_Comedy
910355,tt15564408,Ghoul House,,,Comedy,movie,imdb_Comedy_not_tmdb_Comedy
912865,tt15295190,Monsters in the Closet,2022,"Horror, Thriller","Comedy, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
924618,tt13427442,Tardy Terror,2021,Horror,"Comedy, Horror",movie,imdb_Comedy_not_tmdb_Comedy
926813,tt15536618,Amityville Bigfoot,2024,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
926818,tt14797408,Amityville Shark House,2023,Horror,"Comedy, Horror, Thriller",movie,imdb_Comedy_not_tmdb_Comedy
926831,tt15847776,Amityville Thanksgiving,2022,Horror,"Comedy, Drama, Horror",movie,imdb_Comedy_not_tmdb_Comedy
