id,title,year,vote_count,imdb_id
224650,Boogieman,1989,1,tt34966635
264880,Gorgon Video Magazine Vol. 2,1990,1,tt28152333
409594,I Was a Teenage Mummy,1992,1,tt0123113
416921,Tortured Soul,1992,1,tt30063719
29945,Zombie Jamboree,1993,1,tt2243711
328572,The Mummy's Dungeon,1993,1,tt0264933
444898,Strangled,1996,1,tt0265813
416930,Ice Scream,1997,1,tt0197572
255645,Demagogue,1998,1,tt0181466
352170,M 10.28,1999,1,tt0430321
426536,Snuff Perversions: Bizarre Cases of Death,1999,1,tt0386046
97983,Winter Lily,2000,1,tt0209485
148153,The Screaming,2000,1,tt0274811
213792,Wishbone,2000,1,tt1471291
348176,International Necktie Strangler,2000,1,tt0319567
385502,The Human Quality,2000,1,tt0233900
27853,The Monster Man,2001,1,tt0288634
28934,Nutcracker: An American Nightmare,2001,1,tt0301677
257987,Mole,2001,1,tt0280956
361144,Massacre Up North,2001,1,tt0455156
521393,Fade to Black,2001,1,tt0305563
418263,The Vegas Showgirl Strangler,2002,1,tt0376297
9937,El Chupacabra,2003,1,tt0375731
98230,Collinsville,2003,1,tt0403949
108480,Frost,2003,1,tt0202360
401107,Searching for Haizmann,2003,1,tt0323911
114209,Stragglers,2004,1,tt0419167
232331,Black Magic Woman,2004,1,tt5819378
300972,Human Nature,2004,1,tt0426034
416915,Tortured Soul 3: The Willing Flesh,2004,1,tt0415328
444562,Killer Story,2004,1,tt0401448
27792,Vampyre Tales,2005,1,tt0480049
30380,Wolfsbayne,2005,1,tt0426629
58982,Hospitality,2005,1,tt0462343
223144,Final Curtain,2005,1,tt0449592
818823,Night of Anubis,2005,1,tt0469148
36659,Septem,2006,1,tt0858477
291542,The Dawn,2006,1,tt0762088
349114,The Grand Horror,2006,1,tt1599358
365249,Eye of the Paranoid,2006,1,tt0814098
391809,Scarlet Moon,2006,1,tt0762131
417690,A Four Course Meal,2006,1,tt0379290
25809,A Secret Handshake,2007,1,tt0970543
56673,Unborn Sins,2007,1,tt0994979
169845,Recycled Parts,2007,1,tt1346307
311876,Us Sinners,2007,1,tt1339190
343336,Plot 7,2007,1,tt0859627
352174,The Fall of Night,2007,1,tt0404034
412048,Asudem,2007,1,tt0490081
27789,Splatter Movie,2008,1,tt1052047
37869,The House of Orphans,2008,1,tt1810793
69958,Suitable for Murder,2008,1,tt1323959
101626,End of the Line,2008,1,tt1183901
208934,Razor's Ring,2008,1,tt1189441
275210,The Violent Kind,2008,1,tt0758796
315123,Echo,2008,1,tt1357389
543447,The Enfield Poltergeist,2008,1,tt5094406
49599,Climax,2009,1,tt1794759
55683,Palo Pinto Gold,2009,1,tt1152835
56995,2012: An Awakening,2009,1,tt1458390
150928,The Lights,2009,1,tt0893405
284309,Murder Is Like Sex,2009,1,tt1382301
192441,The Devil's Gravestone,2010,1,tt1304615
279905,Trick of the Witch,2010,1,tt1584757
291643,The Stone: No Soul Unturned,2010,1,tt1786724
292720,Deadville,2010,1,tt3058430
340193,The Horror of The Dolls,2010,1,tt1634070
352355,House of Black Wings,2010,1,tt1399565
354120,The Last Battleground,2010,1,tt1604927
379597,Scorned,2010,1,tt1200271
404837,Stagger,2010,1,tt1288506
416725,For Christ's Sake,2010,1,tt2758878
96029,Demons Rising,2011,1,tt1159263
252122,Tokolosh,2011,1,tt2399624
326012,Frankenstein,2011,1,tt2286560
333489,Hide,2011,1,tt1826689
351796,Desolation Wilderness,2011,1,tt1832934
426331,Ding Dong Dead,2011,1,tt1502403
745407,The Great American Serial Killer,2011,1,tt3084020
120764,Mommy's Little Monster,2012,1,tt2278878
227281,Just the Vampire Hunter,2012,1,tt2066900
252567,Community Service the Movie,2012,1,tt2510820
262079,Bleeding Through,2012,1,tt2182028
295387,Stormy Night,2012,1,tt1151919
972816,Lucifer's Unholy Desire,2012,1,tt1951182
187100,Finders Keepers: The Root of All Evil,2013,1,tt2219868
217130,The Gilgo Beach Murders,2013,1,tt3043732
224511,Dark Realm,2013,1,tt3038680
224758,Mister White,2013,1,tt2752076
270404,The Lost Generation,2013,1,tt3330206
303303,My Boo,2013,1,tt4165094
322149,I Fall Down,2013,1,tt3294974
327028,Perseveration,2013,1,tt2260920
367747,Hell at Heathridge,2013,1,tt2782108
397144,Addict,2013,1,tt2191605
744979,Truth or Dare,2013,1,tt2125681
260739,Agadam,2014,1,tt2574426
323610,Jennifer Help Us,2014,1,tt4201284
327095,Dark Tarot,2014,1,tt2726688
377165,Expressway to Your Skull,2014,1,tt3103308
391218,Murder for Pleasure,2014,1,tt1913080
323964,Limp,2015,1,tt2183198
344901,Under The Rainbow,2015,1,tt4670270
352166,Catastasis,2015,1,tt4332812
382723,Summit,2015,1,tt3139482
400019,Gore Orphanage,2015,1,tt3831242
408830,Horror Icon,2016,1,tt5947348
414763,Heavy Makeup,2016,1,tt2368905
440659,Catalina,2016,1,tt6057200
437712,Big Fucking Monster,2017,1,tt2072039
566102,Play With Me,2018,1,tt9056174
1131320,1:30 AM,2023,1,tt2374707
213218,Till Death,1978,2,tt0078399
238596,Claws,1982,2,tt0129830
216175,The Bloody Video Horror That Made Me Puke on My Aunt Gertrude,1989,2,tt2762474
216141,Doctor Strain the Body Snatcher,1991,2,tt0291137
48271,Final Cut,1993,2,tt0288825
227225,Demon Dolls,1993,2,tt0263258
257351,Blood Slaves of the Vampire Wolf,1996,2,tt0190012
417821,Mind Games,1996,2,tt0117053
398865,Mistress of Seduction,2000,2,tt0479103
290678,Demon Summer,2003,2,tt0409878
27830,Cauldron: Baptism of Blood,2004,2,tt0376516
27802,The Ghosts of Angela Webb,2005,2,tt0404075
400918,Resurrection Mary,2005,2,tt0818516
37140,Naked Beneath the Water,2006,2,tt0497419
91015,Rose Of Death,2007,2,tt1086368
277433,School of Horror,2007,2,tt1118075
327173,Hallows Point,2007,2,tt0808288
56564,Lock In,2008,2,tt1890452
343490,Tales of the Dead,2008,2,tt1192626
38836,The Garbage Man,2009,2,tt1581643
46895,Biggie Smalls: Rap Phenomenon,2009,2,tt1219821
48494,Lynch Mob,2009,2,tt0486619
58585,The Burnt House,2009,2,tt1390399
91421,Night of the Sinner,2009,2,tt1423967
93285,Gun Town,2009,2,tt1511377
213154,Terror from Beneath the Earth,2009,2,tt1312246
123815,Song of the Shattered,2010,2,tt1687280
407279,Carnies,2010,2,tt0799975
81241,12 Counts Of Deception,2011,2,tt1974181
83000,Fairview Falls,2011,2,tt1477858
281054,Idol of Evil: Hell Is Forever,2011,2,tt1753939
177100,U Mugs,2012,2,tt2288129
203012,The Farm,2012,2,tt2402054
213476,House of Ghosts,2012,2,tt2309999
234652,I Heart Monster Movies,2012,2,tt2430084
250557,Scream: Generations,2012,2,tt2132443
419295,No Strings 2: Playtime in Hell,2012,2,tt1651142
211301,The Last Flesh & Blood Show,2013,2,tt2375637
245961,Early Grave,2013,2,tt2040336
265905,Molly Crows,2013,2,tt2760434
301199,Bible Belt Slasher: The Holy Terror,2013,2,tt2666156
499497,Feed Me,2013,2,tt7573742
308269,"Gore, Quebec",2014,2,tt2181542
363858,Mania,2015,2,tt3844956
382243,The Meat Puppet,2015,2,tt2232322
396979,Meat Pie Massacre,2015,2,tt4906754
351744,Camera Phone 2,2016,2,tt4549420
421080,Bloody Snow,2016,2,tt5320860
416209,Scientifically Perfect,1996,3,tt0164491
282484,End of the Wicked,1999,3,tt0906000
431771,Cthulhu,2000,3,tt0826776
82209,Fear of the Dark,2001,3,tt0298865
293781,Unearthed,2004,3,tt0364726
73087,The Red Skulls,2005,3,tt0784832
278984,Carnage for the Destroyer,2006,3,tt0490833
208931,The Curse of the Black Dahlia,2007,3,tt0816240
420614,All Hallows' Eve,2007,3,tt1153097
438470,Empathy,2007,3,tt1073106
188642,Killer nurse,2008,3,tt1279092
274636,The Curse of Lizzie Borden 2: Prom Night,2008,3,tt1182340
102796,Portal,2009,3,tt0929241
106269,Rise of the Scarecrows,2009,3,tt1356543
116602,The Fugue,2009,3,tt1387366
400545,Dawning,2009,3,tt0490875
46166,Dead Enders,2010,3,tt1736568
142758,Deadly Renovations,2010,3,tt1558256
273565,Killer Clown,2010,3,tt2220696
299081,Anthology of Terror: Prelude,2010,3,tt1709094
252640,Jezebeth,2011,3,tt1871296
167401,Backroad,2012,3,tt1521684
273946,Hostage,2013,3,tt2099633
274078,Carne: The Taco Maker,2013,3,tt3778692
346964,Screen,2013,3,tt2223822
283783,Serenity Farm,2014,3,tt1985195
294263,Bongo: Killer Clown,2014,3,tt2374748
327096,Shock Attack,2014,3,tt3182222
325744,All Saints Eve,2015,3,tt2286506
371886,Wake Me When I Leave,2015,3,tt4359754
429713,The Void,2016,3,tt6267458
430122,The Kingdom Of Shadows,2016,3,tt6230538
259651,Hollywood Ghost Stories,1986,4,tt0251730
425882,Driller,2006,4,tt0810846
70661,Old Hag,2007,4,tt1063638
239973,Cold Blood Canyon,2007,4,tt1073486
56110,Nobody Loves Alice,2008,4,tt1186813
30381,Won Ton Baby!,2009,4,tt1449395
114131,Prometheus Triumphant: A Fugue in the Key of Flesh,2009,4,tt1368989
304752,Saving Grace,2010,4,tt1691149
86627,Frost Bite,2011,4,tt1893241
318666,Occupied,2011,4,tt1924334
271050,Gallery Of Fear,2012,4,tt1772871
346982,The Four,2012,4,tt2339172
361495,Jessica's Room,2012,4,tt2779730
204620,The Eugenist,2013,4,tt2093255
231502,"Young, High and Dead",2013,4,tt1961680
238358,Fear Lives Here,2013,4,tt2235515
362738,Massage Parlor of Death,2015,4,tt4513878
426529,The New York Butcher,2016,4,tt5057626
216672,Kill by Inches,1999,5,tt0188757
283746,Migrating Forms,2000,5,tt0276331
34618,Dimples,2008,5,tt0447927
407411,The Spell,2009,5,tt1270789
85566,Rage,2010,5,tt1403987
95040,The Mutilation Man,2011,5,tt1704147
272468,Back to the Beyond,2011,5,tt1839414
242376,Reality Terror Night,2013,5,tt2837602
418450,Grave Walkers,2015,5,tt3063072
129218,Dead Dreams of Monochrome Men,1989,6,tt0343581
46548,Header,2006,6,tt0861350
52226,See Jane Run,2007,6,tt1059828
88024,Cold Creepy Feeling,2010,6,tt1692301
286025,Antisocial Behavior,2014,6,tt3365338
401422,Lilith's Awakening,2016,6,tt5702450
27823,Pretty Bloody: The Women of Horror,2009,8,tt1372289
69088,Reaction Time,2011,9,tt1907768
