id,title,year,source,stem,file_path,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,latency_s,error
568123,Virus of the Dead,2018,variant,vF1nW5aOkSLAFnQlCluwXwTxTXc,posters_multi/568123/vF1nW5aOkSLAFnQlCluwXwTxTXc.jpg,Book:1.00|Publication:1.00|Advertisement:0.97|Poster:0.95|Adult:0.91|Bride:0.91|Female:0.91|Person:0.91|Woman:0.91|Male:0.82,Book,0.9991,0.0,0.5285,0.9083,0.0,0.0,0.0,15,39.94,81.69,79.79,#000000:60.6|#2f4f4f:10.7|#b22222:8.2|#a0522d:7.1|#a9a9a9:6.5,0.728,
568287,Antidote,2018,variant,2kGPeT86qzUBwN5EiSknV8HOigb,posters_multi/568287/2kGPeT86qzUBwN5EiSknV8HOigb.jpg,Book:1.00|Publication:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Novel:0.98|Jungle:0.54|Vegetation:0.54|Alien:0.54,Book,1.0,0.5344,0.0,0.9804,0.0,0.0,0.0,4,49.38,83.19,88.78,#2f4f4f:32.4|#000000:30.3|#deb887:12.2|#2e8b57:9.3|#696969:6.4,0.651,
568287,Antidote,2018,variant,x1LvbiC6D3NPdjQO8XS878A5NeV,posters_multi/568287/x1LvbiC6D3NPdjQO8XS878A5NeV.jpg,Book:1.00|Publication:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Gun:0.94|Weapon:0.94|Scarf:0.83|Novel:0.79,Book,1.0,0.9362,0.0,0.9771,0.0,0.0,0.0,6,49.4,82.1,88.67,#2f4f4f:32.0|#000000:30.7|#bdb76b:11.2|#2e8b57:8.7|#c0c0c0:7.3,1.444,
568308,Red Letter Day,2019,variant,g9zE1tPndPUtjXpHZ232jefeQft,posters_multi/568308/g9zE1tPndPUtjXpHZ232jefeQft.jpg,Advertisement:1.00|Poster:1.00|Person:0.94|Weapon:0.93|Blade:0.89|Book:0.73|Publication:0.73|Cutlery:0.56|Fork:0.56|Knife:0.55,Advertisement,0.9985,0.9335,0.0,0.9384,0.0,0.0,0.0,1,18.53,33.48,76.75,#000000:68.5|#b22222:14.4|#800000:10.4|#d2691e:4.0|#f4a460:2.3,0.591,
568308,Red Letter Day,2019,variant,weoWjDu9lVjpnxq9Ux16VZUAiot,posters_multi/568308/weoWjDu9lVjpnxq9Ux16VZUAiot.jpg,Book:1.00|Comics:1.00|Publication:1.00|Person:0.98|Adult:0.97|Male:0.97|Man:0.97|Axe:0.89|Device:0.89|Tool:0.89,Book,1.0,0.8876,0.0,0.9765,0.0,0.0,0.0,11,69.1,100.0,89.94,#dc143c:21.2|#e9967a:18.8|#000000:18.8|#b8860b:11.5|#2f4f4f:8.6,0.805,
568524,The 12 Slays of Christmas,2016,variant,53rPFkgCK7UKt6q11CVjRC6bWtF,posters_multi/568524/53rPFkgCK7UKt6q11CVjRC6bWtF.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Comics:1.00|Publication:1.00|Adult:0.77|Female:0.77|Person:0.77|Woman:0.77|Animal:0.58,Advertisement,1.0,0.0,0.5796,0.7681,0.0,0.0,0.0,4,57.5,99.56,93.31,#000000:40.8|#c0c0c0:21.0|#2f4f4f:8.0|#b22222:7.8|#808080:6.3,0.648,
568524,The 12 Slays of Christmas,2016,variant,ekGrOJ0Z2KPHFqaWmSNLEcVeYGQ,posters_multi/568524/ekGrOJ0Z2KPHFqaWmSNLEcVeYGQ.jpg,Axe:0.96|Device:0.96|Weapon:0.96|Adult:0.89|Male:0.89|Man:0.89|Person:0.89|Festival:0.89|Glove:0.75|Christmas:0.64,Axe,0.9561,0.9561,0.0,0.8877,0.0,0.0,0.0,6,50.3,80.47,81.09,#000000:44.9|#696969:23.2|#708090:9.5|#b0c4de:7.1|#2f4f4f:5.5,0.728,
569719,How to Be Alone,2019,variant,gHK9HWvtd9YGPp4B5q1qSIizTOl,posters_multi/569719/gHK9HWvtd9YGPp4B5q1qSIizTOl.jpg,Book:1.00|Publication:1.00|Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:1.00|Female:1.00|Woman:1.00,Book,1.0,0.0,0.0,0.9985,0.0,0.0,0.0,8,12.94,29.97,38.29,#000000:87.8|#2f4f4f:7.4|#696969:3.9|#4682b4:0.9,0.517,
569719,How to Be Alone,2019,variant,yxAIcbdvgXNwgPAt5AlbHHW8Qcq,posters_multi/569719/yxAIcbdvgXNwgPAt5AlbHHW8Qcq.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Adult:1.00|Female:1.00|Woman:1.00,Face,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,12.01,27.07,37.77,#000000:89.7|#2f4f4f:6.0|#696969:2.6|#800000:1.7,0.654,
569723,Door in the Woods,2019,variant,5Cp1Ojuzujp4UEwezJTTB2yCBvw,posters_multi/569723/5Cp1Ojuzujp4UEwezJTTB2yCBvw.jpg,Book:1.00|Publication:1.00|Fashion:0.98|Outdoors:0.93|Nature:0.91|Vegetation:0.75|Person:0.67|Advertisement:0.63|Lighting:0.58|Woodland:0.57,Book,0.9986,0.0,0.0,0.6705,0.0,0.0,0.0,1,37.45,78.07,88.79,#000000:49.1|#2f4f4f:16.0|#483d8b:10.7|#b0c4de:8.2|#4682b4:7.8,0.568,
569723,Door in the Woods,2019,variant,uGGvoC4tdpPGNl17T3VJl6gz8MN,posters_multi/569723/uGGvoC4tdpPGNl17T3VJl6gz8MN.jpg,Advertisement:1.00|Poster:1.00|Railway:0.61|Outdoors:0.57|Arch:0.57|Gravestone:0.56|Tomb:0.56|Vehicle:0.55|Book:0.54|Publication:0.54,Advertisement,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0,51.53,86.32,84.59,#000000:45.3|#2f4f4f:11.5|#808080:11.5|#a9a9a9:11.4|#5f9ea0:10.5,0.503,
569869,The Trees of the East,2018,variant,rFUp4PDyWb66udlal3WbhAZz2Ql,posters_multi/569869/rFUp4PDyWb66udlal3WbhAZz2Ql.jpg,Advertisement:1.00|Poster:1.00|Scoreboard:0.99|Purple:0.87|Text:0.74|Electronics:0.56|Mobile Phone:0.56|Phone:0.56|Number:0.56|Symbol:0.56,Advertisement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.94,87.69,84.89,#000000:60.9|#32cd32:8.9|#9932cc:8.3|#696969:6.7|#191970:5.6,1.188,
569869,The Trees of the East,2018,variant,rfjm2vgUMqjFVcyIaDxHLFRVSGM,posters_multi/569869/rfjm2vgUMqjFVcyIaDxHLFRVSGM.jpg,Tree:1.00|Adult:0.98|Bride:0.98|Female:0.98|Person:0.98|Woman:0.98|Outdoors:0.93|Nature:0.87|Vegetation:0.80|Ct Scan:0.77,Tree,0.998,0.0,0.0,0.978,0.0,0.0,0.57,7,32.83,78.7,94.32,#000000:51.8|#a9a9a9:26.8|#dcdcdc:12.5|#2f4f4f:5.4|#696969:3.6,0.58,
569957,Llamageddon,2015,variant,gKRBmTbBYth3w1dluAmWoQdJPMo,posters_multi/569957/gKRBmTbBYth3w1dluAmWoQdJPMo.jpg,Book:1.00|Publication:1.00|Adult:0.98|Male:0.98|Man:0.98|Person:0.98|Comics:0.98|Female:0.95|Woman:0.95|Face:0.89,Book,0.9994,0.0,0.0,0.9843,0.0,0.0,0.0,8,18.53,87.32,85.75,#000000:73.8|#f0e68c:6.6|#800000:5.9|#2f4f4f:5.5|#cd853f:4.1,1.269,
569957,Llamageddon,2015,variant,jEqNVUlaiWBgIM565xFaby3ifUE,posters_multi/569957/jEqNVUlaiWBgIM565xFaby3ifUE.jpg,Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Comics:0.98|Female:0.89|Woman:0.89|Smoke Pipe:0.63,Book,0.9977,0.0,0.0,0.9867,0.0,0.0,0.0,9,17.35,84.48,83.78,#000000:74.7|#800000:8.2|#bdb76b:6.1|#2f4f4f:5.1|#808080:3.7,0.527,
571063,Aisles of Doom,1989,variant,472Cn47GH853jTzeaqxoDdO628k,posters_multi/571063/472Cn47GH853jTzeaqxoDdO628k.jpg,Lighting:1.00|Book:1.00|Publication:1.00|Photography:1.00|People:0.98|Person:0.98|Portrait:0.97|Fire Hydrant:0.92|Adult:0.83|Male:0.83,Lighting,1.0,0.0,0.0,0.9805,0.0,0.0,0.0,6,49.63,47.17,79.96,#2f4f4f:40.9|#000000:21.2|#a0522d:19.7|#f4a460:11.9|#808080:4.0,0.468,
571063,Aisles of Doom,1989,variant,v9kpYuLwgGfHM6MDx4L2xe96Q85,posters_multi/571063/v9kpYuLwgGfHM6MDx4L2xe96Q85.jpg,Lighting:1.00|Book:1.00|Publication:1.00|Photography:1.00|People:0.98|Person:0.98|Adult:0.97|Male:0.97|Man:0.97|Face:0.94,Lighting,1.0,0.0,0.0,0.9809,0.0,0.0,0.0,6,47.59,43.02,79.87,#2f4f4f:36.3|#000000:26.2|#cd853f:19.5|#a0522d:12.6|#800000:2.6,0.451,
571518,At The End Of The Tunnel,2018,variant,keGPdXfsNdUdQivEXDLIyH0ErvK,posters_multi/571518/keGPdXfsNdUdQivEXDLIyH0ErvK.jpg,Advertisement:1.00|Poster:1.00|Person:0.97|Publication:0.88|Adult:0.83|Bride:0.83|Female:0.83|Woman:0.83|Blackboard:0.70|Book:0.58,Advertisement,1.0,0.0,0.0,0.9668,0.0,0.0,0.0,7,49.92,84.55,87.36,#2f4f4f:43.2|#c0c0c0:15.4|#a0522d:13.1|#000000:12.8|#e9967a:8.2,0.571,
571518,At The End Of The Tunnel,2018,variant,lndgCpzk7zskIFFtwkFW4GTAS2v,posters_multi/571518/lndgCpzk7zskIFFtwkFW4GTAS2v.jpg,Advertisement:1.00|Poster:1.00|Publication:0.98|Person:0.97|Face:0.94|Head:0.94|Photography:0.94|Portrait:0.94|Book:0.94|Adult:0.82,Advertisement,1.0,0.0,0.0,0.9749,0.0,0.0,0.0,6,50.5,79.88,88.12,#2f4f4f:40.4|#c0c0c0:16.1|#000000:13.4|#a0522d:12.6|#e9967a:8.9,0.561,
571858,A Wakefield Project,2019,variant,nCJq5mzrzuekS2g0BLc3Q2aYMIQ,posters_multi/571858/nCJq5mzrzuekS2g0BLc3Q2aYMIQ.jpg,Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Advertisement:0.98|Portrait:0.96|Skin:0.96|Poster:0.94|Tattoo:0.88|Costume:0.57,Adult,0.9928,0.5558,0.0,0.9928,0.0,0.0,0.0,8,51.47,89.77,94.64,#000000:41.6|#c0c0c0:27.3|#2f4f4f:12.0|#808080:10.6|#800000:3.7,0.73,
571858,A Wakefield Project,2019,variant,ob6XgtDgM34UBDTjGbFmJZOI28H,posters_multi/571858/ob6XgtDgM34UBDTjGbFmJZOI28H.jpg,City:1.00|Silhouette:1.00|Street:1.00|Urban:1.00|Advertisement:1.00|Poster:0.99|Adult:0.98|Male:0.98|Man:0.98|Person:0.98,City,0.9999,0.0,0.0,0.9782,0.7005,0.0,0.9975,5,6.17,85.62,83.62,#000000:73.3|#2f4f4f:11.6|#808080:8.8|#a9a9a9:3.6|#c0c0c0:2.7,0.452,
572076,Shock Rock,1979,variant,3n6PLiy6jJENd4v9AhkiHPDdkUT,posters_multi/572076/3n6PLiy6jJENd4v9AhkiHPDdkUT.jpg,Advertisement:1.00|Poster:1.00|Book:0.96|Publication:0.96|Concert:0.85|Person:0.85|Adult:0.85|Female:0.85|Woman:0.85|Blackboard:0.83,Advertisement,0.9999,0.0,0.0,0.8544,0.0,0.0,0.0,14,45.43,89.13,94.2,#2f4f4f:64.0|#dcdcdc:15.6|#deb887:7.9|#a9a9a9:5.7|#808080:3.5,0.774,
572076,Shock Rock,1979,variant,e28va8Y2ar7OZv9MycWIkonOv9N,posters_multi/572076/e28va8Y2ar7OZv9MycWIkonOv9N.jpg,Advertisement:1.00|Poster:1.00|Person:0.98|Face:0.80|Head:0.80|Animal:0.57|Ape:0.57|Mammal:0.57|Book:0.56|Publication:0.56,Advertisement,0.9968,0.0,0.5735,0.9772,0.0,0.0,0.0,1,39.72,77.59,75.15,#2f4f4f:53.7|#696969:21.7|#483d8b:10.2|#000000:8.7|#daa520:2.1,0.58,
572443,The Haunting of Molly Bannister,2020,variant,1DmRUwQ5Tq1zWN7rtnqIrXaUrwK,posters_multi/572443/1DmRUwQ5Tq1zWN7rtnqIrXaUrwK.jpg,Book:1.00|Publication:1.00|Novel:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Shoe:0.73|Gun:0.73|Bird:0.63,Book,1.0,0.7251,0.6306,0.9926,0.0,0.0,0.5504,9,37.66,81.2,83.57,#000000:52.1|#2f4f4f:26.2|#808080:10.7|#c0c0c0:8.7|#696969:1.5,0.593,
572443,The Haunting of Molly Bannister,2020,variant,cslHZPETiLxluJ63AIqrv8GYFbD,posters_multi/572443/cslHZPETiLxluJ63AIqrv8GYFbD.jpg,Book:1.00|Publication:1.00|Novel:1.00|Adult:0.94|Female:0.94|Person:0.94|Woman:0.94|Clock Tower:0.80|Advertisement:0.79|Poster:0.76,Book,1.0,0.0,0.0,0.9416,0.0,0.0,0.5119,5,39.51,82.27,83.95,#000000:45.8|#2f4f4f:26.9|#808080:12.3|#c0c0c0:9.8|#800000:5.0,0.77,
572688,Night Mære,2017,variant,3yMJSKSBueBpzBxK20JjhfDvgUo,posters_multi/572688/3yMJSKSBueBpzBxK20JjhfDvgUo.jpg,Backlighting:0.96|Adult:0.83|Female:0.83|Person:0.83|Woman:0.83|Silhouette:0.54|Home Damage:0.51,Backlighting,0.9595,0.0,0.0,0.8266,0.0,0.0,0.5422,4,42.91,11.22,49.7,#000000:34.5|#800000:25.1|#2f4f4f:17.2|#8b4513:15.9|#a0522d:7.3,1.017,
572688,Night Mære,2017,variant,iiM3FjjC5kMDFppC2K24JZPe6at,posters_multi/572688/iiM3FjjC5kMDFppC2K24JZPe6at.jpg,Book:1.00|Publication:1.00|Electronics:0.98|Hardware:0.98|Adult:0.89|Male:0.89|Man:0.89|Person:0.89|Advertisement:0.86|Poster:0.81,Book,0.9965,0.0,0.6094,0.8869,0.0,0.0,0.0,4,14.94,85.47,86.52,#000000:63.1|#2f4f4f:8.2|#c0c0c0:7.9|#696969:7.8|#800000:7.3,0.652,
573680,The Banishing,2021,variant,aHxS6NoUk2q5rVET0vZvZeibyDy,posters_multi/573680/aHxS6NoUk2q5rVET0vZvZeibyDy.jpg,Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Woman:0.99|Dress:0.99|Door:0.76,Person,0.9998,0.0,0.0,0.9998,0.0,0.0,0.5521,4,5.67,24.79,76.99,#000000:83.7|#556b2f:7.5|#2f4f4f:3.5|#deb887:2.6|#808000:2.4,0.59,
573680,The Banishing,2021,variant,eBbRr4Qf4jxqV9y53szpmdeuOOR,posters_multi/573680/eBbRr4Qf4jxqV9y53szpmdeuOOR.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:1.00|Publication:1.00|Advertisement:1.00|Poster:1.00|Adult:0.99,Face,0.9998,0.0,0.0,0.9998,0.0,0.0,0.0,4,0.66,23.81,28.14,#000000:95.4|#2f4f4f:4.0|#556b2f:0.6,0.484,
573680,The Banishing,2021,variant,tqA1RcpMgqbAN6WU2hds1gqvNfl,posters_multi/573680/tqA1RcpMgqbAN6WU2hds1gqvNfl.jpg,Advertisement:1.00|Poster:1.00|Person:0.99|Photography:0.99|Portrait:0.99|Adult:0.99|Female:0.99|Woman:0.99|Dress:0.99|Book:0.99,Advertisement,0.9999,0.0,0.0,0.9945,0.0,0.0,0.0,5,8.24,29.73,76.71,#000000:83.5|#556b2f:7.1|#2f4f4f:4.1|#deb887:2.4|#808000:2.4,0.411,
573680,The Banishing,2021,variant,wBvubEmOBRwA0HolPanqjMaMjfk,posters_multi/573680/wBvubEmOBRwA0HolPanqjMaMjfk.jpg,Book:1.00|Publication:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Novel:1.00|Advertisement:0.94|Poster:0.94|Housing:0.86,Book,1.0,0.0,0.0,0.9995,0.0,0.0,0.5452,8,10.64,76.93,84.26,#000000:66.7|#d2691e:11.9|#696969:10.2|#800000:5.2|#2f4f4f:3.8,0.567,
573680,The Banishing,2021,variant,xD9mc8JCVXA8T8u4Od7qOUBuGH4,posters_multi/573680/xD9mc8JCVXA8T8u4Od7qOUBuGH4.jpg,Book:1.00|Publication:1.00|Person:1.00|Lamp:0.94|Novel:0.89|Face:0.89|Photography:0.89|Portrait:0.89|Dress:0.83|Indoors:0.56,Book,0.9999,0.0,0.0,0.9984,0.0,0.0,0.0,2,5.72,24.61,76.9,#000000:84.7|#556b2f:6.9|#2f4f4f:3.4|#deb887:2.6|#808000:2.4,0.354,
573966,The Mysterious Uncle Silas,1947,primary,573966.jpg,posters/573966.jpg,Book:1.00|Publication:1.00|Baby:0.98|Person:0.98|Comics:0.96|Animal:0.95|Spider:0.95|Advertisement:0.91|Poster:0.77|Face:0.75,Book,0.9998,0.0,0.9475,0.9753,0.0,0.0,0.0,3,69.0,75.1,75.83,#cd853f:26.4|#2f4f4f:18.6|#a0522d:14.7|#8b4513:13.7|#808080:12.8,0.409,
573966,The Mysterious Uncle Silas,1947,variant,eZUIGvYJElZbbQ8JSUFbBENocws,posters_multi/573966/eZUIGvYJElZbbQ8JSUFbBENocws.jpg,Book:1.00|Publication:1.00|Baby:0.98|Person:0.98|Comics:0.97|Animal:0.95|Invertebrate:0.95|Spider:0.95|Advertisement:0.94|Face:0.92,Book,0.9999,0.0,0.9481,0.9826,0.0,0.0,0.0,2,69.03,75.07,75.82,#cd853f:26.5|#2f4f4f:18.7|#a0522d:14.7|#8b4513:13.6|#808080:12.7,0.488,
574135,Club Death,1995,variant,85cRra8fP0DttCAdKMvadDhFr6E,posters_multi/574135/85cRra8fP0DttCAdKMvadDhFr6E.jpg,Accessories:1.00|Pendant:1.00|Nature:0.97|Outdoors:0.97|Snow:0.84|Jewelry:0.58|Necklace:0.57|Snowflake:0.57|Book:0.56|Weapon:0.55,Accessories,0.9989,0.5473,0.0,0.0,0.0,0.0,0.0,1,2.72,33.78,78.63,#000000:86.4|#2f4f4f:5.0|#808080:3.5|#696969:2.9|#c0c0c0:2.2,0.438,
574135,Club Death,1995,variant,yacLzkEikumJB1D9GMd8RGwJgLO,posters_multi/574135/yacLzkEikumJB1D9GMd8RGwJgLO.jpg,Accessories:1.00|Pendant:0.99|Outdoors:0.83|Nature:0.83|Snow:0.73|Chandelier:0.60|Lamp:0.60|Jewelry:0.57|Book:0.56|Publication:0.56,Accessories,0.9995,0.5196,0.0,0.0,0.0,0.0,0.0,1,7.04,41.51,81.08,#000000:81.4|#2f4f4f:6.7|#808080:4.7|#696969:4.1|#c0c0c0:3.2,0.836,
574834,Blood Craft,2019,variant,2yIvl6ce4MA1lKmFWgNbIQ2QS0Y,posters_multi/574834/2yIvl6ce4MA1lKmFWgNbIQ2QS0Y.jpg,Book:1.00|Publication:1.00|Novel:0.99|Child:0.98|Female:0.98|Girl:0.98|Person:0.98|Adult:0.98|Woman:0.98|Advertisement:0.97,Book,1.0,0.0,0.5234,0.981,0.0,0.0,0.0,8,91.97,89.86,95.95,#dcdcdc:43.7|#2f4f4f:20.2|#87ceeb:12.0|#708090:8.1|#800000:6.9,0.735,
574834,Blood Craft,2019,variant,zIJVbvfMR7FGpI59b4RxRU8CT8G,posters_multi/574834/zIJVbvfMR7FGpI59b4RxRU8CT8G.jpg,Book:1.00|Publication:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Bag:0.96|Handbag:0.96|Blackboard:0.95|Novel:0.92,Book,1.0,0.0,0.0,0.9939,0.0,0.0,0.0,12,63.25,85.86,91.69,#2f4f4f:24.7|#000000:23.8|#808080:19.8|#dcdcdc:13.0|#c0c0c0:9.5,0.534,
575776,Saint Maud,2020,variant,8qrX020ZNX6Y4bHVt5ARusZuWAk,posters_multi/575776/8qrX020ZNX6Y4bHVt5ARusZuWAk.jpg,Fashion:0.99|Accessories:0.96|Necklace:0.96|Adult:0.84|Bride:0.84|Female:0.84|Person:0.84|Woman:0.84|Face:0.77|Head:0.77,Fashion,0.9862,0.0,0.0,0.8352,0.0,0.0,0.0,6,96.01,79.07,84.05,#dcdcdc:82.3|#000000:7.6|#c0c0c0:7.6|#808080:1.3|#a9a9a9:1.3,0.454,
575776,Saint Maud,2020,variant,ArNYeeDFLVye7JpqLElYdbE6fOa,posters_multi/575776/ArNYeeDFLVye7JpqLElYdbE6fOa.jpg,Book:1.00|Publication:1.00|Adult:0.95|Female:0.95|Person:0.95|Woman:0.95|Face:0.95|Head:0.95|Photography:0.95|Portrait:0.95,Book,1.0,0.0,0.0,0.9545,0.0,0.5246,0.0,4,24.76,80.4,86.75,#000000:83.5|#ffffff:7.2|#800000:3.8|#a9a9a9:2.7|#2f4f4f:1.7,0.459,
576004,Porno,2019,variant,1X6BxBlHqA8VdFrLwmeSiNSEpEB,posters_multi/576004/1X6BxBlHqA8VdFrLwmeSiNSEpEB.jpg,Book:1.00|Comics:1.00|Publication:1.00|Advertisement:0.98|Adult:0.95|Female:0.95|Person:0.95|Woman:0.95|Poster:0.93|Male:0.92,Book,0.9995,0.0,0.0,0.9507,0.0,0.0,0.0,20,77.73,89.76,86.2,#e9967a:18.4|#8b4513:17.2|#deb887:16.4|#ffa500:14.0|#ff0000:13.6,0.859,
576004,Porno,2019,variant,cnmR5lXN8xLDvvtqMviuRaKavnU,posters_multi/576004/cnmR5lXN8xLDvvtqMviuRaKavnU.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Adult:0.98|Bride:0.98|Female:0.98|Person:0.98|Woman:0.98|Male:0.97,Advertisement,1.0,0.0,0.0,0.9776,0.0,0.0,0.0,23,48.48,81.72,88.19,#000000:35.6|#191970:21.1|#c0c0c0:14.3|#708090:13.9|#483d8b:7.9,0.654,
576223,Alone in the Dead of Night,2019,variant,vmrqaBLNGCvbpab5JBWqZTd8rDQ,posters_multi/576223/vmrqaBLNGCvbpab5JBWqZTd8rDQ.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Can:0.62|Face:0.57,Advertisement,1.0,0.0,0.5116,0.9908,0.0,0.0,0.0,5,29.16,75.34,89.02,#000000:58.9|#2f4f4f:14.8|#a0522d:8.8|#bc8f8f:8.4|#ffebcd:6.5,0.47,
576223,Alone in the Dead of Night,2019,variant,zk5pAQau3vVeOAoMQ9lpL9tqWPZ,posters_multi/576223/zk5pAQau3vVeOAoMQ9lpL9tqWPZ.jpg,Book:1.00|Publication:1.00|Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:1.00|Male:1.00|Man:1.00,Book,1.0,0.0,0.0,0.9983,0.0,0.0,0.0,4,25.77,56.02,86.84,#000000:60.4|#a0522d:11.6|#bc8f8f:10.6|#2f4f4f:9.9|#800000:4.0,0.663,
576322,Ghost in the Water,1982,variant,lpn3JzyAbcmlTxxRHCBXZwsqW8S,posters_multi/576322/lpn3JzyAbcmlTxxRHCBXZwsqW8S.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Face:0.83|Head:0.83|Photography:0.83|Portrait:0.83,Advertisement,1.0,0.0,0.0,0.9891,0.0,0.0,0.0,8,23.74,85.04,83.82,#000000:61.5|#2f4f4f:27.8|#a9a9a9:5.8|#dcdcdc:3.4|#191970:1.1,0.601,
576322,Ghost in the Water,1982,variant,pUqQEMCXlenzCkxWdpTEg9LLiCG,posters_multi/576322/pUqQEMCXlenzCkxWdpTEg9LLiCG.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Face:0.96|Head:0.96|Publication:0.64|Photography:0.57,Advertisement,1.0,0.0,0.0,0.9937,0.0,0.0,0.0,8,24.56,85.89,84.25,#000000:58.6|#2f4f4f:25.5|#a9a9a9:6.2|#696969:4.4|#dcdcdc:3.7,0.533,
576614,SOOT - Flood,2018,variant,d27cMqN0WhmO9FYRyzMQZEbRIor,posters_multi/576614/d27cMqN0WhmO9FYRyzMQZEbRIor.jpg,Electronics:0.99|Hardware:0.99|Adult:0.97|Bride:0.97|Female:0.97|Person:0.97|Woman:0.97|Art:0.67|Sculpture:0.67|Statue:0.67,Electronics,0.9934,0.0,0.5354,0.9676,0.0,0.0,0.0,5,25.33,75.31,71.9,#191970:49.9|#000000:39.8|#483d8b:4.3|#4682b4:4.3|#c0c0c0:1.6,0.484,
576614,SOOT - Flood,2018,variant,zNtrmx7hUslRtUD1aeJB8TvsbOB,posters_multi/576614/zNtrmx7hUslRtUD1aeJB8TvsbOB.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.98|Female:0.98|Woman:0.98|Injury:0.96|Costume:0.58,Face,0.9991,0.0,0.0,0.9991,0.0,0.0,0.0,4,66.74,45.74,81.81,#a9a9a9:28.9|#000000:18.0|#a0522d:15.8|#2f4f4f:12.8|#8b4513:8.9,0.416,
576845,Last Night in Soho,2021,variant,9BzKsxBZNlqyGSpvPFqK9kTJSPV,posters_multi/576845/9BzKsxBZNlqyGSpvPFqK9kTJSPV.jpg,Advertisement:1.00|Poster:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Baby:0.99|Light:0.98|Book:0.97|Publication:0.97,Advertisement,0.9992,0.0,0.0,0.9873,0.0,0.0,0.0,22,40.04,75.96,79.06,#000000:44.9|#191970:16.2|#2f4f4f:11.2|#800000:10.2|#696969:4.7,0.704,
576845,Last Night in Soho,2021,variant,n1ZRmjlk1BJTY7aASqACfPAaLn2,posters_multi/576845/n1ZRmjlk1BJTY7aASqACfPAaLn2.jpg,Advertisement:1.00|Poster:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Male:0.98|Man:0.98|Book:0.97|Publication:0.97,Advertisement,0.9998,0.0,0.0,0.9971,0.0,0.0,0.0,32,41.19,80.86,82.35,#000000:53.5|#483d8b:17.8|#4682b4:9.6|#191970:8.1|#a9a9a9:7.6,0.969,
577658,Girl Blood Sport,2020,variant,9SkDonAfhlCL4D3JglaJDMeAYj9,posters_multi/577658/9SkDonAfhlCL4D3JglaJDMeAYj9.jpg,Book:1.00|Publication:1.00|Disk:0.69|Novel:0.56|Text:0.54|Pirate:0.54|Carnival:0.53|Alien:0.53|Parade:0.53|Symbol:0.53,Book,0.9987,0.5175,0.0,0.0,0.0,0.0,0.0,1,1.64,83.15,80.43,#000000:67.7|#2f4f4f:19.4|#696969:5.9|#dcdcdc:2.8|#a52a2a:2.6,0.707,
577658,Girl Blood Sport,2020,variant,dpev3mrOR8eqtsDe64mdbs7JfHz,posters_multi/577658/dpev3mrOR8eqtsDe64mdbs7JfHz.jpg,Book:1.00|Publication:1.00|Person:0.73|Novel:0.57|Text:0.54|Pirate:0.54|Alien:0.53|Symbol:0.53|Stencil:0.52|Carnival:0.52,Book,0.9992,0.513,0.0,0.7267,0.0,0.0,0.0,1,10.09,83.71,81.1,#000000:64.2|#2f4f4f:21.3|#696969:6.7|#dcdcdc:3.1|#a52a2a:2.8,1.048,
