id,title,year,vote_count,imdb_id
586483,Clean,2006,0,tt0844289
588696,Mondo Psycho,2006,0,tt0940735
589451,Damnation of Souls,2006,0,tt1517668
590473,Zombies By Design,2006,0,tt0905381
642106,Hell's Half Acre,2006,0,tt0455528
662183,Red Canopy,2006,0,tt0834946
685592,Hurt,2006,0,tt0886499
708697,Unhinged,2006,0,tt1337721
732114,Amityville Confidential,2006,0,tt17425054
918007,Stories of a Gravedigger,2006,0,tt1836147
972200,Redwood Justin: Vampire Hunter: Dance with a Vampire,2006,0,tt0799996
27564,Skin Crawl,2007,0,tt0338441
54211,Torture Room,2007,0,tt1020578
70012,Disintegration,2007,0,tt0841094
97967,Saint Francis,2007,0,tt0437363
99885,Divine Intervention,2007,0,tt0979876
108780,Mrs. Amworth,2007,0,tt1414847
111405,Dream Slashers,2007,0,tt1056053
131212,The Blood Shed,2007,0,tt0820037
153740,Siquijor: Mystic Island,2007,0,tt0782082
155834,The Sign,2007,0,tt1075055
213785,Scarlet Fry's Junkfood Horrorfest,2007,0,tt1282056
226023,The Men Who Fell,2007,0,tt0478208
244766,Dead Hunt,2007,0,tt1114668
270442,Kingdom of the Vampire,2007,0,tt0839875
294840,This Hollow Sacrament,2007,0,tt0460959
307544,The Counting House,2007,0,tt0459239
334245,Altar,2007,0,tt1094988
339644,Terror in the Pharaoh's Tomb,2007,0,tt1206339
347425,Manje',2007,0,tt0892081
357964,Hide & Seek,2007,0,tt1117976
362385,Marblehead,2007,0,tt1273809
367080,Deadly Culture,2007,0,tt0984977
370194,Killing Twice: A Deadhunter Chronicle,2007,0,tt1665748
370209,Homicidal Maniac,2007,0,tt3695010
426200,WildCat,2007,0,tt0972919
457010,The Third Eye,2007,0,tt0952687
460597,The Devil of Blue Mountain,2007,0,tt9191320
477329,Hollywood Scream Queens,2007,0,tt1002568
483969,Cold Ones,2007,0,tt0486561
543467,Lost Suburbia,2007,0,tt1122595
568140,A Woman's Scorn,2007,0,tt1071245
568574,Vampire Noir,2007,0,tt1043755
576411,Curse of La Llorona,2007,0,tt1018705
640963,Harvest Moon,2007,0,tt0926085
642131,A Killer Weekend,2007,0,tt0934485
647593,Hellscape,2007,0,tt1172517
765704,The Disappearance of Jenna Matheson,2007,0,tt0905990
885187,Tree,2007,0,tt1029392
923321,Basic Slaughter,2007,0,tt1183478
936444,Carrion,2007,0,tt1404599
985329,Hunting Season,2007,0,tt1092271
995302,2,2007,0,tt1144456
1010708,Zen,2007,0,tt1034092
7181,Dusk,2008,0,tt1094588
27694,Female Mercenaries 2: The Mad Doctor of Zombie Island!,2008,0,tt27048394
27784,Savaged,2008,0,tt0965378
30393,Hell-ephone,2008,0,tt1231596
34552,Leeds Point,2008,0,tt1186658
54923,The Shiftling,2008,0,tt0960842
69142,The Wrath,2008,0,tt1072458
206139,Fade,2008,0,tt0462283
218720,Hell's Tomb,2008,0,tt11915168
277113,The Deed To Hell,2008,0,tt1091759
329807,Alucard,2008,0,tt1414352
361763,Blackspot,2008,0,tt1273200
458985,Reality Bleed-Through,2008,0,tt1294710
476510,Ghouls Gone Wild,2008,0,tt1297275
521479,Angus Valley Farms 2,2008,0,tt5137284
535476,The Artifact,2008,0,tt8598776
548560,Something Dark,2008,0,tt1139405
568573,Vampire Black: Trail of the Dead,2008,0,tt1277152
590663,Stockholm Syndrome,2008,0,tt1414859
597687,A Vampire's Tale,2008,0,tt3118714
603681,Apocalypse Rising,2008,0,tt1279926
609627,A Few Screws Loose,2008,0,tt1320090
634525,The Sisters Four,2008,0,tt1328645
647931,The Man with Two Faces,2008,0,tt3281326
683016,Aswang: A Journey Into Myth,2008,0,tt1339050
683699,Able,2008,0,tt1283876
697798,Deadly Beauty,2008,0,tt1526584
705586,Sinner,2008,0,tt1369580
705863,The Caretaker,2008,0,tt1488599
736381,Below Man,2008,0,tt10478646
738746,Evil Spirits,2008,0,tt1333025
751062,Deeflowered,2008,0,tt1300574
759951,Athens County Massacre,2008,0,tt12799402
765695,The Moretti House,2008,0,tt1366917
766814,Keith Parker's Shadow People,2008,0,tt1283943
788635,Witch House: The Legend of Petronel Haxley,2008,0,tt1027198
857240,Carnival of the Damned,2008,0,tt1288583
866661,The Man in the Garage,2008,0,tt1269701
974021,High Stakes,2008,0,tt0816523
1014648,Bad Ghost,2008,0,tt1345445
29433,The Good Sisters,2009,0,tt1215064
35160,Tales from Transylvania,2009,0,tt1513697
72385,Animal Soup,2009,0,tt1590271
173285,The Paranormal Disappearance of Ailyn Jesick,2009,0,tt1701973
225035,They Didn't Make it,2009,0,tt1521081
249220,Stem Cell,2009,0,tt1340798
269586,Brainjacked,2009,0,tt1226745
272296,Haunting Villisca,2009,0,tt0458386
279181,Rasukan Ablasa,2009,0,tt1521235
281309,Nightfall,2009,0,tt1380993
296803,The Confessional,2009,0,tt0860837
301655,Demon Haunt,2009,0,tt1429446
332233,Bad Habits,2009,0,tt1378190
340462,Diary of a Sex Offender,2009,0,tt4217890
