imdb_id,primaryTitle,originalTitle,startYear,titleType,runtimeMinutes,genres
tt0063362,Las noches del Hombre Lobo,Las noches del Hombre Lobo,,movie,82,Horror
tt0301252,Tortured Souls: Animae Damnatae,Tortured Souls: Animae Damnatae,,movie,,"Drama,Horror"
tt0366452,Flicker,Flicker,,movie,,"Drama,Horror,Thriller"
tt0401771,Scare Me,Scare Me,,movie,90,Horror
tt0435633,Dog Soldiers: Fresh Meat,Dog Soldiers: Fresh Meat,,movie,,"Action,Horror"
tt0457295,Bubba Nosferatu: Curse of the She-Vampires,Bubba Nosferatu: Curse of the She-Vampires,,movie,,"Comedy,Fantasy,Horror"
tt0457467,Selling Time,Selling Time,,movie,,"Horror,Thriller"
tt0465372,Absolute Angels,Absolute Angels,,movie,,"Comedy,Horror"
tt0469210,Tokyo Ghost Story,Tokyo Ghost Story,,movie,,"Horror,Thriller"
tt0481738,Goners,Goners,,movie,,"Drama,Fantasy,Horror"
tt0485887,Creepshow,Creepshow,,movie,130,Horror
tt0488982,Castlevania,Castlevania,,movie,,"Adventure,Fantasy,Horror"
tt0497453,These Woods,These Woods,,movie,,Horror
tt0770761,Hack/Slash,Hack/Slash,,movie,,"Action,Horror,Thriller"
tt0772201,Shaman's Mark,Shaman's Mark,,movie,89,Horror
tt0775433,Black Hole,Black Hole,,movie,,"Drama,Horror,Romance"
tt0800249,Dracula the Un-Dead,Dracula the Un-Dead,,movie,,"Drama,Horror"
tt0818168,Clock Tower,Clock Tower,,movie,,"Horror,Thriller"
tt0835438,Magic 8 Ball,Magic 8 Ball,,movie,,"Horror,Thriller"
tt0835797,In Vitro,In Vitro,,movie,,"Horror,Thriller"
tt0850244,After Dark: Black Hollow,After Dark: Black Hollow,,movie,,"Horror,Thriller"
tt0887875,Bell Witch,Bell Witch,,movie,,"Horror,Thriller"
tt0891349,Taxidermist,Taxidermist,,movie,,"Horror,Thriller"
tt0924411,Automaton Transfusion 2,Automaton Transfusion 2,,movie,,"Action,Horror"
tt0990406,Gears of War,Gears of War,,movie,,"Action,Adventure,Horror"
tt10002034,The Scowling Dusk Trilogy,The Scowling Dusk Trilogy,,movie,360,"Drama,Fantasy,Horror"
tt10006762,Deadly Transition,Deadly Transition,,movie,,Horror
tt10011144,Baby,Baby,,movie,,Horror
tt10014600,Shelter,Shelter,,movie,,Horror
tt10015110,Corbin Nash 2,Corbin Nash 2,,movie,,Horror
tt10021874,Nightfall,Nightfall,,movie,,Horror
tt10029562,Death Lies on Her,Death Lies on Her,,movie,,"Fantasy,Horror,Sci-Fi"
tt10029612,Outpost 139,Outpost 139,,movie,,"Horror,Sci-Fi"
tt1002972,Criminal Macabre,Criminal Macabre,,movie,,Horror
tt10032494,Histers,Histers,,movie,,Horror
tt10033154,Frightmares,Frightmares,,movie,,Horror
tt10034196,Static Pressure,Static Pressure,,movie,,Horror
tt10037584,La Sangre que nos Une,La Sangre que nos Une,,movie,,"Drama,Horror,Thriller"
tt10041064,I See You,I See You,,movie,,"Horror,Thriller"
tt10041226,The Rattler,The Rattler,,movie,,Horror
tt10044564,The House That Couldn't Die,The House That Couldn't Die,,movie,,"Drama,Horror"
tt10044610,Badlander,Badlander,,movie,,"Action,Drama,Horror"
tt10047032,A Young Cyborg's Manifesto,A Young Cyborg's Manifesto,,movie,53,"Documentary,Horror,Romance"
tt10051530,The Haunting of Pluckley Village,The Haunting of Pluckley Village,,movie,,Horror
tt10052952,The Impressionist,The Impressionist,,movie,,Horror
tt10054628,Sanguis,Sanguis,,movie,,Horror
tt10055510,Abigail,Abigail,,movie,,Horror
tt10056524,Lesser Evil,Lesser Evil,,movie,,"Horror,Thriller"
tt10059840,The Pitts of Hell,The Pitts of Hell,,movie,,Horror
tt10060310,Untitled Jordan Vogt-Roberts/Monster Project,Untitled Jordan Vogt-Roberts/Monster Project,,movie,,Horror
tt10064418,tellavision.,Tellavision.,,movie,,"Comedy,Drama,Horror"
tt10065274,Rahana,Rahana,,movie,,Horror
tt10069118,The Kennington Loop,The Kennington Loop,,movie,,Horror
tt10069794,Uccisore,Uccisore,,movie,,"Horror,Thriller"
tt10069800,Encounter,Encounter,,movie,,Horror
tt10071136,Black River,Black River,,movie,,Horror
tt10074026,Confession,Confession,,movie,,"Horror,Thriller"
tt10074218,Pagans Mind,Pagans Mind,,movie,,"Horror,Thriller"
tt10074832,Horrified,Horrified,,movie,,"Comedy,Horror"
tt10079830,A Man from Taured,A Man from Taured,,movie,,"Adventure,Comedy,Horror"
tt1008690,The Letters,The Letters,,movie,,"Drama,Horror,Mystery"
tt10089476,And Then Everything Goes Dark,And Then Everything Goes Dark,,movie,,"Horror,Thriller"
tt10090148,The Red Book: The Second Chapter,The Red Book: The Second Chapter,,movie,,Horror
tt10091520,Dude Zombiz,Dude Zombiz,,movie,,Horror
tt10095282,Night Shift,Night Shift,,movie,110,"Horror,Mystery,Thriller"
tt10098606,Mysterious Occurrences,Mysterious Occurrences,,movie,98,Horror
tt10100524,Potter's Field,Potter's Field,,movie,,Horror
tt10100712,A Tale As Old As Time,A Tale As Old As Time,,movie,,Horror
tt10101448,The Cavanaugh Haunting,The Cavanaugh Haunting,,movie,,Horror
tt10101494,Trading Places,Trading Places,,movie,,Horror
tt10102532,The Devil's Mark,The Devil's Mark,,movie,110,Horror
tt10103578,Expedition,Expedition,,movie,120,"Action,Adventure,Horror"
tt10105710,Glasgow,Glasgow,,movie,,Horror
tt10105852,Creatures of the Sea,Creatures of the Sea,,movie,108,"Fantasy,Horror,Mystery"
tt10106076,I See Things,I See Things,,movie,,"Horror,Mystery,Thriller"
tt10109882,Gearhead,Gearhead,,movie,,Horror
tt10111520,Twisted Circus,Twisted Circus,,movie,,Horror
tt10115212,Homecoming,Homecoming,,movie,,Horror
tt10116214,Toulina,Toulina,,movie,120,"Horror,Thriller"
tt10116780,The Devil's Furnace,The Devil's Furnace,,movie,,"Crime,Drama,Horror"
tt10120832,Shadow Hill,Shadow Hill,,movie,,Horror
tt10121850,Untitled Bermudez Siblings Project,Untitled Bermudez Siblings Project,,movie,,"Drama,Horror"
tt10124802,Chapel of Horror,Chapel of Horror,,movie,,Horror
tt10125628,Shatter,Shatter,,movie,,"Fantasy,Horror,Thriller"
tt10125732,Black Sonata,Black Sonata,,movie,,"Horror,Thriller"
tt10125866,Unnamed Will Hoover Project,Unnamed Will Hoover Project,,movie,,"Horror,Thriller"
tt10126286,Momma's Little Baby,Momma's Little Baby,,movie,,Horror
tt10126564,Father's Day,Father's Day,,movie,,Horror
tt10132088,The Breech,The Breech,,movie,,Horror
tt10132866,A Thoughtful Avarice,A Thoughtful Avarice,,movie,,Horror
tt10135108,Danny Corpse Walker,Danny Corpse Walker,,movie,,Horror
tt10135310,The Castle,The Castle,,movie,,Horror
tt10135324,The Callback,The Callback,,movie,,Horror
tt10138126,The Last Heretic,The Last Heretic,,movie,120,"History,Horror"
tt10139994,Eating Machine,Eating Machine,,movie,,"Action,Horror,Sci-Fi"
tt10140044,Ocean Unknown,Ocean Unknown,,movie,,"Horror,Mystery,Sci-Fi"
tt10140052,Toy House,Toy House,,movie,,"Fantasy,Horror"
tt10150530,The Presence,The Presence,,movie,,Horror
tt10151100,Beyond Sea,Beyond Sea,,movie,,Horror
tt10154758,Order of the Red Serpent,Order of the Red Serpent,,movie,,Horror
tt10155906,Surviving the Zombie Plague,Surviving the Zombie Plague,,movie,,"Comedy,Horror"
tt10157928,The Bush,The Bush,,movie,,Horror
tt10159088,Snowglobes in the Summer,Snowglobes in the Summer,,movie,,Horror
tt10160304,Ghost of the Nile,Ghost of the Nile,,movie,,Horror
tt10161168,The House Is Not for Sale,The House Is Not for Sale,,movie,,"Comedy,Horror"
tt10161440,The Cursed: Paradox Lost,The Cursed: Paradox Lost,,movie,,Horror
tt10161566,The Cursed: Viral,The Cursed: Viral,,movie,,Horror
tt10161582,The Cursed: When You Least Expect It,The Cursed: When You Least Expect It,,movie,,Horror
tt10168642,The Red Shift,The Red Shift,,movie,,Horror
tt10170880,Sulfurized,Sulfurized,,movie,,"Horror,Sci-Fi"
tt10171102,Buzz,Buzz,,movie,,Horror
tt10171732,Seeing Revenge,Seeing Revenge,,movie,,Horror
tt10173254,Poltergeist,Poltergeist,,movie,,Horror
tt10178128,Seeing,Seeing,,movie,,Horror
tt10182850,The Great Lake Taking,The Great Lake Taking,,movie,,"Horror,Thriller"
tt10182896,BlackJack,BlackJack,,movie,,"Drama,Horror,Mystery"
tt10183768,The Bowel,The Bowel,,movie,,"Adventure,Fantasy,Horror"
tt10187332,Blessed Are the Dead,Blessed Are the Dead,,movie,,Horror
tt10189884,Death Bike,Death Bike,,movie,,Horror
tt10192894,Thomasina,Thomasina,,movie,,Horror
tt10196852,Stull,Stull,,movie,,Horror
tt10198320,Pay Up,Pay Up,,movie,,Horror
tt10198776,Nightman: Part 1,Nightman: Part 1,,movie,,Horror
tt10199174,Light of Day,Light of Day,,movie,,Horror
tt10200938,Embryo,Embryo,,movie,,"Horror,Sci-Fi,Thriller"
tt10203068,The Symbol,The Symbol,,movie,,Horror
tt10204362,La Bruja y el Demonio,La Bruja y el Demonio,,movie,,"Drama,Horror,Mystery"
tt10214320,The Cursed: It Is What It Isn't,The Cursed: It Is What It Isn't,,movie,,Horror
tt10214326,The Cursed: Down the Rabbit Hole,The Cursed: Down the Rabbit Hole,,movie,,Horror
tt10215276,Simple Jill,Simple Jill,,movie,,"Comedy,Horror"
tt10216610,The Changed,The Changed,,movie,,"Fantasy,Horror"
tt10217136,The Last Night of Engine Nine,The Last Night of Engine Nine,,movie,,Horror
tt10222974,Sheep,Sheep,,movie,,Horror
tt10224168,This Dark Thing,This Dark Thing,,movie,,"Horror,Thriller"
tt10224506,Murder Van,Murder Van,,movie,,"Horror,Thriller"
tt10224778,Incipient,Incipient,,movie,,"Action,Horror"
tt10227718,Tamar's Daughter,Tamar's Daughter,,movie,90,"Crime,Drama,Horror"
tt10228110,DeadFellaz,DeadFellaz,,movie,,"Action,Crime,Horror"
tt10228822,Spectral Physics,Spectral Physics,,movie,,"Horror,Sci-Fi"
tt10228828,Treasures of the World,Treasures of the World,,movie,,"Adventure,Horror"
tt10228840,Preppers,Preppers,,movie,,"Action,Comedy,Horror"
tt10228862,Sleepwalkers,Sleepwalkers,,movie,,"Horror,Sci-Fi"
tt10229478,The Clearing,The Clearing,,movie,,Horror
tt10229520,Plegarias al Abismo,Plegarias al Abismo,,movie,,Horror
tt10230674,Shadowplay: The Path of Nyarlahotep,Shadowplay: The Path of Nyarlahotep,,movie,,"Fantasy,Horror"
tt10230772,Fame Hungry,Fame Hungry,,movie,,Horror
tt10234160,3 Days on Planet Earth,3 Days on Planet Earth,,movie,,"Horror,Sci-Fi"
tt10236212,Die Fremden - Einmal im Jahr kommen sie auf die Erde,Die Fremden - Einmal im Jahr kommen sie auf die Erde,,movie,,Horror
tt10238810,Seventeenth Street,Seventeenth Street,,movie,,"Horror,Mystery,Sci-Fi"
tt10243332,Fecir,Fecir,,movie,90,Horror
tt10245154,Vain,Vain,,movie,,"Horror,Sci-Fi,Thriller"
tt10245992,Blood Debt,Blood Debt,,movie,,Horror
tt10250388,Grace - The Beginning,Grace - The Beginning,,movie,,Horror
tt10250520,The Cursed: Not So Secret Secrets,The Cursed: Not So Secret Secrets,,movie,,Horror
tt10255408,One Way,One Way,,movie,,Horror
tt10260310,Humboldt House,Humboldt House,,movie,,Horror
tt10261964,Jekyll vs. Hyde,Jekyll vs. Hyde,,movie,,Horror
tt10263336,Good Bye,Good Bye,,movie,,Horror
tt10263382,Dogs of War,Dogs of War,,movie,,"Action,History,Horror"
tt10263452,Creature Feature,Creature Feature,,movie,,"Action,Comedy,Horror"
tt10263464,How I Got Stuck in New Jersey and Ended Up Fighting an Army of Zombies,How I Got Stuck in New Jersey and Ended Up Fighting an Army of Zombies,,movie,,"Action,Comedy,Horror"
tt10263528,Creatures,Creatures,,movie,,"Action,Horror"
tt10269676,Scare Me Now,Scare Me Now,,movie,,Horror
tt10270306,Cinni Alem Kapisi,Cinni Alem Kapisi,,movie,,Horror
tt10272754,The Cursed: Stories of Futures Past,The Cursed: Stories of Futures Past,,movie,,Horror
tt10272824,The Cursed: Things We Didn't Wanna Know But Found Out Anyway,The Cursed: Things We Didn't Wanna Know But Found Out Anyway,,movie,,Horror
tt10272856,The Cursed: Let Me Show You Where I Stand,The Cursed: Let Me Show You Where I Stand,,movie,,Horror
tt10275070,Women & Children,Women & Children,,movie,,"Action,Horror,Thriller"
tt10275406,The Vampire Bites the Stake,The Vampire Bites the Stake,,movie,,"Drama,Fantasy,Horror"
tt10276192,Funhouse,Funhouse,,movie,,Horror
tt10277326,Really Bad Scary Movie,Really Bad Scary Movie,,movie,,Horror
tt10279058,The Craft Brewery,The Craft Brewery,,movie,,Horror
tt10279210,The Transfiguration of Ruby Rosenkreuz,The Transfiguration of Ruby Rosenkreuz,,movie,,Horror
tt10279352,Eyes Without a Face,Eyes Without a Face,,movie,90,"Horror,Thriller"
tt10280308,Envy,Envy,,movie,,Horror
tt10284380,Dr.Taco,Dr.Taco,,movie,,Horror
tt10284830,Hard Cheese,Hard Cheese,,movie,,"Comedy,Fantasy,Horror"
tt10284952,Black Annis,Black Annis,,movie,,Horror
tt10288908,The Weary Traveler,The Weary Traveler,,movie,,Horror
tt10290032,Dax Baxter: Demon Hunter (TV Series),Dax Baxter: Demon Hunter (TV Series),,tvMovie,,"Horror,Sci-Fi"
tt10290364,Day Six,Day Six,,movie,,"Drama,Fantasy,Horror"
tt10294616,Serket,Serket,,movie,,Horror
tt10298050,Purgatory,Purgatory,,movie,,"Drama,Horror,Western"
tt10298238,Away with the Faeries,Away with the Faeries,,movie,,"Drama,Horror,Mystery"
tt10299774,The Last Feed,The Last Feed,,movie,,Horror
tt10301308,The Killing Stone,The Killing Stone,,movie,,"Drama,Horror,Mystery"
tt10304112,Apocalypse,Apocalypse,,movie,,"Action,Horror"
tt10306040,The Killings at Nurseries House,The Killings at Nurseries House,,movie,,"Comedy,Horror,Mystery"
tt10309424,Derivation,Derivation,,movie,,Horror
tt10314454,Mr. Bleachers,Mr. Bleachers,,movie,,"Comedy,Horror"
tt10317220,Mother Nature,Mother Nature,,movie,,Horror
tt10317388,The Audition,The Audition,,movie,,Horror
tt10317982,Blood & Whores,Blood & Whores,,movie,,Horror
tt10319118,The Cursed -When The Past Isn't True,The Cursed -When The Past Isn't True,,movie,,Horror
tt10319126,The Cursed -Too Much Information,The Cursed -Too Much Information,,movie,,Horror
tt10322474,Skate of the Dead,Skate of the Dead,,movie,,"Adventure,Horror"
tt10322992,13 Rooms,13 Rooms,,tvMovie,,Horror
tt10323038,Widows of the Departed,Widows of the Departed,,movie,,"Comedy,Drama,Horror"
tt10327672,Six Evils,Six Evils,,movie,,Horror
tt10329304,CAR:Y,CAR:Y,,movie,,"Drama,Horror,Thriller"
tt10334400,Z Company,Z Company,,movie,,"Horror,Sci-Fi"
tt10339568,Top Model,Top Model,,movie,,"Horror,Thriller"
tt10341156,Slay Bells Ring,Slay Bells Ring,,movie,,Horror
tt10348498,Bruja,Bruja,,movie,,Horror
tt10358868,Sanctuary,Sanctuary,,movie,,Horror
tt10359038,Stalker Van,Stalker Van,,movie,,Horror
tt10359216,The Pulse,The Pulse,,movie,,Horror
tt10359260,Subscribe,Subscribe,,movie,,Horror
tt10359824,American Nightmare,American Nightmare,,movie,,Horror
tt10360690,Reptilia,Reptilia,,movie,,"Fantasy,Horror,Thriller"
tt10368696,Daamini Villaa,Daamini Villaa,,movie,,Horror
tt10369516,5.7 seconds,Malibu,,movie,,"Horror,Thriller"
tt10370470,Detriment,Detriment,,movie,,Horror
tt10379296,Retribution Room,Retribution Room,,movie,,Horror
tt10379936,Cubicle,Cubicle,,movie,,Horror
tt10380094,Rewind to the End,Rewind to the End,,movie,,Horror
tt10380848,Tasting,Tasting,,movie,,"Horror,Mystery,Romance"
tt10381238,Good Bye,Good Bye,,movie,,Horror
tt10383814,Seduction Short,Seduction Short,,movie,,"Horror,Thriller"
tt10386822,Seek Shelter,Seek Shelter,,movie,,Horror
tt10389190,Zompire,Zompire,,movie,,Horror
tt10389274,Ravens Fell,Ravens Fell,,movie,,Horror
tt10391704,Frightseekers,Frightseekers,,movie,,Horror
tt10392326,Heist of the Dead,Heist of the Dead,,movie,,Horror
tt10398110,We Need Help,We Need Help,,movie,,Horror
tt10398934,P. J. Sniffins,P. J. Sniffins,,movie,,"Horror,Thriller"
tt10399308,Mile Marker 666,Mile Marker 666,,movie,,Horror
tt10403160,Most Evil,Most Evil,,movie,,"Horror,Thriller"
tt10405190,Paranormal,Paranormal,,movie,,"Drama,Horror,Mystery"
tt10411090,Drain Baby,Drain Baby,,movie,,"Comedy,Drama,Horror"
tt10413284,Retreat,Retreat,,movie,,Horror
tt10415736,Wilderness,Wilderness,,movie,,Horror
tt10417882,The Ikon,The Ikon,,movie,55,"Animation,Fantasy,Horror"
tt10418640,Babysitter Massacre: Heavy Metal,Babysitter Massacre: Heavy Metal,,movie,,Horror
tt10423204,The Cursed -The Phantom Queen,The Cursed -The Phantom Queen,,movie,,Horror
tt10423206,The Cursed -More Than Everything,The Cursed -More Than Everything,,movie,,Horror
tt10427090,Demons Within,Demons Within,,movie,,Horror
tt10429824,Picking Up Evil,Picking Up Evil,,movie,,Horror
tt10431826,Pull-Out Couch,Pull-Out Couch,,movie,,"Horror,Thriller"
tt10432836,Tribute Night,Tribute Night,,movie,,Horror
tt10432950,Laments of the Wind,Lamentos del Viento,,movie,,"Drama,Horror"
tt10433540,Dark Rock,Dark Rock,,movie,,Horror
tt10435212,Girls Day Out,Girls Day Out,,movie,,"Comedy,Horror"
tt10436792,Gouge,Gouge,,movie,,Horror
tt10437344,The Hawkline Monster,The Hawkline Monster,,movie,,"Drama,Fantasy,Horror"
tt10443212,Vinegar Hill,Vinegar Hill,,movie,,Horror
tt10447300,Cowboys from Hell,Cowboys from Hell,,movie,,"Drama,Horror,Western"
tt10449522,Kahina,Kahina,,movie,,Horror
tt10461572,The Manson Brothers Satanic Vampire Death Match,The Manson Brothers Satanic Vampire Death Match,,movie,,Horror
tt10462538,Reichbusters: Projekt Vril,Reichbusters: Projekt Vril,,movie,,"Action,Horror"
tt10466292,Damon,Damon,,movie,,Horror
tt10467056,Murder Mystery Night,Murder Mystery Night,,movie,,Horror
tt10467708,When the Dark Comes Back,When the Dark Comes Back,,movie,,Horror
tt10467894,Victor Vanish,Victor Vanish,,movie,,"Drama,Horror,Mystery"
tt10472054,Scars,Scars,,movie,,Horror
tt10476708,The Oblivion Disease,The Oblivion Disease,,movie,,Horror
tt10476712,Hell of the Upside Down City,Hell of the Upside Down City,,tvMovie,,Horror
tt10476908,The Vizitant,The Vizitant,,movie,89,"Comedy,Horror,Thriller"
tt10477248,Hog Farm,Hog Farm,,movie,,Horror
tt10481714,Sweet Sixteen,Sweet Sixteen,,movie,,Horror
tt10483154,Echoes,Echoes,,movie,,"Horror,Mystery"
tt10487440,Mark of the Beast,Mark of the Beast,,movie,,Horror
tt10488272,Deathboy,Deathboy,,movie,,"Horror,Thriller"
tt10495392,Gothic,Gothic,,movie,80,"Drama,Horror,Mystery"
tt10498026,Ernaline,Ernaline,,movie,,Horror
tt10498388,Vardo 1940,Vardo 1940,,movie,,Horror
tt10499074,Vicious,Vicious,,movie,,Horror
tt10499938,Dark Tiles,Dark Tiles,,movie,90,"Horror,Mystery,Thriller"
tt10500526,Boxed,Boxed,,movie,,Horror
tt10508442,Grave Concerns,Grave Concerns,,movie,,Horror
tt10509380,I Am Going to Kill You,I Am Going to Kill You,,movie,,"Crime,Horror,Thriller"
tt10509570,I Know Where You Live,I Know Where You Live,,movie,,Horror
tt10510310,Contaminated Dreams,Contaminated Dreams,,movie,,"Horror,Thriller"
tt10525608,Dead of Night (A Killing Moon),Dead of Night (A Killing Moon),,movie,,Horror
tt10529784,Treasure Lake,Treasure Lake,,movie,,"Horror,Mystery,Thriller"
tt10529806,The Alternatives,The Alternatives,,movie,,"Horror,Thriller"
tt10544304,The Cure,The Cure,,movie,,Horror
tt10549954,The Floor,The Floor,,movie,,"Comedy,Horror"
tt10551018,Dark Portal,Dark Portal,,movie,,"Fantasy,Horror,Mystery"
tt10553758,The Waters of Bensira,The Waters of Bensira,,movie,,Horror
tt10555438,Don't Look Inside,Don't Look Inside,,movie,,"Action,Crime,Horror"
tt10560056,Hitorikko,Hitorikko,,movie,,"Horror,Thriller"
tt10561506,Horror-Skope,Horror-Skope,,movie,,Horror
tt10562886,Hell Nun,Hell Nun,,movie,,Horror
tt10563864,Year of Our Lord,Year of Our Lord,,movie,,Horror
tt10567338,Calls the Dark,Calls the Dark,,movie,,Horror
tt10568214,Room 319,Room 319,,movie,,"Action,Horror"
tt10568886,The Murder Muse,The Murder Muse,,movie,,Horror
tt10572396,A Wicked Tale,A Wicked Tale,,movie,,Horror
tt10573466,Inside,Inside,,movie,,"Horror,Mystery"
tt10574576,The Hunter & The Fox,The Hunter & The Fox,,movie,,"Horror,Thriller"
tt10575974,Beetle Attack,Beetle Attack,,movie,,Horror
tt10579910,Flightmare,Flightmare,,movie,,Horror
tt10582690,Untitled Alien Prequel,Untitled Alien Prequel,,movie,,"Horror,Mystery,Sci-Fi"
tt10584330,American Devils,American Devils,,movie,,"Horror,Thriller"
tt10597456,Z,Z,,movie,,"Action,Crime,Horror"
tt1059934,Untitled Monster Movie,Untitled Monster Movie,,movie,,"Action,Horror,Thriller"
tt10599864,Lilith the Vampire,Lilith the Vampire,,movie,,"Drama,Fantasy,Horror"
tt10600872,Untitled Project,Untitled Project,,movie,,"Action,Horror,Sci-Fi"
tt10602416,The Red Crucifix,The Red Crucifix,,movie,,Horror
tt1060276,Unseen Shadows,Unseen Shadows,,movie,,"Horror,Thriller"
tt10605612,Sin Dial,Sin Dial,,movie,,Horror
tt10607336,Cemetery,Cemetery,,movie,,Horror
tt10607538,Bloody Saint Mary's,Bloody Saint Mary's,,movie,,Horror
tt10607566,Steal Your Face,Steal Your Face,,movie,,"Horror,Thriller"
tt10608726,Hyperbolic Satan,Hyperbolic Satan,,movie,,"Documentary,Horror,Mystery"
tt10612048,Mercy,Mercy,,movie,,"Action,Fantasy,Horror"
tt10612608,Snake-ish,Snake-ish,,movie,120,"Drama,Fantasy,Horror"
tt10621100,Hell House,Hell House,,movie,,"Horror,Thriller"
tt10622470,The Winery,The Winery,,movie,,Horror
tt10627444,Night of the Skinwalker,Night of the Wendigo,,movie,,Horror
tt10628024,Exhibit Man,Exhibit Man,,movie,,Horror
tt10628690,Band of Deaf,Band of Deaf,,movie,,"Action,Fantasy,Horror"
tt10630262,Revisit the Legend of Boggy Creek,Revisit the Legend of Boggy Creek,,movie,,Horror
tt10630588,When Midnight Strikes,When Midnight Strikes,,movie,,Horror
tt10631402,Untitled Horror Movie,Untitled Horror Movie,,movie,,Horror
tt10631534,Carnivora,Carnivora,,movie,,Horror
tt10636080,Untitled Found Footage Film,Untitled Found Footage Film,,movie,,"Comedy,Horror"
tt10637874,Baby Teeth,Baby Teeth,,movie,,Horror
tt10638304,563 St. Charles Street,563 St. Charles Street,,movie,,"Horror,Thriller"
tt10643242,The Freeze,The Freeze,,movie,,Horror
tt10643566,#Followme II,#Followme II,,movie,,Horror
tt10644930,Don't Quit Your Day Job,Don't Quit Your Day Job,,movie,,Horror
tt10648212,The Evil Frequency,The Evil Frequency,,movie,,Horror
tt10648600,Shadow Witch,Shadow Witch,,movie,,Horror
tt1064941,Dead Asleep,Dead Asleep,,movie,,Horror
tt10655012,The Dream,The Dream,,movie,,"Fantasy,Horror,Mystery"
tt10656044,Ibos,Ibos,,movie,,Horror
tt10656282,The Kull,The Kull,,movie,,"Comedy,Horror"
tt10660296,Game Hunter,Game Hunter,,movie,,Horror
tt10660770,Broken Nights,Broken Nights,,movie,,Horror
tt10661030,Mt. Winding,Mt. Winding,,movie,,Horror
tt10665896,The Creep,The Creep,,movie,,Horror
tt10665958,Lepida,Lepida,,movie,,"Horror,Sci-Fi"
tt10666284,The Girl Who Died,The Girl Who Died,,movie,,Horror
tt10666322,Happy Anniversary,Happy Anniversary,,movie,,Horror
tt10670198,The Devil's Hitman,The Devil's Hitman,,movie,,"Action,Horror"
tt10670668,He's Here,He's Here,,movie,,Horror
tt10671440,Blade,Blade,,movie,,"Action,Fantasy,Horror"
tt10674178,Playtime: A Horror Story,Playtime: A Horror Story,,movie,,Horror
tt10675496,Night of the Living Dead,Night of the Living Dead,,movie,,"Action,Horror,Sci-Fi"
tt10675748,Crave: Roots of Evil,Crave: Roots of Evil,,movie,,"Action,Comedy,Horror"
tt10679976,Dawn of The Not So Dead,Dawn of The Not So Dead,,movie,,"Comedy,Horror"
tt10685188,Killer Keg,Killer Keg,,movie,,"Comedy,Horror,Thriller"
tt10686674,Bad Habits,Bad Habits,,movie,,Horror
tt10686698,Operation Outbreak,Operation Outbreak,,movie,,Horror
tt10686784,The Line,The Line,,movie,,Horror
tt10691136,A Dead Man Screaming,A Dead Man Screaming,,movie,,Horror
tt10692210,Don't Open Until Krampus,Don't Open Until Krampus,,movie,,Horror
tt10692978,The Unkind III: Hellbound,The Unkind III: Hellbound,,movie,,Horror
tt10694512,Providence,Providence,,movie,,"Horror,Thriller"
tt10695994,Rush Week,Rush Week,,movie,,Horror
tt10697622,Niebla una aventura de Don Medardo y sus Players,Niebla una aventura de Don Medardo y sus Players,,movie,,Horror
tt10698588,Ghoul,Ghoul,,movie,,Horror
tt10700678,Dislodged,Dislodged,,movie,,"Horror,Thriller"
tt10703624,Adam & Amy at the End,Adam & Amy at the End,,movie,,"Comedy,Horror"
tt10703686,The Journey to Algorath,The Journey to Algorath,,movie,,"Action,Horror,Sci-Fi"
tt10708876,Brains,Brains,,movie,,"Comedy,Horror"
tt10709754,Nightmare of Alice,Nightmare of Alice,,movie,,Horror
tt10719032,The Place We All Go,The Place We All Go,,movie,,Horror
tt10724446,Charlotte,Charlotte,,movie,90,Horror
tt10727962,The Cryptid,The Cryptid,,movie,,Horror
tt10728232,The Culture,The Culture,,movie,,"Drama,Horror"
tt10731118,Icons,Icons,,movie,,Horror
tt10731774,Titz & Zhombies,Titz & Zhombies,,movie,,Horror
tt10732616,Hollywood Massacre,Hollywood Massacre,,movie,,"Horror,Thriller"
tt10737990,Play Me,Play Me,,movie,,"Horror,Mystery,Thriller"
tt10740562,Untitled Fangmeier/Williams Project,Untitled Fangmeier/Williams Project,,movie,,Horror
tt10740736,The Elevator Game,The Elevator Game,,movie,110,"Drama,Horror,Mystery"
tt10740992,Lady Elgin,Lady Elgin,,movie,,Horror
tt10741266,Humane,Humane,,movie,,"Comedy,Horror"
tt10741604,American Grim,American Grim,,movie,,Horror
tt1074936,Black Magic,Black Magic,,movie,,"Horror,Mystery,Thriller"
tt10750064,Black River,Black River,,movie,,Horror
tt10751056,Exorcism Experiment,Exorcism Experiment,,movie,,Horror
tt10752228,The Axeman,The Axeman,,movie,,"Horror,Mystery"
tt10757204,The Revelation,The Revelation,,movie,,"Drama,Horror"
tt10762018,Let's Pretend,Let's Pretend,,movie,,Horror
tt10763478,The Midnight Friend,The Midnight Friend,,movie,,Horror
tt10764138,Blood Curse,Blood Curse,,movie,,Horror
tt10767792,The Creaent Moon,The Creaent Moon,,movie,,Horror
tt10768320,Untitled Satanic Cult Project,Untitled Satanic Cult Project,,movie,,Horror
tt1076952,Abigail's Giant,Abigail's Giant,,movie,,"Drama,Fantasy,Horror"
tt10771350,Tarot Man,Tarot Man,,movie,,"Crime,Horror"
tt10771572,Crooked Lake,Crooked Lake,,movie,,Horror
tt10776682,Sherwood,Sherwood,,tvMovie,,"Horror,Thriller"
tt10776944,Kill Trip 3,Kill Trip 3,,movie,,Horror
