id,title,ocr_chars,overlap_max,ocr_lang,original_language
318378,Morbus,301,0.0,es,ca
1377573,,295,0.0,et,
478202,Waste,48,0.0,ca,es
1387887,Black Star,252,0.0,en,en
488523,Rich Brats,122,0.0,ru,ru
1571938,Cruel Melody,70,0.0,en,en
324246,The Hood Has Eyez,40,0.0,en,en
840783,,44,0.0,en,
488909,Intrude The Widow Village at Midnight,112,0.1667,en,zh
1183199,The Wolves of Savin Hill,22,0.2,en,
825305,Blue Seed Beyond,58,0.0,en,ja
503698,The Next Victim,57,0.3333,en,
27477,Thirteen Erotic Ghosts,62,0.0,en,en
342730,House of Whores,289,0.3333,en,
164661,Torchbearer,30,0.0,vi,cs
26208,Credo,30,0.0,en,en
1380468,100 Bodies,205,0.0,en,en
1367763,Lilly Lives Alone,21,0.3333,en,en
1258641,Leftovers,104,0.0,en,en
565500,Camcorder Atrocity,29,0.0,en,
1708289,,47,0.0,en,
1381446,Son of Pumpkinman,272,0.3333,en,
262690,Ammar: Cin Tarikatı,284,0.3333,tr,tr
742492,A Beast in Love,200,0.0,en,ja
188837,Back Road Diner,208,0.3333,en,
424087,Demons of the Desert,215,0.25,es,es
759239,The Hangry Dead,59,0.3333,en,en
876411,Sībĭlum,41,0.0,it,it
1254477,,77,0.0,en,
24643,Lost Colony: The Legend of Roanoke,83,0.3333,en,en
1029801,Muon,151,0.0,en,en
316874,The Haunted Wedding Dress,74,0.25,fr,ko
549369,The Bastard,105,0.0,en,
226023,The Men Who Fell,105,0.25,de,en
612196,Starcache,261,0.0,en,en
1599958,Naughty or Nice,175,0.0,en,
365811,Om Shanthi Om,227,0.0,en,ta
775567,Psychopomp,194,0.0,en,
996827,My Chilling Roommate,61,0.0,en,ko
1398904,,28,0.0,en,
701776,The Enigmatic Mister S.,190,0.3333,fr,fr
1073946,,22,0.0,it,
239973,Cold Blood Canyon,51,0.0,fr,en
1453705,,52,0.0,es,
29433,The Good Sisters,81,0.3333,en,en
32314,Büyü,106,0.0,tr,tr
396572,Héctor,28,0.0,es,es
1518670,Unconscious,109,0.0,fi,en
327315,Bloodrunners,27,0.0,en,en
29354,Reflections in Black,154,0.0,es,it
362333,Rock n' Roll Cowboys,69,0.3333,en,en
1372793,Operation War Thunder,63,0.3333,en,en
469674,The Bride Who Has Returned From Hell,111,0.1429,en,cn
1117930,Uninvited,67,0.0,en,en
1338461,Scrumptious,121,0.0,en,en
645080,In the Kingdom of Dusk,40,0.0,de,de
1147473,,74,0.0,en,
212391,The Damnation of Faust,22,0.25,sv,
1567013,Origins,159,0.0,id,en
210634,Chill Factor: House Call,42,0.0,es,en
359254,Chang Chen Ghost Stories: Be Possessed by Ghosts,261,0.0,en,zh
1280376,,174,0.0,en,
677359,,77,0.0,pt,
1658057,Parasomnia,74,0.0,ms,
1652506,Self Portrait,25,0.0,es,en
989726,"Incrível, Fantástico, Extraordinário",280,0.3333,pt,pt
255295,Speak No Evil,43,0.3333,en,en
449897,Next Victim,75,0.0,en,en
671063,Cripta,106,0.0,en,it
322534,Natural Burials,70,0.0,id,ko
1062084,,25,0.0,id,
1258328,Pay to Play,406,0.3333,en,
143222,Guardians,50,0.0,en,en
800844,Haemophobia,37,0.0,tl,en
952054,Anal Paprika 3: Menage-A-Death,82,0.25,en,en
1320004,,152,0.0,en,
1171230,,90,0.0,en,
1514957,495,32,0.0,en,en
894206,Rabid,45,0.0,en,tl
1052147,SPOT,27,0.0,ht,
1205108,,27,0.0,en,
704991,Blot,34,0.0,en,sv
567130,100 Bullets: Dead Ghosts,431,0.25,en,ko
627931,Death Streamed Live,129,0.0,en,ja
58904,Haunted Castle,140,0.0,en,en
445773,Deadfall,35,0.0,en,en
1180483,,170,0.0,en,
411854,Onne,68,0.0,en,ja
1029452,Moliile,38,0.0,en,ro
1460652,"At Last, The Gift",192,0.0,en,en
646542,Coven,45,0.0,en,en
127645,No Life King,208,0.0,en,ja
432212,Pine Bros. Presents: Cinema Insomnia Haunted House Special,51,0.25,en,en
1719873,,20,0.0,en,
67348,The Phantom Killer,66,0.3333,af,cn
249248,The Troop of Ghost,241,0.25,en,th
160865,Light Speed,38,0.0,en,en
798646,Birth of Kitaro,20,0.0,fr,ja
1662606,We're Not Them,102,0.25,en,
58983,Death Row Diner,155,0.0,en,en
685076,What's Wrong with You?,61,0.0,en,de
464772,Indiana,235,0.0,en,en
191623,Görünmeyenler,52,0.0,tr,tr
92227,Serial Rabbit 3: Splitting Hares,544,0.25,en,en
637479,Peel,87,0.0,en,en
1262681,Twisted Weekend 2: Coed Slaughter,22,0.25,en,
493714,Nightscape,25,0.0,en,ko
848241,Slideshow,200,0.0,sl,en
573307,KKKillers,121,0.0,en,en
695350,Playdurizm,33,0.0,en,en
485314,Bệnh Viện Ma,147,0.3333,vi,vi
178439,666: The Demon Child,39,0.25,en,en
1726101,,32,0.0,pl,
737853,Snow Falls,154,0.0,en,en
637237,Minds of Terror,65,0.3333,en,en
421358,The Man Who Came To Kill,35,0.0,cv,ja
370246,Prisoners of Terror,175,0.3333,es,es
496582,Maut Ki Haveli,93,0.3333,en,hi
1039099,Blood Moon,35,0.0,en,
410859,"Electrical Substation, Stay Safe Stay Out",42,0.2,en,en
801086,Chemistry,66,0.0,en,ml
448683,Drakula Goes to R.P.,358,0.3333,tl,en
502109,,37,0.0,en,
657107,Junreiki,20,0.0,en,ja
839006,Lost in the Post,92,0.25,no,en
600145,Consequence of Lust,457,0.3333,fr,fr
94746,The Devil's Garden,126,0.3333,en,
404416,Kigai (Paranormal Town) Vol. 1,109,0.0,en,ja
1091392,Driller Killer E2,165,0.3333,en,
597879,Devil Hunter Yohko,106,0.3333,en,ja
975759,True Accident Property / Really Scary Residents,121,0.0,id,ja
781349,,25,0.0,id,
569533,Hikiko's Tragedy,23,0.0,en,ja
950620,The Zand Order,23,0.3333,en,en
992190,Box,111,0.0,id,en
292506,Shock: My Abstraction of Death,96,0.2,en,it
386782,Moonchild,62,0.0,en,en
1625381,,86,0.0,en,
1406476,Horror Of Laughter,119,0.3333,en,
857207,Nailman - Redeemer of Thoughts,20,0.25,ha,de
1278739,,54,0.0,en,
397490,U Turn,120,0.0,en,kn
975265,Lights Camera Blood!,75,0.3333,nl,en
523904,Holocaust of the Ogre Clan,20,0.0,la,th
966695,Women are not allowed in this Building,21,0.25,en,bn
1333098,,72,0.0,en,
782209,Untitled,30,0.0,de,en
1551697,,23,0.0,en,
230977,LovecraCked! The Movie,28,0.3333,en,
48350,Psychomania,52,0.0,en,en
387858,A Gift for Amelia,221,0.3333,af,en
1158582,Pablo and the kid,176,0.25,id,en
1365822,Neon Hereafter,105,0.0,en,en
91006,The Bare Wench Project 2: Scared Topless,25,0.1667,en,en
348320,Scream Week,22,0.0,nl,nl
562494,Tales of the Bizarre: 2018 Fall Special,20,0.1429,pt,ja
405047,Siyaah,232,0.0,en,ur
1049450,,116,0.0,en,
328947,The Death I Dreamed Of,477,0.25,tl,el
476662,Susu,96,0.0,et,en
58405,Don't Look Up,217,0.0,en,ja
1613246,Razor Blade Smile: Vampires Forever,175,0.2,en,en
756426,Year of The Cat,275,0.3333,pt,pt
1213452,Graveraiser,63,0.0,en,en
318717,Garum (Fantastic Contradictions),466,0.3333,es,es
403647,Troublesome Night 9,81,0.0,en,cn
104894,A Garden Without Birds,49,0.0,en,ja
492281,Yakshiyum Njanum,33,0.0,en,ml
1690174,,57,0.0,en,
636808,,97,0.0,en,
1636200,,112,0.0,tl,
897361,Gahan Wilson's Diner,27,0.3333,id,en
1295969,ETCETERA,69,0.0,en,en
525301,Boogeyman II: Redux,44,0.3333,en,en
785802,That Cold Dead Look in Your Eyes,29,0.2857,en,fr
1542307,,33,0.0,en,
367717,Gomeda,108,0.0,en,en
65001,The Offspring - Live at Woodstock '99,52,0.1667,de,en
1602820,Just an Admirer,81,0.3333,en,en
1003716,FROM.BEYOND,37,0.0,id,en
726741,The Tree Bark Romance,127,0.25,it,en
1039672,,137,0.0,en,
1646290,Etouffe-moi Seul,31,0.3333,es,en
309063,The Ouija Experiment 2: Theatre of Death,50,0.1667,en,en
308137,Bloodlust - Trapped in the House of Horror,156,0.3333,en,de
52404,Tomie: Another Face,26,0.0,en,ja
1605727,плакать при свете (cry in the light),53,0.0,en,en
353093,Sisters of the Plague,141,0.25,en,en
659677,House of Setnakht,86,0.3333,ar,ar
1008368,Mawkib Al-Ebaa,146,0.3333,et,
369823,Hello Naan Pei Pesuren,54,0.0,en,ta
1405803,Modus Operandi,31,0.0,da,en
863438,,242,0.0,de,
422172,Bloody Tarot,101,0.0,en,es
439448,The Poison,55,0.0,pl,en
299577,The Ghosts of Kagami Pond,61,0.2,en,ja
1498452,Edmonton To Milan,499,0.3333,nl,en
117414,Jaganmohini,64,0.0,tl,ta
42735,Fanatic,20,0.0,en,en
911748,That Which Will Become of a Stolen Soul,46,0.2857,en,en
1366868,Cracula,36,0.0,en,en
809587,Ghost Tracks,21,0.0,en,en
609347,Na Ninna Bidalare,107,0.3333,en,kn
1214222,From One Speck to Another,46,0.2,en,en
1067053,,119,0.0,en,
1474280,Intravenus,122,0.0,en,en
611186,Tales of the Bizarre: 2019 Rain Special,22,0.1429,lo,ja
415379,Lullaby of Death,137,0.0,af,ja
396960,Untot - Kämpfer in der Leichenwelt,169,0.0,en,de
1163661,,56,0.0,tl,
443042,Sau Saal Baad,159,0.3333,en,hi
439418,Snake Devil,34,0.0,en,zh
904669,Dying IV,25,0.0,en,
337989,Six She's and a He,202,0.25,en,en
417773,Spook Train: Room One – Curtains,44,0.2,en,en
95567,The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,168,0.2857,en,en
440919,Zedd,49,0.0,en,ko
508526,,178,0.0,en,
81914,Sleepwalker,140,0.3333,sv,en
390599,Tower of Blood,85,0.3333,en,en
35984,Medley - Brandelli di scuola,559,0.25,it,en
380379,Ümmü Sıbyan: Zifir,398,0.3333,tr,tr
417113,Ο στραγγαλιστής της Συγγρού,180,0.0,cv,el
874973,Was That You ?,32,0.3333,en,en
362028,Troublesome Night 15,138,0.0,it,zh
1686212,Metro Exodus: Artyom's Nightmare,26,0.0,en,
1256076,AMŒBA,173,0.0,fi,en
526144,Prisoners of the Dead,41,0.25,en,en
927742,"Happy Birthday, Dear Daughter",265,0.25,uk,uk
724736,Two Days Along The Ridge,33,0.2,en,en
492535,Darkness Wakes,37,0.0,en,en
106652,Picture of a Nymph,51,0.3333,en,cn
199583,Aptharakshaka,171,0.0,en,kn
224686,Paura il diavolo,82,0.3333,it,
464302,The Sand Boat,184,0.3333,en,ja
92716,The Maltese Bippy,545,0.3333,en,en
1450808,,39,0.0,et,
86939,The Brain Machine,153,0.0,en,en
1330059,Bad Ben 15: Poltergeist,21,0.25,en,en
56604,The Haunted House Project,47,0.25,en,ko
245097,Pontianak Harum Sundal Malam 2,326,0.25,en,ms
986805,Snow Blinded,259,0.0,en,
830794,Open Your Eyes,175,0.3333,en,en
419228,And the Devil Makes Three,140,0.2,no,en
550767,O.I.,29,0.0,tl,en
1664981,,232,0.0,et,
740627,Love and Revenge... With a Meat Cleaver,241,0.1667,ar,ar
52742,Experiment in Torture,79,0.3333,en,en
726546,Anita: A Strange World,131,0.3333,ms,ms
244305,The Ice House,197,0.3333,en,en
203013,Witchcraft XII: In the Lair of the Serpent,24,0.1429,en,en
1173196,Yaji Kita Cat Ghost Road,47,0.0,id,ja
303496,Red and Black,86,0.3333,nl,cn
563543,Saikin Chouchou wa...,42,0.0,no,ja
19025,Bhool Bhulaiyaa,21,0.0,tl,hi
488753,Ammar 2: Cin İstilası,370,0.3333,en,tr
1240188,Drama Queen,58,0.0,sv,en
1137054,,33,0.0,en,
1302433,In Search of Gladys Glover,28,0.0,en,en
1601478,Up in the Attic,38,0.25,no,en
912373,Jinx,42,0.0,en,ta
686078,Obscure,254,0.0,pt,pt
1403029,Yaksha,75,0.0,en,en
830821,Toy Box Killers,75,0.3333,en,
939191,WORLD'S WEIRDEST ANIMALS,25,0.0,id,en
12662,Psycho III,37,0.0,fr,en
422417,Orgasm Mariko,59,0.0,id,ja
1429444,Satanic Vampire Lovers,104,0.3333,en,
421352,The House of Pop 4,177,0.25,en,th
81217,Szamanka,28,0.0,en,pl
753443,Investigation of Indian Cabin Rd,24,0.2,et,en
39278,Missing,24,0.0,en,cn
952288,Professor Vaman M.Sc,189,0.3333,en,hi
188220,"Bite Me, Darling",21,0.0,en,en
192881,Diary of a Serial Killer,25,0.0,fr,cn
370473,In a Thicket,20,0.0,de,ja
912953,Genocidium,272,0.0,en,fr
28196,The Avenging Conscience,23,0.3333,en,
1061422,Rec,34,0.0,en,
469472,Midnight Soul Road,194,0.0,en,zh
451686,Bloody Date,44,0.0,en,ja
1668068,,210,0.0,sl,
1180058,,69,0.0,en,
1437479,Remember To Enjoy The Light Before It’s Gone,26,0.0,en,en
793000,After Chernobyl,75,0.0,en,ru
351079,Goosebumps: The Movie,173,0.3333,en,ja
1290998,SKIN,225,0.0,nl,en
1138689,The Eyes of the Panther,20,0.25,en,
1156893,,37,0.0,en,
525050,Chronicle of the After School Wars,90,0.1667,ro,ja
1694451,The Sunny Side,87,0.3333,en,
382464,Hell Teacher Nube,27,0.0,ar,ja
1535650,,92,0.0,en,
322609,Resented Spirit of Baby Bride Groom,41,0.0,en,ko
1033153,,106,0.0,en,
1702434,,69,0.0,fr,
774985,"Children's Scary Story ""Hell Phone""",22,0.0,fr,ja
785757,,59,0.0,ht,
451287,The Revenge of Two Exorcists,59,0.2,lo,zh
1167016,Perfect Flowers of the Scum Generation,33,0.1667,et,en
333322,It's a Beautiful Day,107,0.3333,en,ja
58792,BreadCrumbs,67,0.0,en,en
173457,KatieBird* Certifiable Crazy Person,520,0.25,en,en
448643,Cannibal Family,35,0.0,id,en
483644,Of Bloody Peony at Night,91,0.2,en,zh
398887,Vampire Obsession,67,0.0,en,en
1571929,Ghoul School Pilot Film,63,0.25,en,
858066,Hello?,102,0.0,en,en
42869,The Night Caller,29,0.3333,en,en
401195,Ghost Busting,103,0.0,en,cn
252130,So Shall You Reap,129,0.25,en,en
96485,Snow Woman,145,0.0,en,ja
75220,Deus Irae,24,0.0,ro,es
1055363,,58,0.0,en,
1542603,STILLTHING,203,0.0,en,en
696001,Tulasi Dalam,76,0.0,en,en
1287790,,46,0.0,en,
1468113,Wither,113,0.0,en,
1048127,Lets fuck part 2,22,0.0,en,
418436,Lovers of the Lord of the Night,38,0.125,es,es
831529,Preys of Torture,29,0.0,tl,en
202784,Frenzy,196,0.0,en,en
188885,Super Badass,99,0.0,en,
814852,Zhang Zhen's Ghost Stories: The Girl Who Washed Her Face,87,0.0,en,zh
170885,Annihilator,86,0.0,en,en
51176,Hellborn,106,0.0,en,en
149613,Hambuster,93,0.0,en,fr
474801,She Is Alive,94,0.0,sr,sr
312199,The Game of Hide and Seek,106,0.1667,de,en
73489,30 Days to Die,80,0.25,en,en
543377,夜惊魂,115,0.0,en,zh
1474412,Where Death Dwells,402,0.3333,en,en
365618,El fistol del diablo,80,0.25,es,es
874544,,197,0.0,en,
804046,Fear,25,0.0,en,en
722364,The Onion House,44,0.3333,en,en
144394,Vampiros Sexos,144,0.0,de,en
1283946,,85,0.0,en,
320883,The Dollhouse,34,0.0,tl,ja
326999,Dinner with Family with Brett Gelman and Brett Gelman's Family,57,0.3333,en,
243771,Tokyo Videos of Horror 5,27,0.0,ar,ja
57326,Sabretooth,36,0.0,en,fr
1695936,,94,0.0,en,
1416162,False Flag,220,0.0,et,en
1721759,,253,0.0,es,
939224,MONTHLY PROGRESS REPORT,27,0.0,fr,en
83190,Deadball,48,0.0,en,ja
1180583,Flesh Games,22,0.0,no,en
166921,Fuuin Eizou 4 - Inugami no Juhou,35,0.0,id,ja
1651123,,20,0.0,en,
280931,Misteri Jam 12 Kronik,631,0.25,id,en
764930,Filth,217,0.0,en,en
85259,Phoenix the Ninja,203,0.3333,en,zh
264443,Sexandroide,126,0.0,fr,fr
1632369,TAPE FACE,31,0.0,da,
842820,,283,0.0,en,
650152,The Grinning Face,51,0.3333,de,de
393481,,27,0.0,en,
39981,Junk,98,0.0,en,ja
1080299,D.O.D.,66,0.0,en,
864536,Thug,183,0.0,en,
1485241,Ashley Bones: The Bimbo Cannibal (Proof of Concept Mockumentary),244,0.3333,nl,en
128866,Arachnia,47,0.0,en,en
359096,Haunted School 3,34,0.0,en,ja
82972,Curio,35,0.0,en,en
796640,,38,0.0,en,
1731196,Grandma Grandpa House,27,0.0,en,en
294147,Home Made,95,0.0,en,en
1571912,CH1-0,24,0.0,en,
437964,Fuuin Sareta Shinrei Shashin Housou Dekinakatta Kowai Hanashi Vol. 1,56,0.1111,de,ja
401052,,27,0.0,en,
321686,The Story of Jang-hwa and Heung-ryeon,28,0.125,bs,ko
923612,A Good Son,52,0.0,en,ko
636873,It Wants Blood!,38,0.0,en,en
1010063,If Horror is a Dance,96,0.0,en,zh
1421744,The Stanmore Incident,95,0.3333,en,
30384,Zombies Anonymous: Last Rites of the Dead,338,0.2857,en,en
67065,Ju-rei: The Uncanny,84,0.0,en,ja
257275,The Night Comes Too Soon,25,0.2,en,en
611722,Frightening Embroidery Shoes,131,0.0,en,zh
105010,The Black Magic with Buddha,52,0.0,en,cn
418819,The Cursed House,164,0.0,ar,ar
1546684,Feast Your Eyes,153,0.3333,en,en
1473220,Grub,180,0.0,en,en
569044,Ghost Banana Tree,92,0.0,en,km
669217,EGUM,33,0.0,pt,pt
376804,Lady Snow,29,0.0,en,zh
854953,Senritsu Kaiki File Kowasugi! Final Chapter,26,0.0,en,en
34794,The St. Francisville Experiment,56,0.25,en,en
881070,,31,0.0,ht,
1444992,,93,0.0,en,
1452657,GIRLSFOLLOWMOONLIGHT,22,0.0,en,en
496542,Khopdi: The Skull,142,0.3333,en,hi
863874,Tercera caída,147,0.3333,es,es
1177275,,189,0.0,en,
322573,Legend of the White Snake,78,0.2,en,en
914075,Red Vodka,25,0.0,,en
768596,Chiyohime Senki,42,0.0,en,ja
169163,Exorcist Master,63,0.0,en,cn
1354901,abattoir_witness.AVI,39,0.0,pl,en
569085,Clownsploitation,54,0.0,et,
279087,Specter,33,0.0,en,en
1056502,Paranoia Tapes X: The Night Stalker Case Investigation,147,0.1429,en,
1622617,,26,0.0,pl,
920697,,94,0.0,nl,
1089772,This Goddamned Noise,49,0.25,lt,en
179380,El diabólico,189,0.3333,es,es
954858,Tasha and Friends,25,0.3333,tl,en
45676,Sexual Parasite: Killer Pussy,38,0.25,en,ja
1143215,,152,0.0,de,
85203,Twisted Nightmare,46,0.0,en,en
322418,Evil Hits Evil,98,0.0,en,ko
1275530,Jeepers Reaper,42,0.0,en,
1429644,Nectar,34,0.0,en,en
1666828,Killed feminist 3: Dawn of the Performative Male,65,0.2857,en,en
616106,Yagon the Water Monster,24,0.0,en,ja
284893,The Orgies of Dr. Orloff,230,0.2,es,es
498752,Paranoia Tapes,149,0.0,en,en
1044641,Slit,275,0.0,et,
610243,CSBSB (a Cat Sick Blues fan film),36,0.3333,fi,en
1649764,,41,0.0,en,
726352,Hammurabi,20,0.0,pt,en
1578643,Cymophane,34,0.0,en,en
110772,Stille Nacht IV: Can't Go Wrong Without You,68,0.0,en,en
1490113,Die Noonautinnen,50,0.0,en,en
643071,The Postman Doesn't Knock Three Times,383,0.1667,ar,fa
747816,Evil Night,264,0.0,et,en
722717,They Came: Alien Death Fuck,191,0.0,en,en
771224,Splattenstein 2000,46,0.0,fi,fi
216139,Burned at the Stake,355,0.25,en,en
408984,"Necropolis, Ashes to Ashes",444,0.3333,es,es
392768,The Grayhaven Maniac,93,0.3333,en,en
1367384,,51,0.0,no,
648550,Náusea,226,0.0,es,pt
884490,Nước Chảy Hoa Trôi (Reborn),40,0.25,en,vi
1047376,Valley of Sickness and Death,25,0.0,en,
928153,,162,0.0,et,
283009,Amukan Puaka,27,0.0,ms,en
107403,Occult Detective Club: The Doll Cemetery,74,0.0,id,en
316878,I Love Snuff,108,0.0,en,fr
757709,M is for Mermaid,31,0.0,en,
728907,7 Sins,79,0.0,en,en
246228,Banned! in America III,52,0.25,fr,en
926835,,57,0.0,en,
820098,Homejack Lockdown,29,0.0,id,ja
1236920,Blood Fear,21,0.0,da,
809198,,138,0.0,et,
759193,Couples Therapy,27,0.0,,en
1119269,GOOD LUCK,54,0.0,en,en
745264,Georgia,99,0.0,en,ko
395455,Isolation,27,0.0,it,de
112106,Tailor's Secret,475,0.3333,en,sr
866343,Torcidos,20,0.0,es,es
630890,,161,0.0,en,
1204357,,22,0.0,en,
428047,Video Voodoo,35,0.0,en,en
1571765,Old Fashioned American Torture,52,0.0,en,en
1643197,,23,0.0,en,
1736367,,109,0.0,en,
968409,Sins of the Flesh,30,0.0,en,ja
290619,Bollenti spiriti,89,0.0,it,it
939202,THE DEEP BLUE,25,0.0,en,en
817480,Fearsome,39,0.0,de,ko
1575988,Necromancer: Part 2,55,0.0,en,en
527765,Thatary A Girl in Wonder,62,0.0,fr,ja
1283922,Popper,178,0.0,et,en
1704506,,106,0.0,en,
290391,"Run, Hide, Die",20,0.0,en,en
1696506,Phrogger,39,0.0,vi,
785145,夜走鬼城,60,0.0,sv,zh
1529259,,26,0.0,en,
348195,Murder in Law,129,0.3333,en,en
1705057,,36,0.0,en,
1616740,,58,0.0,en,
1711755,,147,0.0,en,
1705035,,46,0.0,en,
865502,All Catacombs Are Grey,43,0.0,en,hr
1403461,,220,0.0,nl,
305805,Malefic,115,0.0,en,en
724843,Grandmother's Farm Part 2,291,0.3333,en,ar
869378,Toxic from space,43,0.3333,it,it
982883,An Bean Sidhe,157,0.3333,de,en
369143,They Eat Your Flesh,262,0.25,pt,pt
96989,Operation Pink Squad II,37,0.0,en,cn
1040153,What Killed Timmy Benson?,96,0.0,en,
1310002,Cain Rose Up,125,0.0,fr,
1511946,Pascal,23,0.0,et,en
543447,The Enfield Poltergeist,27,0.0,pt,en
713204,Murdaa,84,0.0,en,hi
1656295,,29,0.0,et,
1629757,The Ash Man,274,0.3333,nl,en
426548,Last Bus,215,0.0,en,kn
15057,The Evil Woods,30,0.3333,en,en
939226,HOME INVASION HELP,29,0.3333,et,en
529294,Eyes In The Hills,37,0.25,en,en
1155547,Oh! The Horror!,53,0.3333,en,
1294264,The Monkey's Paw,86,0.3333,en,en
25714,The Return of James Battle,198,0.2,fr,fr
1086907,,260,0.0,en,
301113,Golpo Holeo Shotti,221,0.0,en,bn
352864,DemiUrge Emesis,115,0.0,en,en
423153,The Rule of Violence,58,0.25,en,ko
568135,Vampire Club 3D,28,0.3333,es,en
1167767,,101,0.0,en,
1692861,Pyre,154,0.0,tl,
417169,X Game 2,89,0.0,nl,en
737259,A Bit Of Fun,21,0.3333,en,en
801773,Vampire in Union City,161,0.25,en,en
178636,The Enchanting Ghost,151,0.0,en,zh
1640420,Powhatan Rat Man,102,0.3333,en,
1020830,Aberrance,272,0.0,en,mn
675256,ClownDoll,34,0.0,en,en
862453,The Wind of Ghost,64,0.0,en,zh
455424,MutantLand,69,0.0,en,en
1524837,Alice Otherlands: Leviathan,81,0.3333,tl,
39855,August Underground's Penance,38,0.3333,en,en
510346,Lethal Obsession,33,0.0,id,en
1399072,Sweeney Todd: the Demon Barber of Fleet Street,687,0.125,et,
417128,Past and Present,120,0.0,en,zh
173109,Ghost for Sales,116,0.3333,en,zh
629386,,54,0.0,en,
402561,Satan's Cannibal Holocaust,32,0.3333,en,
291163,Roseville,252,0.0,cv,bg
1292246,,26,0.0,ku,
772786,Gunkworld,148,0.0,en,en
211505,Dabbe 3: Bir Cin Vakası,95,0.25,tr,tr
312781,"Silence, We Are Shooting!",403,0.25,en,fr
440173,Chinese Horror Story,26,0.3333,en,zh
680615,O Cemitério das Almas Perdidas,29,0.2,gl,pt
1088143,,44,0.0,en,
786075,Felak,216,0.0,id,tr
297058,Finale in Blood,31,0.3333,en,cn
845509,Yokai Girl Kirin,69,0.0,en,ja
1312196,,174,0.0,en,
398766,School Girl: Harakiri,49,0.3333,en,ja
29338,No One Heard the Scream,21,0.2,en,es
482382,999: The Mysterious Body,72,0.25,ug,cn
105746,Terrorgram,112,0.0,en,en
1501578,Baleful,65,0.0,en,en
616040,Pustaka,49,0.0,ms,id
1001011,Bewtiched,26,0.0,en,en
1701297,Cain,21,0.0,en,en
322528,Mr. Zombie,199,0.0,en,ko
1527789,One Step Ahead,31,0.3333,en,en
453200,Evil Bong 666,32,0.3333,en,en
48808,Closet Space,154,0.0,en,en
796412,"Sex, Gewalt und gute Laune Vol. 2",39,0.1667,en,de
858655,Theourgia,184,0.0,en,en
329732,The Blood Sword of the 99th Virgin,63,0.1667,en,ja
1493460,Girl in the Refrigerator,22,0.25,en,en
514094,Dancing with The Devil,140,0.0,ar,ar
45474,Crossfire,164,0.0,en,ja
308539,Axe to Grind,98,0.3333,en,en
876932,,26,0.0,en,
718617,Jade of Tai Chi,113,0.25,fi,en
1147276,Twisted Minds,142,0.0,nl,
1243358,Pale Head,67,0.0,en,en
1145866,The End,52,0.0,en,
92720,"Mirror, Mirror IV: Reflection",25,0.3333,en,en
781353,Slumber Party Slasherthon,111,0.3333,et,en
457061,Massagist,107,0.0,en,zh
1437116,Óbito,284,0.0,cy,en
1208836,,251,0.0,da,
299610,Ghost of the Pearl Divers,35,0.0,tl,ja
647710,Under The Mask,347,0.3333,en,th
322170,,58,0.0,en,
912556,The Palm,68,0.0,es,en
566416,Dendrofobia,101,0.0,es,en
1231558,Ermon County: Gateway of the Fallen,326,0.3333,en,
66039,Siren X,31,0.0,fr,ja
1687160,Bewildered,263,0.0,et,
140656,Mamá,32,0.0,it,en
640756,Hack-Man,37,0.0,en,
1729652,The Koolakamba Project vol. III,183,0.2,et,
668040,The Cool Kids,228,0.3333,et,en
881573,江南奇冤,68,0.0,tl,zh
881317,Making a Monster Movie: Inside 'the Howling',29,0.1667,en,en
403657,Troublesome Night 16,37,0.0,en,cn
1552241,,40,0.0,en,
1142288,,25,0.0,en,
331827,Rouge Fougère,296,0.3333,fr,en
761191,Zenigata Heiji: Ghost Lord,26,0.0,en,ja
1322227,Indian in a Box,182,0.3333,en,en
974612,"SA,",34,0.0,en,ja
1620724,Rose Blood,65,0.0,en,
976209,Midnight Thirst,95,0.0,et,en
584819,The Little One,235,0.3333,mk,sr
939204,ARTIFICIAL COMPUTER LEARNING,25,0.0,ht,en
24196,The Hillside Strangler,21,0.3333,en,en
840537,Pasture,36,0.0,en,en
51890,Battlefield Baseball,22,0.0,en,ja
269358,Mad Sad Bad,49,0.3333,en,ko
1530058,,68,0.0,is,
292227,Night is the Time For Killing,120,0.3333,en,en
1665716,,32,0.0,en,
939207,CAMP INFORMATION VIDEO,25,0.0,sl,en
705798,Inside The Boys,47,0.3333,en,zh
372800,Sisters of No Mercy,20,0.25,en,en
1612991,,20,0.0,en,
1043284,,42,0.0,,
703351,Teyolía,157,0.0,en,en
1722186,Imago,24,0.0,et,
499732,Ho Sakta Hai!,171,0.3333,en,hi
172486,Mil Mascaras vs. the Aztec Mummy,76,0.3333,en,en
201926,Puppy,23,0.0,en,en
120884,Fairy Tale Killer,318,0.3333,en,cn
448455,The Woman from Hell,25,0.0,ku,zh
1077846,Dementia 29,59,0.0,en,
322042,The Black Hair,99,0.3333,en,ko
881194,Bondage: Angel in White,24,0.0,en,ja
559017,Иччи,31,0.0,ru,ru
396520,House of the Lute,20,0.0,en,cn
750895,,78,0.0,fi,
410735,Dial D for Demons,191,0.0,en,cn
1208457,STZ,20,0.0,es,en
173018,The First Vampire in China,23,0.0,pt,cn
623551,Anita,21,0.0,cy,de
615982,Sijjin 6,265,0.0,nl,tr
539893,Hell Mountain,22,0.0,en,en
971788,Skin,211,0.0,no,
1202417,Saigone,132,0.0,,
