id,title,year,status,latency_s,title_text,credits_text,other_text,languages,mood,fear_labels,weapon,monster,person,animal,blood_gore,violence,sexual_content,sensitive,moderation_notes,description,model_id,input_tokens,output_tokens,error
122742,El asesino del parking,2006,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.639,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
122804,Greystone Park,2012,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.648,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
122982,The Secretary,1995,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.661,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123075,The Bad Seed,1985,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123105,The Bay,2012,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.652,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123107,Hellbenders,2013,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.648,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123109,No One Lives,2013,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.679,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123180,Big Junior,2010,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.684,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123244,Serving Up Richard,2012,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.643,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
123313,Campfire Tales,1991,error: ResourceNotFoundException: An error occurred (ResourceNotFoundException) ,1.635,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,us.amazon.nova-2-lite-v1:0,,,ResourceNotFoundException: An error occurred (ResourceNotFoundException) when calling the Invoke operation: Function not found: arn:aws:lambda:us-west-2:207567776078:function:poster-ocr-bedrock:$LATEST
